,,,,,,,
,,,,,,,
"Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided.","Please place the contact name in Columns F, G, and H to correspond with the Generator list provided."
EKPC  ,20LAUR2D,20LAURHY_1    ,20LAURHY,65,,,
EKPC  ,20LOVE  ,20LOVE_1      ,20LOVE  ,70,,,
EKPC  ,20SPURL1,20SPLK1_1     ,20SPLK1 ,325,,,
EKPC  ,20SPURL1,20SPLK2_2     ,20SPLK2 ,550,,,
ENCA  ,1CALEDG1,1CALEDG1_1    ,1CALEDG1,75,,,
ENCA  ,1CALEDG1,1CALEDG2_2    ,1CALEDG2,75,,,
ENCA  ,1CALEDG1,1CALEDG3_3    ,1CALEDG3,75,,,
ENCA  ,1CALEDG1,1CALEDG4_4    ,1CALEDG4,75,,,
ENCA  ,1CALEDG1,1CALEDG5_5    ,1CALEDG5,75,,,
ENCA  ,1CALEDG1,1CALEDG6_6    ,1CALEDG6,75,,,
ENGL  ,1GLEAS_1,1GLEAS_1_1    ,1GLEAS 1,175,,,
ENGL  ,1GLEAS_1,1GLEAS_2_2    ,1GLEAS 2,175,,,
ENGL  ,1GLEAS_1,1GLEAS_3_3    ,1GLEAS 3,160,,,
ENLC  ,LINCO__P,LINCO__P_1    ,LINCO; P,75,,,
ENLC  ,LINCO__P,LINCO__P_2    ,LINCO; P,75,,,
ENLC  ,LINCO__P,LINCO__P_3    ,LINCO; P,75,,,
ENLC  ,LINCO__P,LINCO__P_4    ,LINCO; P,75,,,
ENLC  ,LINCO__P,LINCO__P_5    ,LINCO; P,75,,,
ENLC  ,LINCO__P,LINCO__P_6    ,LINCO; P,75,,,
ENLC  ,LINCO__P,LINCO__P_7    ,LINCO; P,75,,,
ENLC  ,LINCO__P,LINCO__P_8    ,LINCO; P,75,,,
ENNA  ,1NEWALG1,1NEWALG1_1    ,1NEWALG1,65,,,
ENNA  ,1NEWALG1,1NEWALG2_2    ,1NEWALG2,65,,,
ENNA  ,1NEWALG1,1NEWALG3_3    ,1NEWALG3,65,,,
ENNA  ,1NEWALG1,1NEWALG4_4    ,1NEWALG4,65,,,
ENNA  ,1NEWALG1,1NEWALG5_5    ,1NEWALG5,65,,,
ENNA  ,1NEWALG1,1NEWALG6_6    ,1NEWALG6,65,,,
ENSE  ,1BRNVLG1,1BRNVLG1_1    ,1BRNVLG1,110,,,
ENSE  ,1BRNVLG1,1BRNVLG2_2    ,1BRNVLG2,120,,,
ENSE  ,1BRNVLG1,1BRNVLG3_3    ,1BRNVLG3,110,,,
ENSE  ,1BRNVLG1,1BRNVLG4_4    ,1BRNVLG4,120,,,
ERCOT ,OKLAUN_7,OKLAUN_7_1    ,OKLAUN 7,1000,,,
FE    ,02_RCHLN,02RICHLN_1    ,02RICHLN,11,,,
FE    ,02_RCHLN,02RICHLN_2    ,02RICHLN,11,,,
FE    ,02_RCHLN,02RICHLN_3    ,02RICHLN,11,,,
FE    ,02_RCHLN,02RICHLN_4    ,02RICHLN,130,,,
FE    ,02_RCHLN,02RICHLN_5    ,02RICHLN,130,,,
FE    ,02ASHTB6,02ASHTB6_6    ,02ASHTB6,43,,,
FE    ,02ASHTB7,02ASHTB7_7    ,02ASHTB7,43,,,
FE    ,02ASHTB8,02ASHTB8_8    ,02ASHTB8,43,,,
FE    ,02ASHTB9,02ASHTB9_9    ,02ASHTB9,43,,,
FE    ,02AT    ,02ASHTBL_5    ,02ASHTBL,243,,,
FE    ,02AVO3  ,02AVO3_9      ,02AVON  ,596,,,
FE    ,02AVO3  ,02AVO1_6      ,02AVON  ,0,,,
FE    ,02AVO3  ,02AVO1_7      ,02AVON  ,95,,,
FE    ,02AVO3  ,02AVO1_A      ,02AVON  ,24,,,
FE    ,02BAYSHO,02BAYSHO_1    ,02BAYSHO,132,,,
FE    ,02BAYSHO,02BAYSHO_2    ,02BAYSHO,134,,,
FE    ,02BAYSHO,02BAYSHO_3    ,02BAYSHO,142,,,
FE    ,02BAYSHO,02BAYSHO_4    ,02BAYSHO,213,,,
FE    ,02BAYSHO,02BAYSHO_9    ,02BAYSHO,16,,,
FE    ,02BEAVE3,02BEAVE1_A    ,02BEAVER,102,,,
FE    ,02BRGR_E,02BRGR_E_3    ,02BRGR E,94,,,
FE    ,02BRGR_E,02BRGR_E_D    ,02BRGR E,7.06,,,
FE    ,02BRGR_W,02BRGR_W_4    ,02BRGR W,156,,,
FE    ,02BRGR_W,02BRGR_W_5    ,02BRGR W,156,,,
FE    ,02CLAR1 ,02CLARO_A     ,02CLARK ,25,,,
FE    ,02CLAR1 ,02CLARO_B     ,02CLARK ,25,,,
FE    ,02DAV_BE,02DAV_BE_1    ,02DAV-BE,873,,,
FE    ,02EASTL3,02EASTL3_5    ,02EASTLK,597,,,
FE    ,02EASTL3,02EASTL1_1    ,02EASTLK,129,,,
FE    ,02EASTL3,02EASTL1_2    ,02EASTLK,129,,,
FE    ,02EASTL3,02EASTL1_3    ,02EASTLK,129,,,
FE    ,02EASTL3,02EASTL1_4    ,02EASTLK,238,,,
FE    ,02EASTL3,02EASTL1_6    ,02EASTLK,24,,,
FE    ,02EDGEW1,02EDGEWO_A    ,02EDGEWT,19,,,
FE    ,02EDGEW1,02EDGEWO_B    ,02EDGEWT,19,,,
FE    ,02EDGEW1,02EDGEW1_4    ,02EDGEWT,100,,,
FE    ,02LS7T_C,02LKSHO1_1    ,02LKSHOR,243,,,
FE    ,02MANSFD,02MANSFD_1    ,02MANSFD,780,,,
FE    ,02MANSFD,02MANSFD_2    ,02MANSFD,780,,,
FE    ,02MANSFD,02MANSFD_3    ,02MANSFD,800,,,
FE    ,02NCASTO,02NCASTO_3    ,02NCASTL,98,,,
FE    ,02NCASTO,02NCASTO_4    ,02NCASTL,98,,,
FE    ,02NCASTO,02NCUNTD_D    ,02NCUNTD,6,,,
FE    ,02NCASTO,02NCAST1_5    ,02NCASTL,137,,,
FE    ,02NILE1 ,02NILE1_1     ,02NILES ,69,,,
FE    ,02NILE1 ,02NILE1_2     ,02NILES ,69,,,
FE    ,02NILE1 ,02NILE1_A     ,02NILES ,25.04,,,
FE    ,02PERRY ,02PERRY_1     ,02PERRY ,1169,,,
FE    ,02SAKRON,02S_AK_E_C    ,02S.AK.E,0,,,
FE    ,02SAMMI1,02SAMMI1_1    ,02SAMMIS,180,,,
FE    ,02SAMMI1,02SAMMI1_2    ,02SAMMIS,180,,,
FE    ,02SAMMI1,02SAMMI1_D    ,02SAMMIS,13.05,,,
FE    ,02SAMMI3,02SAMMI3_3    ,02SAMMIS,180,,,
FE    ,02SAMMI3,02SAMMI3_4    ,02SAMMIS,180,,,
FE    ,02SAMMI3,02SAMMI3_5    ,02SAMMIS,300,,,
FE    ,02SAMMI3,02SAMMI3_6    ,02SAMMIS,600,,,
FE    ,02SAMMI3,02SAMMI3_7    ,02SAMMIS,600,,,
FE    ,02STRYKN,02STRYK1_1    ,02STRYKE,17,,,
GRDA  ,BOOMER_2,BOOMER_2_1    ,BOOMER 2,24,,,
GRDA  ,GRDA1_5 ,GRDA17_1_1    ,GRDA17-1,520,,,
GRDA  ,GRDA1_5 ,GRDA15_1_1    ,GRDA15-1,490,,,
GRDA  ,KERR_GR3,KERR_GR3_2    ,KERR GR3,28.5,,,
GRDA  ,KERR_GR3,KERR_GR3_3    ,KERR GR3,28.5,,,
GRDA  ,KERR_GR3,KERR_GR5_1    ,KERR GR5,28.5,,,
GRDA  ,KERR_GR3,KERR_GR5_4    ,KERR GR5,28.5,,,
GRDA  ,PENSA_2 ,PENSA_2_1     ,PENSA  2,21,,,
GRDA  ,PENSA_2 ,PENSA_2_2     ,PENSA  2,21,,,
GRDA  ,PENSA_2 ,PENSA_2_3     ,PENSA  2,21,,,
GRDA  ,PENSA_2 ,PENSA_3_4     ,PENSA  3,16,,,
GRDA  ,PENSA_2 ,PENSA_3_5     ,PENSA  3,16,,,
GRDA  ,PENSA_2 ,PENSA_3_6     ,PENSA  3,16,,,
GRDA  ,SALINA_5,SALINA_5_1    ,SALINA 5,43.22,,,
GRDA  ,SALINA_5,SALINA_5_2    ,SALINA 5,43,,,
GRDA  ,SALINA_5,SALINA_5_3    ,SALINA 5,43,,,
GRDA  ,SALINA_5,SALINA_5_4    ,SALINA 5,43,,,
GRDA  ,SALINA_5,SALINA_5_5    ,SALINA 5,44,,,
GRDA  ,SALINA_5,SALINA_5_6    ,SALINA 5,44,,,
GRE   ,CAMBRDG8,CAMBRDG8_1    ,CAMBRDG8,29.4,,,
GRE   ,COAL_CR4,COAL_41G_1    ,COAL 41G,605,,,
GRE   ,COAL_CR4,COAL_42G_2    ,COAL 42G,605,,,
GRE   ,ELK_RIV8,ELK_RIV8_1    ,ELK RIV8,13.5,,,
GRE   ,ELK_RIV8,ELK_RIV8_2    ,ELK RIV8,13.5,,,
GRE   ,ELK_RIV8,ELK_RIV8_3    ,ELK RIV8,22,,,
GRE   ,ELKRWS18,ELKRWS18_1    ,ELKRWS18,0.6,,,
GRE   ,ELKRWS18,ELKRWS18_2    ,ELKRWS18,0.6,,,
GRE   ,ELKRWS18,ELKRWS18_3    ,ELKRWS18,3,,,
GRE   ,ELKRWS18,ELKRWS18_4    ,ELKRWS18,5.4,,,
GRE   ,GRAND_MA,GRAND_MA_2    ,GRAND MA,0.6,,,
GRE   ,GRAND_MA,GRAND_MA_5    ,GRAND MA,1.2,,,
GRE   ,GRAND_MA,GRAND_MA_6    ,GRAND MA,1.2,,,
GRE   ,HUTCHPK8,HUTCHPK8_1    ,HUTCHPK8,41,,,
GRE   ,HUTCHPK8,HUTCHPK8_9    ,HUTCHPK8,24,,,
GRE   ,HUTCHPK8,HUTCHPK8_S    ,HUTCHPK8,10,,,
GRE   ,HUTCHPT8,HUTCHPT8_2    ,HUTCHPT8,2,,,
GRE   ,HUTCHPT8,HUTCHPT8_3    ,HUTCHPT8,4,,,
GRE   ,HUTCHPT8,HUTCHPT8_4    ,HUTCHPT8,4,,,
GRE   ,HUTCHPT8,HUTCHPT8_5    ,HUTCHPT8,2,,,
GRE   ,HUTCHPT8,HUTCHPT8_6    ,HUTCHPT8,2,,,
GRE   ,HUTCHPT8,HUTCHPT8_7    ,HUTCHPT8,4,,,
GRE   ,HUTCHPT8,HUTCHPT8_8    ,HUTCHPT8,13,,,
GRE   ,LITCHFLO,LITCHFLO_5    ,LITCHFLD,2,,,
GRE   ,LITCHFLO,LITCHFLO_6    ,LITCHFLD,2,,,
GRE   ,MAPLE_1G,MAPLE_1G_1    ,MAPLE 1G,29.4,,,
GRE   ,MOOSELK8,MOOSELK8_1    ,MOOSELK8,1.4,,,
GRE   ,MOOSELK8,MOOSELK8_2    ,MOOSELK8,1.1,,,
GRE   ,MOOSELK8,MOOSELK8_4    ,MOOSELK8,1.2,,,
GRE   ,MORA    ,MORA_2        ,MORA    ,0.8,,,
GRE   ,MORA    ,MORA_5        ,MORA    ,6.1,,,
GRE   ,MORA    ,MORA_6        ,MORA    ,7.1,,,
GRE   ,N_BRANCH,N_BRANCH_1    ,N BRANCH,0.8,,,
GRE   ,N_BRANCH,N_BRANCH_2    ,N BRANCH,1.2,,,
GRE   ,PRINPLNT,PRINPLNT_3    ,PRINPLNT,2.2,,,
GRE   ,PRINPLNT,PRINPLNT_4    ,PRINPLNT,1,,,
GRE   ,PRINPLNT,PRINPLNT_5    ,PRINPLNT,0.8,,,
GRE   ,PRINPLNT,PRINPLNT_6    ,PRINPLNT,2,,,
GRE   ,ROCKLK1G,ROCKLK1G_1    ,ROCKLK1G,29.4,,,
GRE   ,STANTON4,STANT41G_1    ,STANT41G,208.6,,,
GRE   ,WILMRMN8,WILMRMN8_1    ,WILMRMN8,4,,,
GRE   ,WILMRMN8,WILMRMN8_2    ,WILMRMN8,6.5,,,
GRE   ,WILMRMN8,WILMRMN8_3    ,WILMRMN8,16.1,,,
HE    ,07MRM_PR,07MEROM5_1    ,07MEROM5,507,,,
HE    ,07MRM_PR,07MEROM5_2    ,07MEROM5,493,,,
HE    ,07RAT_1 ,07RATTS_1     ,07RATTS ,126,,,
HE    ,07RAT_1 ,07RATTS_2     ,07RATTS ,124,,,
HE    ,07WRTHG ,07WORTH8_1    ,07WORTH8,170,,,
INDN  ,BLUVLY_2,BLUVLY_2_1    ,BLUVLY 2,20,,,
INDN  ,BLUVLY_2,BLUVLY_2_2    ,BLUVLY 2,20,,,
INDN  ,BLUVLY_2,BLUVLY_2_3    ,BLUVLY 2,50.06,,,
INDN  ,BLUVLY_2,BLUVLY_2_4    ,BLUVLY 2,50.06,,,
INDN  ,MOCTG1_1,MOCTG1_1_1    ,MOCTG1 1,20,,,
INDN  ,MOCTG2_1,MOCTG2_1_2    ,MOCTG2 1,20,,,
INDN  ,SUB_H_2 ,SUB_H_2_5     ,SUB H 2 ,19,,,
INDN  ,SUB_H_2 ,SUB_H_2_6     ,SUB H 2 ,20,,,
INDN  ,SUB_I_2 ,SUB_I_2_7     ,SUB I 2 ,19,,,
INDN  ,SUB_I_2 ,SUB_I_2_8     ,SUB I 2 ,19,,,
INDN  ,SUB_J_2 ,SUB_J_2_1     ,SUB J 2 ,15,,,
IP    ,BALDWI1 ,BALDWI3_1     ,BALDWIN ,575,,,
IP    ,BALDWI1 ,BALDWI3_2     ,BALDWIN ,581,,,
IP    ,BALDWI1 ,BALDWI3_3     ,BALDWIN ,595,,,
IP    ,CLINTO3 ,CLINTO3_1     ,CLINTON ,930,,,
IP    ,HAVANA  ,HAVANA_1      ,HAVANA  ,47.6,,,
IP    ,HAVANA  ,HAVANA_2      ,HAVANA  ,47.6,,,
IP    ,HAVANA  ,HAVANA_3      ,HAVANA  ,47.6,,,
IP    ,HAVANA  ,HAVANA_4      ,HAVANA  ,47.6,,,
IP    ,HAVANA  ,HAVANA_5      ,HAVANA  ,47.6,,,
IP    ,HAVANA  ,HAVANA_6      ,HAVANA  ,428,,,
IP    ,HENNEPI1,HENNE_2_H     ,HENNE 2 ,116.22,,,
IP    ,HENNEPI1,HENNE_2_L     ,HENNE 2 ,98.9,,,
IP    ,HENNEPI1,HENNE_1_1     ,HENNE 1 ,74,,,
IP    ,OGLESB1 ,OGLSBY_X_1    ,OGLSBY X,15,,,
IP    ,OGLESB1 ,OGLSBY_X_2    ,OGLSBY X,15,,,
IP    ,OGLESB1 ,OGLSBY_Y_3    ,OGLSBY Y,15,,,
IP    ,OGLESB1 ,OGLSBY_Y_4    ,OGLSBY Y,15,,,
IP    ,STALLIN1,STALNG_X_1    ,STALNG X,19.25,,,
IP    ,STALLIN1,STALNG_X_2    ,STALNG X,19.25,,,
IP    ,STALLIN1,STALNG_Y_3    ,STALNG Y,19.25,,,
IP    ,STALLIN1,STALNG_Y_4    ,STALNG Y,19.25,,,
IP    ,TILTN_EC,TILTN_EC_1    ,TILTN EC,44,,,
IP    ,TILTN_EC,TILTN_EC_2    ,TILTN EC,44,,,
IP    ,TILTN_EC,TILTN_EC_3    ,TILTN EC,44,,,
IP    ,TILTN_EC,TILTN_EC_4    ,TILTN EC,44,,,
IP    ,VERMILG3,VERMILG3_3    ,VERMILG3,10,,,
IP    ,VERMILO1,VERMILO1_2    ,VERMILON,102,,,
IP    ,VERML_21,VERMILOO_1    ,VERMILON,74,,,
IP    ,WOODR_NR,WOODR_NR_2    ,WOODR NE,46.3,,,
IP    ,WOODR_NR,WOODR_5_H     ,WOODR 5 ,182.74,,,
IP    ,WOODR_NR,WOODR_5_L     ,WOODR 5 ,189.26,,,
IP    ,WOODR_SR,WOODR_SR_1    ,WOODR SW,46.3,,,
IP    ,WOODR_SR,WOODR_S1_3    ,WOODR SW,46.3,,,
IP    ,WOODR_SR,WOODR_S1_4    ,WOODR SW,96,,,
IPL   ,16GEORGE,16GEORG1_1    ,16GEORG1,75,,,
IPL   ,16GEORGE,16GEORG2_2    ,16GEORG2,75,,,
IPL   ,16GEORGE,16GEORG3_3    ,16GEORG3,75,,,
IPL   ,16PET3  ,16PETE_1_1    ,16PETE 1,247,,,
IPL   ,16PET3  ,16PETE_2_2    ,16PETE 2,430,,,
IPL   ,16PET3  ,16PETE_3_3    ,16PETE 3,530,,,
IPL   ,16PET3  ,16PETE_4_4    ,16PETE 4,530,,,
IPL   ,16PRITCH,16PRIT_1_1    ,16PRIT_1,42,,,
IPL   ,16PRITCH,16PRIT_2_2    ,16PRIT_2,42,,,
IPL   ,16PRITCH,16PRIT_3_3    ,16PRIT_3,44,,,
IPL   ,16PRITCH,16PRIT_4_4    ,16PRIT_4,60,,,
IPL   ,16PRITCH,16PRIT_5_5    ,16PRIT_5,66,,,
IPL   ,16PRITCH,16PRIT_6_6    ,16PRIT_6,105,,,
IPL   ,16STOUT ,16STOUT7_7    ,16STOUT7,445,,,
IPL   ,16STOUT ,16STOTGT_1    ,16STOTGT,25,,,
IPL   ,16STOUT ,16STOTGT_2    ,16STOTGT,25,,,
IPL   ,16STOUT ,16STOTGT_3    ,16STOTGT,25,,,
IPL   ,16STOUTC,16STOTC4_4    ,16STOTC4,78,,,
IPL   ,16STOUTC,16STOTC5_5    ,16STOTC5,79,,,
IPL   ,16STOUTN,16STOUT3_3    ,16STOUT3,42,,,
IPL   ,16STOUTN,16STOUT4_4    ,16STOUT4,42,,,
IPL   ,16STOUTN,16STOUT5_5    ,16STOUT5,108,,,
IPL   ,16STOUTN,16STOUT6_6    ,16STOUT6,108,,,
IPL   ,16WHEAT ,16WHTLD1_1    ,16WHTLD1,125,,,
IPL   ,16WHEAT ,16WHTLD2_2    ,16WHTLD2,125,,,
KACY  ,KAW_2   ,KAW_2_1       ,KAW    2,92,,,
KACY  ,NEARMAN5,NEARMAN5_1    ,NEARMAN5,235,,,
KACY  ,QUIN_2  ,QUIN_2_1      ,QUIN   2,316,,,
KCPL  ,CTY_HIG2,CTY_HIG2_1    ,CTY HIG2,36,,,
KCPL  ,GARDNER5,GARDNER5_1    ,GARDNER5,11,,,
KCPL  ,GRAND_5 ,GA_CT_1_7     ,GA  CT 1,36,,,
KCPL  ,GRAND_5 ,GA_CT_1_9     ,GA  CT 1,37,,,
KCPL  ,HAWTH_N5,HAW_G5_1_5    ,HAW G5 1,479,,,
KCPL  ,HAWTH_N5,HAWCT6_1_1    ,HAWCT6 1,141,,,
KCPL  ,HAWTH_N5,HAW_G9_1_9    ,HAW G9 1,139,,,
KCPL  ,IATAN_7 ,IAT_G1_1_1    ,IAT G1 1,670,,,
KCPL  ,LACYGNE7,LAC_G1_1_1    ,LAC G1 1,688,,,
KCPL  ,LACYGNE7,LAC_G2_1_2    ,LAC G2 1,674,,,
KCPL  ,LEVEE_5 ,HAWCT7_1_7    ,HAWCT7 1,77,,,
KCPL  ,LEVEE_5 ,HAWCT8_1_8    ,HAWCT8 1,77,,,
KCPL  ,MONTROS5,MONTG1_1_1    ,MONTG1 1,170,,,
KCPL  ,MONTROS5,MONTG2_1_2    ,MONTG2 1,164,,,
KCPL  ,MONTROS5,MONTG3_1_3    ,MONTG3 1,176,,,
KCPL  ,NEAST_N5,NE_CTN_1_1    ,NE CTN 1,56,,,
KCPL  ,NEAST_N5,NE_CTN_1_2    ,NE CTN 1,55,,,
KCPL  ,NEAST_N5,NE_CTN_1_3    ,NE CTN 1,56,,,
KCPL  ,NEAST_N5,NE_CTN_1_4    ,NE CTN 1,58,,,
KCPL  ,NEAST_S5,NE_CTS_1_5    ,NE CTS 1,58,,,
KCPL  ,NEAST_S5,NE_CTS_1_6    ,NE CTS 1,58,,,
KCPL  ,NEAST_S5,NE_CTS_1_7    ,NE CTS 1,59,,,
KCPL  ,NEAST_S5,NE_CTS_1_8    ,NE CTS 1,58,,,
LAFA  ,BONIN_4 ,BONIN3_1      ,BONIN3  ,189,,,
LAFA  ,BONIN_4 ,BONIN2_1      ,BONIN2  ,89,,,
LAFA  ,BONIN_4 ,BONIN1_1      ,BONIN1  ,50,,,
LEPA  ,MRGNCTY4,MRGNCTY4_1    ,MRGNCTY4,6,,,
LEPA  ,MRGNCTY4,MRGNCTY4_2    ,MRGNCTY4,6,,,
LEPA  ,MRGNCTY4,MRGNCTY4_4    ,MRGNCTY4,36,,,
LES   ,2_N_A9  ,2_N_A9_1      ,2&N   A9,31,,,
LES   ,ROKEBY_7,ROKEBY_7_1    ,ROKEBY 7,73,,,
LES   ,ROKEBY_7,ROKEBY_7_2    ,ROKEBY 7,89,,,
LGEE  ,11BRWN_3,11BRWN_1_3    ,11BRWN N,441,,,
LGEE  ,11BRWN_P,11BRWN_P_1    ,11BRWN P,103,,,
LGEE  ,11BRWN_P,11BRWN_P_2    ,11BRWN P,168,,,
LGEE  ,11BRWNCT,11BRWNCT_1    ,11BRWNCT,130,,,
LGEE  ,11BRWNCT,11BRWNCT_2    ,11BRWNCT,130,,,
LGEE  ,11BRWNCT,11BRWNCT_6    ,11BRWNCT,164,,,
LGEE  ,11BRWNCT,11BRWNCT_7    ,11BRWNCT,164,,,
LGEE  ,11BRWNCT,11BRWNCT_8    ,11BRWNCT,130,,,
LGEE  ,11BRWNCT,11BRWNCT_9    ,11BRWNCT,130,,,
LGEE  ,11CN_RN6,11CN_RN6_6    ,11CN RN6,240,,,
LGEE  ,11CNE_RN,11CNE_RN_1    ,11CNE RN,16,,,
LGEE  ,11CNE_RN,11CNE_RN_4    ,11CNE RN,155,,,
LGEE  ,11CNE_RN,11CNE_RN_5    ,11CNE RN,168,,,
LGEE  ,11DIXDAM,11DIXDAM_1    ,11DIXDAM,8,,,
LGEE  ,11DIXDAM,11DIXDAM_2    ,11DIXDAM,8,,,
LGEE  ,11DIXDAM,11DIXDAM_3    ,11DIXDAM,8,,,
LGEE  ,11FALLS ,11FALLS_1     ,11FALLS ,5,,,
LGEE  ,11FALLS ,11FALLS_2     ,11FALLS ,5,,,
LGEE  ,11FALLS ,11FALLS_3     ,11FALLS ,5,,,
LGEE  ,11FALLS ,11FALLS_4     ,11FALLS ,5,,,
LGEE  ,11FALLS ,11FALLS_5     ,11FALLS ,5,,,
LGEE  ,11FALLS ,11FALLS_6     ,11FALLS ,5,,,
LGEE  ,11FALLS ,11FALLS_7     ,11FALLS ,5,,,
LGEE  ,11FALLS ,11FALLS_8     ,11FALLS ,5,,,
LGEE  ,11GHEN3 ,11GHEN3_2     ,11GHENT ,490,,,
LGEE  ,11GHEN3 ,11GHEN3_3     ,11GHENT ,505,,,
LGEE  ,11GHEN3 ,11GHEN3_4     ,11GHENT ,494,,,
LGEE  ,11GHEN3 ,11GHEN1_1     ,11GHENT ,476,,,
LGEE  ,11GR_RV ,11GR_RV1_3    ,11GR RVR,72,,,
LGEE  ,11GR_RV ,11GR_RV1_4    ,11GR RVR,104,,,
LGEE  ,11GR_RV ,11GR_RVO_1    ,11GR RVR,26,,,
LGEE  ,11GR_RV ,11GR_RVO_2    ,11GR RVR,27,,,
LGEE  ,11HAEFLI,11HAEFLN_1    ,11HAEFLN,17,,,
LGEE  ,11HAEFLI,11HAEFLN_2    ,11HAEFLN,16,,,
LGEE  ,11HAEFLI,11HAEFLN_3    ,11HAEFLN,17,,,
LGEE  ,11HLCRST,11HLCRST_1    ,11HLCRST,16,,,
LGEE  ,11KU_PK ,11KU_PK_3     ,11KU PK ,33,,,
LGEE  ,11MIL_CK,11MIL_CK_1    ,11MIL CK,303,,,
LGEE  ,11MIL_CK,11MIL_CK_2    ,11MIL CK,301,,,
LGEE  ,11MIL_CK,11MIL_CK_3    ,11MIL CK,386,,,
LGEE  ,11MIL_CK,11MIL_CK_4    ,11MIL CK,480,,,
LGEE  ,11PADDYD,11PRUN2A_1    ,11PRUN2A,17,,,
LGEE  ,11PADDYD,11PRUN2B_2    ,11PRUN2B,26,,,
LGEE  ,11SMIT3 ,11SMIT1_1     ,11SMITH ,150,,,
LGEE  ,11SMIT3 ,11SMIT1_2     ,11SMITH ,250,,,
LGEE  ,11TRIMB3,11TRIMB3_1    ,11TRIMBL,495,,,
LGEE  ,11TYRON1,11TYRONO_1    ,11TYRONE,27,,,
LGEE  ,11TYRON1,11TYRONO_2    ,11TYRONE,31,,,
LGEE  ,11TYRON1,11TYRONO_3    ,11TYRONE,72,,,
LGEE  ,11WATRSD,11WATRSD_7    ,11WATRSD,17,,,
LGEE  ,11WATRSD,11WATRSD_8    ,11WATRSD,16,,,
MEC   ,A_R5_8  ,RIVSID4G_1    ,RIVSID4G,7.8,,,
MEC   ,A_R5_8  ,RIVSID5G_5    ,RIVSID5G,142.4,,,
MEC   ,AMES_8  ,AMES_8_1      ,AMES 8  ,3,,,
MEC   ,AMES_8  ,AMES_8_3      ,AMES 8  ,15.6,,,
MEC   ,AMES_8  ,AMES_8_4      ,AMES 8  ,6.2,,,
MEC   ,AMES_8  ,AMES_8_5      ,AMES 8  ,11.6,,,
MEC   ,AMES_8  ,AMES_8_7      ,AMES 8  ,33,,,
MEC   ,AMES_8  ,AMES_8_8      ,AMES 8  ,68,,,
MEC   ,ATLANTC5,ATLNTIC8_1    ,ATLNTIC8,13,,,
MEC   ,BURT_5  ,BURT_8_1      ,BURT 8  ,14.1,,,
MEC   ,BVISTA_5,BVISTA_5_1    ,BVISTA 5,112,,,
MEC   ,CBLUFFS3,CBLUF33G_3    ,CBLUF33G,737,,,
MEC   ,CBLUFFS3,CBLUFFS5_2    ,CBLUFFS5,88,,,
MEC   ,CBLUFFS3,CBLUFFS8_1    ,CBLUFFS8,46,,,
MEC   ,DMOINES5,DMOINES5_4    ,DMOINES5,173,,,
MEC   ,DMOINES5,DMOINES5_5    ,DMOINES5,173,,,
MEC   ,DMOINES5,DMOINES8_1    ,DMOINES8,37.5,,,
MEC   ,DMOINES5,DMOINES8_2    ,DMOINES8,37.5,,,
MEC   ,DMOINES5,DMOINES8_3    ,DMOINES8,85,,,
MEC   ,DMOINES5,DMOINES8_4    ,DMOINES8,6,,,
MEC   ,EL_FARM5,EL_FARM5_1    ,EL FARM5,60.5,,,
MEC   ,EL_FARM5,EL_FARM5_2    ,EL FARM5,69,,,
MEC   ,EL_FARM5,EL_FARM8_3    ,EL FARM8,71.4,,,
MEC   ,FLOYD_5 ,FLOYD_8_1     ,FLOYD  8,16.3,,,
MEC   ,FLOYD_5 ,FLOYD_8_2     ,FLOYD  8,16.3,,,
MEC   ,GENESEO8,GENESEO8_8    ,GENESEO8,26.4,,,
MEC   ,INDMUNI8,INDMUNI8_1    ,INDMUNI8,19,,,
MEC   ,INDMUNI8,INDMUNI8_2    ,INDMUNI8,20,,,
MEC   ,INDMUNI8,INDMUNI8_3    ,INDMUNI8,13,,,
MEC   ,KNXVL_8 ,KNXVL_8_4     ,KNXVL  8,20,,,
MEC   ,LOUISA_3,LOUISA_3_2    ,LOUISA 3,150,,,
MEC   ,LOUISA_3,LOUIS31G_1    ,LOUIS31G,737.2,,,
MEC   ,LUNDQST5,LUNDQST5_2    ,LUNDQST5,20,,,
MEC   ,NEAL_N_5,NEAL_1G_1     ,NEAL  1G,143,,,
MEC   ,NEAL_N_5,NEAL_2G_2     ,NEAL  2G,318,,,
MEC   ,PELLA_8 ,PELLA_8_5     ,PELLA  8,12.8,,,
MEC   ,PELLA_8 ,PELLA_8_6     ,PELLA  8,25.2,,,
MEC   ,PELLA_8 ,PELLA_8_7     ,PELLA  8,35,,,
MEC   ,RAUN_3  ,NEAL_3G_3     ,NEAL  3G,539.8,,,
MEC   ,RAUN_3  ,NEAL_4G_4     ,NEAL  4G,665,,,
MEC   ,RVRHLS_8,RVHLS12G_1    ,RVHLS12G,16.1,,,
