Counterparty,Deal Num,Fin,Pub Code,Period,Quantity
TEXLAENEMAN,590013,P,GDP-TXINT/KATYT,04-MAY-2000,4000
EPRI,590026,P,FX-PRICE-CASH,04-MAY-2000,5000
EPRI,590036,P,FX-PRICE-CASH,04-MAY-2000,-5000
EPRI,590044,P,IF-HPL/SHPCHAN,04-MAY-2000,10000
EPRI,590045,P,FX-PRICE-CASH,04-MAY-2000,-5000
COASTENEGRO,590047,P,NX1,04-MAY-2000,-10000
EPRI,590076,P,IF-HPL/SHPCHAN,04-MAY-2000,5000
SOUTHERCOMENEMA,590122,P,NX1,04-MAY-2000,10000
PHOENIXGASPIPCO,590125,P,FX-PRICE-CASH,04-MAY-2000,2000
PHOENIXGASPIPCO,590127,P,NX1,04-MAY-2000,3000
ELPASMER,590143,P,FX-PRICE-CASH,04-MAY-2000,5000
ELPASMER,590144,P,FX-PRICE-CASH,04-MAY-2000,5000
AQUILA,590190,P,IF-KATY/TAIL,04-MAY-2000,5000
ANADARKOENESER,590248,P,IF-HPL/SHPCHAN,04-MAY-2000,10000
PANCANADENESER,590318,P,IF-HPL/SHPCHAN,04-MAY-2000,-5000
ENA-NORTHEAST ,590341,P,FX-PRICE-CASH,04-MAY-2000,-2001
ENA-NORTHEAST ,590341,P,NX1,04-MAY-2000,-4111
FORMOSA,590389,P,IF-HPL/SHPCHAN,04-MAY-2000,-10000
ENA-WEST DESK,590449,P,IF-WAHA,04-MAY-2000,2000
CINERGYMARTRA,590494,P,FX-PRICE-CASH,04-MAY-2000,5000
TXUENETRA,591442,P,FX-PRICE-CASH,04-MAY-2000,10000
ONEOK,591450,P,FX-PRICE-CASH,04-MAY-2000,10000
EPRI,591504,P,FX-PRICE-CASH,04-MAY-2000,5000
EPRI,591518,P,FX-PRICE-CASH,04-MAY-2000,5000
EPRI,591530,P,FX-PRICE-CASH,04-MAY-2000,2000
EPRI,591561,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILASOUMAR,591563,P,IF-HPL/SHPCHAN,04-MAY-2000,20000
ELPASMER,591579,P,FX-PRICE-CASH,04-MAY-2000,5000
EPRI,591856,P,FX-PRICE-CASH,04-MAY-2000,-5000
ENA-WEST DESK,591883,P,IF-WAHA,04-MAY-2000,17940
ELPASMER,591962,P,FX-PRICE-CASH,04-MAY-2000,10000
ANADARKOENESER,592074,P,GDP-TXINT/KATYT,04-MAY-2000,-5000
CPRF-HPLC DESK,592161,P,GDC-B/M OFFSHOR,04-MAY-2000,-49
HPL-HPLC DESK,592162,P,GDC-B/M OFFSHOR,04-MAY-2000,-9753
HPL-HPLC DESK,592163,P,GDC-TX CITYLOOP,04-MAY-2000,9753
ENA-TEXAS DESK,592184,P,GDC-TEXOMA,04-MAY-2000,44274
CPRF-TEXAS DESK,592185,P,GDC-BENNINGTON,04-MAY-2000,-222
ENA-TEXAS DESK,592186,P,GDC-BENNINGTON,04-MAY-2000,-44274
TEXACOGASMKT,592340,P,FX-PRICE-CASH,04-MAY-2000,-5000
TEXACOGASMKT,592340,P,FX-PRICE-CASH,04-MAY-2000,-5000
CINERGYMARTRA,592532,P,FX-PRICE-CASH,04-MAY-2000,10000
CINERGYMARTRA,592532,P,FX-PRICE-CASH,04-MAY-2000,10000
CINERGYMARTRA,592532,P,FX-PRICE-CASH,04-MAY-2000,8423
CINERGYMARTRA,592532,P,FX-PRICE-CASH,04-MAY-2000,851
CP&L,592679,P,IF-CORPUS,04-MAY-2000,-10000
NATIONALENETRA,592979,P,FX-PRICE-CASH,04-MAY-2000,-6514
TEXLAENEMAN,592997,P,GDP-TXINT/KATYT,04-MAY-2000,935
HPL-HPLC DESK,593044,P,GDP-HPL/SHPCH,04-MAY-2000,182852
HPL-HPLC DESK,593045,P,GDC-KING RANCH,04-MAY-2000,-182852
NGTSLLC,593083,P,FX-PRICE-CASH,04-MAY-2000,5000
HPL-HPLC DESK,593084,P,GDP-HPL/SHPCH,04-MAY-2000,4922
HPL-HPLC DESK,593085,P,GDC-KATY,04-MAY-2000,-4922
HPL-HPLC DESK,593133,P,GDC-THOMPSONVIL,04-MAY-2000,7051
HPL-HPLC DESK,593134,P,GDC-AGAU DULCE,04-MAY-2000,-7051
HPL-HPLC DESK,593170,P,GDC-CORPUS,04-MAY-2000,79024
HPL-HPLC DESK,593171,P,GDC-KATY,04-MAY-2000,-79024
HPL-HPLC DESK,593174,P,GDC-AGAU DULCE,04-MAY-2000,-13605
HPL-HPLC DESK,593175,P,GDC-A/S E BEAUM,04-MAY-2000,13605
ENA-TEXAS DESK,593193,P,GDC-KATY,04-MAY-2000,-45903
ENA-TEXAS DESK,593194,P,GDP-HPL/SHPCH,04-MAY-2000,45903
HPL-HPLC DESK,593214,P,GDC-A/S E BEAUM,04-MAY-2000,107535
HPL-HPLC DESK,593215,P,GDC-AGAU DULCE,04-MAY-2000,-107535
HPL-HPLC DESK,593221,P,GDC-A/S E BEAUM,04-MAY-2000,27897
HPL-HPLC DESK,593222,P,GDC-A/S E BEAUM,04-MAY-2000,-27897
HPL-HPLC DESK,593258,P,GDC-KATY,04-MAY-2000,-40300
HPL-HPLC DESK,593259,P,GDC-A/S E BEAUM,04-MAY-2000,40300
HPL-HPLC DESK,593271,P,GDC-KATY,04-MAY-2000,-20836
HPL-HPLC DESK,593272,P,GDC-TX CITYLOOP,04-MAY-2000,20836
ENA-TEXAS DESK,593285,P,GDC-KATY,04-MAY-2000,-135083
ENA-TEXAS DESK,593286,P,GDP-HPL/SHPCH,04-MAY-2000,135083
ENA-TEXAS DESK,593293,P,GDC-KATY,04-MAY-2000,-3201
ENA-TEXAS DESK,593294,P,GDC-TEXOMA,04-MAY-2000,3201
EPRI,593312,P,IF-HPL/SHPCHAN,04-MAY-2000,6000
ENA-TEXAS DESK,593320,P,GDC-KATY,04-MAY-2000,-49203
ENA-TEXAS DESK,593321,P,GDP-HPL/SHPCH,04-MAY-2000,49203
HPL-HPLC DESK,593322,P,GDC-THOMPSONVIL,04-MAY-2000,-111638
HPL-HPLC DESK,593323,P,GDC-TX CITYLOOP,04-MAY-2000,111638
HPL-HPLC DESK,593341,P,GDC-KATY,04-MAY-2000,90000
HPL-HPLC DESK,593342,P,GDP-HPL/SHPCH,04-MAY-2000,-90000
ENA-NORTHEAST ,593354,P,FX-PRICE-CASH,04-MAY-2000,-10000
HPL-HPLC DESK,593414,P,GDC-THOMPSONVIL,04-MAY-2000,-39547
HPL-HPLC DESK,593415,P,GDC-THOMPSONVIL,04-MAY-2000,39547
HPL-HPLC DESK,593416,P,GDC-THOMPSONVIL,04-MAY-2000,-44829
HPL-HPLC DESK,593417,P,GDP-HPL/SHPCH,04-MAY-2000,44829
HPL-HPLC DESK,593431,P,GDP-HPL/SHPCH,04-MAY-2000,36764
HPL-HPLC DESK,593432,P,GDC-TEXOMA,04-MAY-2000,-36764
HPL-HPLC DESK,593438,P,GDP-HPL/SHPCH,04-MAY-2000,25024
HPL-HPLC DESK,593439,P,GDC-TEXOMA,04-MAY-2000,-25024
HPL-HPLC DESK,593449,P,GDC-A/S E BEAUM,04-MAY-2000,45516
HPL-HPLC DESK,593450,P,GDC-TEXOMA,04-MAY-2000,-45516
HPL-HPLC DESK,593452,P,GDC-TEXOMA,04-MAY-2000,-16454
HPL-HPLC DESK,593453,P,GDC-FREEPORT,04-MAY-2000,16454
HPL-HPLC DESK,593472,P,GDP-HPL/SHPCH,04-MAY-2000,-22849
HPL-HPLC DESK,593473,P,GDP-HPL/SHPCH,04-MAY-2000,22849
AQUILA,593479,P,GDP-TXINT/KATYT,04-MAY-2000,-10000
HPL-HPLC DESK,593482,P,GDP-HPL/SHPCH,04-MAY-2000,27300
HPL-HPLC DESK,593483,P,GDC-THOMPSONVIL,04-MAY-2000,-27300
BURLINGTRESTRA,593631,P,FX-PRICE-CASH,04-MAY-2000,10000
WILLIAMSTERHOL,593696,P,IF-HPL/SHPCHAN,04-MAY-2000,-100
AQUILA,593703,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,593705,P,FX-PRICE-CASH,04-MAY-2000,-5000
WILLIAMSTERHOL,593732,P,IF-HPL/SHPCHAN,04-MAY-2000,-120
WILLIAMSTERHOL,593733,P,IF-HPL/SHPCHAN,04-MAY-2000,-275
AQUILA,593744,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,593747,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,593750,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,593751,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,593753,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,593755,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,593757,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,593762,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,593764,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,593769,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,593772,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,593775,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,593778,P,FX-PRICE-CASH,04-MAY-2000,-10000
AQUILA,593783,P,FX-PRICE-CASH,04-MAY-2000,5000
AQUILA,593786,P,FX-PRICE-CASH,04-MAY-2000,5000
ENCINAGASMARLLC,593797,P,FX-PRICE-CASH,04-MAY-2000,-5051
ENA-CENTRAL DE,593836,P,FX-PRICE-CASH,04-MAY-2000,10000
ENA-CENTRAL DE,593836,P,FX-PRICE-CASH,04-MAY-2000,5000
TEXASENETRA,593857,P,FX-PRICE-CASH,04-MAY-2000,-3000
CPRSTO,593880,P,IF-HPL/SHPCHAN,04-MAY-2000,-20598
PHILLIPS GSMKTG,594006,P,FX-PRICE-CASH,04-MAY-2000,4000
PHILLIPS GSMKTG,594011,P,IF-A/S E.BEAUM,04-MAY-2000,6000
ELPASMER,594012,P,FX-PRICE-CASH,04-MAY-2000,-5000
ELPASMER,594013,P,FX-PRICE-CASH,04-MAY-2000,-5000
ELPASMER,594014,P,FX-PRICE-CASH,04-MAY-2000,5000
ELPASMER,594015,P,FX-PRICE-CASH,04-MAY-2000,5000
EPRI,594016,P,FX-PRICE-CASH,04-MAY-2000,-5000
EPRI,594017,P,FX-PRICE-CASH,04-MAY-2000,-5000
ONEOK,594019,P,FX-PRICE-CASH,04-MAY-2000,5000
ONEOK,594020,P,FX-PRICE-CASH,04-MAY-2000,-5000
ONEOK,594021,P,FX-PRICE-CASH,04-MAY-2000,-5000
SOUTHERCOMENEMA,594022,P,FX-PRICE-CASH,04-MAY-2000,-5000
TEXACOGASMKT,594023,P,FX-PRICE-CASH,04-MAY-2000,-5000
TEXACOGASMKT,594024,P,FX-PRICE-CASH,04-MAY-2000,5000
USGT/AQULP,594025,P,FX-PRICE-CASH,04-MAY-2000,-5000
USGT/AQULP,594026,P,FX-PRICE-CASH,04-MAY-2000,-5000
USGT/AQULP,594027,P,FX-PRICE-CASH,04-MAY-2000,-5000
USGT/AQULP,594028,P,FX-PRICE-CASH,04-MAY-2000,-5000
USGT/AQULP,594029,P,FX-PRICE-CASH,04-MAY-2000,-5000
USGT/AQULP,594030,P,FX-PRICE-CASH,04-MAY-2000,5000
USGT/AQULP,594031,P,FX-PRICE-CASH,04-MAY-2000,5000
AQUILA,594032,P,FX-PRICE-CASH,04-MAY-2000,5000
USGT/AQULP,594033,P,FX-PRICE-CASH,04-MAY-2000,5000
USGT/AQULP,594034,P,FX-PRICE-CASH,04-MAY-2000,5000
USGT/AQULP,594035,P,FX-PRICE-CASH,04-MAY-2000,5000
USGT/AQULP,594036,P,FX-PRICE-CASH,04-MAY-2000,5000
WESTERNGASRESO,594037,P,FX-PRICE-CASH,04-MAY-2000,-5000
WESTERNGASRESO,594038,P,FX-PRICE-CASH,04-MAY-2000,-5000
BURLINGTRESTRA,594467,P,FX-PRICE-CASH,04-MAY-2000,10000
MITCHELLGASSER,594493,P,FX-PRICE-CASH,04-MAY-2000,15000
TEXASENETRA,594499,P,FX-PRICE-CASH,04-MAY-2000,10000
EXXONCOMUSA,594541,P,FX-PRICE-CASH,04-MAY-2000,5000
ONEOK,594575,P,FX-PRICE-CASH,04-MAY-2000,-20000
ONEOK,594575,P,FX-PRICE-CASH,04-MAY-2000,-5000
CINERGYMARTRA,594618,P,FX-PRICE-CASH,04-MAY-2000,8318
KOCHENETRA,594627,P,FX-PRICE-CASH,04-MAY-2000,-20000
KOCHENETRA,594627,P,FX-PRICE-CASH,04-MAY-2000,-10000
KOCHENETRA,594641,P,FX-PRICE-CASH,04-MAY-2000,-10000
ENERGYUSA,594796,P,FX-PRICE-CASH,04-MAY-2000,-20000
HPL-HPLC - IM ,595072,P,IF-HPL/SHPCHAN,04-MAY-2000,25000
HPL-HPLC DESK,595073,P,IF-HPL/SHPCHAN,04-MAY-2000,-25000
BURLINGTRESTRA,595144,P,FX-PRICE-CASH,04-MAY-2000,10000
ELPASMER,595259,P,IF-HPL/SHPCHAN,04-MAY-2000,-20000
HPL-HPLC DESK,595271,P,GDC-TEXOMA,04-MAY-2000,-10000
HPL-HPLC DESK,595272,P,GDP-HPL/SHPCH,04-MAY-2000,10000
HPL-HPLC DESK,595369,P,GDP-HPL/SHPCH,04-MAY-2000,8500
ENA-TEXAS DESK,595370,P,GDP-HPL/SHPCH,04-MAY-2000,-8500
HPL-HPLC DESK,595379,P,GDP-HPL/SHPCH,04-MAY-2000,1500
ENA-TEXAS DESK,595380,P,GDP-HPL/SHPCH,04-MAY-2000,-1500
HPL-HPLC DESK,595397,P,GDP-HPL/SHPCH,04-MAY-2000,5000
ENA-TEXAS DESK,595398,P,GDP-HPL/SHPCH,04-MAY-2000,-5000
GSPERRICRES,595517,P,IF-HPL/SHPCHAN,04-MAY-2000,2
HPL-HPLC DESK,595552,P,GDP-HPL/SHPCH,04-MAY-2000,34954
ENA-TEXAS DESK,595553,P,GDP-HPL/SHPCH,04-MAY-2000,-34954
HPL-HPLC DESK,595554,P,GDP-HPL/SHPCH,04-MAY-2000,22889
ENA-TEXAS DESK,595555,P,GDP-HPL/SHPCH,04-MAY-2000,-22889
HPL-HPLC DESK,595556,P,GDP-HPL/SHPCH,04-MAY-2000,22250
ENA-TEXAS DESK,595557,P,GDP-HPL/SHPCH,04-MAY-2000,-22250
RICHARDSPROII,595559,P,IF-WAHA,04-MAY-2000,10000
ONEOK,595622,P,IF-WAHA,04-MAY-2000,10000
ONEOK,595626,P,IF-WAHA,04-MAY-2000,10000
ENA-TEXAS DESK,595713,P,GDP-HPL/SHPCH,04-MAY-2000,65000
HPL-HPLC DESK,595714,P,GDP-HPL/SHPCH,04-MAY-2000,-65000
ENA-TEXAS DESK,595715,P,GDP-HPL/SHPCH,04-MAY-2000,21000
HPL-HPLC DESK,595716,P,GDP-HPL/SHPCH,04-MAY-2000,-21000
ENA-CENTRAL DE,596345,P,FX-PRICE-CASH,04-MAY-2000,-8807
AQUILA,596733,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,596736,P,FX-PRICE-CASH,04-MAY-2000,-5000
BJDESSCOR,596809,P,IF-THOMPSONVILL,04-MAY-2000,10
AQUILA,596838,P,FX-PRICE-CASH,04-MAY-2000,5000
AQUILA,596839,P,FX-PRICE-CASH,04-MAY-2000,5000
HPL-HPLC DESK,596970,P,GDC-KATY,04-MAY-2000,11250
HPL-HPLC DESK,596971,P,GDP-WAHA,04-MAY-2000,-11250
HPL-HPLC DESK,596980,P,GDP-WAHA,04-MAY-2000,86000
HPL-HPLC DESK,596981,P,GDP-WAHA,04-MAY-2000,-86000
HPL-HPLC DESK,596990,P,GDC-TEXOMA,04-MAY-2000,39239
HPL-HPLC DESK,596991,P,GDC-TEXOMA,04-MAY-2000,-39239
HPL-HPLC DESK,596997,P,GDC-TEXOMA,04-MAY-2000,405
CPRF-HPLC DESK,596998,P,GDP-WAHA,04-MAY-2000,-4
HPL-HPLC DESK,596999,P,GDP-WAHA,04-MAY-2000,-405
WAGNER&BROWN,597051,P,IF-VALLEY,04-MAY-2000,1020
HPL-HPLC DESK,597071,P,GDP-HPL/SHPCH,04-MAY-2000,85000
ENA-TEXAS DESK,597072,P,GDP-HPL/SHPCH,04-MAY-2000,-85000
HPL-HPLC DESK,597084,P,GDP-HPL/SHPCH,04-MAY-2000,2942
ENA-TEXAS DESK,597085,P,GDP-HPL/SHPCH,04-MAY-2000,-2942
HPL-HPLC DESK,597090,P,GDP-HPL/SHPCH,04-MAY-2000,15000
ENA-TEXAS DESK,597091,P,GDP-HPL/SHPCH,04-MAY-2000,-15000
HPL-HPLC DESK,597117,P,GDP-HPL/SHPCH,04-MAY-2000,2058
ENA-TEXAS DESK,597118,P,GDP-HPL/SHPCH,04-MAY-2000,-2058
EQUISTARCHEL P,597408,P,FX-PRICE-CASH,04-MAY-2000,-5000
ONEOK,597433,P,FX-PRICE-CASH,04-MAY-2000,-5000
ONEOK,597527,P,FX-PRICE-CASH,04-MAY-2000,-10000
TEXACOGASMKT,597591,P,FX-PRICE-CASH,04-MAY-2000,10000
SOUTHERCOMENEMA,597593,P,FX-PRICE-CASH,04-MAY-2000,-10000
ELPASMER,597690,P,FX-PRICE-CASH,04-MAY-2000,10000
EPRI,597722,P,FX-PRICE-CASH,04-MAY-2000,-7742
ELPASMER,597778,P,FX-PRICE-CASH,04-MAY-2000,10000
AQUILA,597835,P,FX-PRICE-CASH,04-MAY-2000,-10000
DYNEGYMARAND,597862,P,FX-PRICE-CASH,04-MAY-2000,5175
AMOCO,597867,P,FX-PRICE-CASH,04-MAY-2000,15000
ONEOK,597906,P,FX-PRICE-CASH,04-MAY-2000,4000
ENA-NORTHEAST ,597928,P,FX-PRICE-CASH,04-MAY-2000,-5000
ENA-NORTHEAST ,597928,P,FX-PRICE-CASH,04-MAY-2000,-3000
DUKEENETRA,597951,P,FX-PRICE-CASH,04-MAY-2000,17500
MIDCONTEXGAS,597967,P,FX-PRICE-CASH,04-MAY-2000,10000
MIDCONTEXGAS,597967,P,FX-PRICE-CASH,04-MAY-2000,10000
DYNEGYMARAND,597968,P,FX-PRICE-CASH,04-MAY-2000,1636
ALTRADETRA,598018,P,FX-PRICE-CASH,04-MAY-2000,10000
COASTALOILGAS,598120,P,IF-HPL/SHPCHAN,04-MAY-2000,9277
CONOCO,598153,P,FX-PRICE-CASH,04-MAY-2000,-5000
CONOCO,598154,P,FX-PRICE-CASH,04-MAY-2000,-5000
KOCHENETRA,598254,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,598270,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,598271,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,598272,P,FX-PRICE-CASH,04-MAY-2000,-5000
ELPASMER,598275,P,FX-PRICE-CASH,04-MAY-2000,5000
ELPASMER,598278,P,FX-PRICE-CASH,04-MAY-2000,5000
EPRI,598333,P,FX-PRICE-CASH,04-MAY-2000,-5000
EPRI,598334,P,FX-PRICE-CASH,04-MAY-2000,-5000
AQUILA,598335,P,FX-PRICE-CASH,04-MAY-2000,5000
WESTERNGASRESO,598336,P,FX-PRICE-CASH,04-MAY-2000,5000
RICHARDSPROII,598341,P,FX-PRICE-CASH,04-MAY-2000,10000
WESTERNGASRESO,598352,P,FX-PRICE-CASH,04-MAY-2000,4000
EPRI,598358,P,FX-PRICE-CASH,04-MAY-2000,-5000
PANENERGMARCOM,599681,P,IF-HPL/SHPCHAN,04-MAY-2000,7800
PANENERGMARCOM,599683,P,IF-HPL/SHPCHAN,04-MAY-2000,-40800
FERGUSONINTVIV,599850,P,IF-HPL/SHPCHAN,04-MAY-2000,251
FERGUSONINTVIV,599851,P,IF-HPL/SHPCHAN,04-MAY-2000,198
FERGUSONINTVIV,599853,P,IF-HPL/SHPCHAN,04-MAY-2000,14
FERGUSONINTVIV,599855,P,IF-HPL/SHPCHAN,04-MAY-2000,167
HPL-HPLC DESK,600798,P,GDC-TEXOMA,04-MAY-2000,8000
HPL-HPLC DESK,600800,P,GDC-TEXOMA,04-MAY-2000,-8000
PANENERGMARCOM,600804,P,IF-HPL/SHPCHAN,04-MAY-2000,8000
CESCLAWIL,602621,P,IF-CARTHAGE,04-MAY-2000,107
CESHUN LY,602898,P,IF-KATY,04-MAY-2000,123
CESMBRRES,603242,P,IF-HPL/SHPCHAN,04-MAY-2000,7
ENA-TEXAS DESK,603937,P,GDP-HPL/SHPCH,04-MAY-2000,1778
HPL-HPLC DESK,603938,P,GDP-HPL/SHPCH,04-MAY-2000,-1778
ENA-TEXAS DESK,603947,P,GDP-HPL/SHPCH,04-MAY-2000,226
HPL-HPLC DESK,603949,P,GDP-HPL/SHPCH,04-MAY-2000,-226
CESUNIFOU,604146,P,IF-KATY,04-MAY-2000,123
CESWALAND,604156,P,IF-HPL/SHPCHAN,04-MAY-2000,44
HPL-HPLC DESK,605558,P,GDC-KING RANCH,04-MAY-2000,-8745
HPL-HPLC DESK,605559,P,GDC-THOMPSONVIL,04-MAY-2000,8745
NCENTRALOIL,606949,P,IF-HPL/SHPCHAN,04-MAY-2000,484
