,,,,,,,,
,,,,,,,,
Group Number,Gas Date,Net Schd,Operational,Role,,,Cycle,Allocations
28,2001-06-12 00:00:00,319656,706000,R,-386344.0,,4,Nominations Exceed Capacity
28,2001-06-13 00:00:00,298591,650000,R,-351409.0,,4,Nominations Exceed Capacity
28,2001-06-14 00:00:00,296521,674968,R,-378447.0,,4,Nominations Exceed Capacity
28,2001-06-15 00:00:00,269125,675000,R,-405875.0,,2,Nominations Exceed Capacity
28,2001-06-16 00:00:00,221350,706000,R,-484650.0,,,
28,2001-06-17 00:00:00,209977,706000,R,-496023.0,,,
28,2001-06-18 00:00:00,306384,706000,R,-399616.0,,,
28,2001-06-19 00:00:00,311920,706000,R,-394080.0,,,
28,2001-06-20 00:00:00,316134,706000,R,-389866.0,,,
28,2001-06-21 00:00:00,321302,706000,R,-384698.0,,,
28,2001-06-22 00:00:00,284340,706000,R,-421660.0,,,
28,2001-06-23 00:00:00,281739,706000,R,-424261.0,,,
28,2001-06-24 00:00:00,277939,706000,R,-428061.0,,,
28,2001-06-25 00:00:00,281553,706000,R,-424447.0,,,
28,2001-06-26 00:00:00,296945,706000,R,-409055.0,,,
28,2001-06-27 00:00:00,282755,706000,R,-423245.0,,,
28,2001-06-28 00:00:00,294636,706000,R,-411364.0,,,
28,2001-06-29 00:00:00,209910,706000,R,-496090.0,,,
28,2001-06-30 00:00:00,289036,706000,R,-416964.0,,,
28,2001-07-01 00:00:00,275114,706000,R,-430886.0,,,
28,2001-07-02 00:00:00,307037,706000,R,-398963.0,,,
28,2001-07-03 00:00:00,281811,706000,R,-424189.0,,,
28,2001-07-04 00:00:00,273964,706000,R,-432036.0,,,
28,2001-07-05 00:00:00,286906,706000,R,-419094.0,,,
28,2001-07-06 00:00:00,374006,706000,R,-331994.0,,,
28,2001-07-07 00:00:00,328593,706000,R,-377407.0,,,
28,2001-07-08 00:00:00,312793,706000,R,-393207.0,,,
28,2001-07-09 00:00:00,253042,706000,R,-452958.0,,,
28,2001-07-10 00:00:00,330421,706000,R,-375579.0,,,
28,2001-07-11 00:00:00,297496,706000,R,-408504.0,,,
28,2001-07-12 00:00:00,322750,696979,R,-374229.0,,2,Nominations Exceed Capacity
28,2001-07-13 00:00:00,324488,700000,R,-375512.0,,,
28,2001-07-14 00:00:00,353558,700000,R,-346442.0,,,
28,2001-07-15 00:00:00,328885,700000,R,-371115.0,,,
28,2001-07-16 00:00:00,353836,678000,R,-324164.0,,,
28,2001-07-17 00:00:00,368382,700000,R,-331618.0,,,
28,2001-07-18 00:00:00,557987,700000,R,-142013.0,,,
28,2001-07-19 00:00:00,601120,700000,R,-98880.0,,,
28,2001-07-20 00:00:00,668164,727880,R,-59716.0,,,
28,2001-07-21 00:00:00,675421,700000,R,-24579.0,,2,Nominations Exceed Capacity
28,2001-07-22 00:00:00,653589,700000,R,-46411.0,,,
28,2001-07-23 00:00:00,649605,700000,R,-50395.0,,,
28,2001-07-24 00:00:00,653700,700000,R,-46300.0,,3,Nominations Exceed Capacity
28,2001-07-25 00:00:00,683320,733512,R,-50192.0,,4,Nominations Exceed Capacity
28,2001-07-26 00:00:00,677648,726082,R,-48434.0,,4,Nominations Exceed Capacity
28,2001-07-27 00:00:00,693443,700000,R,-6557.0,,4,Nominations Exceed Capacity
28,2001-07-28 00:00:00,668273,700000,R,-31727.0,,2,Nominations Exceed Capacity
28,2001-07-29 00:00:00,684739,700000,R,-15261.0,,,
28,2001-07-30 00:00:00,619742,700000,R,-80258.0,,2,Nominations Exceed Capacity
28,2001-07-31 00:00:00,657447,700000,R,-42553.0,,2,Nominations Exceed Capacity
28,2001-08-01 00:00:00,674983,700000,R,-25017.0,,,
28,2001-08-02 00:00:00,578614,700000,R,-121386.0,,,
28,2001-08-03 00:00:00,655804,700000,R,-44196.0,,,
28,2001-08-04 00:00:00,618960,700000,R,-81040.0,,,
28,2001-08-05 00:00:00,592190,700000,R,-107810.0,,,
28,2001-08-06 00:00:00,618496,700000,R,-81504.0,,,
28,2001-08-07 00:00:00,621975,700000,R,-78025.0,,,
28,2001-08-08 00:00:00,652787,700000,R,-47213.0,,,
28,2001-08-09 00:00:00,642819,700000,R,-57181.0,,,
28,2001-08-10 00:00:00,644984,700000,R,-55016.0,,,
28,2001-08-11 00:00:00,678803,700000,R,-21197.0,,,
28,2001-08-12 00:00:00,665102,700000,R,-34898.0,,,
28,2001-08-13 00:00:00,666959,700000,R,-33041.0,,,
28,2001-08-14 00:00:00,628363,700000,R,-71637.0,,,
28,2001-08-15 00:00:00,663762,700000,R,-36238.0,,,
28,2001-08-16 00:00:00,690061,700000,R,-9939.0,,2,Pipeline Capacity Constraint at Receipt Location
28,2001-08-17 00:00:00,666898,700000,R,-33102.0,,2,Pipeline Capacity Constraint at Receipt Location
28,2001-08-18 00:00:00,697645,700000,R,-2355.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-08-19 00:00:00,683870,700000,R,-16130.0,,2,Pipeline Capacity Constraint at Receipt Location
28,2001-08-20 00:00:00,617526,700000,R,-82474.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-08-21 00:00:00,641570,700000,R,-58430.0,,2,Pipeline Capacity Constraint at Receipt Location
28,2001-08-22 00:00:00,649174,700000,R,-50826.0,,,
28,2001-08-23 00:00:00,663124,700000,R,-36876.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-08-24 00:00:00,685334,700000,R,-14666.0,,3,Pipeline Capacity Constraint at Receipt Location
28,2001-08-25 00:00:00,620718,700000,R,-79282.0,,,
28,2001-08-26 00:00:00,596927,700000,R,-103073.0,,,
28,2001-08-27 00:00:00,638250,700000,R,-61750.0,,,
28,2001-08-28 00:00:00,642911,700000,R,-57089.0,,,
28,2001-08-29 00:00:00,598820,700000,R,-101180.0,,,
28,2001-08-30 00:00:00,610323,700000,R,-89677.0,,,
28,2001-08-31 00:00:00,594206,700000,R,-105794.0,,,
28,2001-09-01 00:00:00,580001,700000,R,-119999.0,,,
28,2001-09-02 00:00:00,564169,700000,R,-135831.0,,,
28,2001-09-03 00:00:00,602318,700000,R,-97682.0,,,
28,2001-09-04 00:00:00,591694,700000,R,-108306.0,,,
28,2001-09-05 00:00:00,674709,700000,R,-25291.0,,3,Pipeline Capacity Constraint at Receipt Location
28,2001-09-06 00:00:00,635388,700000,R,-64612.0,,3,Pipeline Capacity Constraint at Receipt Location
28,2001-09-07 00:00:00,628570,700000,R,-71430.0,,,
28,2001-09-08 00:00:00,635926,700000,R,-64074.0,,,
28,2001-09-09 00:00:00,640449,700000,R,-59551.0,,,
28,2001-09-10 00:00:00,630434,700000,R,-69566.0,,,
28,2001-09-11 00:00:00,645215,700000,R,-54785.0,,,
28,2001-09-12 00:00:00,633651,700000,R,-66349.0,,,
28,2001-09-13 00:00:00,583000,700000,R,-117000.0,,,
28,2001-09-14 00:00:00,675653,700000,R,-24347.0,,,
28,2001-09-15 00:00:00,634142,700000,R,-65858.0,,,
28,2001-09-16 00:00:00,626119,700000,R,-73881.0,,,
28,2001-09-17 00:00:00,586571,700000,R,-113429.0,,,
28,2001-09-18 00:00:00,587287,700000,R,-112713.0,,,
28,2001-09-19 00:00:00,571354,700000,R,-128646.0,,,
28,2001-09-20 00:00:00,520423,700000,R,-179577.0,,,
28,2001-09-21 00:00:00,604675,700000,R,-95325.0,,,
28,2001-09-22 00:00:00,628836,700000,R,-71164.0,,,
28,2001-09-23 00:00:00,620505,700000,R,-79495.0,,,
28,2001-09-24 00:00:00,652491,700000,R,-47509.0,,,
28,2001-09-25 00:00:00,586783,700000,R,-113217.0,,,
28,2001-09-26 00:00:00,615568,700000,R,-84432.0,,,
28,2001-09-27 00:00:00,642530,700000,R,-57470.0,,,
28,2001-09-28 00:00:00,660873,700000,R,-39127.0,,,
28,2001-09-29 00:00:00,654800,700000,R,-45200.0,,,
28,2001-09-30 00:00:00,632261,700000,R,-67739.0,,,
28,2001-10-01 00:00:00,639688,705000,R,-65312.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-02 00:00:00,625478,705000,R,-79522.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-03 00:00:00,631692,705000,R,-73308.0,,2,Pipeline Capacity Constraint at Receipt Location
28,2001-10-04 00:00:00,615029,705000,R,-89971.0,,3,Pipeline Capacity Constraint at Receipt Location
28,2001-10-05 00:00:00,653286,705000,R,-51714.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-06 00:00:00,604974,705000,R,-100026.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-07 00:00:00,601872,705000,R,-103128.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-08 00:00:00,601787,705000,R,-103213.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-09 00:00:00,612692,705000,R,-92308.0,,2,Pipeline Capacity Constraint at Receipt Location
28,2001-10-10 00:00:00,636212,705000,R,-68788.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-11 00:00:00,644805,705000,R,-60195.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-12 00:00:00,638419,705000,R,-66581.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-13 00:00:00,651052,705000,R,-53948.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-14 00:00:00,617154,705000,R,-87846.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-15 00:00:00,640649,705000,R,-64351.0,,2,Pipeline Capacity Constraint at Receipt Location
28,2001-10-16 00:00:00,667348,705000,R,-37652.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-17 00:00:00,679998,705000,R,-25002.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-18 00:00:00,686111,705000,R,-18889.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-19 00:00:00,649141,705000,R,-55859.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-20 00:00:00,632839,705000,R,-72161.0,,,
28,2001-10-21 00:00:00,643914,705000,R,-61086.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-22 00:00:00,623937,705000,R,-81063.0,,,
28,2001-10-23 00:00:00,647647,705000,R,-57353.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-24 00:00:00,614097,705000,R,-90903.0,,2,Pipeline Capacity Constraint at Receipt Location
28,2001-10-25 00:00:00,631245,705000,R,-73755.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-26 00:00:00,679099,705000,R,-25901.0,,4,Pipeline Capacity Constraint at Receipt Location
28,2001-10-27 00:00:00,577264,705000,R,-127736.0,,,
28,2001-10-28 00:00:00,596037,705000,R,-108963.0,,,
28,2001-10-29 00:00:00,619625,705000,R,-85375.0,,3,Pipeline Capacity Constraint at Receipt Location
28,2001-10-30 00:00:00,622153,705000,R,-82847.0,,4,Pipeline Capacity Constraint at Receipt Location
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Summary Page,,,,,,,,
,,,,,,,,
West of Thoreau   Group 24,,,,,,,,
,,,,,,,,
October 2000        11 days Allocated,,,,0.35,,,,
November 2000     26 days Allocated,,,,0.86,,,,
December 2000     31 days Allocated,,,,1,,,,
January 2001        31 days Allocated,,,,1,,,,
Feburary 2001      27 days Allocated,,,,0.97,,,,
March  2001         31 days Allocated,,,,1,,,,
April  2001            30 days Allocated,,,,1,,,,
May  2001            30 days Allocated,,,,0.97,,,,
June  2001            21 days Allocated,,,,0.7,,,,
July  2001             22 days Allocated,,,,0.71,,,,
August 2001         27 days Allocated,,,,0.87,,,,
September 2001    5 days Allocated,,,,0.17,,,,
October 2001        3 days Allocated,,,,0.1,,,,
,Total,295 Days,,0.81,,,,
,,,,,,,,
San Jaun   Group 26,,,,,,,,
,,,,,,,,
October 2000        25 days Allocated,,,,0.35,,,,
November 2000     16 days Allocated,,,,0.86,,,,
December 2000     25 days Allocated,,,,1,,,,
January 2001        8 days Allocated,,,,1,,,,
Feburary 2001      10 days Allocated,,,,0.97,,,,
March  2001         18 days Allocated,,,,1,,,,
April  2001            10 days Allocated,,,,1,,,,
May  2001            15 days Allocated,,,,0.97,,,,
June  2001            18 days Allocated,,,,0.7,,,,
July  2001             7 days Allocated,,,,0.71,,,,
August 2001         24 days Allocated,,,,0.87,,,,
September 2001    26 days Allocated,,,,0.17,,,,
October 2001        29 days Allocated,,,,0.1,,,,
,Total,231 Days,,0.63,,,,
,,,,,,,,
I/B Link   Group 28,,,,,,,,
,,,,,,,,
October 2000        0 days Allocated,,,,0,,,,
November 2000     0 days Allocated,,,,0,,,,
December 2000     0 days Allocated,,,,0,,,,
January 2001        0 days Allocated,,,,0,,,,
Feburary 2001      0 days Allocated,,,,0,,,,
March  2001         0 days Allocated,,,,0,,,,
April  2001            0 days Allocated,,,,0,,,,
May  2001            0 days Allocated,,,,0,,,,
June  2001            5 days Allocated,,,,0.17,,,,
July  2001             9 days Allocated,,,,0.29,,,,
August 2001         8 days Allocated,,,,0.26,,,,
September 2001    2 days Allocated,,,,0.07,,,,
October 2001        26 days Allocated,,,,0.84,,,,
,Total,50 Days,,0.14,,,,
