Shipper Name,TSA,Delivery Location,FT1/FT2,Receipt Location,Delv Dths
Southern California Gas Company ,9M7M,DPG&ETOP,FT1,Pecos,27632
Southern California Gas Company ,9M7M,DPG&ETOP,FT1,Sweetie Peck,19316
,,DPG&ETOP Total,,,161027
,9M7M Total,,,,161027
Southern California Gas Company ,9M7N,DSCALTOP,FT1,Blanco,78084
Southern California Gas Company ,9M7N,DSCALTOP,FT1,Bondad Mainline,9534
Southern California Gas Company ,9M7N,DSCALTOP,FT1,Bondad Station,29074
Southern California Gas Company ,9M7N,DSCALTOP,FT1,Keystone,29910
Southern California Gas Company ,9M7N,DSCALTOP,FT1,Pecos,35509
Southern California Gas Company ,9M7N,DSCALTOP,FT1,Sweetie Peck,24822
,,DSCALTOP Total,,,206933
,9M7N Total,,,,206933
Southern California Gas Company ,9M7P,DMOJAVE,FT1,Blanco,50234
Southern California Gas Company ,9M7P,DMOJAVE,FT1,Bondad Mainline,6134
Southern California Gas Company ,9M7P,DMOJAVE,FT1,Bondad Station,18704
Southern California Gas Company ,9M7P,DMOJAVE,FT1,Keystone,19242
Southern California Gas Company ,9M7P,DMOJAVE,FT1,Pecos,22844
Southern California Gas Company ,9M7P,DMOJAVE,FT1,Sweetie Peck,15969
,,DMOJAVE Total,,,133127
,9M7P Total,,,,133127
Southern California Gas Company ,9M7Q,DSCALEHR,FT1,Keystone,17014
Southern California Gas Company ,9M7Q,DSCALEHR,FT1,Pecos,20198
Southern California Gas Company ,9M7Q,DSCALEHR,FT1,Sweetie Peck,14120
,,DSCALEHR Total,,,51332
,9M7Q Total,,,,51332
Southern California Gas Company ,9MME,DSCALTOP,FT1,Blanco,1285
Southern California Gas Company ,9MME,DSCALTOP,FT1,Bondad Mainline,153
Southern California Gas Company ,9MME,DSCALTOP,FT1,Bondad Station,477
Southern California Gas Company ,9MME,DSCALTOP,FT1,Keystone,494
Southern California Gas Company ,9MME,DSCALTOP,FT1,Keystone,1
Southern California Gas Company ,9MME,DSCALTOP,FT1,Keystone,1
Southern California Gas Company ,9MME,DSCALTOP,FT1,Keystone,0
Southern California Gas Company ,9MME,DSCALTOP,FT1,Pecos,586
Southern California Gas Company ,9MME,DSCALTOP,FT1,Pecos,1
Southern California Gas Company ,9MME,DSCALTOP,FT1,Pecos,1
Southern California Gas Company ,9MME,DSCALTOP,FT1,Pecos,0
Southern California Gas Company ,9MME,DSCALTOP,FT1,Sweetie Peck,410
Southern California Gas Company ,9MME,DSCALTOP,FT1,Sweetie Peck,1
Southern California Gas Company ,9MME,DSCALTOP,FT1,Sweetie Peck,1
Southern California Gas Company ,9MME,DSCALTOP,FT1,Sweetie Peck,0
Southern California Gas Company ,9MME,DSCALTOP,FT1,Waha,1
Southern California Gas Company ,9MME,DSCALTOP,FT1,Waha,1
,,DSCALTOP Total,,,3413
,9MME Total,,,,3413
Southern California Gas Company ,9MMF,DSCALEHR,FT1,Keystone,3785
Southern California Gas Company ,9MMF,DSCALEHR,FT1,Pecos,4494
Southern California Gas Company ,9MMF,DSCALEHR,FT1,Sweetie Peck,3141
,,DSCALEHR Total,,,11420
,9MMF Total,,,,11420
Southern California Gas Company ,9MMG,DSCALTOP,FT1,Keystone,1317
Southern California Gas Company ,9MMG,DSCALTOP,FT1,Pecos,1565
Southern California Gas Company ,9MMG,DSCALTOP,FT1,Sweetie Peck,1093
,,DSCALTOP Total,,,3975
,9MMG Total,,,,3975
Southern Union Gas Company,97VX,Clint,FT1,Blanco,6807
Southern Union Gas Company,97VX,Clint,FT1,Bondad Mainline,0
Southern Union Gas Company,97VX,Clint,FT1,Bondad Station,0
Southern Union Gas Company,97VX,Clint,FT1,Puckett,635
Southern Union Gas Company,97VX,Clint,FT1,Rio Vista,0
Southern Union Gas Company,97VX,Clint,FT1,Waha,3436
Southern Union Gas Company,97VX,Clint,FT1,Waha,678
,,Clint Total,,,11556
Southern Union Gas Company,97VX,DSUG ELP,FT1,Blanco,51879
Southern Union Gas Company,97VX,DSUG ELP,FT1,Bondad Mainline,0
Southern Union Gas Company,97VX,DSUG ELP,FT1,Bondad Station,0
Southern Union Gas Company,97VX,DSUG ELP,FT1,Puckett,4846
Southern Union Gas Company,97VX,DSUG ELP,FT1,Rio Vista,0
Southern Union Gas Company,97VX,DSUG ELP,FT1,Waha,26199
Southern Union Gas Company,97VX,DSUG ELP,FT1,Waha,5170
,,DSUG ELP Total,,,88094
Southern Union Gas Company,97VX,DSUG EPE,FT1,Blanco,968
Southern Union Gas Company,97VX,DSUG EPE,FT1,Bondad Mainline,0
Southern Union Gas Company,97VX,DSUG EPE,FT1,Bondad Station,0
Southern Union Gas Company,97VX,DSUG EPE,FT1,Puckett,90
Southern Union Gas Company,97VX,DSUG EPE,FT1,Rio Vista,0
Southern Union Gas Company,97VX,DSUG EPE,FT1,Waha,487
Southern Union Gas Company,97VX,DSUG EPE,FT1,Waha,96
,,DSUG EPE Total,,,1641
Southern Union Gas Company,97VX,DSUG KWX,FT1,Blanco,1841
Southern Union Gas Company,97VX,DSUG KWX,FT1,Bondad Mainline,0
Southern Union Gas Company,97VX,DSUG KWX,FT1,Bondad Station,0
Southern Union Gas Company,97VX,DSUG KWX,FT1,Puckett,459
Southern Union Gas Company,97VX,DSUG KWX,FT1,Rio Vista,0
Southern Union Gas Company,97VX,DSUG KWX,FT1,Waha,1425
Southern Union Gas Company,97VX,DSUG KWX,FT1,Waha,266
,,DSUG KWX Total,,,3991
Southern Union Gas Company,97VX,DSUG PAN,FT1,Blanco,2586
Southern Union Gas Company,97VX,DSUG PAN,FT1,Bondad Mainline,0
Southern Union Gas Company,97VX,DSUG PAN,FT1,Bondad Station,0
Southern Union Gas Company,97VX,DSUG PAN,FT1,Puckett,644
Southern Union Gas Company,97VX,DSUG PAN,FT1,Rio Vista,0
Southern Union Gas Company,97VX,DSUG PAN,FT1,Waha,2000
Southern Union Gas Company,97VX,DSUG PAN,FT1,Waha,374
,,DSUG PAN Total,,,5604
Southern Union Gas Company,97VX,DSUG UPT,FT1,Blanco,364
Southern Union Gas Company,97VX,DSUG UPT,FT1,Bondad Mainline,0
Southern Union Gas Company,97VX,DSUG UPT,FT1,Bondad Station,0
Southern Union Gas Company,97VX,DSUG UPT,FT1,Puckett,91
Southern Union Gas Company,97VX,DSUG UPT,FT1,Rio Vista,0
Southern Union Gas Company,97VX,DSUG UPT,FT1,Waha,282
Southern Union Gas Company,97VX,DSUG UPT,FT1,Waha,53
,,DSUG UPT Total,,,790
Southern Union Gas Company,97VX,DWGI ELP,FT1,Blanco,2135
Southern Union Gas Company,97VX,DWGI ELP,FT1,Bondad Mainline,0
Southern Union Gas Company,97VX,DWGI ELP,FT1,Bondad Station,0
Southern Union Gas Company,97VX,DWGI ELP,FT1,Puckett,199
Southern Union Gas Company,97VX,DWGI ELP,FT1,Rio Vista,0
Southern Union Gas Company,97VX,DWGI ELP,FT1,Waha,1076
Southern Union Gas Company,97VX,DWGI ELP,FT1,Waha,212
,,DWGI ELP Total,,,3622
,97VX Total,,,,115298
Southwest Gas Corporation,97ZK,DSWG DUG,FT1,Blanco,4029
Southwest Gas Corporation,97ZK,DSWG DUG,FT1,Bondad Mainline,0
Southwest Gas Corporation,97ZK,DSWG DUG,FT1,Bondad Station,0
Southwest Gas Corporation,97ZK,DSWG DUG,FT1,Puckett,405
Southwest Gas Corporation,97ZK,DSWG DUG,FT1,Rio Vista,0
Southwest Gas Corporation,97ZK,DSWG DUG,FT1,Waha,2034
Southwest Gas Corporation,97ZK,DSWG DUG,FT1,Waha,465
,,DSWG DUG Total,,,6933
Southwest Gas Corporation,97ZK,DSWG GIL,FT1,Blanco,2850
Southwest Gas Corporation,97ZK,DSWG GIL,FT1,Bondad Mainline,0
Southwest Gas Corporation,97ZK,DSWG GIL,FT1,Bondad Station,0
Southwest Gas Corporation,97ZK,DSWG GIL,FT1,Puckett,286
Southwest Gas Corporation,97ZK,DSWG GIL,FT1,Rio Vista,0
Southwest Gas Corporation,97ZK,DSWG GIL,FT1,Waha,1438
Southwest Gas Corporation,97ZK,DSWG GIL,FT1,Waha,329
,,DSWG GIL Total,,,4903
Southwest Gas Corporation,97ZK,DSWG G-M,FT1,Blanco,2281
Southwest Gas Corporation,97ZK,DSWG G-M,FT1,Bondad Mainline,0
Southwest Gas Corporation,97ZK,DSWG G-M,FT1,Bondad Station,0
Southwest Gas Corporation,97ZK,DSWG G-M,FT1,Puckett,229
Southwest Gas Corporation,97ZK,DSWG G-M,FT1,Rio Vista,0
Southwest Gas Corporation,97ZK,DSWG G-M,FT1,Waha,1151
Southwest Gas Corporation,97ZK,DSWG G-M,FT1,Waha,264
,,DSWG G-M Total,,,3925
Southwest Gas Corporation,97ZK,DSWG NOG,FT1,Blanco,2129
Southwest Gas Corporation,97ZK,DSWG NOG,FT1,Bondad Mainline,0
Southwest Gas Corporation,97ZK,DSWG NOG,FT1,Bondad Station,0
Southwest Gas Corporation,97ZK,DSWG NOG,FT1,Puckett,214
Southwest Gas Corporation,97ZK,DSWG NOG,FT1,Rio Vista,0
Southwest Gas Corporation,97ZK,DSWG NOG,FT1,Waha,1074
Southwest Gas Corporation,97ZK,DSWG NOG,FT1,Waha,246
,,DSWG NOG Total,,,3663
Southwest Gas Corporation,97ZK,DSWG PHX,FT1,Blanco,75781
Southwest Gas Corporation,97ZK,DSWG PHX,FT1,Bondad Mainline,0
Southwest Gas Corporation,97ZK,DSWG PHX,FT1,Bondad Station,0
Southwest Gas Corporation,97ZK,DSWG PHX,FT1,Puckett,7625
Southwest Gas Corporation,97ZK,DSWG PHX,FT1,Rio Vista,0
Southwest Gas Corporation,97ZK,DSWG PHX,FT1,Waha,38265
Southwest Gas Corporation,97ZK,DSWG PHX,FT1,Waha,8767
,,DSWG PHX Total,,,130438
Southwest Gas Corporation,97ZK,DSWG S-H,FT1,Blanco,1507
Southwest Gas Corporation,97ZK,DSWG S-H,FT1,Bondad Mainline,0
Southwest Gas Corporation,97ZK,DSWG S-H,FT1,Bondad Station,0
Southwest Gas Corporation,97ZK,DSWG S-H,FT1,Puckett,151
Southwest Gas Corporation,97ZK,DSWG S-H,FT1,Rio Vista,0
Southwest Gas Corporation,97ZK,DSWG S-H,FT1,Waha,761
Southwest Gas Corporation,97ZK,DSWG S-H,FT1,Waha,174
,,DSWG S-H Total,,,2593
Southwest Gas Corporation,97ZK,DSWG SJW,FT1,Blanco,3029
Southwest Gas Corporation,97ZK,DSWG SJW,FT1,Bondad Mainline,0
Southwest Gas Corporation,97ZK,DSWG SJW,FT1,Bondad Station,0
Southwest Gas Corporation,97ZK,DSWG SJW,FT1,Puckett,304
Southwest Gas Corporation,97ZK,DSWG SJW,FT1,Rio Vista,0
Southwest Gas Corporation,97ZK,DSWG SJW,FT1,Waha,1529
Southwest Gas Corporation,97ZK,DSWG SJW,FT1,Waha,349
,,DSWG SJW Total,,,5211
Southwest Gas Corporation,97ZK,DSWG TUS,FT1,Blanco,72517
Southwest Gas Corporation,97ZK,DSWG TUS,FT1,Bondad Mainline,0
Southwest Gas Corporation,97ZK,DSWG TUS,FT1,Bondad Station,0
Southwest Gas Corporation,97ZK,DSWG TUS,FT1,Puckett,7297
Southwest Gas Corporation,97ZK,DSWG TUS,FT1,Rio Vista,0
Southwest Gas Corporation,97ZK,DSWG TUS,FT1,Waha,36620
Southwest Gas Corporation,97ZK,DSWG TUS,FT1,Waha,8388
,,DSWG TUS Total,,,124822
Southwest Gas Corporation,97ZK,DSWG WIL,FT1,Blanco,4754
Southwest Gas Corporation,97ZK,DSWG WIL,FT1,Bondad Mainline,0
Southwest Gas Corporation,97ZK,DSWG WIL,FT1,Bondad Station,0
Southwest Gas Corporation,97ZK,DSWG WIL,FT1,Puckett,478
Southwest Gas Corporation,97ZK,DSWG WIL,FT1,Rio Vista,0
Southwest Gas Corporation,97ZK,DSWG WIL,FT1,Waha,2400
Southwest Gas Corporation,97ZK,DSWG WIL,FT1,Waha,550
,,DSWG WIL Total,,,8182
Southwest Gas Corporation,97ZK,DSWG YUM,FT1,Blanco,7794
Southwest Gas Corporation,97ZK,DSWG YUM,FT1,Bondad Mainline,0
Southwest Gas Corporation,97ZK,DSWG YUM,FT1,Bondad Station,0
Southwest Gas Corporation,97ZK,DSWG YUM,FT1,Puckett,783
Southwest Gas Corporation,97ZK,DSWG YUM,FT1,Rio Vista,0
Southwest Gas Corporation,97ZK,DSWG YUM,FT1,Waha,3936
Southwest Gas Corporation,97ZK,DSWG YUM,FT1,Waha,902
,,DSWG YUM Total,,,13415
Southwest Gas Corporation,97ZK,DSWG311D,FT1,Blanco,0
Southwest Gas Corporation,97ZK,DSWG311D,FT1,Bondad Mainline,0
Southwest Gas Corporation,97ZK,DSWG311D,FT1,Bondad Station,0
Southwest Gas Corporation,97ZK,DSWG311D,FT1,Puckett,0
Southwest Gas Corporation,97ZK,DSWG311D,FT1,Rio Vista,0
Southwest Gas Corporation,97ZK,DSWG311D,FT1,Waha,0
Southwest Gas Corporation,97ZK,DSWG311D,FT1,Waha,0
,,DSWG311D Total,,,0
Southwest Gas Corporation,97ZK,DSWG311M,FT1,Blanco,0
Southwest Gas Corporation,97ZK,DSWG311M,FT1,Bondad Mainline,0
Southwest Gas Corporation,97ZK,DSWG311M,FT1,Bondad Station,0
Southwest Gas Corporation,97ZK,DSWG311M,FT1,Puckett,0
Southwest Gas Corporation,97ZK,DSWG311M,FT1,Rio Vista,0
Southwest Gas Corporation,97ZK,DSWG311M,FT1,Waha,0
Southwest Gas Corporation,97ZK,DSWG311M,FT1,Waha,0
,,DSWG311M Total,,,0
Southwest Gas Corporation,97ZK,DSWG311S,FT1,Blanco,0
Southwest Gas Corporation,97ZK,DSWG311S,FT1,Bondad Mainline,0
Southwest Gas Corporation,97ZK,DSWG311S,FT1,Bondad Station,0
Southwest Gas Corporation,97ZK,DSWG311S,FT1,Puckett,0
Southwest Gas Corporation,97ZK,DSWG311S,FT1,Rio Vista,0
Southwest Gas Corporation,97ZK,DSWG311S,FT1,Waha,0
Southwest Gas Corporation,97ZK,DSWG311S,FT1,Waha,0
,,DSWG311S Total,,,0
,97ZK Total,,,,304085
Southwest Gas Corporation,97ZL,DSWG TOP,FT1,Blanco,99661
Southwest Gas Corporation,97ZL,DSWG TOP,FT1,Bondad Mainline,0
Southwest Gas Corporation,97ZL,DSWG TOP,FT1,Bondad Station,0
Southwest Gas Corporation,97ZL,DSWG TOP,FT1,Puckett,10027
Southwest Gas Corporation,97ZL,DSWG TOP,FT1,Rio Vista,0
Southwest Gas Corporation,97ZL,DSWG TOP,FT1,Waha,50325
Southwest Gas Corporation,97ZL,DSWG TOP,FT1,Waha,11524
,,DSWG TOP Total,,,171537
,97ZL Total,,,,171537
Southwest Gas Corporation,9MD2,DSCALEHR,FT1,Waha,985
,,DSCALEHR Total,,,985
,9MD2 Total,,,,985
"Sterling Natural Gas, Inc. ",982T,DRAM MID,FT2,Blanco,146
,,DRAM MID Total,,,146
,982T Total,,,,146
Tenaska Marketing Ventures ,9LVC,IW40-043,FT1,Waha,51150
,,IW40-043 Total,,,51150
,9LVC Total,,,,51150
Tenaska Marketing Ventures ,9MVR,DPLTXDIS,FT1,Plains,10000
,,DPLTXDIS Total,,,10000
,9MVR Total,,,,10000
Texaco Natural Gas ,9MC8,DSCALTOP,FT1,Waha,3975
,,DSCALTOP Total,,,3975
,9MC8 Total,,,,3975
Texaco Natural Gas ,9MDV,DSCALEHR,FT1,Waha,820
,,DSCALEHR Total,,,820
,9MDV Total,,,,820
Texaco Natural Gas ,9MDZ,DPG&ETOP,FT1,Blanco,23682
Texaco Natural Gas ,9MDZ,DPG&ETOP,FT1,Bondad Mainline,0
Texaco Natural Gas ,9MDZ,DPG&ETOP,FT1,Bondad Station,0
Texaco Natural Gas ,9MDZ,DPG&ETOP,FT1,Puckett,2383
Texaco Natural Gas ,9MDZ,DPG&ETOP,FT1,Rio Vista,0
Texaco Natural Gas ,9MDZ,DPG&ETOP,FT1,Waha,11960
Texaco Natural Gas ,9MDZ,DPG&ETOP,FT1,Waha,2740
,,DPG&ETOP Total,,,40765
,9MDZ Total,,,,40765
Texaco Natural Gas ,9MEY,DSCALTOP,FT1,Blanco,1922
Texaco Natural Gas ,9MEY,DSCALTOP,FT1,Bondad Mainline,0
Texaco Natural Gas ,9MEY,DSCALTOP,FT1,Bondad Station,0
Texaco Natural Gas ,9MEY,DSCALTOP,FT1,Puckett,193
Texaco Natural Gas ,9MEY,DSCALTOP,FT1,Rio Vista,0
Texaco Natural Gas ,9MEY,DSCALTOP,FT1,Waha,973
Texaco Natural Gas ,9MEY,DSCALTOP,FT1,Waha,224
,,DSCALTOP Total,,,3312
,9MEY Total,,,,3312
Texaco Natural Gas Inc. ,9M7U,DPG&ETOP,FT1,Blanco,32405
Texaco Natural Gas Inc. ,9M7U,DPG&ETOP,FT1,Bondad Mainline,0
Texaco Natural Gas Inc. ,9M7U,DPG&ETOP,FT1,Bondad Station,0
Texaco Natural Gas Inc. ,9M7U,DPG&ETOP,FT1,Puckett,3260
Texaco Natural Gas Inc. ,9M7U,DPG&ETOP,FT1,Rio Vista,0
Texaco Natural Gas Inc. ,9M7U,DPG&ETOP,FT1,Waha,16363
Texaco Natural Gas Inc. ,9M7U,DPG&ETOP,FT1,Waha,3747
,,DPG&ETOP Total,,,55775
,9M7U Total,,,,55775
Texaco Natural Gas Inc. ,9M7V,DSCALTOP,FT1,Blanco,37818
Texaco Natural Gas Inc. ,9M7V,DSCALTOP,FT1,Bondad Mainline,0
Texaco Natural Gas Inc. ,9M7V,DSCALTOP,FT1,Bondad Station,0
Texaco Natural Gas Inc. ,9M7V,DSCALTOP,FT1,Puckett,3804
Texaco Natural Gas Inc. ,9M7V,DSCALTOP,FT1,Rio Vista,0
Texaco Natural Gas Inc. ,9M7V,DSCALTOP,FT1,Waha,19095
Texaco Natural Gas Inc. ,9M7V,DSCALTOP,FT1,Waha,4373
,,DSCALTOP Total,,,65090
,9M7V Total,,,,65090
Texaco Natural Gas Inc. ,9M7W,DMOJAVE,FT1,Blanco,30732
Texaco Natural Gas Inc. ,9M7W,DMOJAVE,FT1,Bondad Mainline,0
Texaco Natural Gas Inc. ,9M7W,DMOJAVE,FT1,Bondad Station,0
Texaco Natural Gas Inc. ,9M7W,DMOJAVE,FT1,Puckett,3092
Texaco Natural Gas Inc. ,9M7W,DMOJAVE,FT1,Rio Vista,0
Texaco Natural Gas Inc. ,9M7W,DMOJAVE,FT1,Waha,15517
Texaco Natural Gas Inc. ,9M7W,DMOJAVE,FT1,Waha,3554
,,DMOJAVE Total,,,52895
,9M7W Total,,,,52895
Texaco Natural Gas Inc. ,9MMW,DSCALEHR,FT1,Waha,8199
,,DSCALEHR Total,,,8199
,9MMW Total,,,,8199
"Town of Mountainair, New Mexico ",983K,DMTNASJX,FT2,Blanco,300
"Town of Mountainair, New Mexico ",983K,DMTNASJX,FT2,Keystone,39
,,DMTNASJX Total,,,339
,983K Total,,,,339
"Tractabel Energy Marketing, Inc.",9M3X,DPG&ETOP,FT1,Blanco,7328
"Tractabel Energy Marketing, Inc.",9M3X,DPG&ETOP,FT1,Bondad Mainline,0
"Tractabel Energy Marketing, Inc.",9M3X,DPG&ETOP,FT1,Bondad Station,0
"Tractabel Energy Marketing, Inc.",9M3X,DPG&ETOP,FT1,Puckett,737
"Tractabel Energy Marketing, Inc.",9M3X,DPG&ETOP,FT1,Rio Vista,0
"Tractabel Energy Marketing, Inc.",9M3X,DPG&ETOP,FT1,Waha,3703
"Tractabel Energy Marketing, Inc.",9M3X,DPG&ETOP,FT1,Waha,848
,,DPG&ETOP Total,,,12616
,9M3X Total,,,,12616
U.S. Borax & Chemical Corporation ,9M82,DSCALTOP,FT1,Blanco,0
U.S. Borax & Chemical Corporation ,9M82,DSCALTOP,FT1,Bondad Mainline,0
U.S. Borax & Chemical Corporation ,9M82,DSCALTOP,FT1,Bondad Station,4105
U.S. Borax & Chemical Corporation ,9M82,DSCALTOP,FT1,Rio Vista,0
U.S. Borax & Chemical Corporation ,9M82,DSCALTOP,FT1,Sweetie Peck,1023
U.S. Borax & Chemical Corporation ,9M82,DSCALTOP,FT1,Waha,806
U.S. Borax & Chemical Corporation ,9M82,DSCALTOP,FT1,Waha,928
,,DSCALTOP Total,,,6862
,9M82 Total,,,,6862
U.S. Borax & Chemical Corporation ,9M83,DMOJAVE,FT1,Blanco,0
U.S. Borax & Chemical Corporation ,9M83,DMOJAVE,FT1,Bondad Mainline,0
U.S. Borax & Chemical Corporation ,9M83,DMOJAVE,FT1,Bondad Station,6855
U.S. Borax & Chemical Corporation ,9M83,DMOJAVE,FT1,Rio Vista,0
U.S. Borax & Chemical Corporation ,9M83,DMOJAVE,FT1,Sweetie Peck,1709
U.S. Borax & Chemical Corporation ,9M83,DMOJAVE,FT1,Waha,1346
U.S. Borax & Chemical Corporation ,9M83,DMOJAVE,FT1,Waha,1548
,,DMOJAVE Total,,,11458
,9M83 Total,,,,11458
United States Gypsum ,9MCZ,DSCALEHR,FT1,Waha,206
,,DSCALEHR Total,,,206
,9MCZ Total,,,,206
United States Gypsum ,9MEV,DSCALTOP,FT1,Blanco,129
United States Gypsum ,9MEV,DSCALTOP,FT1,Bondad Mainline,0
United States Gypsum ,9MEV,DSCALTOP,FT1,Bondad Station,0
United States Gypsum ,9MEV,DSCALTOP,FT1,Puckett,13
United States Gypsum ,9MEV,DSCALTOP,FT1,Rio Vista,0
United States Gypsum ,9MEV,DSCALTOP,FT1,Waha,70
United States Gypsum ,9MEV,DSCALTOP,FT1,Waha,16
,,DSCALTOP Total,,,228
,9MEV Total,,,,228
"West Texas Gas, Inc. ",982V,DWTG DIS,FT1,Blanco,309
"West Texas Gas, Inc. ",982V,DWTG DIS,FT1,Bondad Mainline,0
"West Texas Gas, Inc. ",982V,DWTG DIS,FT1,Bondad Station,0
"West Texas Gas, Inc. ",982V,DWTG DIS,FT1,Rio Vista,0
"West Texas Gas, Inc. ",982V,DWTG DIS,FT1,Waha,241
,,DWTG DIS Total,,,550
"West Texas Gas, Inc. ",982V,DWTG ELP,FT1,Blanco,0
"West Texas Gas, Inc. ",982V,DWTG ELP,FT1,Bondad Mainline,0
"West Texas Gas, Inc. ",982V,DWTG ELP,FT1,Bondad Station,0
"West Texas Gas, Inc. ",982V,DWTG ELP,FT1,Rio Vista,0
"West Texas Gas, Inc. ",982V,DWTG ELP,FT1,Waha,0
,,DWTG ELP Total,,,0
"West Texas Gas, Inc. ",982V,DWTG FAR,FT1,Blanco,168
"West Texas Gas, Inc. ",982V,DWTG FAR,FT1,Bondad Mainline,0
"West Texas Gas, Inc. ",982V,DWTG FAR,FT1,Bondad Station,0
"West Texas Gas, Inc. ",982V,DWTG FAR,FT1,Rio Vista,0
"West Texas Gas, Inc. ",982V,DWTG FAR,FT1,Waha,132
,,DWTG FAR Total,,,300
"West Texas Gas, Inc. ",982V,DWTG GLD,FT1,Blanco,23
"West Texas Gas, Inc. ",982V,DWTG GLD,FT1,Bondad Mainline,0
"West Texas Gas, Inc. ",982V,DWTG GLD,FT1,Bondad Station,0
"West Texas Gas, Inc. ",982V,DWTG GLD,FT1,Rio Vista,0
"West Texas Gas, Inc. ",982V,DWTG GLD,FT1,Waha,18
,,DWTG GLD Total,,,41
"West Texas Gas, Inc. ",982V,DWTG JAL,FT1,Blanco,38
"West Texas Gas, Inc. ",982V,DWTG JAL,FT1,Bondad Mainline,0
"West Texas Gas, Inc. ",982V,DWTG JAL,FT1,Bondad Station,0
"West Texas Gas, Inc. ",982V,DWTG JAL,FT1,Rio Vista,0
"West Texas Gas, Inc. ",982V,DWTG JAL,FT1,Waha,31
,,DWTG JAL Total,,,69
"West Texas Gas, Inc. ",982V,DWTG KWX,FT1,Blanco,28
"West Texas Gas, Inc. ",982V,DWTG KWX,FT1,Bondad Mainline,0
"West Texas Gas, Inc. ",982V,DWTG KWX,FT1,Bondad Station,0
"West Texas Gas, Inc. ",982V,DWTG KWX,FT1,Rio Vista,0
"West Texas Gas, Inc. ",982V,DWTG KWX,FT1,Waha,22
,,DWTG KWX Total,,,50
"West Texas Gas, Inc. ",982V,DWTG SJX,FT1,Blanco,245
"West Texas Gas, Inc. ",982V,DWTG SJX,FT1,Bondad Mainline,0
"West Texas Gas, Inc. ",982V,DWTG SJX,FT1,Bondad Station,0
"West Texas Gas, Inc. ",982V,DWTG SJX,FT1,Rio Vista,0
"West Texas Gas, Inc. ",982V,DWTG SJX,FT1,Waha,192
,,DWTG SJX Total,,,437
"West Texas Gas, Inc. ",982V,DWTG SNY,FT1,Blanco,0
"West Texas Gas, Inc. ",982V,DWTG SNY,FT1,Bondad Mainline,0
"West Texas Gas, Inc. ",982V,DWTG SNY,FT1,Bondad Station,0
"West Texas Gas, Inc. ",982V,DWTG SNY,FT1,Rio Vista,0
"West Texas Gas, Inc. ",982V,DWTG SNY,FT1,Waha,0
,,DWTG SNY Total,,,0
"West Texas Gas, Inc. ",982V,DWTG SON,FT1,Blanco,0
"West Texas Gas, Inc. ",982V,DWTG SON,FT1,Bondad Mainline,0
"West Texas Gas, Inc. ",982V,DWTG SON,FT1,Bondad Station,0
"West Texas Gas, Inc. ",982V,DWTG SON,FT1,Rio Vista,0
"West Texas Gas, Inc. ",982V,DWTG SON,FT1,Waha,0
,,DWTG SON Total,,,0
"West Texas Gas, Inc. ",982V,DWTG UPT,FT1,Blanco,0
"West Texas Gas, Inc. ",982V,DWTG UPT,FT1,Bondad Mainline,0
"West Texas Gas, Inc. ",982V,DWTG UPT,FT1,Bondad Station,0
"West Texas Gas, Inc. ",982V,DWTG UPT,FT1,Rio Vista,0
"West Texas Gas, Inc. ",982V,DWTG UPT,FT1,Waha,0
,,DWTG UPT Total,,,0
"West Texas Gas, Inc. ",982V,DWTG311L,FT1,Blanco,24
"West Texas Gas, Inc. ",982V,DWTG311L,FT1,Bondad Mainline,0
"West Texas Gas, Inc. ",982V,DWTG311L,FT1,Bondad Station,0
"West Texas Gas, Inc. ",982V,DWTG311L,FT1,Rio Vista,0
"West Texas Gas, Inc. ",982V,DWTG311L,FT1,Waha,19
,,DWTG311L Total,,,43
,982V Total,,,,1490
Williams ,9M8C,DPG&ETOP,FT1,Blanco,35826
Williams ,9M8C,DPG&ETOP,FT1,Bondad Mainline,0
Williams ,9M8C,DPG&ETOP,FT1,Bondad Station,0
Williams ,9M8C,DPG&ETOP,FT1,Puckett,3604
Williams ,9M8C,DPG&ETOP,FT1,Rio Vista,0
Williams ,9M8C,DPG&ETOP,FT1,Waha,18090
Williams ,9M8C,DPG&ETOP,FT1,Waha,4144
,,DPG&ETOP Total,,,61664
,9M8C Total,,,,61664
Williams ,9M8D,DSCALTOP,FT1,Blanco,21459
Williams ,9M8D,DSCALTOP,FT1,Bondad Mainline,0
Williams ,9M8D,DSCALTOP,FT1,Bondad Station,0
Williams ,9M8D,DSCALTOP,FT1,Puckett,2158
Williams ,9M8D,DSCALTOP,FT1,Rio Vista,0
Williams ,9M8D,DSCALTOP,FT1,Waha,10835
Williams ,9M8D,DSCALTOP,FT1,Waha,2482
,,DSCALTOP Total,,,36934
,9M8D Total,,,,36934
Williams Energy Marketing and Trade ,9MDN,DSCALEHR,FT1,Waha,11418
,,DSCALEHR Total,,,11418
,9MDN Total,,,,11418
WTG ,9L6T,IWTG DAL,FT1,Waha,35000
,,IWTG DAL Total,,,35000
,9L6T Total,,,,35000
Zia Natural Gas Company ,97ZG,DJAL JAL,FT2,Blanco,612
,,DJAL JAL Total,,,612
,97ZG Total,,,,612
,,Grand Total,,,5386260
,Grand Total,,,,5386260
