North American Gas and Power ,,,,,,,,,,,,,,,,,,
Global Contract Report,,,,,,,,,,,,,,,,,,
,,,,,Commodity-Type and Associated Contract Numbers,,,,,,RANK,,,,Notional Value,,,
Florida Power & Light Company,1421,10000000,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96055188,,,,,,99,,,,14156890,,,
Florida Power & Light Company,1421,10000000,Agency Agreement,Enron North America Corp.,,96022141,,,,,99,,,,14156890,,,
Florida Power & Light Company,1421,10000000,General Terms and Conditions Purchase Firm,Enron North America Corp.,,96022368,,,,,99,,,,14156890,,,
Florida Power & Light Company,1421,10000000,GISB Base Contract,Enron North America Corp.,,96028907,,,,,99,,,,14156890,,,
Florida Power & Light Company,1421,10000000,Master Sale Firm,Enron North America Corp.,,96023134,,,,,99,,,,14156890,,,
Florida Power & Light Company,1421,10000000,Netting Agreement,Enron North America Corp.,,96096117,,,,,99,,,,14156890,,,
Florida Power & Light Company,1421,10000000,Single Transaction Sales Firm,Citrus Trading Corp.,,96008553,,,,,99,,,,14156890,,,
Florida Power & Light Company,1421,10000000,Transportation,Enron North America Corp.,,96007362,,,,,99,,,,14156890,,,
NGTS LLC,57700,100000,Industrial Master,Enron North America Corp.,96017418,,,,,,100,,,,13452379,,,
NGTS LLC,57700,100000,Master Purchase Sale Spot,Enron North America Corp.,,96000982,,,,,100,,,,13452379,,,
NGTS LLC,57700,100000,Netting Agreement,Enron North America Corp.,,96018769,,,,,100,,,,13452379,,,
NGTS LLC,57700,100000,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96033737,,,,,100,,,,13452379,,,
"Cornerstone Propane, L.P.",52577,7393607,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96021763,,,,,,101,,,,12915149,,,
"Cornerstone Propane, L.P.",52577,7393607,Master Purchase Sale Spot,Enron North America Corp.,,96000741,,,,,101,,,,12915149,,,
"Cornerstone Propane, L.P.",52577,7393607,Netting Agreement,Enron North America Corp.,,96018727,,,,,101,,,,12915149,,,
Equitable Energy L.L.C.,65744,3858854,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96051533,,,,,,102,,,,12623851,,,
Equitable Energy L.L.C.,65744,3858854,GISB Base Contract 6.3.1,ENA Upstream Company LLC,,96064781,,,,,102,,,,12623851,,,
Equitable Energy L.L.C.,65744,3858854,Master Purchase Sale Spot,Enron North America Corp.,,96003637,,,,,102,,,,12623851,,,
Equitable Energy L.L.C.,65744,3858854,Netting Agreement,Enron North America Corp.,,96018773,,,,,102,,,,12623851,,,
Equitable Energy L.L.C.,65744,3858854,OnLine GTC Gas Long-Term Firm with Collateral,Enron North America Corp.,,96041819,,,,,102,,,,12623851,,,
Equitable Energy L.L.C.,65744,3858854,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96031750,,,,,102,,,,12623851,,,
Vitol Capital Management Ltd.,96651,250000,No Active Financial Contracts,,,,,,,,103,,,,12262500,,,
Vitol Capital Management Ltd.,96651,250000,No Active Physical Natural Gas Contracts,,,,,,,,103,,,,12262500,,,
"CMS Field Services, Inc.",65599,150000,General Terms and Conditions Sale Firm,Enron North America Corp.,,96094055,,,,,104,,,,9977606,,,
"CMS Field Services, Inc.",65599,150000,GTC Purchase Spot,Enron North America Corp.,,96064747,,,,,104,,,,9977606,,,
"CMS Field Services, Inc.",65599,150000,Letter Agreement - Transportation,Enron North America Corp.,,96081005,,,,,104,,,,9977606,,,
"CMS Field Services, Inc.",65599,150000,Master Sale Interruptible,Enron North America Corp.,,96000996,,,,,104,,,,9977606,,,
"CMS Field Services, Inc.",65599,150000,Netting Agreement,Enron North America Corp.,,96007376,,,,,104,,,,9977606,,,
"CMS Field Services, Inc.",65599,150000,No Active Financial Contracts,,,,,,,,104,,,,9977606,,,
"CMS Field Services, Inc.",65599,150000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96033280,,,,,104,,,,9977606,,,
XTO Energy Inc.,4156,1500000,GTC Purchase Spot,Enron North America Corp.,,96013380,,,,,105,,,,9617000,,,
XTO Energy Inc.,4156,1500000,GTC Sale Spot,Enron North America Corp.,,96013721,,,,,105,,,,9617000,,,
XTO Energy Inc.,4156,1500000,Master Agreement (1992 - ECT Form),Enron North America Corp.,95000390,,,,,,105,,,,9617000,,,
XTO Energy Inc.,4156,1500000,Master Purchase Sale Firm,Enron North America Corp.,,96001940,,,,,105,,,,9617000,,,
"Hess Energy Services Company, LLC",63597,5000000,GTC Purchase Spot,ENA Upstream Company LLC,,96064571,,,,,106,,,,9204159,,,
"Hess Energy Services Company, LLC",63597,5000000,GTC Sale Spot,ENA Upstream Company LLC,,96062581,,,,,106,,,,9204159,,,
"Hess Energy Services Company, LLC",63597,5000000,Master Purchase Sale Firm,"enovate, L.L.C.",,96058494,,,,,106,,,,9204159,,,
"Hess Energy Services Company, LLC",63597,5000000,No Active Financial Contracts,,,,,,,,106,,,,9204159,,,
"Hess Energy Services Company, LLC",63597,5000000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96038391,,,,,106,,,,9204159,,,
Barclays Bank PLC,11338,94260658,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,95000455,,,,,,107,,,,8772500,,,
Barclays Bank PLC,11338,94260658,No Active Physical Natural Gas Contracts,,,,,,,,107,,,,8772500,,,
"Avista Energy, Inc.",55265,22659865,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96016709,,,96016709,,,108,46,30,,8688797,942006,7559997,
"Avista Energy, Inc.",55265,22659865,General Terms and Conditions Purchase Firm,Enron North America Corp.,,96017850,,,,,108,46,30,,8688797,942006,7559997,
"Avista Energy, Inc.",55265,22659865,General Terms and Conditions Sale Firm,Enron North America Corp.,,96018082,,,,,108,46,30,,8688797,942006,7559997,
"Avista Energy, Inc.",55265,22659865,GISB Base Contract 6.3.1,Enron North America Corp.,,96028839,,,,,108,46,30,,8688797,942006,7559997,
"Avista Energy, Inc.",55265,22659865,Henry Hub Contract,Enron North America Corp.,,96005429,,,,,108,46,30,,8688797,942006,7559997,
"Avista Energy, Inc.",55265,22659865,Master Energy Purchase and Sale Agreement,,,,96013065,,,,108,46,30,,8688797,942006,7559997,
"Avista Energy, Inc.",55265,22659865,Master Purchase Sale Firm,Enron North America Corp.,,96002353,,,,,108,46,30,,8688797,942006,7559997,
"Avista Energy, Inc.",55265,22659865,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96017243,,108,46,30,,8688797,942006,7559997,
"Avista Energy, Inc.",55265,22659865,Netting Agreement,Enron North America Corp.,,96007428,,,,,108,46,30,,8688797,942006,7559997,
Firm Trading Bridgeline SUB Account A,85289,5000000,ENA Book-See various Bridgeline contracts as listed.,,,,,,,,109,,,,8580000,,,
Firm Trading Bridgeline SUB Account A,85289,5000000,No Active Financial Contracts,,,,,,,,109,,,,8580000,,,
"Citibank, N.A.",942,100000000,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,95001164,,,95001164,,,110,,75,,8527500,,300000,
"Citibank, N.A.",942,100000000,No Active Physical Natural Gas Contracts,,,,,,,,110,,75,,8527500,,300000,
NRG Power Marketing Inc.,69121,4000000,GISB Base Contract,Enron North America Corp.,,96032467,,,,,111,30,,,8467231,4329757,,
NRG Power Marketing Inc.,69121,4000000,Master Power Purchase and Sale Agreement,,,,96063316,,,,111,30,,,8467231,4329757,,
NRG Power Marketing Inc.,69121,4000000,No Active Financial Contracts,,,,,,,,111,30,,,8467231,4329757,,
Sprague Energy Corp.,5665,8481158,EES-Natural Gas Sales/Purchase Agreement,"Enron Energy Services, Inc.",,96085397,,,,,112,,44,,7816805,,3755631,
Sprague Energy Corp.,5665,8481158,General Terms and Conditions Sale Firm,Enron North America Corp.,,96085719,,,,,112,,44,,7816805,,3755631,
Sprague Energy Corp.,5665,8481158,GISB Base Contract 6.3.1,Enron North America Corp.,,96029031,,,,,112,,44,,7816805,,3755631,
Sprague Energy Corp.,5665,8481158,GTC Purchase Spot,Enron North America Corp.,,96002582,,,,,112,,44,,7816805,,3755631,
Sprague Energy Corp.,5665,8481158,GTC Sale Spot,Enron North America Corp.,,96002961,,,,,112,,44,,7816805,,3755631,
Sprague Energy Corp.,5665,8481158,Henry Hub Contract,Enron North America Corp.,,96005429,,,,,112,,44,,7816805,,3755631,
Sprague Energy Corp.,5665,8481158,No Active Financial Contracts,,,,,,,,112,,44,,7816805,,3755631,
Sprague Energy Corp.,5665,8481158,OnLine GTC Gas Long-Term Firm with Collateral,Enron North America Corp.,,96061987,,,,,112,,44,,7816805,,3755631,
Cinergy Capital & Trading Inc.,56759,10000000,GTC Purchase Spot,Enron North America Corp.,,96030168,,,,,113,,,,7750000,,,
Cinergy Capital & Trading Inc.,56759,10000000,GTC Sale Spot,Enron North America Corp.,,96016377,,,,,113,,,,7750000,,,
Cinergy Capital & Trading Inc.,56759,10000000,Netting Agreement,Enron North America Corp.,,96018726,,,,,113,,,,7750000,,,
Cinergy Capital & Trading Inc.,56759,10000000,No Active Financial Contracts,,,,,,,,113,,,,7750000,,,
FirstEnergy Solutions Corp.,90097,7027630,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96061965,,,,,,114,52,,,7536522,587197,,
FirstEnergy Solutions Corp.,90097,7027630,GISB Base Contract 6.3.1,Enron North America Corp.,,96029172,,,,,114,52,,,7536522,587197,,
FirstEnergy Solutions Corp.,90097,7027630,Master Energy Purchase and Sale Agreement,,,,96009074,,,,114,52,,,7536522,587197,,
CoEnergy Trading Company,26476,2170966,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96011843,,,,,,115,,51,,7277370,,2364559,
CoEnergy Trading Company,26476,2170966,General Terms and Conditions Purchase Firm,Enron North America Corp.,,96057504,,,,,115,,51,,7277370,,2364559,
CoEnergy Trading Company,26476,2170966,General Terms and Conditions Sale Firm,Enron North America Corp.,,96059807,,,,,115,,51,,7277370,,2364559,
CoEnergy Trading Company,26476,2170966,Master Purchase Sale Spot,Enron North America Corp.,,96003336,,,,,115,,51,,7277370,,2364559,
CoEnergy Trading Company,26476,2170966,Online Canadian Firm Gas GTC,Enron Canada Corp.,,,,,96030407,,115,,51,,7277370,,2364559,
CoEnergy Trading Company,26476,2170966,OnLine GTC Gas Long-Term Firm,Enron North America Corp.,,96048662,,,,,115,,51,,7277370,,2364559,
TransAlta Energy Marketing Corp.,55898,2918604,92 ISDA - Multicurrency/Cross Border,Enron Canada Corp.,96021810,,,96021810,,,116,,34,3,6645000,,6767300,128328
TransAlta Energy Marketing Corp.,55898,2918604,GTC Purchase Spot,Enron North America Corp.,,96021121,,,,,116,,34,3,6645000,,6767300,128328
TransAlta Energy Marketing Corp.,55898,2918604,GTC Sale Spot,Enron North America Corp.,,96023261,,,,,116,,34,3,6645000,,6767300,128328
TransAlta Energy Marketing Corp.,55898,2918604,Online Canadian Firm Gas GTC,Enron Canada Corp.,,,,,96028020,,116,,34,3,6645000,,6767300,128328
TransAlta Energy Marketing Corp.,55898,2918604,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96029230,,,,,116,,34,3,6645000,,6767300,128328
New Jersey Natural Gas Company,2331,5102924,GISB Base Contract 6.3.1,Enron North America Corp.,,96036748,,,,,117,,,,6256120,,,
New Jersey Natural Gas Company,2331,5102924,No Active Financial Contracts,,,,,,,,117,,,,6256120,,,
"Nicor Enerchange, LLC",65668,250000,General Terms and Conditions Sale Firm,Enron North America Corp.,,96057941,,,,,118,,,,6226698,,,
"Nicor Enerchange, LLC",65668,250000,GISB Base Contract 6.3.1,Enron North America Corp.,,96060315,,,,,118,,,,6226698,,,
"Nicor Enerchange, LLC",65668,250000,GTC Financial,Enron North America Corp.,96031284,,,,,,118,,,,6226698,,,
"Nicor Enerchange, LLC",65668,250000,GTC Gas Exchange,"Enron MW, L.L.C.",,96061589,,,,,118,,,,6226698,,,
"Nicor Enerchange, LLC",65668,250000,Master Purchase Sale Firm,"enovate, L.L.C.",,96058793,,,,,118,,,,6226698,,,
Mitchell Gas Services L.P.,58058,7687425,GISB Base Contract 6.3.1,Enron North America Corp.,,96020382,,,,,119,,,,6097926,,,
Mitchell Gas Services L.P.,58058,7687425,No Active Financial Contracts,,,,,,,,119,,,,6097926,,,
"PCS Nitrogen Fertilizer, L.P.",53747,9859713,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96019158,,,,,,120,,,,5827500,,,
"PCS Nitrogen Fertilizer, L.P.",53747,9859713,GISB Base Contract 6.3.1,Enron North America Corp.,,96029461,,,,,120,,,,5827500,,,
Anadarko Energy Services Company,53725,4996808,GISB Base Contract,Enron North America Corp.,,96004817,,,,,121,,,,5540294,,,
Anadarko Energy Services Company,53725,4996808,GTC Sale Spot,ENA Upstream Company LLC,,96068971,,,,,121,,,,5540294,,,
Anadarko Energy Services Company,53725,4996808,Netting Agreement,Enron North America Corp.,,96018719,,,,,121,,,,5540294,,,
Anadarko Energy Services Company,53725,4996808,No Active Financial Contracts,,,,,,,,121,,,,5540294,,,
TransCanada Gas Services Inc.,45829,9998599,General Terms and Conditions Purchase Firm,Enron North America Corp.,,96085090,,,,,122,,,,5419585,,,
TransCanada Gas Services Inc.,45829,9998599,GISB Base Contract 6.3.1,Enron North America Corp.,,96029053,,,,,122,,,,5419585,,,
TransCanada Gas Services Inc.,45829,9998599,Henry Hub Contract,Enron North America Corp.,,96005429,,,,,122,,,,5419585,,,
TransCanada Gas Services Inc.,45829,9998599,No Active Financial Contracts,,,,,,,,122,,,,5419585,,,
TransCanada Gas Services Inc.,45829,9998599,OnLine GTC Gas Long-Term Firm,Enron North America Corp.,,96044788,,,,,122,,,,5419585,,,
Atmos Energy Corporation,24,1000000,GTC Sale Spot,Enron North America Corp.,,96004100,,,,,123,,,,5412053,,,
Atmos Energy Corporation,24,1000000,No Active Financial Contracts,,,,,,,,123,,,,5412053,,,
Atmos Energy Corporation,24,1000000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96066376,,,,,123,,,,5412053,,,
Prior Energy Corporation,2630,150000,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96060326,,,,,,124,,,,5289466,,,
Prior Energy Corporation,2630,150000,Bookout,Citrus Trading Corp.,,96004680,,,,,124,,,,5289466,,,
Prior Energy Corporation,2630,150000,Electronic Trading Agreement,Enron North America Corp.,,96028222,,,,,124,,,,5289466,,,
Prior Energy Corporation,2630,150000,General Terms and Conditions Sale Firm,Enron North America Corp.,,96057888,,,,,124,,,,5289466,,,
Prior Energy Corporation,2630,150000,GTC Sale Spot,ENA Upstream Company LLC,,96087326,,,,,124,,,,5289466,,,
Prior Energy Corporation,2630,150000,Master Purchase Sale Spot,Enron North America Corp.,,96001224,,,,,124,,,,5289466,,,
Prior Energy Corporation,2630,150000,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96028127,,,,,124,,,,5289466,,,
"Cross Timbers Energy Services, Inc.",29765,9600000,General Terms and Conditions Purchase Firm,Enron North America Corp.,,96092644,,,,,125,,,,5264425,,,
"Cross Timbers Energy Services, Inc.",29765,9600000,GTC Purchase Spot,Enron North America Corp.,,96032024,,,,,125,,,,5264425,,,
"Cross Timbers Energy Services, Inc.",29765,9600000,GTC Sale Spot,Enron North America Corp.,,96032565,,,,,125,,,,5264425,,,
"Cross Timbers Energy Services, Inc.",29765,9600000,Netting Agreement,Enron North America Corp.,,96043104,,,,,125,,,,5264425,,,
"Cross Timbers Energy Services, Inc.",29765,9600000,No Active Financial Contracts,,,,,,,,125,,,,5264425,,,
"Cross Timbers Energy Services, Inc.",29765,9600000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96032246,,,,,125,,,,5264425,,,
Wisconsin Gas Company,239,24888784,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96038384,,,,,,126,,,,5155354,,,
Wisconsin Gas Company,239,24888784,GISB Base Contract 6.3.1,Enron North America Corp.,,96063285,,,,,126,,,,5155354,,,
Wisconsin Gas Company,239,24888784,Master Purchase Sale Firm,Enron North America Corp.,,96001550,,,,,126,,,,5155354,,,
Ashland Specialty Chemicals Company,71223,0,GTC Financial,Enron North America Corp.,96030588,,,,,,127,,,,5152427,,,
Ashland Specialty Chemicals Company,71223,0,GTC Purchase Spot,Enron North America Corp.,,96058471,,,,,127,,,,5152427,,,
Ashland Specialty Chemicals Company,71223,0,GTC Sale Spot,Enron North America Corp.,,96039594,,,,,127,,,,5152427,,,
Ashland Specialty Chemicals Company,71223,0,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96030162,,,,,127,,,,5152427,,,
Cokinos Natural Gas Company,1027,25000,GISB Base Contract 6.3.1,Enron North America Corp.,,96029147,,,,,128,,,,5052586,,,
Cokinos Natural Gas Company,1027,25000,GTC Sale Spot,ENA Upstream Company LLC,,96067472,,,,,128,,,,5052586,,,
Cokinos Natural Gas Company,1027,25000,Master Purchase Sale Firm,Enron North America Corp.,,96008606,,,,,128,,,,5052586,,,
Cokinos Natural Gas Company,1027,25000,No Active Financial Contracts,,,,,,,,128,,,,5052586,,,
Miami Valley Resources Inc.,2162,500000,GTC Purchase Spot,Enron North America Corp.,,96043176,,,,,129,,,,4967510,,,
Miami Valley Resources Inc.,2162,500000,GTC Sale Spot,Enron North America Corp.,,96040625,,,,,129,,,,4967510,,,
Miami Valley Resources Inc.,2162,500000,Master Purchase Sale Firm,Enron North America Corp.,,96041537,,,,,129,,,,4967510,,,
Miami Valley Resources Inc.,2162,500000,No Active Financial Contracts,,,,,,,,129,,,,4967510,,,
"Koch Midstream Services Company, LLC",97779,9154104,GTC Sale Spot,Enron North America Corp.,,96079653,,,,,130,,,,4829002,,,
"Koch Midstream Services Company, LLC",97779,9154104,No Active Financial Contracts,,,,,,,,130,,,,4829002,,,
"Koch Midstream Services Company, LLC",97779,9154104,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96064683,,,,,130,,,,4829002,,,
"Koch Midstream Services Company, LLC",97779,9154104,Transportation,ENA Upstream Company LLC,,96063132,,,,,130,,,,4829002,,,
"Unocal Energy Trading, Inc.",57707,10000000,GISB Base Contract,Enron North America Corp.,,96018457,,,,,131,,,,4631018,,,
"Unocal Energy Trading, Inc.",57707,10000000,Henry Hub Contract,Enron North America Corp.,,96005429,,,,,131,,,,4631018,,,
"Unocal Energy Trading, Inc.",57707,10000000,Master Purchase Firm,Enron North America Corp.,,96001489,,,,,131,,,,4631018,,,
"Unocal Energy Trading, Inc.",57707,10000000,No Active Financial Contracts,,,,,,,,131,,,,4631018,,,
"Unocal Energy Trading, Inc.",57707,10000000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96065449,,,,,131,,,,4631018,,,
"Torch Energy TM, Inc.",79508,62428,General Terms and Conditions Purchase Firm,Enron North America Corp.,,96060300,,,,,132,,,,3910689,,,
"Torch Energy TM, Inc.",79508,62428,General Terms and Conditions Sale Firm,Enron North America Corp.,,96085221,,,,,132,,,,3910689,,,
"Torch Energy TM, Inc.",79508,62428,GTC -1st Purchase/Marketer(Ded RSV),ENA Upstream Company LLC,,96094500,,,,,132,,,,3910689,,,
"Torch Energy TM, Inc.",79508,62428,GTC Purchase Spot,Enron North America Corp.,,96061759,,,,,132,,,,3910689,,,
"Torch Energy TM, Inc.",79508,62428,GTC Sale Spot,ENA Upstream Company LLC,,96076769,,,,,132,,,,3910689,,,
"Torch Energy TM, Inc.",79508,62428,No Active Financial Contracts,,,,,,,,132,,,,3910689,,,
"Torch Energy TM, Inc.",79508,62428,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96061757,,,,,132,,,,3910689,,,
"Coast Energy Canada, Inc.",65658,1328619,GTC Purchase Spot,Enron North America Corp.,,96067533,,,,,133,,52,,3857446,,2288200,
"Coast Energy Canada, Inc.",65658,1328619,GTC Sale Spot,Enron North America Corp.,,96022131,,,,,133,,52,,3857446,,2288200,
"Coast Energy Canada, Inc.",65658,1328619,Master Purchase Sale Firm (Calgary),Enron Canada Corp.,,,,,96013822,,133,,52,,3857446,,2288200,
"Coast Energy Canada, Inc.",65658,1328619,No Active Financial Contracts,,,,,,,,133,,52,,3857446,,2288200,
"Coast Energy Canada, Inc.",65658,1328619,OnLine GTC Gas Long-Term Firm with Collateral,Enron North America Corp.,,96043091,,,,,133,,52,,3857446,,2288200,
"Coast Energy Canada, Inc.",65658,1328619,OnLine GTC Gas Short-Term Firm with Collateral,Enron North America Corp.,,96032600,,,,,133,,52,,3857446,,2288200,
Arizona Public Service Company,5225,20739974,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96047687,,,,,,134,,,,3565000,,,
Arizona Public Service Company,5225,20739974,GISB Base Contract 6.3.1,Enron North America Corp.,,96044500,,,,,134,,,,3565000,,,
Arizona Public Service Company,5225,20739974,Master Sale Firm and Spot,Enron North America Corp.,,96000640,,,,,134,,,,3565000,,,
Arizona Public Service Company,5225,20739974,Single Transaction Purchase Firm and Spot,Enron North America Corp.,,96004660,,,,,134,,,,3565000,,,
"Duke Energy Field Services Marketing, LLC",51593,2855354,GTC Purchase Spot,Enron North America Corp.,,96005189,,,,,135,,,,3531413,,,
"Duke Energy Field Services Marketing, LLC",51593,2855354,GTC Sale Spot,ENA Upstream Company LLC,,96062437,,,,,135,,,,3531413,,,
"Duke Energy Field Services Marketing, LLC",51593,2855354,No Active Financial Contracts,,,,,,,,135,,,,3531413,,,
"Duke Energy Field Services Marketing, LLC",51593,2855354,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96061703,,,,,135,,,,3531413,,,
"PPL EnergyPlus, LLC",65165,14873669,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96083555,,,,,,136,49,,,3505583,864807,,
"PPL EnergyPlus, LLC",65165,14873669,GISB Base Contract,Enron North America Corp.,,96022573,,,,,136,49,,,3505583,864807,,
"PPL EnergyPlus, LLC",65165,14873669,Master Energy Purchase and Sale Agreement,,,,96021340,,,,136,49,,,3505583,864807,,
"PPL EnergyPlus, LLC",65165,14873669,Master Sale Firm & Interruptible,Enron North America Corp.,,96001638,,,,,136,49,,,3505583,864807,,
"Pepco Gas Services, Inc.",72441,100000,GTC Purchase Spot,Enron North America Corp.,,96036907,,,,,137,,,,3435501,,,
"Pepco Gas Services, Inc.",72441,100000,GTC Sale Spot,Enron North America Corp.,,96035781,,,,,137,,,,3435501,,,
"Pepco Gas Services, Inc.",72441,100000,No Active Financial Contracts,,,,,,,,137,,,,3435501,,,
"Pepco Gas Services, Inc.",72441,100000,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96038019,,,,,137,,,,3435501,,,
Koch Midstream Services Company,58669,,GTC Sale Spot,Enron North America Corp.,,96061754,,,,,138,,,,3363079,,,
Koch Midstream Services Company,58669,,No Active Financial Contracts,,,,,,,,138,,,,3363079,,,
Koch Midstream Services Company,58669,,OnLine GTC Gas Short-Term Firm,Enron North America Corp.,,96061755,,,,,138,,,,3363079,,,
"Dominion Field Services, Inc.",62225,5000000,GISB Base Contract 6.3.1,Enron North America Corp.,,96029121,,,,,139,,,,3213276,,,
"Dominion Field Services, Inc.",62225,5000000,Master Purchase Sale Firm,Enron North America Corp.,,96026189,,,,,139,,,,3213276,,,
"Dominion Field Services, Inc.",62225,5000000,No Active Financial Contracts,,,,,,,,139,,,,3213276,,,
"Dominion Field Services, Inc.",62225,5000000,Transportation,Enron North America Corp.,,96019153,,,,,139,,,,3213276,,,
Valero Marketing and Supply Company,49115,22758658,GTC Purchase Spot,Enron North America Corp.,,96014566,,,,,140,,,,3200000,,,
Valero Marketing and Supply Company,49115,22758658,Master Agreement (1992 - ECT Form),Enron North America Corp.,95000467,,,,,,140,,,,3200000,,,
BP Canada Energy Marketing Corp.,28326,500000,General Terms and Conditions Purchase Firm,Enron North America Corp.,,96084686,,,,,141,,,,3198766,,,
BP Canada Energy Marketing Corp.,28326,500000,General Terms and Conditions Sale Firm,Enron North America Corp.,,96063546,,,,,141,,,,3198766,,,
BP Canada Energy Marketing Corp.,28326,500000,Master Purchase Sale Spot,Enron North America Corp.,,96002138,,,,,141,,,,3198766,,,
BP Canada Energy Marketing Corp.,28326,500000,No Active Financial Contracts,,,,,,,,141,,,,3198766,,,
BP Canada Energy Marketing Corp.,28326,500000,OnLine GTC Gas Long-Term Firm with Collateral,Enron North America Corp.,,96078067,,,,,141,,,,3198766,,,
"Duke Energy NGL Services, LP",98319,500000,No Active Financial Contracts,,,,,,,,142,,,,3045000,,,
"Duke Energy NGL Services, LP",98319,500000,No Active Physical Natural Gas Contracts,,,,,,,,142,,,,3045000,,,
Societe Generale,26146,92526400,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96011943,,,,,,143,,,,2760000,,,
Societe Generale,26146,92526400,No Active Physical Natural Gas Contracts,,,,,,,,143,,,,2760000,,,
Texex Energy Partners Ltd.,70730,150000,General Terms and Conditions Purchase Firm,Enron North America Corp.,,96060736,,,,,144,,76,,2632313,,212873,
Texex Energy Partners Ltd.,70730,150000,General Terms and Conditions Sale Firm,Enron North America Corp.,,96063379,,,,,144,,76,,2632313,,212873,
Texex Energy Partners Ltd.,70730,150000,GISB Base Contract 6.3.1,Enron North America Corp.,,96059453,,,,,144,,76,,2632313,,212873,
Texex Energy Partners Ltd.,70730,150000,Henry Hub Contract,Enron North America Corp.,,96005429,,,,,144,,76,,2632313,,212873,
Texex Energy Partners Ltd.,70730,150000,Master Purchase Sale Firm,Enron North America Corp.,,96065349,,,,,144,,76,,2632313,,212873,
Texex Energy Partners Ltd.,70730,150000,Netting Agreement,Enron North America Corp.,,96023589,,,,,144,,76,,2632313,,212873,
Texex Energy Partners Ltd.,70730,150000,No Active Financial Contracts,,,,,,,,144,,76,,2632313,,212873,
Enbridge Marketing (U.S.) Inc.,55727,988590,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96056360,,,,,,145,,,,2621381,,,
Enbridge Marketing (U.S.) Inc.,55727,988590,GISB Base Contract 6.3.1,Enron North America Corp.,,96029313,,,,,145,,,,2621381,,,
HQ Energy Services (U.S.) Inc.,66682,7000000,92 ISDA - Multicurrency/Cross Border,Enron North America Corp.,96051537,,,,,,146,26,,,2615000,4826220,,
HQ Energy Services (U.S.) Inc.,66682,7000000,No Active Physical Natural Gas Contracts,,,,,,,,146,26,,,2615000,4826220,,
Wisconsin Power And Light Company,237,99987378,General Terms and Conditions Sale Firm,Enron North America Corp.,,96070621,,,,,147,,,,2417858,,,
Wisconsin Power And Light Company,237,99987378,GISB Base Contract,Enron North America Corp.,,96012103,,,,,147,,,,2417858,,,
Wisconsin Power And Light Company,237,99987378,Master Agreement (1992 - ECT Form),Enron North America Corp.,95000270,,,,,,147,,,,2417858,,,
Firm Trade Bridgeline Gas Marketing LLC,77232,5000000,ENA Book-See various Bridgeline contracts as listed.,,,,,,,,148,,,,2300000,,,
Firm Trade Bridgeline Gas Marketing LLC,77232,5000000,No Active Financial Contracts,,,,,,,,148,,,,2300000,,,
Midland Cogeneration Venture Limited Partnership,2181,10000,GISB Base Contract 6.3.1,Enron North America Corp.,,96052899,,,,,149,,,,2257345,,,
Midland Cogeneration Venture Limited Partnership,2181,10000,Master Purchase Sale Firm,Enron North America Corp.,,96001005,,,,,149,,,,2257345,,,
Midland Cogeneration Venture Limited Partnership,2181,10000,No Active Financial Contracts,,,,,,,,149,,,,2257345,,,
Midland Cogeneration Venture Limited Partnership,2181,10000,Single Transaction Sales Firm,Enron North America Corp.,,96001636,,,,,149,,,,2257345,,,
"ProLiance Energy, LLC",49006,500000,GTC Purchase Spot,Enron North America Corp.,,96002639,,,,,150,,89,,2207060,,10000,
"ProLiance Energy, LLC",49006,500000,GTC Sale Spot,Enron North America Corp.,,96002986,,,,,150,,89,,2207060,,10000,
