,,                 HA/DA,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2000-11-03 00:00:00,1,LA4,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LA4,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,LC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,LC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,LC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,LC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC1,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,LC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,LC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC2,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,LC3,MX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,ZP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,SR2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,SP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,SF,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,NW3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,NW2,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,NW1,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,2.15,25,25,22.99,26.99,27.43,31.11,-1,-1,-1,1.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,NV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,NV3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,NP15,40.38,44.01,66.59,53.14,55.05,60.39,45.96,37.04,37.06001,32.05,3.15,26,26,22.99,27.99,28.43,32.11,0,0,0,2.19,34.03,35.4,31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,MX,SR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,ZP26,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,SR3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,NV3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,NW1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,NW2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,NV4,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,NV3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,NW3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06001,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,SR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,FIN_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,ZP26,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,SR3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,SR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,SP15,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,NW3,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,NW2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,NW1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,,ADJ_SC_CNGS_PRC
,,2000-11-03 00:00:00,1,NP15,NV4,-40.38,-44.01,-66.59,-53.14,-55.05,-60.39,-45.96,-37.04,-37.06,-32.05,-3.15,-26,-26,-22.99,-27.99,-28.43,-32.11,0,0,0,-2.19,-34.03,-35.4,-31.83,,ADJ_SC_CNGS_PRC
