EOLTRAN,DATE,TIME,COMBINED,DAY,USERNM,USER#,COUNTERPTY,ENRON,BEGDATE,ENDDATE,TENOR,QUAN,VOLUME,MEA,P,PRICEINDEX,QUOTED,INDEX,TRDPR,DISC,US000,TRADE,SETTL
1075623,2001-04-03 00:00:00,05:15:00,2001-04-03 05:15:00,MON,JOHN S,47962,UK -OIL PR, ,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,S,NXC1      ,25.76,     ,25.76,    ,1288,     ,     
1101023,2001-04-09 00:00:00,04:04:00,2001-04-09 04:04:00,MON,JOHN S,47962,UK -OIL PR, ,2001-05-01 00:00:00,2001-05-31 00:00:00,2,1,50000,   ,S,NXC2      ,27.1,     ,27.1,    ,1355,     ,     
726449,2001-01-02 00:00:00,03:57:00,2001-01-02 03:57:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.17,     ,27.17,5.94,674,27.2,27.63
726509,2001-01-02 00:00:00,05:43:00,2001-01-02 05:43:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.19,     ,27.19,5.94,674,27.2,27.63
726514,2001-01-02 00:00:00,05:45:00,2001-01-02 05:45:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.21,     ,27.2,5.94,675,27.2,27.63
731303,2001-01-03 00:00:00,04:53:00,2001-01-03 04:53:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.27,     ,27.27,5.79,677,28,27.63
731310,2001-01-03 00:00:00,05:01:00,2001-01-03 05:01:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,27.29,     ,27.29,5.79,677,28,27.63
731311,2001-01-03 00:00:00,05:01:00,2001-01-03 05:01:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,27.31,     ,27.3,5.79,678,28,27.63
740983,2001-01-05 00:00:00,03:04:00,2001-01-05 03:04:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,10000,   ,S,NXC2      ,28.02,     ,28.02,5.36,278,27.95,27.63
740985,2001-01-05 00:00:00,03:04:00,2001-01-05 03:04:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.04,     ,28.04,5.36,696,27.95,27.63
741049,2001-01-05 00:00:00,03:37:00,2001-01-05 03:37:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.06,     ,28.05,5.36,697,27.95,27.63
741054,2001-01-05 00:00:00,03:44:00,2001-01-05 03:44:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,15000,   ,S,NXC2      ,28.08,     ,28.08,5.36,418,27.95,27.63
741080,2001-01-05 00:00:00,04:11:00,2001-01-05 04:11:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.12,     ,28.12,5.36,698,27.95,27.63
741098,2001-01-05 00:00:00,04:26:00,2001-01-05 04:26:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,10000,   ,S,NXC2      ,28.14,     ,28.13,5.36,279,27.95,27.63
741113,2001-01-05 00:00:00,04:43:00,2001-01-05 04:43:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,15000,   ,S,NXC1      ,28.16,     ,28.16,5.36,419,27.95,27.63
741114,2001-01-05 00:00:00,04:44:00,2001-01-05 04:44:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,28.18,     ,28.18,5.36,700,27.95,27.63
741117,2001-01-05 00:00:00,04:46:00,2001-01-05 04:46:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,28.2,     ,28.2,5.36,700,27.95,27.63
741207,2001-01-05 00:00:00,06:37:00,2001-01-05 06:37:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,10000,   ,L,NXC2      ,28.28,     ,28.28,5.36,281,27.95,27.63
741208,2001-01-05 00:00:00,06:38:00,2001-01-05 06:38:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,15000,   ,L,NXC2      ,28.25,     ,28.25,5.36,421,27.95,27.63
741313,2001-01-05 00:00:00,07:07:00,2001-01-05 07:07:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,10000,   ,L,NXC1      ,28.25,     ,28.25,5.36,280,27.95,0.111
746509,2001-01-08 00:00:00,06:45:00,2001-01-08 06:45:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,10000,   ,S,NXC1      ,28.14,     ,28.13,5.3,279,27.32,27.63
751441,2001-01-09 00:00:00,04:04:00,2001-01-09 04:04:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,27.5,     ,27.5,5.32,683,27.63,27.63
751479,2001-01-09 00:00:00,04:32:00,2001-01-09 04:32:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.52,     ,27.52,5.32,684,27.63,27.63
751520,2001-01-09 00:00:00,05:15:00,2001-01-09 05:15:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,27.52,     ,27.52,5.32,684,27.63,27.63
751539,2001-01-09 00:00:00,05:36:00,2001-01-09 05:36:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.5,     ,27.5,5.32,683,27.63,27.63
756101,2001-01-10 00:00:00,05:46:00,2001-01-10 05:46:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.7,     ,27.7,    ,692,     ,     
756105,2001-01-10 00:00:00,05:49:00,2001-01-10 05:49:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,27.66,     ,27.66,    ,691,     ,     
756336,2001-01-10 00:00:00,07:17:00,2001-01-10 07:17:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,27.68,     ,27.68,    ,692,     ,     
761159,2001-01-11 00:00:00,04:16:00,2001-01-11 04:16:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,29.54,     ,29.54,    ,738,     ,     
761188,2001-01-11 00:00:00,04:31:00,2001-01-11 04:31:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,29.56,     ,29.55,    ,739,     ,     
761194,2001-01-11 00:00:00,04:34:00,2001-01-11 04:34:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,29.6,     ,29.6,    ,740,     ,     
761234,2001-01-11 00:00:00,05:16:00,2001-01-11 05:16:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,29.58,     ,29.58,    ,739,     ,     
765367,2001-01-12 00:00:00,02:54:00,2001-01-12 02:54:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,29.52,     ,29.52,    ,738,     ,     
765776,2001-01-12 00:00:00,06:15:00,2001-01-12 06:15:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC1      ,29.5,     ,29.5,    ,737,     ,     
770352,2001-01-16 00:00:00,03:34:00,2001-01-16 03:34:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,30.53,     ,30.53,    ,763,     ,     
770375,2001-01-16 00:00:00,03:51:00,2001-01-16 03:51:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,30.53,     ,30.53,    ,763,     ,     
770529,2001-01-16 00:00:00,05:08:00,2001-01-16 05:08:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC1      ,30.35,     ,30.35,    ,758,     ,     
770568,2001-01-16 00:00:00,05:31:00,2001-01-16 05:31:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC1      ,30.32,     ,30.32,    ,758,     ,     
770581,2001-01-16 00:00:00,05:40:00,2001-01-16 05:40:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC1      ,30.29,     ,30.29,    ,757,     ,     
775097,2001-01-17 00:00:00,05:20:00,2001-01-17 05:20:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,30.14,     ,30.13,    ,753,     ,     
775102,2001-01-17 00:00:00,05:28:00,2001-01-17 05:28:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC1      ,30.14,     ,30.13,    ,753,     ,     
775122,2001-01-17 00:00:00,05:55:00,2001-01-17 05:55:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,28.38,     ,28.37,    ,709,     ,     
780721,2001-01-18 00:00:00,04:26:00,2001-01-18 04:26:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC2      ,29.53,     ,29.53,    ,738,     ,     
780747,2001-01-18 00:00:00,04:38:00,2001-01-18 04:38:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC2      ,29.56,     ,29.55,    ,739,     ,     
780800,2001-01-18 00:00:00,05:13:00,2001-01-18 05:13:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,29.59,     ,29.59,    ,739,     ,     
780802,2001-01-18 00:00:00,05:14:00,2001-01-18 05:14:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,29.62,     ,29.62,    ,740,     ,     
780968,2001-01-18 00:00:00,06:51:00,2001-01-18 06:51:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,S,NXC1      ,29.65,     ,29.65,    ,741,     ,     
790729,2001-01-22 00:00:00,05:05:00,2001-01-22 05:05:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC1      ,32.12,     ,32.11,    ,803,     ,     
790757,2001-01-22 00:00:00,05:52:00,2001-01-22 05:52:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,25000,   ,L,NXC1      ,32.08,     ,32.08,    ,802,     ,     
790817,2001-01-22 00:00:00,06:44:00,2001-01-22 06:44:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,30.13,     ,30.12,    ,753,     ,     
790889,2001-01-22 00:00:00,07:06:00,2001-01-22 07:06:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,20000,   ,L,NXC1      ,32.04,     ,32.04,    ,640,     ,     
790896,2001-01-22 00:00:00,07:06:00,2001-01-22 07:06:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,30.1,     ,30.1,    ,752,     ,     
790921,2001-01-22 00:00:00,07:10:00,2001-01-22 07:10:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-02-01 00:00:00,2001-02-28 00:00:00,2,1,5000,   ,L,NXC1      ,32.04,     ,32.04,    ,160,     ,     
794594,2001-01-23 00:00:00,04:26:00,2001-01-23 04:26:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.58,     ,29.58,    ,739,     ,     
794600,2001-01-23 00:00:00,04:29:00,2001-01-23 04:29:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.55,     ,29.54,    ,738,     ,     
794692,2001-01-23 00:00:00,06:00:00,2001-01-23 06:00:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC2      ,29.58,     ,29.58,    ,739,     ,     
799569,2001-01-24 00:00:00,04:14:00,2001-01-24 04:14:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.44,     ,29.44,    ,736,     ,     
799590,2001-01-24 00:00:00,04:25:00,2001-01-24 04:25:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.4,     ,29.4,    ,735,     ,     
799639,2001-01-24 00:00:00,05:24:00,2001-01-24 05:24:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.34,     ,29.34,    ,733,     ,     
799642,2001-01-24 00:00:00,05:26:00,2001-01-24 05:26:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.32,     ,29.32,    ,733,     ,     
799646,2001-01-24 00:00:00,05:28:00,2001-01-24 05:28:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.28,     ,29.28,    ,732,     ,     
799647,2001-01-24 00:00:00,05:29:00,2001-01-24 05:29:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.26,     ,29.26,    ,731,     ,     
799648,2001-01-24 00:00:00,05:31:00,2001-01-24 05:31:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.24,     ,29.24,    ,731,     ,     
799655,2001-01-24 00:00:00,05:36:00,2001-01-24 05:36:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.2,     ,29.2,    ,730,     ,     
799656,2001-01-24 00:00:00,05:36:00,2001-01-24 05:36:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.18,     ,29.18,    ,729,     ,     
799677,2001-01-24 00:00:00,05:49:00,2001-01-24 05:49:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.12,     ,29.12,    ,728,     ,     
799688,2001-01-24 00:00:00,05:58:00,2001-01-24 05:58:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,20000,   ,L,NXC2      ,29.1,     ,29.1,    ,582,     ,     
799690,2001-01-24 00:00:00,05:59:00,2001-01-24 05:59:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,5000,   ,L,NXC2      ,29.1,     ,29.1,    ,145,     ,     
799691,2001-01-24 00:00:00,05:59:00,2001-01-24 05:59:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,10000,   ,L,NXC2      ,29.08,     ,29.08,    ,290,     ,     
799693,2001-01-24 00:00:00,05:59:00,2001-01-24 05:59:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,15000,   ,L,NXC2      ,29.08,     ,29.08,    ,436,     ,     
800028,2001-01-24 00:00:00,07:29:00,2001-01-24 07:29:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC2      ,29.04,     ,29.04,    ,726,     ,     
805177,2001-01-25 00:00:00,03:56:00,2001-01-25 03:56:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.12,     ,29.12,    ,728,     ,     
805202,2001-01-25 00:00:00,04:05:00,2001-01-25 04:05:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.1,     ,29.1,    ,727,     ,     
805223,2001-01-25 00:00:00,04:12:00,2001-01-25 04:12:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.08,     ,29.08,    ,727,     ,     
805327,2001-01-25 00:00:00,05:02:00,2001-01-25 05:02:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC2      ,29.04,     ,29.04,    ,726,     ,     
805330,2001-01-25 00:00:00,05:09:00,2001-01-25 05:09:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC1      ,29.02,     ,29.02,    ,725,     ,     
805332,2001-01-25 00:00:00,05:11:00,2001-01-25 05:11:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC1      ,29,     ,29,    ,725,     ,     
805341,2001-01-25 00:00:00,05:23:00,2001-01-25 05:23:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC1      ,28.96,     ,28.95,    ,724,     ,     
805705,2001-01-25 00:00:00,07:17:00,2001-01-25 07:17:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC2      ,28.96,     ,28.95,    ,724,     ,     
810847,2001-01-26 00:00:00,05:54:00,2001-01-26 05:54:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC1      ,29.46,     ,29.45,    ,736,     ,     
810852,2001-01-26 00:00:00,06:04:00,2001-01-26 06:04:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC1      ,29.44,     ,29.44,    ,736,     ,     
822049,2001-01-30 00:00:00,04:42:00,2001-01-30 04:42:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC1      ,29.04,     ,29.04,    ,726,     ,     
822095,2001-01-30 00:00:00,05:28:00,2001-01-30 05:28:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC2      ,28.98,     ,28.98,    ,724,     ,     
828363,2001-01-31 00:00:00,04:08:00,2001-01-31 04:08:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,S,NXC1      ,29.32,     ,29.32,    ,733,     ,     
828470,2001-01-31 00:00:00,05:17:00,2001-01-31 05:17:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,3,1,25000,   ,L,NXC1      ,29.26,     ,29.26,    ,731,     ,     
834497,2001-02-01 00:00:00,03:20:00,2001-02-01 03:20:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,28.56,     ,28.55,    ,714,     ,     
834502,2001-02-01 00:00:00,03:24:00,2001-02-01 03:24:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,28.54,     ,28.54,    ,713,     ,     
841191,2001-02-02 00:00:00,04:13:00,2001-02-02 04:13:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,29.8,     ,29.79,    ,745,     ,     
841192,2001-02-02 00:00:00,04:15:00,2001-02-02 04:15:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,29.78,     ,29.78,    ,744,     ,     
841193,2001-02-02 00:00:00,04:17:00,2001-02-02 04:17:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,29.76,     ,29.76,    ,744,     ,     
841196,2001-02-02 00:00:00,04:19:00,2001-02-02 04:19:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,29.72,     ,29.71,    ,743,     ,     
841199,2001-02-02 00:00:00,04:22:00,2001-02-02 04:22:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,29.68,     ,29.68,    ,742,     ,     
847592,2001-02-05 00:00:00,04:08:00,2001-02-05 04:08:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC2      ,31.08,     ,31.08,    ,777,     ,     
847599,2001-02-05 00:00:00,04:15:00,2001-02-05 04:15:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,31.12,     ,31.12,    ,778,     ,     
847606,2001-02-05 00:00:00,04:18:00,2001-02-05 04:18:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,31.1,     ,31.1,    ,777,     ,     
847646,2001-02-05 00:00:00,04:52:00,2001-02-05 04:52:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,31.06,     ,31.05,    ,776,     ,     
847659,2001-02-05 00:00:00,05:15:00,2001-02-05 05:15:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,31.04,     ,31.04,    ,776,     ,     
852825,2001-02-06 00:00:00,03:34:00,2001-02-06 03:34:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,30.48,     ,30.48,    ,762,     ,     
858750,2001-02-07 00:00:00,03:39:00,2001-02-07 03:39:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC1      ,30.26,     ,30.26,    ,756,     ,     
858768,2001-02-07 00:00:00,03:49:00,2001-02-07 03:49:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC1      ,30.28,     ,30.28,    ,757,     ,     
858821,2001-02-07 00:00:00,04:25:00,2001-02-07 04:25:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC2      ,30.34,     ,30.34,    ,758,     ,     
858824,2001-02-07 00:00:00,04:26:00,2001-02-07 04:26:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC2      ,30.34,     ,30.34,    ,758,     ,     
858826,2001-02-07 00:00:00,04:30:00,2001-02-07 04:30:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC2      ,30.36,     ,30.36,    ,759,     ,     
858845,2001-02-07 00:00:00,04:59:00,2001-02-07 04:59:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC2      ,30.44,     ,30.44,    ,761,     ,     
858846,2001-02-07 00:00:00,05:00:00,2001-02-07 05:00:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC2      ,30.46,     ,30.45,    ,761,     ,     
859011,2001-02-07 00:00:00,06:52:00,2001-02-07 06:52:00,MON,JOHN T,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,30.4,     ,30.4,    ,760,     ,     
864958,2001-02-08 00:00:00,04:12:00,2001-02-08 04:12:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,L,NXC1      ,31.18,     ,31.18,    ,779,     ,     
864970,2001-02-08 00:00:00,04:20:00,2001-02-08 04:20:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC2      ,31.2,     ,31.2,    ,780,     ,     
865001,2001-02-08 00:00:00,04:40:00,2001-02-08 04:40:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC2      ,31.22,     ,31.21,    ,780,     ,     
865003,2001-02-08 00:00:00,04:41:00,2001-02-08 04:41:00,MON,MARK J,76921,UK-CRUDE D,Y,2001-03-01 00:00:00,2001-03-31 00:00:00,2,1,25000,   ,S,NXC2      ,31.24,     ,31.24,    ,781,     ,     
