NEW GAS FIRED PLANT ADDITIONS (1999 THROUGH 2005),,,,,,,,,,,,,,,,,,,
NERC REGION,YEAR,Plant Description,Pipeline,State,Probability,Type,Month,Operational?,Plant Capacity,Merchant Capacity,Machine Type,Tot Plant Capacity High,Tot Plant Capacity Medium,Tot Plant Capacity Low,Tot Gas Usage High,Tot Gas Usage Medium,Tot Gas Usage Low,Summer Only,ID
WSCC,2000,Delta Power - Detroit Gas (Cobisa/Pearson),PSNM ??,NM,High,CT,June,N,140,140,,140,0,0,25760,0,0,25760,192
WSCC,2000,California Institue of Technology,,CA,High,CT,January,Y,5.2,0,0,5.2,0,0,956.8,0,0,956.8,687
WSCC,2000,Adair/Native American - Glacier,,MT,Low,CT,,N,160,160,,0,0,160,0,0,29440,0,187
WSCC,2000,City of Springfield - Whitehead,,UT,High,CT,February,Y,6.8,0,0,6.8,0,0,1251.2,0,0,1251.2,689
WSCC,2000,Coastal - Pawnee Station (Brush) - Fulton Cogen 0 Manchief Station,CIG/PSCO,CO,High,CT,May,Y,328.1,0,,328.1,0,0,60370.4,0,0,60370.4,190
WSCC,2000,Black Hills Generation - Arapahoe,CIG/PSCO,CO,High,CT,June,Y,74,74,,74,0,0,13616,0,0,13616,196
WSCC,2000,PSCO - Arapahoe/Valmont,CIG/PSCO,CO,High,CT,June,Y,126,0,,126,0,0,23184,0,0,23184,195
WSCC,2000,Black Hills Power & Light - Gillette,KN,WY,High,CT,June,Y,34,34,,34,0,0,6256,0,0,6256,189
WSCC,2001,North American Power - DIA,,CO,Low,CT,,N,150,150,,0,0,150,0,0,27600,0,373
WSCC,2001,Edison Mission (formerly Texaco) - Sunrise Power Project,,CA,High,Cogen,December,N,300,300,,300,0,0,46800,0,0,0,387
WSCC,2001,PG&E - Kern County/La Paloma (2002?),Kern/Mojave,CA,High,CC,September,N,1048,1048,,1048,0,0,188640,0,0,0,377
WSCC,2001,Two Elks Plant,,WY,Low,CT,,Y,50,50,,0,0,50,0,0,9200,0,389
WSCC,2001,Reliant - Casa Grande (Desert Basin),El Paso,AZ,High,CC,June,N,500,500,,500,0,0,90000,0,0,0,380
WSCC,2001,PP&L/Duke - Kingman (Griffith),El Paso/TW,AZ,High,Cogen,July,N,520,390,,520,0,0,81120,0,0,0,378
WSCC,2001,Panda Energy - Gila River I,El Paso,AZ,Med,CT,,N,1000,1000,,0,1000,0,0,184000,0,46000,375
WSCC,2001,PacifiCorp - Klamath Falls,PGT,OR,High,CC,July,N,464,313,,464,0,0,83520,0,0,0,374
WSCC,2001,Summit Group - Blythe,El Paso,CA,Med,Cogen,,N,400,400,,0,400,0,0,62400,0,0,381
WSCC,2001,Calpine/Pinnacle - West Phoenix (Buckeye) 4,,AZ,High,CC,August,N,70,70,,70,0,0,12600,0,0,0,365
WSCC,2001,Avista Power/Cogentrix - Rathdrum,Avista,ID,High,CC,September,N,270,270,,270,0,0,48600,0,0,0,361
WSCC,2001,"Calpine - Yuba City, Sutter County",PG&E,CA,High,CC,September,N,520,520,,520,0,0,93600,0,0,0,363
WSCC,2001,Calpine - Warnerville Project,,CA,High,CT,,N,86.4,86.4,,86.4,0,0,15897.6,0,0,15897.6,755
WSCC,2001,AES - South City,PG&E,CA,Low,CT,,N,170,170,,0,0,170,0,0,31280,0,358
WSCC,2001,PSCO - Fort St. Vrain,,CO,Low,CC,May,N,214,0,,0,0,214,0,0,38520,0,379
WSCC,2001,Hermosillo Power Plant,El Paso,AZ,High,CC,,N,225,225,,225,0,0,40500,0,0,0,372
WSCC,2001,Calpine (Enron) - Pittsburg (Los Medanos),,CA,High,CC,May,N,500,425,,500,0,0,90000,0,0,0,364
WSCC,2001,El Paso - South San Francisco,PG&E,CA,High,CT,August,N,51,51,,51,0,0,9384,0,0,9384,754
WSCC,2001,Calpine - South Point (Fort Mojave),SWG/TW,AZ,High,CC,July,N,540,540,,540,0,0,97200,0,0,0,367
WSCC,2001,Coastal Power - Carlin,,NV,Low,CC,,N,500,500,,0,0,500,0,0,90000,0,368
WSCC,2001,Calpine - Scott Substation,PG&E,CA,High,CT,June,N,88,88,LM 6000,88,0,0,16192,0,0,16192,753
WSCC,2001,PG&E - San Diego,,CA,High,CT,June,,49,0,,49,0,0,9016,0,0,9016,719
WSCC,2001,Front Range Energy - Ft. Lupton (2000?),CIG/PSCO,CO,High,Cogen,May,N,160,0,,160,0,0,24960,0,0,0,370
WSCC,2001,Global Energy - Snohomish,NWPL,WA,Med,CC,,N,250,250,,0,250,0,0,45000,0,0,371
WSCC,2001,APS - West Phoenix,,AZ,Med,CC,,N,130,0,,0,130,0,0,23400,0,0,360
WSCC,2002,Ogden Pacific - Three Mountain,PG&E,CA,Low,CC,,N,500,500,,0,0,500,0,0,90000,0,535
WSCC,2002,El Paso - Brush,,CO,Low,CT,May,N,60,60,,0,0,60,0,0,11040,0,668
WSCC,2002,Naco-Nogales/Grupo Mexico,El Paso,AZ,Med,CC,March,N,350,0,,0,350,0,0,63000,0,0,534
WSCC,2002,Midway Sunset Cogen,,CA,Low,Cogen,,N,500,500,,0,0,500,0,0,78000,0,532
WSCC,2002,Las Vegas Cogen Expansion,,NV,High,CC,June,N,220,220,,220,0,0,39600,0,0,0,531
WSCC,2002,Duke - Moss Landing,PG&E,CA,High,CC,July,Y,1060,1060,,1060,0,0,190800,0,0,0,528
WSCC,2002,Morley Comp - Campstool,CIG,WY,Low,CC,,N,500,500,,0,0,500,0,0,90000,0,533
WSCC,2002,Panda Energy - Gila River II (CC Conv),El Paso,AZ,Med,CC,,N,1000,1000,,0,1000,0,0,180000,0,0,536
WSCC,2002,Duke - Deming,,NM,Med,CC,,Y,600,600,,0,600,0,0,108000,0,0,667
WSCC,2002,Potlatch - Lewiston,NWPL,ID,Low,CC,,N,126,126,,0,0,126,0,0,22680,0,537
WSCC,2002,Rosarito,Socal,CA,Med,CC,August,N,450,0,,0,450,0,0,81000,0,0,539
WSCC,2002,Salt River Project - Suntan (Maricopa Co),,AZ,Low,CT,,N,825,825,,0,0,825,0,0,151800,0,540
WSCC,2002,Sempra/Oxy - Elk Hills,,CA,High,CC,December,N,500,500,,500,0,0,90000,0,0,0,541
WSCC,2002,SRP/Dynegy/NRG - Phoenix,,AZ,Med,CT,,N,825,825,,0,825,0,0,151800,0,37950,542
WSCC,2002,NESCO - Goldendale,,WA,Med,CC,October,N,248,0,,0,248,0,0,44640,0,0,543
WSCC,2002,Sunlaw Cogen (EM-ONE),,CA,Low,Cogen,,N,800,800,,0,0,800,0,0,124800,0,544
WSCC,2002,CSW/Northwest Power - Creston,NWPL,WA,Med,CC,,N,900,900,,0,900,0,0,162000,0,0,527
WSCC,2002,Calpine - Hermiston,PGT,OR,High,CC,May,N,536,536,,536,0,0,96480,0,0,0,524
WSCC,2002,WPPSS - Satsop,NWPL,WA,Low,CC,,N,500,500,,0,0,500,0,0,90000,0,548
WSCC,2002,Calpine (Tejon Ranch) - Pastoria Power,Kern/Mojave,CA,Med,CC,,N,960,960,,0,960,0,0,172800,0,0,538
WSCC,2002,Bock - Livingstone (Pioneer),,CA,Low,CC,,N,260,260,,0,0,260,0,0,46800,0,521
WSCC,2002,FPL - Northeast Power - Everett Delta,NWPL,WA,High,CC,August,N,248,248,,248,0,0,44640,0,0,0,369
WSCC,2002,AES - South City,PG&E,CA,Low,CC,,N,345,345,,0,0,345,0,0,62100,0,518
WSCC,2002,Avista - Coyote Springs II,PGT,OR,High,CC,,N,280,280,,280,0,0,50400,0,0,0,759
WSCC,2002,Calpine - Metcalf Energy Center,,CA,Med,CC,,N,600,600,,0,600,0,0,108000,0,0,522
WSCC,2002,Calpine - Pittsburg (Delta Energy Center),,CA,High,CC,June,N,880,880,,880,0,0,158400,0,0,0,523
WSCC,2002,PP&L - Sundance (Pinal Co),,AZ,Med,CT,June,N,600,600,,0,600,0,0,110400,0,27600,786
WSCC,2002,Cowlitz Cogen - Weyerhaeuser,NWPL,WA,Low,Cogen,,N,395,395,,0,0,395,0,0,61620,0,526
WSCC,2003,Sempra - Mesquite (Maricopa),,AZ,Low,CC,,N,1000,1000,,0,0,1000,0,0,180000,0,622
WSCC,2003,Sumas Energy 2 - NESCO (Kirkland),Westcoast,WA,High,CC,September,N,710,710,,710,0,0,127800,0,0,0,618
WSCC,2003,Constellation/Inland - Victorville/High Desert,Kern/Mojave &PG&E,CA,High,CC,June,N,720,720,,720,0,0,129600,0,0,0,525
WSCC,2003,Cobisa - Belen,,NM,Low,CT,,N,220,220,,0,0,220,0,0,40480,0,613
WSCC,2003,Duke - Buckeye,,AZ,Low,CC,,N,550,550,,0,0,550,0,0,99000,0,614
WSCC,2003,IPT/Power Dev - Gila Bend,,AZ,Med,CC,November,N,750,750,,0,750,0,0,135000,0,0,616
WSCC,2003,PG&E - Harzuahala Velley,,AZ,High,CC,January,N,1000,1000,,1000,0,0,180000,0,0,0,617
WSCC,2003,City of Colorado Springs - Nixon Plant,CIG,CO,Med +,CC,October,N,480,0,,0,480,0,0,86400,0,0,612
WSCC,2003,Tractabal - Chehalis,NWPL,WA,High,CC,,N,500,500,,500,0,0,90000,0,0,0,619
WSCC,2003,Calpine - Newark Energy,,CA,Med,CC,,N,600,600,,0,600,0,0,108000,0,0,609
WSCC,2003,PG&E - Umatilla Co. (Hermiston),PGT,OR,Low,CC,,N,550,550,,0,0,550,0,0,99000,0,621
WSCC,2003,Calpine/Adair - Teayawa Energy Center,,CA,Med,CC,,N,600,600,,0,600,0,0,108000,0,0,611
WSCC,2003,Southern - Apex Industrial Park (Soen),,NV,Med,CC,January,N,1000,1000,,0,1000,0,0,180000,0,0,623
WSCC,2003,Reliant - Apex,,NV,Low,CC,,N,1400,1400,,0,0,1400,0,0,252000,0,624
WSCC,2003,Reliant - Arrow Canyon,,NV,Low,CC,June,N,500,500,,0,0,500,0,0,90000,0,625
WSCC,2003,Southern - Contra Costa,,CA,Low,CT,,N,530,530,,0,0,530,0,0,97520,0,626
WSCC,2003,Southern - Potrero,,CA,Low,CT,,N,520,520,,0,0,520,0,0,95680,0,627
WSCC,2003,Pinnacle - Red Hawk,,AZ,Med,CC,,N,530,530,,0,530,0,0,95400,0,0,620
WSCC,2003,Calpine/Pinnacle - West Phoenix (Buckeye) 5,,AZ,High,CC,December,N,500,500,,500,0,0,90000,0,0,0,366
WSCC,2003,Calpine (formerly PG&E) - Otay Mesa,,CA,Med,CC,June,N,510,510,,0,510,0,0,91800,0,0,547
WSCC,2003,Pinnacle West - Harry Allen Power Stn,,NV,Med,CC,,N,500,500,,0,500,0,0,90000,0,0,745
WSCC,2003,AES - Antelope Valley,Kern,CA,Low,CC,,N,1000,1000,,0,0,1000,0,0,180000,0,608
WSCC,2004,Calpine - Hudson (Weld Co),,CO,Low,CT,,,516,516,,0,0,516,0,0,94944,0,738
WSCC,2004,Cogentrix - Mercer Ranch,,WA,Low,CC,,N,850,850,,0,0,850,0,0,153000,0,749
WSCC,2004,Pinnacle - Red Hawk,,AZ,Med,CC,,Y,530,530,,0,530,0,0,95400,0,0,655
WSCC,2004,Mountainview Power Co (San Bernardino),,CA,Med,CC,,N,1100,1100,,0,1100,0,0,198000,0,0,656
WSCC,2004,Confederated Umatilla Tribe - Eugene,,OR,Low,1,,N,500,500,,0,0,500,0,0,92000,0,657
WSCC,2004,Newport Northwest - Wallula Power,,WA,Low,CC,,N,1300,1300,,0,0,1300,0,0,234000,0,658
WSCC,2004,PP&L Global (Formerly Northwest Power Enterprise) - Starbuck,,WA,Low,CT,,Y,1100,1100,,0,0,1100,0,0,202400,0,660
WSCC,2004,Ida West - Garnet Energy,,ID,Low,CC,,,250,250,,0,0,250,0,0,45000,0,740
WSCC,2004,PG&E - Meadow Valley Gen,,NV,Med,CC,,,1000,1000,,0,1000,0,0,180000,0,0,741
WSCC,2004,SMUD - Rancho Seco,,CA,Med,CT,,,1000,0,,0,1000,0,0,184000,0,46000,742
WSCC,2004,Calpine - East Altamont Energy,PG&E,CA,Med,CC,June,N,1100,1100,,0,1100,0,0,198000,0,0,760
WSCC,2004,Northeast Energy Sys (NESCO) - Goldendale,,WA,Low,CT,,N,248,248,,0,0,248,0,0,45632,0,659
WSCC,2005,Allesheny - La Paz (Alensu),,AZ,Low,CC,,N,1080,1080,,0,0,1080,0,0,194400,0,748
,,,,,,,,,50285.5,46038.4,0,13603.5,18513,18169,2429476,3336440,3249936,,
WSCCC,1999,Suncor 1 - Ft McMurray,,AB,High,CC,,N,220,220,,220,0,0,39600,0,0,0,12
WSCCC,1999,TransAlta Energy - Fort Saskatchewan,,AB,High,CC,,N,120,40,,120,0,0,21600,0,0,0,13
WSCCC,1999,TransAlta Energy - Fort Nelson,Westcoast,BC,High,Cogen,July,N,46,46,,46,0,0,7176,0,0,0,14
WSCCC,2000,Air Liquide/Shell - Scotford,,AB,High,CC,,N,84,29,,84,0,0,15120,0,0,0,188
WSCCC,2000,TCPL - Cancarb (Medicine Hat),,AB,High,CC,,N,63,25,,63,0,0,11340,0,0,0,198
WSCCC,2000,Island Cogeneration,,BC,High,CC,June,N,240,240,,240,0,0,43200,0,0,0,194
WSCCC,2000,CU Power/Nova/Epcor - Joffre,,AB,High,CC,June,Y,416,270,,416,0,0,74880,0,0,0,191
WSCCC,2001,TCPL - Agrium,,AB,High,Cogen,November,N,80,80,,80,0,0,12480,0,0,0,383
WSCCC,2001,BC Hydro - Port Alberni,Westcoast,BC,Med,Cogen,December,N,240,0,,0,240,0,0,37440,0,0,362
WSCCC,2001,PC - Mckay River,,AB,Med,CC,,N,166,156,,0,166,0,0,29880,0,0,376
WSCCC,2001,Suncor 2 - Ft McMurray,,AB,High,CC,,N,140,140,,140,0,0,25200,0,0,0,382
WSCCC,2001,TCPL - Redwater,,AB,High,Cogen,November,N,40,40,,40,0,0,6240,0,0,0,384
WSCCC,2001,PanCanadian - Cavilier (Southmore),,AB,Med,1,,N,106,106,,0,106,0,0,19504,0,4876,385
WSCCC,2001,PanCanadian/CanOxy - Balzac,,AB,Med,1,,N,106,106,,0,106,0,0,19504,0,4876,386
WSCCC,2001,TransAlta,,AB,Med,Cogen,,N,360,360,,0,360,0,0,56160,0,0,388
WSCCC,2001,Air Liquide/Shell - Scotford,,AB,Med,CC,,N,84,84,,0,84,0,0,15120,0,0,359
WSCCC,2002,TransAlta Energy - Wabamun Lake,,AB,Low,CC,,N,370,370,,0,0,370,0,0,66600,0,546
WSCCC,2002,Syncrude 2 - Mildred/Aurora,,AB,High,CC,,N,240,160,,240,0,0,43200,0,0,0,545
WSCCC,2002,Epcor - Rossdale,,AB,Low,CC,,N,170,170,,0,0,170,0,0,30600,0,530
WSCCC,2002,ATCO Power - Potasch Cory Mine,,AB,Med,Cogen,,N,228,228,,0,228,0,0,35568,0,0,519
WSCCC,2002,BC Hydro - Westcoast Island,Westcoast,BC,High,Cogen,,N,240,0,,240,0,0,37440,0,0,0,520
WSCCC,2003,Calpine - Calgary Energy Centre,,AB,Med,CC,,N,250,250,,0,250,0,0,45000,0,0,610
,,,,,,,,,4009,3120,0,1929,1540,540,337476,258176,97200,9752,7485
,,,,,,,,,,,,,,,,,,,
GRAND TOTAL,,,,,,,,,347059.79999999993,281066.5,0,114278.90000000002,128688.9,103267,20512662.400000002,23104921.6,18657856,8897389,242478
