,Forward curve as of,,Date,Nymex promt hist.
,,,2001-02-28 00:00:00,5.236
,,,2001-03-01 00:00:00,5.186
,,,2001-03-02 00:00:00,5.27
,,,2001-03-05 00:00:00,5.336
,,,2001-03-06 00:00:00,5.315
,,,2001-03-07 00:00:00,5.35
,,,2001-03-08 00:00:00,5.285
,,,2001-03-09 00:00:00,5.072
,,,2001-03-12 00:00:00,5.159
,,,2001-03-13 00:00:00,5.006
,,,2001-03-14 00:00:00,4.911
,,,2001-03-15 00:00:00,4.927
,,,2001-03-16 00:00:00,5.035
,,,2001-03-19 00:00:00,5.063
,,,2001-03-20 00:00:00,5.287
,,,2001-03-21 00:00:00,5.041
,,,2001-03-22 00:00:00,5.212
,,,2001-03-23 00:00:00,5.273
,,,2001-03-26 00:00:00,5.322
,,,2001-03-27 00:00:00,5.621
,,,2001-03-28 00:00:00,5.384
,,,2001-03-29 00:00:00,5.274
,,,2001-03-30 00:00:00,5.025
,,,2001-04-02 00:00:00,5.103
,,,2001-04-03 00:00:00,5.115
,,,2001-04-04 00:00:00,5.182
,,,2001-04-05 00:00:00,5.422
,,,2001-04-06 00:00:00,5.388
,,,2001-04-09 00:00:00,5.477
,,,2001-04-10 00:00:00,5.559
,,,2001-04-11 00:00:00,5.385
,,,2001-04-12 00:00:00,5.381
,,,2001-04-16 00:00:00,5.516
,,,2001-04-17 00:00:00,5.248
,,,2001-04-18 00:00:00,5.148
,,,2001-04-19 00:00:00,5.101
,,,2001-04-20 00:00:00,5.128
,,,2001-04-23 00:00:00,5.125
,,,2001-04-24 00:00:00,5.078
,,,2001-04-25 00:00:00,4.981
,,,2001-04-26 00:00:00,4.891
,,,2001-04-27 00:00:00,4.867
,,,2001-04-30 00:00:00,4.695
,,,2001-05-01 00:00:00,4.641
,,,2001-05-02 00:00:00,4.483
,,,2001-05-03 00:00:00,4.527
,,,2001-05-04 00:00:00,4.49
,,,2001-05-07 00:00:00,4.239
,,,2001-05-08 00:00:00,4.279
,,,2001-05-09 00:00:00,4.202
,,,2001-05-10 00:00:00,4.348
,,,2001-05-11 00:00:00,4.278
,,,2001-05-14 00:00:00,4.394
,,,2001-05-15 00:00:00,4.653
,,,2001-05-16 00:00:00,4.298
,,,2001-05-17 00:00:00,4.248
,,,2001-05-18 00:00:00,4.291
,,,2001-05-21 00:00:00,4.113
,,,2001-05-22 00:00:00,4.123
,,,2001-05-23 00:00:00,4.113
,,,2001-05-24 00:00:00,4.054
,,,2001-05-25 00:00:00,3.973
,,,2001-05-29 00:00:00,3.738
,,,2001-05-30 00:00:00,3.981
,,,2001-05-31 00:00:00,3.914
,,,2001-06-01 00:00:00,3.93
,,,2001-06-04 00:00:00,4.069
,,,2001-06-05 00:00:00,3.892
,,,2001-06-06 00:00:00,3.801
,,,2001-06-07 00:00:00,3.79
,,,2001-06-08 00:00:00,3.922
,,,2001-06-11 00:00:00,4.179
,,,2001-06-12 00:00:00,4.301
,,,2001-06-13 00:00:00,4.112
,,,2001-06-14 00:00:00,4.038
,,,2001-06-15 00:00:00,3.979
,,,2001-06-18 00:00:00,3.939
,,,2001-06-19 00:00:00,3.981
,,,2001-06-20 00:00:00,3.734
,,,2001-06-21 00:00:00,3.747
,,,2001-06-22 00:00:00,3.742
,,,2001-06-25 00:00:00,3.446
,,,2001-06-26 00:00:00,3.397
,,,2001-06-27 00:00:00,3.182
,,,2001-06-28 00:00:00,3.28
,,,2001-06-29 00:00:00,3.096
,,,2001-07-02 00:00:00,3.117
,,,2001-07-03 00:00:00,3.201
,,,2001-07-05 00:00:00,3.136
,,,2001-07-06 00:00:00,3.218
,,,2001-07-09 00:00:00,3.153
,,,2001-07-10 00:00:00,3.282
,,,2001-07-11 00:00:00,3.342
,,,2001-07-12 00:00:00,3.428
,,,2001-07-13 00:00:00,3.25
,,,2001-07-16 00:00:00,3.068
,,,2001-07-17 00:00:00,3.165
,,,2001-07-18 00:00:00,3.087
,,,2001-07-19 00:00:00,2.939
,,,2001-07-20 00:00:00,2.955
,,,2001-07-23 00:00:00,2.978
,,,2001-07-24 00:00:00,2.97
,,,2001-07-25 00:00:00,3.276
,,,2001-07-26 00:00:00,3.128
,,,2001-07-27 00:00:00,3.167
,,,2001-07-30 00:00:00,3.353
,,,2001-07-31 00:00:00,3.296
,,,2001-08-01 00:00:00,3.081
,,,2001-08-02 00:00:00,3.192
,,,2001-08-03 00:00:00,2.971
,,,2001-08-06 00:00:00,3.027
,,,2001-08-07 00:00:00,2.971
,,,2001-08-08 00:00:00,3.036
,,,2001-08-09 00:00:00,2.956
,,,2001-08-10 00:00:00,3.04
,,,2001-08-13 00:00:00,2.999
,,,2001-08-14 00:00:00,3.094
,,,2001-08-15 00:00:00,3.468
,,,2001-08-16 00:00:00,3.367
,,,2001-08-17 00:00:00,3.303
,,,2001-08-20 00:00:00,3.187
,,,2001-08-21 00:00:00,3.166
,,,2001-08-22 00:00:00,2.848
,,,2001-08-23 00:00:00,2.811
,,,2001-08-24 00:00:00,2.706
,,,2001-08-27 00:00:00,2.544
,,,2001-08-28 00:00:00,2.415
,,,2001-08-29 00:00:00,2.295
,,,2001-08-30 00:00:00,2.395
,,,2001-08-31 00:00:00,2.38
,,,2001-09-04 00:00:00,2.359
,,,2001-09-05 00:00:00,2.42
,,,2001-09-06 00:00:00,2.44
,,,2001-09-07 00:00:00,2.5
,,,2001-09-10 00:00:00,2.392
,,,2001-09-11 00:00:00,2.392
,,,2001-09-12 00:00:00,2.5
,,,2001-09-13 00:00:00,2.57
,,,2001-09-14 00:00:00,2.552
,,,2001-09-17 00:00:00,2.369
,,,2001-09-18 00:00:00,2.225
,,,2001-09-19 00:00:00,2.102
,,,2001-09-20 00:00:00,2.143
,,,2001-09-21 00:00:00,2.103
,,,2001-09-24 00:00:00,1.91
,,,2001-09-25 00:00:00,1.925
,,,2001-09-26 00:00:00,1.83
,,,2001-09-27 00:00:00,2.253
,,,2001-09-28 00:00:00,2.244
,,,2001-10-01 00:00:00,2.208
,,,2001-10-02 00:00:00,2.268
,,,2001-10-03 00:00:00,2.32
,,,2001-10-04 00:00:00,2.414
,,,2001-10-05 00:00:00,2.227
,,,2001-10-08 00:00:00,2.27
,,,2001-10-09 00:00:00,2.388
,,,2001-10-10 00:00:00,2.48
,,,2001-10-11 00:00:00,2.531
,,,2001-10-12 00:00:00,2.43
,,,2001-10-15 00:00:00,2.378
,,,2001-10-16 00:00:00,2.592
,,,2001-10-17 00:00:00,2.418
,,,2001-10-18 00:00:00,2.486
,,,2001-10-19 00:00:00,2.681
,,,2001-10-22 00:00:00,2.807
,,,2001-10-23 00:00:00,2.681
,,,2001-10-24 00:00:00,2.981
,,,2001-10-25 00:00:00,2.938
,,,2001-10-26 00:00:00,3.041
,,,2001-10-29 00:00:00,3.202
,,,2001-10-30 00:00:00,3.183
,,,2001-10-31 00:00:00,3.291
,,,2001-11-01 00:00:00,3.29
,,,2001-11-02 00:00:00,3.248
,,,2001-11-05 00:00:00,2.922
,,,2001-11-06 00:00:00,2.88
,,,2001-11-07 00:00:00,2.87
,,,2001-11-08 00:00:00,2.96
,,,2001-11-09 00:00:00,2.925
,,,2001-11-12 00:00:00,2.733
,,,2001-11-13 00:00:00,2.798
,,,2001-11-14 00:00:00,2.676
,,,2001-11-15 00:00:00,2.551
,,,2001-11-16 00:00:00,2.637
,,,2001-11-19 00:00:00,2.791
,,,2001-11-20 00:00:00,2.852
,,,2001-11-21 00:00:00,2.813
,,,2001-11-26 00:00:00,2.696
,,,2001-11-27 00:00:00,2.606
,,,2001-11-28 00:00:00,2.316
,,,2001-11-29 00:00:00,2.561
,,,2001-11-30 00:00:00,2.701
,,,2001-12-03 00:00:00,2.634
,,,2001-12-04 00:00:00,2.563
,,,2001-12-05 00:00:00,2.491
,,,2001-12-06 00:00:00,2.565
,,,2001-12-07 00:00:00,2.568
,,,2001-12-10 00:00:00,2.747
,,,2001-12-11 00:00:00,2.803
,,,2001-12-12 00:00:00,2.719
,,,2001-12-13 00:00:00,2.756
,,,2001-12-14 00:00:00,2.846
,,,2001-12-17 00:00:00,2.686
,,,2001-12-18 00:00:00,2.657
,,,2001-12-19 00:00:00,2.616
,,,2001-12-20 00:00:00,2.686
,,,2001-12-21 00:00:00,2.895
,,,2001-12-26 00:00:00,2.911
,,,2001-12-27 00:00:00,2.555
,,,2001-12-28 00:00:00,2.774
,,,2001-12-31 00:00:00,2.57
,,,2002-01-02 00:00:00,2.465
,,,2002-01-03 00:00:00,2.268
,,,2002-01-04 00:00:00,2.275
,,,2002-01-07 00:00:00,2.272
,,,2002-01-08 00:00:00,2.281
,,,2002-01-09 00:00:00,2.228
,,,2002-01-10 00:00:00,2.185
,,,2002-01-11 00:00:00,2.204
,,,2002-01-14 00:00:00,2.25
,,,2002-01-15 00:00:00,2.291
,,,2002-01-16 00:00:00,2.394
,,,2002-01-17 00:00:00,2.254
,,,2002-01-18 00:00:00,2.236
,,,2002-01-22 00:00:00,2.106
,,,2002-01-23 00:00:00,2.076
,,,2002-01-24 00:00:00,2.048
,,,2002-01-25 00:00:00,2.037
,,,2002-01-28 00:00:00,1.908
,,,2002-01-29 00:00:00,2.006
