---------------,----------,---------,---------,-----,-----,----,-------,------------,-----,-------,-------,-------,-------,-------,--------,--------,--------,-----------,-----------,---------,-------------,-------------,-------------,-------------,---------,---------,---------,---------,-------------,-----------,---------,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
---------------,----------,---------,---------,-----,-----,----,-------,------------,-----,-------,-------,-------,-------,-------,--------,--------,--------,-----------,-----------,---------,-------------,-------------,-------------,-------------,---------,---------,---------,---------,-------------,-----------,---------,0,0
,,Exp Dt,Date,Hr,Hr,Per,Mwh,,,PRICE,PRICE,BASIS,PRICE,Fwd,VOLAT,VOLAT,INT,Peak,Off Peak,,,,,Gas,Gas,Gas,Cross,$ Deal,$,,,0,0
Cnterparty,Deal,MM/DD/YY,MM/DD/YY,Strt,End,Typ,/hr,mwhrs,P/C,Mid,GasMid,Mid,Cntrct,Mid,Mid,GasMid,Rate,Delta,Delta,GAMMA,RHO,VEGA,THETA,DRIFT,Delta,Gamma,Gamma,Vega,Mid Val,Cash,Eta,0,0
---------------,---------,--------,--------,----,----,---,------,-----------,----,------,------,------,------,------,-------,-------,-------,----------,----------,--------,------------,------------,------------,------------,--------,--------,--------,--------,------------,----------,--------,0,0
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,700,800,P,25,25,CALL,19.93,42.5,0,85,19.93,0.504,0.4268,0.0248,0,0,0,0,5,-1,0,0,0,0,-1,0,,-9,0,0
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,800,900,P,25,25,CALL,28.85,42.5,0,85,28.85,0.504,0.4268,0.0248,3,0,1,-14,87,-20,9,-2,0,0,-20,9,,-157,0,9
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,900,1000,P,25,25,CALL,42.21,42.5,0,85,42.21,0.504,0.4268,0.0248,13,0,1,-176,275,-145,112,-10,1,-1,-62,110,,-494,0,110
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,1000,1100,P,25,25,CALL,47.7,42.5,0,85,47.7,0.504,0.4268,0.0248,17,0,1,-309,269,-227,197,-15,1,-1,-60,193,,-482,130.00000000000006,62.99999999999994
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,1100,1200,P,25,25,CALL,48.66,42.5,0,85,48.66,0.504,0.4268,0.0248,18,0,1,-335,263,-243,214,-15,1,-1,-59,210,,-472,153.99999999999991,56.000000000000085
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,1200,1300,P,25,25,CALL,51.61,42.5,0,85,51.61,0.504,0.4268,0.0248,19,0,0,-422,239,-294,270,-17,1,-1,-54,264,,-429,227.75,36.25
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,1300,1400,P,25,25,CALL,55.05,42.5,0,85,55.05,0.504,0.4268,0.0248,21,0,0,-532,205,-358,340,-19,1,0,-46,333,,-368,313.74999999999994,19.250000000000057
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,1400,1500,P,25,25,CALL,57.02,42.5,0,85,57.02,0.504,0.4268,0.0248,21,0,0,-598,184,-396,382,-20,1,0,-41,374,,-331,363.00000000000006,10.999999999999943
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,1500,1600,P,25,25,CALL,56.58,42.5,0,85,56.58,0.504,0.4268,0.0248,21,0,0,-583,189,-387,372,-19,1,0,-42,364,,-339,351.99999999999994,12.000000000000057
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,1600,1700,P,25,25,CALL,52.27,42.5,0,85,52.27,0.504,0.4268,0.0248,19,0,0,-443,233,-306,283,-17,1,-1,-52,277,,-418,244.25000000000009,32.749999999999915
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,1700,1800,P,25,25,CALL,46.46,42.5,0,85,46.46,0.504,0.4268,0.0248,16,0,1,-276,275,-207,176,-14,1,-1,-61,172,,-493,99.00000000000003,72.99999999999997
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,1800,1900,P,25,25,CALL,42.4,42.5,0,85,42.4,0.504,0.4268,0.0248,13,0,1,-180,276,-147,115,-11,1,-1,-62,112,,-495,0,112
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,1900,2000,P,25,25,CALL,35.65,42.5,0,85,35.65,0.504,0.4268,0.0248,8,0,1,-67,208,-68,43,-5,1,-1,-46,42,,-373,0,42
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,2000,2100,P,25,25,CALL,45.39,42.5,0,85,45.39,0.504,0.4268,0.0248,16,0,1,-249,278,-190,159,-13,1,-1,-62,155,,-498,72.25000000000001,82.74999999999999
UTAHASSMUNPOWSY,804470.01,2003-06-13 00:00:00,2003-06-16 00:00:00,2100,2200,P,25,25,CALL,38.98,42.5,0,85,38.98,0.504,0.4268,0.0248,10,0,1,-115,252,-104,73,-8,1,-1,-56,72,,-453,0,72
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,600,700,P,25,25,CALL,11.24,42.5,0,85,11.24,0.504,0.4268,0.0249,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,700,800,P,25,25,CALL,19.93,42.5,0,85,19.93,0.504,0.4268,0.0249,0,0,0,0,5,-1,0,0,0,0,-1,0,,-9,0,0
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,800,900,P,25,25,CALL,28.85,42.5,0,85,28.85,0.504,0.4268,0.0249,3,0,1,-14,88,-20,9,-2,0,0,-20,9,,-158,0,9
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,900,1000,P,25,25,CALL,42.21,42.5,0,85,42.21,0.504,0.4268,0.0249,13,0,1,-177,276,-145,112,-10,1,-1,-62,110,,-495,0,110
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,1000,1100,P,25,25,CALL,47.7,42.5,0,85,47.7,0.504,0.4268,0.0249,17,0,1,-311,270,-227,198,-15,1,-1,-60,193,,-484,130.00000000000006,62.99999999999994
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,1100,1200,P,25,25,CALL,48.66,42.5,0,85,48.66,0.504,0.4268,0.0249,18,0,1,-337,264,-243,214,-15,1,-1,-59,210,,-473,153.99999999999991,56.000000000000085
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,1200,1300,P,25,25,CALL,51.61,42.5,0,85,51.61,0.504,0.4268,0.0249,19,0,0,-425,240,-294,270,-17,1,-1,-54,264,,-431,227.75,36.25
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,1300,1400,P,25,25,CALL,55.05,42.5,0,85,55.05,0.504,0.4268,0.0249,21,0,0,-535,206,-358,340,-19,1,0,-46,333,,-370,313.74999999999994,19.250000000000057
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,1400,1500,P,25,25,CALL,57.02,42.5,0,85,57.02,0.504,0.4268,0.0249,21,0,0,-601,185,-396,382,-20,1,0,-41,374,,-333,363.00000000000006,10.999999999999943
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,1500,1600,P,25,25,CALL,56.58,42.5,0,85,56.58,0.504,0.4268,0.0249,21,0,0,-586,190,-387,372,-19,1,0,-42,364,,-341,351.99999999999994,12.000000000000057
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,1600,1700,P,25,25,CALL,52.27,42.5,0,85,52.27,0.504,0.4268,0.0249,19,0,0,-445,234,-306,283,-17,1,-1,-52,277,,-420,244.25000000000009,32.749999999999915
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,1700,1800,P,25,25,CALL,46.46,42.5,0,85,46.46,0.504,0.4268,0.0249,16,0,1,-278,275,-207,176,-14,1,-1,-62,173,,-494,99.00000000000003,73.99999999999997
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,1800,1900,P,25,25,CALL,42.4,42.5,0,85,42.4,0.504,0.4268,0.0249,13,0,1,-181,277,-147,115,-11,1,-1,-62,113,,-496,0,113
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,1900,2000,P,25,25,CALL,35.65,42.5,0,85,35.65,0.504,0.4268,0.0249,8,0,1,-68,208,-69,43,-5,1,-1,-47,42,,-374,0,42
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,2000,2100,P,25,25,CALL,45.39,42.5,0,85,45.39,0.504,0.4268,0.0249,16,0,1,-250,278,-191,159,-13,1,-1,-62,156,,-500,72.25000000000001,83.74999999999999
UTAHASSMUNPOWSY,804470.01,2003-06-16 00:00:00,2003-06-17 00:00:00,2100,2200,P,25,25,CALL,38.98,42.5,0,85,38.98,0.504,0.4268,0.0249,10,0,1,-116,253,-104,74,-8,1,-1,-57,72,,-454,0,72
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,600,700,P,25,25,CALL,11.24,42.5,0,85,11.24,0.504,0.4268,0.0249,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,700,800,P,25,25,CALL,19.93,42.5,0,85,19.93,0.504,0.4268,0.0249,0,0,0,0,5,-1,0,0,0,0,-1,0,,-9,0,0
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,800,900,P,25,25,CALL,28.85,42.5,0,85,28.85,0.504,0.4268,0.0249,3,0,1,-14,88,-20,9,-2,0,0,-20,9,,-158,0,9
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,900,1000,P,25,25,CALL,42.21,42.5,0,85,42.21,0.504,0.4268,0.0249,13,0,1,-177,276,-145,112,-10,1,-1,-62,110,,-495,0,110
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,1000,1100,P,25,25,CALL,47.7,42.5,0,85,47.7,0.504,0.4268,0.0249,17,0,1,-311,270,-227,198,-15,1,-1,-60,193,,-484,130.00000000000006,62.99999999999994
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,1100,1200,P,25,25,CALL,48.66,42.5,0,85,48.66,0.504,0.4268,0.0249,18,0,1,-338,264,-243,215,-15,1,-1,-59,210,,-474,153.99999999999991,56.000000000000085
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,1200,1300,P,25,25,CALL,51.61,42.5,0,85,51.61,0.504,0.4268,0.0249,19,0,0,-426,240,-294,270,-17,1,-1,-54,264,,-431,227.75,36.25
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,1300,1400,P,25,25,CALL,55.05,42.5,0,85,55.05,0.504,0.4268,0.0249,21,0,0,-536,206,-358,340,-19,1,0,-46,333,,-370,313.74999999999994,19.250000000000057
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,1400,1500,P,25,25,CALL,57.02,42.5,0,85,57.02,0.504,0.4268,0.0249,21,0,0,-602,186,-396,382,-20,1,0,-42,374,,-333,363.00000000000006,10.999999999999943
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,1500,1600,P,25,25,CALL,56.58,42.5,0,85,56.58,0.504,0.4268,0.0249,21,0,0,-587,190,-387,372,-19,1,0,-43,365,,-341,351.99999999999994,13.000000000000057
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,1600,1700,P,25,25,CALL,52.27,42.5,0,85,52.27,0.504,0.4268,0.0249,19,0,0,-446,234,-306,283,-17,1,-1,-52,277,,-420,244.25000000000009,32.749999999999915
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,1700,1800,P,25,25,CALL,46.46,42.5,0,85,46.46,0.504,0.4268,0.0249,16,0,1,-278,276,-207,176,-14,1,-1,-62,173,,-494,99.00000000000003,73.99999999999997
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,1800,1900,P,25,25,CALL,42.4,42.5,0,85,42.4,0.504,0.4268,0.0249,13,0,1,-181,277,-147,115,-11,1,-1,-62,113,,-497,0,113
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,1900,2000,P,25,25,CALL,35.65,42.5,0,85,35.65,0.504,0.4268,0.0249,8,0,1,-68,209,-69,43,-5,1,-1,-47,42,,-374,0,42
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,2000,2100,P,25,25,CALL,45.39,42.5,0,85,45.39,0.504,0.4268,0.0249,16,0,1,-251,279,-191,159,-13,1,-1,-62,156,,-500,72.25000000000001,83.74999999999999
UTAHASSMUNPOWSY,804470.01,2003-06-17 00:00:00,2003-06-18 00:00:00,2100,2200,P,25,25,CALL,38.98,42.5,0,85,38.98,0.504,0.4268,0.0249,10,0,1,-116,253,-104,74,-8,1,-1,-57,72,,-454,0,72
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,600,700,P,25,25,CALL,11.24,42.5,0,85,11.24,0.504,0.4268,0.0249,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,700,800,P,25,25,CALL,19.93,42.5,0,85,19.93,0.504,0.4268,0.0249,0,0,0,0,5,-1,0,0,0,0,-1,0,,-9,0,0
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,800,900,P,25,25,CALL,28.85,42.5,0,85,28.85,0.504,0.4268,0.0249,3,0,1,-15,88,-20,9,-2,0,0,-20,9,,-159,0,9
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,900,1000,P,25,25,CALL,42.21,42.5,0,85,42.21,0.504,0.4268,0.0249,13,0,1,-178,276,-145,113,-10,1,-1,-62,110,,-496,0,110
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,1000,1100,P,25,25,CALL,47.7,42.5,0,85,47.7,0.504,0.4268,0.0249,17,0,1,-312,270,-227,198,-15,1,-1,-60,194,,-485,130.00000000000006,63.99999999999994
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,1100,1200,P,25,25,CALL,48.66,42.5,0,85,48.66,0.504,0.4268,0.0249,18,0,1,-339,264,-243,215,-15,1,-1,-59,210,,-474,153.99999999999991,56.000000000000085
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,1200,1300,P,25,25,CALL,51.61,42.5,0,85,51.61,0.504,0.4268,0.0249,19,0,0,-426,241,-294,270,-17,1,-1,-54,264,,-432,227.75,36.25
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,1300,1400,P,25,25,CALL,55.05,42.5,0,85,55.05,0.504,0.4268,0.0249,21,0,0,-537,207,-358,340,-19,1,0,-46,333,,-371,313.74999999999994,19.250000000000057
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,1400,1500,P,25,25,CALL,57.02,42.5,0,85,57.02,0.504,0.4268,0.0249,21,0,0,-603,186,-396,382,-20,1,0,-42,374,,-334,363.00000000000006,10.999999999999943
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,1500,1600,P,25,25,CALL,56.58,42.5,0,85,56.58,0.504,0.4268,0.0249,21,0,0,-588,191,-387,372,-19,1,0,-43,365,,-342,351.99999999999994,13.000000000000057
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,1600,1700,P,25,25,CALL,52.27,42.5,0,85,52.27,0.504,0.4268,0.0249,19,0,0,-447,235,-306,283,-17,1,-1,-52,277,,-421,244.25000000000009,32.749999999999915
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,1700,1800,P,25,25,CALL,46.46,42.5,0,85,46.46,0.504,0.4268,0.0249,16,0,1,-279,276,-207,177,-14,1,-1,-62,173,,-495,99.00000000000003,73.99999999999997
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,1800,1900,P,25,25,CALL,42.4,42.5,0,85,42.4,0.504,0.4268,0.0249,13,0,1,-182,277,-147,115,-11,1,-1,-62,113,,-497,0,113
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,1900,2000,P,25,25,CALL,35.65,42.5,0,85,35.65,0.504,0.4268,0.0249,8,0,1,-68,209,-69,43,-5,1,-1,-47,42,,-375,0,42
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,2000,2100,P,25,25,CALL,45.39,42.5,0,85,45.39,0.504,0.4268,0.0249,16,0,1,-251,279,-191,159,-13,1,-1,-62,156,,-500,72.25000000000001,83.74999999999999
UTAHASSMUNPOWSY,804470.01,2003-06-18 00:00:00,2003-06-19 00:00:00,2100,2200,P,25,25,CALL,38.98,42.5,0,85,38.98,0.504,0.4268,0.0249,10,0,1,-116,253,-104,74,-8,1,-1,-57,72,,-455,0,72
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,600,700,P,25,25,CALL,11.24,42.5,0,85,11.24,0.504,0.4268,0.0249,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,700,800,P,25,25,CALL,19.93,42.5,0,85,19.93,0.504,0.4268,0.0249,0,0,0,0,5,-1,0,0,0,0,-1,0,,-9,0,0
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,800,900,P,25,25,CALL,28.85,42.5,0,85,28.85,0.504,0.4268,0.0249,3,0,1,-15,89,-20,9,-2,0,0,-20,9,,-159,0,9
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,900,1000,P,25,25,CALL,42.21,42.5,0,85,42.21,0.504,0.4268,0.0249,13,0,1,-178,277,-145,113,-10,1,-1,-62,110,,-496,0,110
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,1000,1100,P,25,25,CALL,47.7,42.5,0,85,47.7,0.504,0.4268,0.0249,17,0,1,-313,270,-227,198,-15,1,-1,-60,194,,-485,130.00000000000006,63.99999999999994
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,1100,1200,P,25,25,CALL,48.66,42.5,0,85,48.66,0.504,0.4268,0.0249,18,0,1,-339,265,-243,215,-15,1,-1,-59,210,,-475,153.99999999999991,56.000000000000085
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,1200,1300,P,25,25,CALL,51.61,42.5,0,85,51.61,0.504,0.4268,0.0249,19,0,0,-427,241,-294,270,-17,1,-1,-54,264,,-432,227.75,36.25
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,1300,1400,P,25,25,CALL,55.05,42.5,0,85,55.05,0.504,0.4268,0.0249,21,0,0,-538,207,-358,340,-19,1,0,-46,333,,-371,313.74999999999994,19.250000000000057
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,1400,1500,P,25,25,CALL,57.02,42.5,0,85,57.02,0.504,0.4268,0.0249,21,0,0,-604,186,-396,382,-20,1,0,-42,374,,-334,363.00000000000006,10.999999999999943
Enron Power Tra,ding & Tra,nsmission,,,,,,,,,,Post I,D:,14208,,,,,,,,,,,,,Page:,119,,,,0,0
Option Detail R,eport,,,,,,,,,,,Report,Date:,11/06/,1,,,,,,,,,,,,,,,,,0,0
Desk: EPMI-LT-S,"W, Region:",R7A,,,,,,,,,,Run Da,te:,11/06/,1,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,Run Ti,me:,15:56:00,48,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
---------------,----------,---------,---------,-----,-----,----,-------,------------,-----,-------,-------,-------,-------,-------,--------,--------,--------,-----------,-----------,---------,-------------,-------------,-------------,-------------,---------,---------,---------,---------,-------------,-----------,---------,0,0
,,Exp Dt,Date,Hr,Hr,Per,Mwh,,,PRICE,PRICE,BASIS,PRICE,Fwd,VOLAT,VOLAT,INT,Peak,Off Peak,,,,,Gas,Gas,Gas,Cross,$ Deal,$,,,0,0
Cnterparty,Deal,MM/DD/YY,MM/DD/YY,Strt,End,Typ,/hr,mwhrs,P/C,Mid,GasMid,Mid,Cntrct,Mid,Mid,GasMid,Rate,Delta,Delta,GAMMA,RHO,VEGA,THETA,DRIFT,Delta,Gamma,Gamma,Vega,Mid Val,Cash,Eta,0,0
---------------,---------,--------,--------,----,----,---,------,-----------,----,------,------,------,------,------,-------,-------,-------,----------,----------,--------,------------,------------,------------,------------,--------,--------,--------,--------,------------,----------,--------,0,0
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,1500,1600,P,25,25,CALL,56.58,42.5,0,85,56.58,0.504,0.4268,0.0249,21,0,0,-589,191,-387,372,-19,1,0,-43,365,,-343,351.99999999999994,13.000000000000057
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,1600,1700,P,25,25,CALL,52.27,42.5,0,85,52.27,0.504,0.4268,0.0249,19,0,0,-448,235,-306,283,-17,1,-1,-53,277,,-421,244.25000000000009,32.749999999999915
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,1700,1800,P,25,25,CALL,46.46,42.5,0,85,46.46,0.504,0.4268,0.0249,16,0,1,-279,276,-207,177,-14,1,-1,-62,173,,-495,99.00000000000003,73.99999999999997
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,1800,1900,P,25,25,CALL,42.4,42.5,0,85,42.4,0.504,0.4268,0.0249,13,0,1,-182,277,-147,115,-11,1,-1,-62,113,,-497,0,113
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,1900,2000,P,25,25,CALL,35.65,42.5,0,85,35.65,0.504,0.4268,0.0249,8,0,1,-68,209,-69,43,-5,1,-1,-47,42,,-375,0,42
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,2000,2100,P,25,25,CALL,45.39,42.5,0,85,45.39,0.504,0.4268,0.0249,16,0,1,-252,279,-191,159,-13,1,-1,-62,156,,-501,72.25000000000001,83.74999999999999
UTAHASSMUNPOWSY,804470.01,2003-06-19 00:00:00,2003-06-20 00:00:00,2100,2200,P,25,25,CALL,38.98,42.5,0,85,38.98,0.504,0.4268,0.0249,10,0,1,-117,254,-104,74,-8,1,-1,-57,72,,-455,0,72
UTAHASSMUNPOWSY,804470.01,2003-06-20 00:00:00,2003-06-21 00:00:00,600,700,P,25,25,CALL,11.24,42.5,0,85,11.24,0.504,0.4268,0.0249,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
UTAHASSMUNPOWSY,804470.01,2003-06-20 00:00:00,2003-06-21 00:00:00,700,800,P,25,25,CALL,19.93,42.5,0,85,19.93,0.504,0.4268,0.0249,0,0,0,0,5,-1,0,0,0,0,-1,0,,-9,0,0
UTAHASSMUNPOWSY,804470.01,2003-06-20 00:00:00,2003-06-21 00:00:00,800,900,P,25,25,CALL,28.85,42.5,0,85,28.85,0.504,0.4268,0.0249,3,0,1,-15,89,-20,9,-2,0,0,-20,9,,-159,0,9
UTAHASSMUNPOWSY,804470.01,2003-06-20 00:00:00,2003-06-21 00:00:00,900,1000,P,25,25,CALL,42.21,42.5,0,85,42.21,0.504,0.4268,0.0249,13,0,1,-179,277,-145,113,-10,1,-1,-62,110,,-497,0,110
UTAHASSMUNPOWSY,804470.01,2003-06-20 00:00:00,2003-06-21 00:00:00,1000,1100,P,25,25,CALL,47.7,42.5,0,85,47.7,0.504,0.4268,0.0249,17,0,1,-313,271,-227,198,-15,1,-1,-60,194,,-485,130.00000000000006,63.99999999999994
UTAHASSMUNPOWSY,804470.01,2003-06-20 00:00:00,2003-06-21 00:00:00,1100,1200,P,25,25,CALL,48.66,42.5,0,85,48.66,0.504,0.4268,0.0249,18,0,1,-340,265,-243,215,-15,1,-1,-59,210,,-475,153.99999999999991,56.000000000000085
UTAHASSMUNPOWSY,804470.01,2003-06-20 00:00:00,2003-06-21 00:00:00,1200,1300,P,25,25,CALL,51.61,42.5,0,85,51.61,0.504,0.4268,0.0249,19,0,0,-428,241,-294,270,-17,1,-1,-54,265,,-433,227.75,37.25
UTAHASSMUNPOWSY,804470.01,2003-06-20 00:00:00,2003-06-21 00:00:00,1300,1400,P,25,25,CALL,55.05,42.5,0,85,55.05,0.504,0.4268,0.0249,21,0,0,-539,207,-358,340,-19,1,0,-46,333,,-372,313.74999999999994,19.250000000000057
UTAHASSMUNPOWSY,804470.01,2003-06-20 00:00:00,2003-06-21 00:00:00,1400,1500,P,25,25,CALL,57.02,42.5,0,85,57.02,0.504,0.4268,0.0249,21,0,0,-605,187,-396,382,-20,1,0,-42,374,,-335,363.00000000000006,10.999999999999943
UTAHASSMUNPOWSY,804470.01,2003-06-20 00:00:00,2003-06-21 00:00:00,1500,1600,P,25,25,CALL,56.58,42.5,0,85,56.58,0.504,0.4268,0.0249,21,0,0,-590,191,-387,372,-19,1,0,-43,365,,-343,351.99999999999994,13.000000000000057
UTAHASSMUNPOWSY,804470.01,2003-06-20 00:00:00,2003-06-21 00:00:00,1600,1700,P,25,25,CALL,52.27,42.5,0,85,52.27,0.504,0.4268,0.0249,19,0,0,-449,235,-306,283,-17,1,-1,-53,277,,-422,244.25000000000009,32.749999999999915
UTAHASSMUNPOWSY,804470.01,2003-06-20 00:00:00,2003-06-21 00:00:00,1700,1800,P,25,25,CALL,46.46,42.5,0,85,46.46,0.504,0.4268,0.0249,16,0,1,-280,276,-207,177,-14,1,-1,-62,173,,-496,99.00000000000003,73.99999999999997
UTAHASSMUNPOWSY,804470.01,2003-06-20 00:00:00,2003-06-21 00:00:00,1800,1900,P,25,25,CALL,42.4,42.5,0,85,42.4,0.504,0.4268,0.0249,13,0,1,-183,277,-148,115,-11,1,-1,-62,113,,-498,0,113
UTAHASSMUNPOWSY,804470.01,2003-06-20 00:00:00,2003-06-21 00:00:00,1900,2000,P,25,25,CALL,35.65,42.5,0,85,35.65,0.504,0.4268,0.0249,8,0,1,-69,209,-69,43,-5,1,-1,-47,42,,-376,0,42
