,,,,,
Entity,Entity,Entity,Attribute,Attribute,Attribute
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,SOURCE_SYSTEM_KEY,The SOURCE_SYSTEM that creates and/or updates the row,This column is NOT available in the SOURCE_SYSTEM.  It references the dimension table  It will be populated in v7 via the translation tables
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,GL_MONTH,The month on which the activity was posted in the AR subledger,This field will be loaded from the GL_PERIOD column in the source file.  It must be stored as a date datatype
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,OF_ACCOUNT_KEY,The subledger's financial account against which the activity was posted,This column is NOT available in the SOURCE_SYSTEM.  It references the dimension table  It will be populated in v7 via the translation tables
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,SUPPLIER_KEY,The SUPPLIER against which the activity was posted,This column is NOT available in the SOURCE_SYSTEM.  It references the dimension table  It will be populated in v7 via the translation tables
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,CUSTOMER_TYPE_KEY,The CUSTOMER_TYPE against which the activity was posted,This column is NOT available in the SOURCE_SYSTEM.  It references the dimension table  It will be populated in v7 via the translation tables
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,STATE_KEY,The STATE against which the activity was posted,This column is NOT available in the SOURCE_SYSTEM.  It references the dimension table  It will be populated in v7 via the translation tables
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,OF_LONG_ACCOUNT,"The full OF ACCOUNT against which the activity was posted (includes seg1, seg2, seg3, seg4, seg5 and seg6)",This column is NOT directly supplied in the SOURCE_SYSTEM.  It must be populated with the concatenation of seg1 through seg6.
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,SEG1,Company segment  Possible Values: 01 = Gas EESO 02 = Power EESO 03 = Non-Commodity EESO 05 = Gas EEMC 06 = Power EEMC 07 = Clinton,
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,SEG2,"Oracle Financials Natural Account (4 digit)  e.g. Power Sales, Gas Sales, LDC-Passthrough charges, Energy Resources Surcharge, etc.",
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,SEG2DESC,Natural account description,
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,SEG3,State against which the activity was posted,
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,SEG3DESC,State description,
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,SEG4,LDC against which the activity was posted,
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,SEG4DESC,LDC description,
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,SEG5,CUSTOMER_TYPE or Market Segment (what OF calls the CUSTOMER_TYPE  Possible Values: 000 Unidentified 001 Not Used 002 Not Used 003 Don't Use  100 Industrial 200 Commercial 300 Residential 400 Government 500 Intercompany,
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,SEG5DESC,CUSTOMER_TYPE description,
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,SEG6,"Commodity  Possible Value: 000 Unidentified 001 Unspecified 008 General Cable Corp 009 General Service Administr 024 World Color Press, Inc. 027 Simon Properties  100 Gas 200 **Electric-commodity 300 Non-commodity",
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,SEG6DESC,Commodity Description,
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,CURRENCY,,The currency in which the dollar activity is associated
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,BEG_BAL,,The starting dollar balance in the OF account at the begining of the GL_PERIOD
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,END_BAL,,The starting dollar balance in the OF account at the begining of the GL_PERIOD
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,PERIOD_BAL_CHG,,The dollar activity posted against the OF account over the GL_PERIOD
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,YTD_BAL_CHG,,The dollar activity posted against the OF account over the entire year
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,BEG_VOL,,The starting volume balance in the OF account at the begining of the GL_PERIOD
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,END_VOL,,The ending volume balance in the OF account at the begining of the GL_PERIOD
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,PERIOD_VOL_CHG,,The volume activity posted against the OF account over the entire year
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,YTD_VOL_CHG,,The volume activity posted against the OF account over the entire year
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,DTH_BEG_VOL,,?
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,DTH_END_VOL,,?
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,DTH_PERIOD_VOL_CHG,,?
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,DTH_YTD_VOL_CHG,,?
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,OF_UOM,,?
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,CONV_UOM,,?
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,VOLS_CONVERTED,,?
OFSAP_ACCOUNT_ACTIVITY_FACT,"This fact contains each GL Month's accounting activity associated with an Oracle Financials GL_ACCOUNT (from Oracle Financial's perspective).    Ultimately, data in this fact is used to validate that the billing SOURCE_SYSTEM reconciles with the AR Subledger.",,CONVERSION_RATE,,?
OFSTATE_TO_RANGERSTATE,This table is used to translate OFSAP's identification of a STATE to Ranger's STATE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_SOURCE_SYSTEM,,
OFSTATE_TO_RANGERSTATE,This table is used to translate OFSAP's identification of a STATE to Ranger's STATE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_SEG1,,
OFSTATE_TO_RANGERSTATE,This table is used to translate OFSAP's identification of a STATE to Ranger's STATE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_SEG3,,
OFSTATE_TO_RANGERSTATE,This table is used to translate OFSAP's identification of a STATE to Ranger's STATE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_SEG3DESC,,
OFSTATE_TO_RANGERSTATE,This table is used to translate OFSAP's identification of a STATE to Ranger's STATE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_MASTER_SERVICE_KEY,,
OFSTATE_TO_RANGERSTATE,This table is used to translate OFSAP's identification of a STATE to Ranger's STATE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_STATE_SYSTEM_KEY,,
OFSTATE_TO_RANGERSTATE,This table is used to translate OFSAP's identification of a STATE to Ranger's STATE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_STATE_KEY,,
OFSTATE_TO_RANGERSTATE,This table is used to translate OFSAP's identification of a STATE to Ranger's STATE_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_STATE_NAME,,
OFUDC_TO_RANGERUDC,This table is used to translate OFSAP's identification of a SUPPLIER to Ranger's SUPPLIER_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_SOURCE_SYSTEM,,
OFUDC_TO_RANGERUDC,This table is used to translate OFSAP's identification of a SUPPLIER to Ranger's SUPPLIER_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_SEG1,,
OFUDC_TO_RANGERUDC,This table is used to translate OFSAP's identification of a SUPPLIER to Ranger's SUPPLIER_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_SEG4DESC,,
OFUDC_TO_RANGERUDC,This table is used to translate OFSAP's identification of a SUPPLIER to Ranger's SUPPLIER_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,OF_DESC,,
OFUDC_TO_RANGERUDC,This table is used to translate OFSAP's identification of a SUPPLIER to Ranger's SUPPLIER_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_MASTER_SERVICE_KEY,,
OFUDC_TO_RANGERUDC,This table is used to translate OFSAP's identification of a SUPPLIER to Ranger's SUPPLIER_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_SOURCE_SYSTEM_KEY,,
OFUDC_TO_RANGERUDC,This table is used to translate OFSAP's identification of a SUPPLIER to Ranger's SUPPLIER_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_SUPPLIER_SOURCE_SYSTEM_ID,,
OFUDC_TO_RANGERUDC,This table is used to translate OFSAP's identification of a SUPPLIER to Ranger's SUPPLIER_KEY.    It is used during the process of reconciling the billing SOURCE_SYSTEM to the subledger.,,RGR_SUPPLIER_NAME,,
PHYSICAL_INDICATOR,Indicates whether Enron is physically responsible for providing the MASTER_SERVICE (e.g. commodity).,,PHYSICAL_INDICATOR_KEY,The data warehouse's code indicating whether Enron is responsible for delivering the MASTER_SERVICE,
PHYSICAL_INDICATOR,Indicates whether Enron is physically responsible for providing the MASTER_SERVICE (e.g. commodity).,,PHYSICAL_INDICATOR_DESCRIPTION,A description of the PHYSICAL_INDICATOR,
PHYSICAL_INDICATOR,Indicates whether Enron is physically responsible for providing the MASTER_SERVICE (e.g. commodity).,,JOB_KEY,The job which created the row,
PHYSICAL_INDICATOR,Indicates whether Enron is physically responsible for providing the MASTER_SERVICE (e.g. commodity).,,UPDATE_JOB_KEY,The job which updated the row,
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",PHYSICAL_LOCATION_KEY,The data warehouse's unique identifier for a BILLING_CUSTOMER's PHYSICAL_LOCATION,
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",BILLING_CUSTOMER_KEY,The data warehouse's unique identifier for the BILLING_CUSTOMER,
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",SOURCE_SYSTEM_KEY,The SOURCE_SYSTEM that created and/or updated the row,
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",SOURCE_SYSTEM_ID,The SOURCE_SYSTEM's unique identifier for a PHYSICAL_LOCATION,
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",PHYSICAL_LOCATION_NAME,The name of the PHYSICAL_LOCATION,
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",STREET_ADDRESS_1,1st line of the PHYSICAL_LOCATION's street address,
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",STREET_ADDRESS_2,2nd line of the PHYSICAL_LOCATION's street address,
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",CITY,The city of the PHYSICAL_LOCATION's address,
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",COUNTY,The county of the PHYSICAL_LOCATION's address,
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",STATE_KEY,The state of the PHYSICAL_LOCATION's address,
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",ZIP_5,The 5-digit zip code of the PHYSICAL_LOCATION's address,
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",ZIP_4,The 4-digit zip code suffix of the PHYSICAL_LOCATION's address,
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",EFFECTIVE_DATE,"The EFFECTIVE_DATE & TERMINATION_DATEs are used to track history on a PHYSICAL_LOCATION.    When a field, on which history is being tracked, changes a new row is created in the PHYSICAL_LOCATION table containing the new state of the field.  The first rows' TERMINATION_DATE will be set to one day prior to the EFFECTIVE_DATE of the new row.",
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",TERMINATION_DATE,"The EFFECTIVE_DATE & TERMINATION_DATEs are used to track history on a PHYSICAL_LOCATION.    When a field, on which history is being tracked, changes a new row is created in the PHYSICAL_LOCATION table containing the new state of the field.  The first rows' TERMINATION_DATE will be set to one day prior to the EFFECTIVE_DATE of the new row.",
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",JOB_KEY,The job which created this row,
PHYSICAL_LOCATION,A BILLING_CUSTOMER's physical premse that receives one or more MASTER_SERVICEs.,"History tracking will be implemented in V6 of the data model.  Additionally, a new column will need to be added to store the data warehouse's unique identifier for the PHYSICAL_LOCATION.  This will be required because once history is supported, each row in the PHYSICAL_LOCATION dimension (and hence the PHYSICAL_LOCATION_KEY) will represent a snapshot of a PHYSICAL_LOCATION over a period of time.  The data warehouse identifier will be required to ""tie"" the snapshots together.",UPDATE_JOB_KEY,The job which updated the row,
PRODUCT,"Represents a pricing arrangement under which a MASTER_SERVICE will be paid for.  e.g. flat rate, fixed, % off commodity, % of tariff, index (electric = Dow, gas = Nimex), % off frozen, cents off, tiered/step, overtake/undertake, interval, seasonal, blended/custom.",,PRODUCT_KEY,The data warehouse's unique identifier of the PRODUCT,
PRODUCT,"Represents a pricing arrangement under which a MASTER_SERVICE will be paid for.  e.g. flat rate, fixed, % off commodity, % of tariff, index (electric = Dow, gas = Nimex), % off frozen, cents off, tiered/step, overtake/undertake, interval, seasonal, blended/custom.",,SOURCE_SYSTEM_KEY,The SOURCE_SYSTEM which created and/or updated the row,
PRODUCT,"Represents a pricing arrangement under which a MASTER_SERVICE will be paid for.  e.g. flat rate, fixed, % off commodity, % of tariff, index (electric = Dow, gas = Nimex), % off frozen, cents off, tiered/step, overtake/undertake, interval, seasonal, blended/custom.",,PRODUCT_NAME,The name of the PRODUCT,
PRODUCT,"Represents a pricing arrangement under which a MASTER_SERVICE will be paid for.  e.g. flat rate, fixed, % off commodity, % of tariff, index (electric = Dow, gas = Nimex), % off frozen, cents off, tiered/step, overtake/undertake, interval, seasonal, blended/custom.",,JOB_KEY,The job which created the row,
PRODUCT,"Represents a pricing arrangement under which a MASTER_SERVICE will be paid for.  e.g. flat rate, fixed, % off commodity, % of tariff, index (electric = Dow, gas = Nimex), % off frozen, cents off, tiered/step, overtake/undertake, interval, seasonal, blended/custom.",,UPDATE_JOB_KEY,The job which updated the row,
RATE_SCHEDULE,"A rate schedule identifies the schedule which defines the prices paid for consumption per time period (e.g. non-peak intervals, peak intervals, etc).",,RATE_SCHEDULE_KEY,The data warehouse's unique identifier for a RATE_SCHEDULE,
RATE_SCHEDULE,"A rate schedule identifies the schedule which defines the prices paid for consumption per time period (e.g. non-peak intervals, peak intervals, etc).",,SOURCE_SYSTEM_KEY,The SOURCE_SYSTEM which created and/or updated the row,
RATE_SCHEDULE,"A rate schedule identifies the schedule which defines the prices paid for consumption per time period (e.g. non-peak intervals, peak intervals, etc).",,SOURCE_SYSTEM_ID,The SOURCE_SYSTEM'S identifier of the RATE_SCHEDULE,
RATE_SCHEDULE,"A rate schedule identifies the schedule which defines the prices paid for consumption per time period (e.g. non-peak intervals, peak intervals, etc).",,RATE_SCHEDULE_DESCRIPTION,The description of the RATE_SCHEDULE,
RATE_SCHEDULE,"A rate schedule identifies the schedule which defines the prices paid for consumption per time period (e.g. non-peak intervals, peak intervals, etc).",,JOB_KEY,The job which created the row,
RATE_SCHEDULE,"A rate schedule identifies the schedule which defines the prices paid for consumption per time period (e.g. non-peak intervals, peak intervals, etc).",,UPDATE_JOB_KEY,The job which updated the row,
SERVICE_STATUS,"Identifies whether a CUSTOMER_ACCOUNT is active, inactive, etc.",,SERVICE_STATUS_KEY,The data warehouse's unique key indicating a status condition,
SERVICE_STATUS,"Identifies whether a CUSTOMER_ACCOUNT is active, inactive, etc.",,SOURCE_SYSTEM_KEY,The SOURCE_SYSTEM which created and/or updated the row,
