TransCanada PipeLines Limited,,,,,,,,,,,,,,,5518.380903660595,,0.03902936327414898
Updated to,2001-03-31 00:00:00,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Shipper,Execution Date,Start Date,End Date,Service,Contract Demand (GJ/D),Operating Demand (GJ/D),Receipt Point,Delivery Area,Execution,Start,End,Iden,Fuel,100% Western (w/fuel),Volume (MMcf/d),Fuel Volume (GJ),Fuel Volume (MMc/fd)
UNION GAS LIMITED,19980116,19991101,20091031,FT,21346,3680,Empress,CDA,1998-01-16 00:00:00,1999-11-01 00:00:00,2009-10-31 00:00:00,1,0.0451,22308.704599999997,20.897832181618867,962.7046,0.9018201429442264
ANDERSON EXPLORATION LIMITED,20000629,20000701,20091031,FT,2454,2454,Empress,Niagara,2000-06-29 00:00:00,2000-07-01 00:00:00,2009-10-31 00:00:00,1,0.0467,2568.6018,2.4061553694069784,114.6018,0.10735402288268453
ANDERSON EXPLORATION LIMITED,20010227,20010301,20091031,FT,2059,2059,Empress,Niagara,2001-02-27 00:00:00,2001-03-01 00:00:00,2009-10-31 00:00:00,1,0.0467,2155.1553,2.018856522253043,96.1553,0.09007413737385796
ANDROSCOGGIN ENERGY LLC,19990312,19990312,20091031,FT,35875,35875,Empress,East Hereford,1999-03-12 00:00:00,1999-03-12 00:00:00,2009-10-31 00:00:00,1,0.0524,37754.85,35.367114921688156,1879.8500000000001,1.7609623925279927
GULF CANADA RESOURCES LIMITED,19990801,19990801,20091031,FT,0,0,Empress,Niagara,1999-08-01 00:00:00,1999-08-01 00:00:00,2009-10-31 00:00:00,1,0.0467,0,0,0,0
"HUNT OIL COMPANY OF CANADA, INC.",19980227,19980301,20091031,FT,1258,0,Empress,Niagara,1998-02-27 00:00:00,1998-03-01 00:00:00,2009-10-31 00:00:00,1,0.0467,1316.7486,1.2334732904294943,58.748599999999996,0.055033154354693206
HUSKY OIL OPERATIONS LIMITED,19931101,19931101,20091031,FT,15988,5293,Empress,Niagara,1993-11-01 00:00:00,1993-11-01 00:00:00,2009-10-31 00:00:00,1,0.0467,16734.6396,15.676288527334462,746.6396,0.6994197709243521
MARATHON CANADA LIMITED,20000628,20000701,20091031,FT,839,839,Empress,Niagara,2000-06-28 00:00:00,2000-07-01 00:00:00,2009-10-31 00:00:00,1,0.0467,878.1813,0.8226423614231683,39.1813,0.03670335175165946
PANCANADIAN PETROLEUM LIMITED,19990801,19991101,20091031,FT,21372,21372,Empress,St. Clair,1999-08-01 00:00:00,1999-11-01 00:00:00,2009-10-31 00:00:00,1,0.0394,22214.056800000002,20.809170205218887,842.0568,0.7888024880562094
PROGAS LIMITED,19991209,20000101,20091031,FT,0,0,Empress,Emerson 2,1999-12-09 00:00:00,2000-01-01 00:00:00,2009-10-31 00:00:00,1,0.0168,0,0,0,0
TALISMAN ENERGY INC.,19951024,19951101,20091031,FT,0,0,Empress,Niagara,1995-10-24 00:00:00,1995-11-01 00:00:00,2009-10-31 00:00:00,1,0.0467,0,0,0,0
THE CITY OF DULUTH,19981101,19991101,20091031,FT,6532,6532,Empress,Emerson 2,1998-11-01 00:00:00,1999-11-01 00:00:00,2009-10-31 00:00:00,1,0.0168,6641.7375999999995,6.2216932918260115,109.73759999999999,0.10279745014031962
COCHRANE POWER CORPORATION,19881201,19891201,20091130,FT,6089,6089,Empress,NDA,1988-12-01 00:00:00,1989-12-01 00:00:00,2009-11-30 00:00:00,1,0.0357,6306.3773,5.90754222857793,217.37730000000002,0.20362967805371454
THE CONSUMERS' GAS COMPANY LTD.,19941122,19951101,20101031,FT,19692,19692,Empress,EDA,1994-11-22 00:00:00,1995-11-01 00:00:00,2010-10-31 00:00:00,1,0.0451,20580.1092,19.27855857399226,888.1092,0.8319423899024505
"PITTSFIELD GENERATING COMPANY, L. P.",19951219,19960401,20101031,FT,22990,22990,Empress,Niagara,1995-12-19 00:00:00,1996-04-01 00:00:00,2010-10-31 00:00:00,1,0.0467,24063.632999999998,22.541773407769533,1073.633,1.005733083159298
PROGAS LIMITED,19881227,19901001,20101031,FT,54004,28469,Empress,Niagara,1988-12-27 00:00:00,1990-10-01 00:00:00,2010-10-31 00:00:00,1,0.0467,56525.9868,52.95110618152179,2521.9868,2.362488448148531
RUMFORD POWER ASSOCIATES LIMITED PARTNERSHIP,20000107,20001101,20101031,FT,46403,46403,St. Clair,East Hereford,2000-01-07 00:00:00,2000-11-01 00:00:00,2010-10-31 00:00:00,0,0.0524,0,0,0,0
TRANSCANADA GAS SERVICES LIMITED,19881228,19911101,20110430,FT,27002,27002,Empress,Niagara,1988-12-28 00:00:00,1991-11-01 00:00:00,2011-04-30 00:00:00,1,0.0467,28262.9934,26.475553090760894,1260.9934,1.1812442240742655
"TRANSCANADA POWER, L. P. , BY ITS GENERAL PARTNER,",20000118,20000201,20111031,FT,6502,6502,Empress,WDA,2000-01-18 00:00:00,2000-02-01 00:00:00,2011-10-31 00:00:00,1,0.0232,6652.8464,6.232099536487083,150.8464,0.1413064007491207
PROGAS LIMITED,19901219,19911101,20111031,FT,27002,26734,Empress,Niagara,1990-12-19 00:00:00,1991-11-01 00:00:00,2011-10-31 00:00:00,1,0.0467,28262.9934,26.475553090760894,1260.9934,1.1812442240742655
WHITBY COGENERATION LIMITED PARTNERSHIP,19960202,19961101,20111231,FT,11382,11382,Empress,CDA,1996-02-02 00:00:00,1996-11-01 00:00:00,2011-12-31 00:00:00,1,0.0451,11895.3282,11.143030351877915,513.3282,0.48086371530924704
UNION GAS LIMITED,19961101,19961101,20111231,FT,1979,1979,Empress,CDA,1996-11-01 00:00:00,1996-11-01 00:00:00,2011-12-31 00:00:00,1,0.0451,2068.2529,1.9374501024746438,89.2529,0.08360826678940429
PROGAS LIMITED,19910819,19921101,20120430,FT,26952,26685,Empress,Iroq/ Wadd,1991-08-19 00:00:00,1992-11-01 00:00:00,2012-04-30 00:00:00,1,0.0508,28321.1616,26.530042551431183,1369.1616,1.2825715279907728
CORAL ENERGY CANADA INC.,19970530,19970531,20120701,FT,15934,15934,Empress,Niagara,1997-05-30 00:00:00,1997-05-31 00:00:00,2012-07-01 00:00:00,1,0.0467,16678.1178,15.623341343166583,744.1178,0.697057457462386
PARAMOUNT RESOURCES LTD.,19980720,19981101,20121031,FT,6406,0,Empress,Iroq/ Wadd,1998-07-20 00:00:00,1998-11-01 00:00:00,2012-10-31 00:00:00,1,0.0508,6731.4248,6.3057083921218515,325.4248,0.30484391541662553
PAWTUCKET POWER ASSOCIATES LIMITED PARTNERSHIP,19920205,19921101,20121031,FT,13557,13557,Empress,Iroq/ Wadd,1992-02-05 00:00:00,1992-11-01 00:00:00,2012-10-31 00:00:00,1,0.0508,14245.6956,13.344753148922253,688.6956,0.645140331143177
"SELKIRK COGEN PARTNERS, L. P.",19910906,19921101,20121031,FT,16234,16234,Empress,Iroq/ Wadd,1991-09-06 00:00:00,1992-11-01 00:00:00,2012-10-31 00:00:00,1,0.0508,17058.6872,15.979842341196713,824.6872,0.7725313960152199
DARTMOUTH POWER ASSOCIATES LIMITED PARTNERSHIP,19921022,19931101,20131031,FT,15103,15103,Empress,Iroq/ Wadd,1992-10-22 00:00:00,1993-11-01 00:00:00,2013-10-31 00:00:00,1,0.0508,15870.232399999999,14.866549148644447,767.2324,0.7187102176923658
HUSKY OIL OPERATIONS LIMITED,19930311,19940701,20141031,FT,33563,33563,Empress,EDA,1993-03-11 00:00:00,1994-07-01 00:00:00,2014-10-31 00:00:00,1,0.0451,35076.6913,32.85833137410635,1513.6913,1.4179607166512262
"TRANSCANADA POWER, L. P. , BY ITS GENERAL PARTNER,",19940330,19941101,20141031,FT,7536,7536,Empress,NDA,1994-03-30 00:00:00,1994-11-01 00:00:00,2014-10-31 00:00:00,1,0.0357,7805.0352,7.311420304576004,269.03520000000003,0.25202057050628884
ENRON CANADA CORP.,19941031,19950901,20141031,FT,30101,30101,Empress,Chippawa,1994-10-31 00:00:00,1995-09-01 00:00:00,2014-10-31 00:00:00,1,0.0506,31624.1106,29.62410270167612,1523.1106,1.426784310589008
PARAMOUNT RESOURCES LTD.,20000418,20000501,20141031,FT,811,0,Empress,Iroq/ Wadd,2000-04-18 00:00:00,2000-05-01 00:00:00,2014-10-31 00:00:00,1,0.0508,852.1988,0.798303076180272,41.1988,0.038593258726644285
"SELKIRK COGEN PARTNERS, L. P.",19940316,19941101,20141031,FT,58485,58485,Empress,Iroq/ Wadd,1994-03-16 00:00:00,1994-11-01 00:00:00,2014-10-31 00:00:00,1,0.0508,61456.038,57.56936548755019,2971.038,2.783140242451037
"SITHE/ INDEPENDENCE POWER PARTNERS, L. P.",19940309,19941101,20151031,FT,41491,41491,Kirkwall,Chippawa,1994-03-09 00:00:00,1994-11-01 00:00:00,2015-10-31 00:00:00,0,0.0506,0,0,0,0
"SITHE/ INDEPENDENCE POWER PARTNERS, L. P.",19940309,19941101,20151031,FT,124142,124142,St. Clair,Chippawa,1994-03-09 00:00:00,1994-11-01 00:00:00,2015-10-31 00:00:00,0,0.0506,0,0,0,0
WEST WINDSOR POWER,19940325,19950901,20151231,FT,20645,17442,Empress,CDA,1994-03-25 00:00:00,1995-09-01 00:00:00,2015-12-31 00:00:00,1,0.0451,21576.0895,20.21154995734665,931.0895,0.8722044809839574
IROQUOIS FALLS POWER CORP.,19950120,19960901,20160831,FT,20874,20874,Empress,NDA,1995-01-20 00:00:00,1996-09-01 00:00:00,2016-08-31 00:00:00,1,0.0357,21619.201800000003,20.25193570033433,745.2018,0.698072901903964
KINGSTON COGEN LIMITED PARTNERSHIP,19941215,19961001,20161031,FT,21045,21045,Empress,EDA,1994-12-15 00:00:00,1996-10-01 00:00:00,2016-10-31 00:00:00,1,0.0451,21994.1295,20.603151797159615,949.1295,0.8891035748271923
"TRANSCANADA POWER, L. P. , BY ITS GENERAL PARTNER,",19970618,20000201,20161031,FT,8182,8182,Empress,NDA,1997-06-18 00:00:00,2000-02-01 00:00:00,2016-10-31 00:00:00,1,0.0357,8474.0974,7.938168913487375,292.0974,0.27362424467654656
"TRANSCANADA POWER, L. P. , BY ITS GENERAL PARTNER,",20000119,20000201,20161031,FT,8182,8182,Empress,NDA,2000-01-19 00:00:00,2000-02-01 00:00:00,2016-10-31 00:00:00,1,0.0357,8474.0974,7.938168913487375,292.0974,0.27362424467654656
"BROOKLYN NAVY YARD COGENERATION PARTNERS, L. P.",19950125,19961001,20161031,FT,26956,0,Empress,Iroq/ Wadd,1995-01-25 00:00:00,1996-10-01 00:00:00,2016-10-31 00:00:00,1,0.0508,28325.3648,26.53397992788583,1369.3647999999998,1.2827618769857254
