"ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)","ACCESS for ELLs Growth School Summary Results (July 7, 2014)"
2014,7640,SARAH MILNER ELEMENTARY SCHOOL,A,22,38.5,22,27.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7660,SARGENT ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7660,SARGENT ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7664,SARGENT SENIOR HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7664,SARGENT SENIOR HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7668,SARGENT JUNIOR HIGH SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7668,SARGENT JUNIOR HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7694,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,E,285,58,285,29,58,0.931,42,0.762,97,0.629,74,0.676,n<20,-
2014,7694,CHARLES M. SCHENCK (CMS) COMMUNITY SCHOOL,A,285,58,285,29,58,0.931,42,0.762,97,0.629,74,0.676,n<20,-
2014,7698,SCHMITT ELEMENTARY SCHOOL,E,153,52,153,31,30,0.933,n<20,-,48,0.708,52,0.654,n<20,-
2014,7698,SCHMITT ELEMENTARY SCHOOL,A,153,52,153,31,30,0.933,n<20,-,48,0.708,52,0.654,n<20,-
2014,7700,SCOTT ELEMENTARY SCHOOL,E,56,33.5,55,19,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7700,SCOTT ELEMENTARY SCHOOL,A,56,33.5,55,19,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7701,COLLEGIATE ACADEMY OF COLORADO,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7701,COLLEGIATE ACADEMY OF COLORADO,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7701,COLLEGIATE ACADEMY OF COLORADO,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7701,COLLEGIATE ACADEMY OF COLORADO,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7705,SCOTT ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7705,SCOTT ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7708,SECREST ELEMENTARY SCHOOL,E,22,52,22,31,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7708,SECREST ELEMENTARY SCHOOL,A,22,52,22,31,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7714,SECOND CREEK ELEMENTARY SCHOOL,E,51,68,50,14.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7714,SECOND CREEK ELEMENTARY SCHOOL,A,51,68,50,14.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7718,SEDALIA ELEMENTARY SCHOOL,E,43,38,43,30,n<20,-,n<20,-,n<20,-,21,0.476,n<20,-
2014,7718,SEDALIA ELEMENTARY SCHOOL,A,43,38,43,30,n<20,-,n<20,-,n<20,-,21,0.476,n<20,-
2014,7753,SEMPER ELEMENTARY SCHOOL,E,35,56,34,26.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7753,SEMPER ELEMENTARY SCHOOL,A,35,56,34,26.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7780,SHAFFER ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7780,SHAFFER ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7789,SILVER CREEK HIGH SCHOOL,H,27,76,25,40,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7789,SILVER CREEK HIGH SCHOOL,A,27,76,25,40,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7794,HOLLY ELEMENTARY SCHOOL,E,29,62,29,34,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7794,HOLLY ELEMENTARY SCHOOL,A,29,62,29,34,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7795,SILVER CREEK ELEMENTARY,E,39,64,37,20,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7795,SILVER CREEK ELEMENTARY,A,39,64,37,20,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7810,FLYNN ELEMENTARY SCHOOL,E,87,37,86,29,n<20,-,n<20,-,36,0.5,n<20,-,n<20,-
2014,7810,FLYNN ELEMENTARY SCHOOL,A,87,37,86,29,n<20,-,n<20,-,36,0.5,n<20,-,n<20,-
2014,7812,SHAW HEIGHTS MIDDLE SCHOOL,M,128,56,126,56.5,n<20,-,n<20,-,29,0.448,68,0.5,23,0.522
2014,7812,SHAW HEIGHTS MIDDLE SCHOOL,A,128,56,126,56.5,n<20,-,n<20,-,29,0.448,68,0.5,23,0.522
2014,7814,SHAWSHEEN ELEMENTARY SCHOOL,E,40,40.5,40,28,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7814,SHAWSHEEN ELEMENTARY SCHOOL,A,40,40.5,40,28,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7832,SHELLEDY ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7832,SHELLEDY ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7833,SHELTON ELEMENTARY SCHOOL,E,38,75,35,15,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7833,SHELTON ELEMENTARY SCHOOL,A,38,75,35,15,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7834,SHEPARDSON ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7834,SHEPARDSON ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7837,SHERIDAN MIDDLE SCHOOL,M,102,55,102,60.5,n<20,-,n<20,-,34,0.412,53,0.509,n<20,-
2014,7837,SHERIDAN MIDDLE SCHOOL,A,102,55,102,60.5,n<20,-,n<20,-,34,0.412,53,0.509,n<20,-
2014,7839,ST. VRAIN GLOBAL ONLINE ACADEMY,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7839,ST. VRAIN GLOBAL ONLINE ACADEMY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7842,SHERIDAN HIGH SCHOOL,H,56,49,56,44,n<20,-,n<20,-,n<20,-,31,0.581,n<20,-
2014,7842,SHERIDAN HIGH SCHOOL,A,56,49,56,44,n<20,-,n<20,-,n<20,-,31,0.581,n<20,-
2014,7856,SHERMAN EARLY CHILDHOOD CENTER,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7856,SHERMAN EARLY CHILDHOOD CENTER,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7860,SHERRELWOOD ELEMENTARY SCHOOL,E,100,48.5,98,31,n<20,-,n<20,-,37,0.595,33,0.485,n<20,-
2014,7860,SHERRELWOOD ELEMENTARY SCHOOL,A,100,48.5,98,31,n<20,-,n<20,-,37,0.595,33,0.485,n<20,-
2014,7861,SIMS FAYOLA INTERNATIONAL ACADEMY DENVER,M,24,52.5,23,58,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7861,SIMS FAYOLA INTERNATIONAL ACADEMY DENVER,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7861,SIMS FAYOLA INTERNATIONAL ACADEMY DENVER,A,37,62,36,56.5,n<20,-,n<20,-,n<20,-,20,0.55,n<20,-
2014,7865,SIDE CREEK ELEMENTARY SCHOOL,E,131,38,125,23,n<20,-,n<20,-,33,0.333,31,0.613,28,0.893
2014,7865,SIDE CREEK ELEMENTARY SCHOOL,A,131,38,125,23,n<20,-,n<20,-,33,0.333,31,0.613,28,0.893
2014,7870,SIERRA ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7870,SIERRA ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7880,SIERRA GRANDE K-12 SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7880,SIERRA GRANDE K-12 SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7880,SIERRA GRANDE K-12 SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7882,SIERRA HIGH SCHOOL,H,63,41,56,30,n<20,-,n<20,-,n<20,-,20,0.6,26,0.692
2014,7882,SIERRA HIGH SCHOOL,A,63,41,56,30,n<20,-,n<20,-,n<20,-,20,0.6,26,0.692
2014,7886,SIERRA VISTA ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7886,SIERRA VISTA ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7890,CACTUS VALLEY ELEMENTARY SCHOOL,E,40,49,40,23.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7890,CACTUS VALLEY ELEMENTARY SCHOOL,A,40,49,40,23.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7891,SOUTH PARK MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7891,SOUTH PARK MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7900,SILVERTON ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7900,SILVERTON ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7904,SILVERTON HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7904,SILVERTON HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7925,SINGING HILLS ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7925,SINGING HILLS ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7932,SIXTH AVENUE ELEMENTARY SCHOOL,E,231,34,229,25,41,0.976,36,0.528,80,0.438,43,0.605,29,0.724
2014,7932,SIXTH AVENUE ELEMENTARY SCHOOL,A,231,34,229,25,41,0.976,36,0.528,80,0.438,43,0.605,29,0.724
2014,7942,SKINNER MIDDLE SCHOOL,M,53,51,52,56,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7942,SKINNER MIDDLE SCHOOL,A,53,51,52,56,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7950,CANON EXPLORATORY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7950,CANON EXPLORATORY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7952,SKYLINE VISTA ELEMENTARY SCHOOL,E,129,36,127,21,n<20,-,20,0.7,37,0.622,35,0.371,n<20,-
2014,7952,SKYLINE VISTA ELEMENTARY SCHOOL,A,129,36,127,21,n<20,-,20,0.7,37,0.622,35,0.371,n<20,-
2014,7954,SKYLINE HIGH SCHOOL,H,187,56,186,41,n<20,-,n<20,-,53,0.642,89,0.652,30,0.833
2014,7954,SKYLINE HIGH SCHOOL,A,187,56,186,41,n<20,-,n<20,-,53,0.642,89,0.652,30,0.833
2014,7958,SKYVIEW ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7958,SKYVIEW ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7960,SKYVIEW MIDDLE SCHOOL,M,21,68,21,66,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7960,SKYVIEW MIDDLE SCHOOL,A,21,68,21,66,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7962,SLATER ELEMENTARY SCHOOL,E,31,39,31,30,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7962,SLATER ELEMENTARY SCHOOL,A,31,39,31,30,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7972,SLAVENS K-8 SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7972,SLAVENS K-8 SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7972,SLAVENS K-8 SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7992,SMILEY MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7992,SMILEY MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7994,ESCALANTE MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,7994,ESCALANTE MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8006,SMITH RENAISSANCE SCHOOL,E,107,77,107,24,24,1,n<20,-,35,0.714,27,0.815,n<20,-
2014,8006,SMITH RENAISSANCE SCHOOL,A,107,77,107,24,24,1,n<20,-,35,0.714,27,0.815,n<20,-
2014,8010,SPRINGS RANCH ELEMENTARY SCHOOL,E,35,42,35,27,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8010,SPRINGS RANCH ELEMENTARY SCHOOL,A,35,42,35,27,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8020,SMOKY HILL HIGH SCHOOL,H,28,74.5,28,50,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8020,SMOKY HILL HIGH SCHOOL,A,28,74.5,28,50,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8030,HEROES ACADEMY PREK-5,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8030,HEROES ACADEMY PREK-5,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8032,JOHN W THIMMIG ELEMENTARY SCHOOL,E,73,63,71,21,n<20,-,n<20,-,n<20,-,21,0.667,n<20,-
2014,8032,JOHN W THIMMIG ELEMENTARY SCHOOL,A,73,63,71,21,n<20,-,n<20,-,n<20,-,21,0.667,n<20,-
2014,8034,SOARING EAGLES ELEMENTARY SCHOOL,E,58,46.5,57,18,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8034,SOARING EAGLES ELEMENTARY SCHOOL,A,58,46.5,57,18,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8036,SOBESKY ACADEMY,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8036,SOBESKY ACADEMY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8038,SOPRIS ELEMENTARY SCHOOL,E,170,75,170,31,33,0.97,20,0.95,62,0.758,50,0.86,n<20,-
2014,8038,SOPRIS ELEMENTARY SCHOOL,A,170,75,170,31,33,0.97,20,0.95,62,0.758,50,0.86,n<20,-
2014,8048,SOROCO MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8048,SOROCO MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8050,SOROCO HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8050,SOROCO HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8053,SOAR AT GREEN VALLEY RANCH,E,136,48.5,135,27,n<20,-,n<20,-,41,0.634,59,0.78,21,0.857
2014,8053,SOAR AT GREEN VALLEY RANCH,A,136,48.5,135,27,n<20,-,n<20,-,41,0.634,59,0.78,21,0.857
2014,8054,HENRY WORLD SCHOOL GRADES 6-8,M,148,46,144,59,n<20,-,n<20,-,45,0.178,68,0.368,20,0.5
2014,8054,HENRY WORLD SCHOOL GRADES 6-8,A,148,46,144,59,n<20,-,n<20,-,45,0.178,68,0.368,20,0.5
2014,8060,SOUTH ELEMENTARY SCHOOL,E,161,74,161,26,24,1,n<20,-,53,0.849,45,0.822,20,0.9
2014,8060,SOUTH ELEMENTARY SCHOOL,A,161,74,161,26,24,1,n<20,-,53,0.849,45,0.822,20,0.9
2014,8064,MOODY ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8064,MOODY ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8078,SOUTH MIDDLE SCHOOL,M,291,57,290,56,n<20,-,24,0.75,60,0.333,120,0.483,81,0.63
2014,8078,SOUTH MIDDLE SCHOOL,A,291,57,290,56,n<20,-,24,0.75,60,0.333,120,0.483,81,0.63
2014,8082,SOUTH HIGH SCHOOL,H,20,35.5,20,34,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8082,SOUTH HIGH SCHOOL,A,20,35.5,20,34,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8085,STRIVE PREP - FEDERAL,M,184,50,180,57,n<20,-,n<20,-,49,0.224,90,0.478,34,0.735
2014,8085,STRIVE PREP - FEDERAL,A,184,50,180,57,n<20,-,n<20,-,49,0.224,90,0.478,34,0.735
2014,8086,SOUTH HIGH SCHOOL,H,326,68.5,320,42.5,n<20,-,63,0.667,104,0.606,102,0.706,38,0.842
2014,8086,SOUTH HIGH SCHOOL,A,326,68.5,320,42.5,n<20,-,63,0.667,104,0.606,102,0.706,38,0.842
2014,8090,DEANE ELEMENTARY SCHOOL,E,128,38.5,125,33,n<20,-,n<20,-,38,0.395,41,0.439,24,0.5
2014,8090,DEANE ELEMENTARY SCHOOL,A,128,38.5,125,33,n<20,-,n<20,-,38,0.395,41,0.439,24,0.5
2014,8102,SOUTH LAKEWOOD ELEMENTARY SCHOOL,E,34,55,34,30,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8102,SOUTH LAKEWOOD ELEMENTARY SCHOOL,A,34,55,34,30,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8106,SOARING HAWK ELEMENTARY SCHOOL,E,22,47.5,22,42.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8106,SOARING HAWK ELEMENTARY SCHOOL,A,22,47.5,22,42.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8110,SOUTH MESA ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8110,SOUTH MESA ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8114,EDITH TETER ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8114,EDITH TETER ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8116,SOUTH PARK ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8116,SOUTH PARK ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8120,SOUTH ROUTT ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8120,SOUTH ROUTT ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8122,VENETUCCI ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8122,VENETUCCI ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8123,SOAR ACADEMY,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8123,SOAR ACADEMY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,E,77,32,77,28,n<20,-,n<20,-,25,0.8,27,0.444,n<20,-
2014,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,A,77,32,77,28,n<20,-,n<20,-,25,0.8,27,0.444,n<20,-
2014,8130,SOUTHEAST ELEMENTARY SCHOOL,E,76,66.5,74,22,n<20,-,n<20,-,20,0.65,26,0.808,n<20,-
2014,8130,SOUTHEAST ELEMENTARY SCHOOL,A,76,66.5,74,22,n<20,-,n<20,-,20,0.65,26,0.808,n<20,-
2014,8131,SOAR AT OAKLAND,E,177,32,176,28,34,1,25,0.48,64,0.438,45,0.422,n<20,-
2014,8131,SOAR AT OAKLAND,A,177,32,176,28,34,1,25,0.48,64,0.438,45,0.422,n<20,-
2014,8132,SOUTHWEST EARLY COLLEGE,H,58,61.5,56,33.5,n<20,-,n<20,-,n<20,-,25,0.72,21,0.905
2014,8132,SOUTHWEST EARLY COLLEGE,A,58,61.5,56,33.5,n<20,-,n<20,-,n<20,-,25,0.72,21,0.905
2014,8133,SOUTHWEST OPEN CHARTER SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8133,SOUTHWEST OPEN CHARTER SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8135,SOUTHERN HILLS MIDDLE SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8135,SOUTHERN HILLS MIDDLE SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8138,SOUTHMOOR ELEMENTARY SCHOOL,E,34,71.5,33,15,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8138,SOUTHMOOR ELEMENTARY SCHOOL,A,34,71.5,33,15,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8145,SUMMIT ACADEMY,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8145,SUMMIT ACADEMY,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8149,STEPHEN KNIGHT CENTER FOR EARLY EDUCATION,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8149,STEPHEN KNIGHT CENTER FOR EARLY EDUCATION,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8160,SPRINGFIELD ELEMENTARY SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8160,SPRINGFIELD ELEMENTARY SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8178,SPROUL JUNIOR HIGH SCHOOL,M,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8178,SPROUL JUNIOR HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8208,SODA CREEK ELEMENTARY SCHOOL,E,31,77,31,27,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8208,SODA CREEK ELEMENTARY SCHOOL,A,31,77,31,27,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8209,STANDLEY LAKE HIGH SCHOOL,H,30,44,29,38,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8209,STANDLEY LAKE HIGH SCHOOL,A,30,44,29,38,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8210,STEAMBOAT SPRINGS MIDDLE SCHOOL,M,21,56,21,57,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8210,STEAMBOAT SPRINGS MIDDLE SCHOOL,A,21,56,21,57,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8211,THE STUDIO SCHOOL,E,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8211,THE STUDIO SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8212,STEAMBOAT SPRINGS HIGH SCHOOL,H,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8212,STEAMBOAT SPRINGS HIGH SCHOOL,A,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8222,STECK ELEMENTARY SCHOOL,E,21,98,20,25.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8222,STECK ELEMENTARY SCHOOL,A,21,98,20,25.5,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8223,STEVENS ELEMENTARY SCHOOL,E,46,30.5,46,19,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
2014,8223,STEVENS ELEMENTARY SCHOOL,A,46,30.5,46,19,n<20,-,n<20,-,n<20,-,n<20,-,n<20,-
