College,Campus,CIP,State Title,Award Type,Number of Terms,Credit Hours,Number of Weeks,ITSO,Local Name
09,,5109044200,EMERGENCY MEDICAL TECHNOLOGY PARAMEDIC - DEGREE,AAS,4,63.5,64,03 02 11 03,Emergency Medical Services
09,,5109080200,RESPIRATORY CARE THERAPY,AAS,5,85.5,80,03 02 35 03,Respiratory Care
09,,5109090200,SURGICAL TECHNOLOGY,AAS,4,63,64,03 02 11 03,Surgical Technology
09,,5109090200,SURGICAL TECHNOLOGY,Cert2,3,30,48,03 02 11 03,Central Sterile Processing and Distribution Technician Certificate
09,,5109090200,SURGICAL TECHNOLOGY,Dipl1,3,46,48,03 02 11 03,Central Sterile Processing - Diploma
09,,5109110200,RADIOLOGIC TECHNOLOGY,AAS,5,80,80,03 02 11 03,RADIOLOGIC TECHNOLOGY
09,,5135011000,MASSAGE THERAPY/THERAPEUTIC MASSAGE,Cert,2.5,40,40,03 02 35 03,Massage Therapy and Bodywork - Fall Start
09,,5135011000,MASSAGE THERAPY/THERAPEUTIC MASSAGE,Cert1,3.5,40,56,03 02 35 03,Massage Therapy and Bodywork - Spring Start
09,,5138010200,REGISTERED NURSING/REGISTERED NURSE,AAS,5,81,80,03 02 11 03,ASSOCIATE DEGREE NURSING
09,,5139010100,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING,Dipl,2.5,47,40,03 02 11 03,Practical Nursing
09,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,AAS,5.5,65,88,03 02 11 03,Business Management
09,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,Cert1,1,15,16,03 02 11 03,Management Supervision Certificate
09,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,Cert2,1,15,16,03 02 11 03,Marketing Certificate
09,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,Cert3,1,15,16,03 02 11 03,Small Business Management Certificate
09,,5202030200,LOGISITICS AND MATERIALS MANAGEMENT,AAS,4,64,64,03 02 11 03,Logistics and Supply Chain Management
09,,5202030200,LOGISITICS AND MATERIALS MANAGEMENT,Cert2,1,12,16,03 02 11 03,Radio Frequency Identification (RFID) Certificate
09,,5202030200,LOGISITICS AND MATERIALS MANAGEMENT,Cert3,3,18,48,03 02 11 03,Logistics Certificate
09,,5202030200,LOGISITICS AND MATERIALS MANAGEMENT,Dipl1,2,33,32,03 02 11 03,Logistics and Supply Chain Management Diploma
09,,5203010200,ACCOUNTING MANAGEMENT,AAS,5,65,80,03 02 11 03,Accounting Management
09,,5203010200,ACCOUNTING MANAGEMENT,Dipl1,2.5,35,40,03 02 11 03,ACCOUNTING MANAGEMENT DIPL1
09,Clinton Community College,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,AAS,4,64,64,03 02 11 03,Administrative and Office Support
09,Clinton Community College,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,Cert2,2,33,32,03 02 11 03,Office Support Certificate
09,Clinton Community College,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,Cert3,2,8,32,03 02 11 03,Computer Applications for the Office
09,Clinton Community College,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,Dipl1,3,48,48,03 02 11 03,Administrative Support Diploma
09,Muscatine Community College,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,AAS,4,64,64,03 02 11 03,Administrative and Office Support
09,Muscatine Community College,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,Cert2,1,8,16,03 02 11 03,Accounting Assistant Certificate
09,Muscatine Community College,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,Cert3,2,20,32,03 02 11 03,Clerk Receptionist Certificate
09,Muscatine Community College,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,Cert4,2,19,32,03 02 11 03,Software Applications Specialist Certificate
09,Muscatine Community College,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,Dipl1,3,40,48,03 02 11 03,Office Assistant Diploma
09,Scott Community College,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,AAS,4,65,64,03 02 11 03,Administrative and Office Support
09,Scott Community College,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,Cert2,2,24,32,03 02 11 03,Office Support Certificate
09,Scott Community College,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,Dipl1,3,39,48,03 02 11 03,Microcomputer Application Software Specialist Diploma
09,,5209010200,HOSPITALITY  MANAGEMENT,AAS,5.5,68,88,03 02 04 03,HOSPITALITY  MANAGEMENT
09,,5209010200,HOSPITALITY  MANAGEMENT,Cert1,2.5,20.5,40,03 02 04 03,HOSPITALITY  MANAGEMENT
09,,5209050200,RESTAURANT/FOOD SERVICES MANAGEMENT,AAS,5,63,80,03 02 11 03,Restaurant Management
10,,0101050200,AGRICULTURAL SUPPLIES AND SERVICES TECHNOLOGY,AAS,5,75,80,03 02 11 03,AGRICULTURE BUSINESS
10,,0102040200,AGRICULTURAL POWER TECHNOLOGY,AAS,5,73,80,03 02 11 03,DIESEL AGRICULTURE TECHNOLOGY
10,,0103010200,AGRICULTURAL PRODUCTION TECHNOLOGY,AAS,5,68,80,03 02 11 03,AGRICULTURE PRODUCTION MANAGEMENT
10,,0103010200,AGRICULTURAL PRODUCTION TECHNOLOGY,Dipl1,3,33,48,03 02 11 03,AGRICULTURE PRODUCTION MANAGEMENT
10,,0103070200,EQUINE SCIENCE TECHNOLOGY,AAS,5,71,80,03 02 11 03,HORSE SCIENCE TECHNOLOGY
10,,0105990200,"AGRICULTURAL & DOMESTIC ANIMAL SVCS, OTHER",AAS,5,68,80,03 02 11 03,HUMANE OFFICER TRAINING
10,,0106050200,LANDSCAPING AND GROUNDS KEEPING TECHNOLOGY,AAS,4,69,64,03 02 11 03,LANDSCAPE MAINTENANCE
10,,0106070200,TURF MANAGEMENT TECHNOLOGY,AAS,4,66,64,03 02 11 03,GOLF COURSE AND ATHLETIC TURFGRASS MANAGEMENT
10,,0106070200,TURF MANAGEMENT TECHNOLOGY,Dipl1,3,38,48,03 02 11 03,GOLF COURSE AND ATHLETIC TURFGRASS MANAGEMENT
10,,0106080100,FLORICULTURE TECHNICIAN,Dipl,3,47,48,03 02 11 03,FLORAL CAREERS
10,,0106990200,"LANDSCAPE, NURSERY, AND GARDEN CENTER TECHNOLOGY",AAS,4,65,64,03 02 11 03,LANDSCAPE CONSTRUCTION AND DESIGN
10,,0106990200,"LANDSCAPE, NURSERY, AND GARDEN CENTER TECHNOLOGY",Dipl1,3,41,48,03 02 11 03,LANDSCAPE CONSTRUCTION AND DESIGN
10,,0109030100,ANIMAL HEALTH TECHNICIAN,Dipl,3,48,48,03 02 11 03,SAS - PET GROOMING/PET SHOP MANAGEMENT
10,,0109030100,ANIMAL HEALTH TECHNICIAN,Dipl1,3,45,48,03 02 11 03,SAS - VETERINARY ASSISTANT
10,,0301010200,NATURAL RESOURCES/CONSERVATION TECHNOLOGY,AAS,4,70,64,03 02 11 03,PARKS AND NATURAL RESOURCES
10,,0301010200,NATURAL RESOURCES/CONSERVATION TECHNOLOGY,Dipl1,3,39,48,03 02 11 03,PARKS AND NATURAL RESOURCES
10,,1002020200,RADIO AND TELEVISION BROADCASTING TECHNOLOGY,ASCO,4,62,64,03 06 11 03,COMMUNICATION MEDIA/PUBLIC RELATIONS
10,,1003010200,GRAPHIC COMMUNICATIONS TECHNOLOGY,AAS,5,67,80,03 02 11 03,GRAPHIC COMMUNICATION TECHNOLOGY
10,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,AAS,4,75,64,03 02 11 03,COMPUTER PROGRAMMING
10,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,AAS1,5,66,80,03 02 11 03,COMPUTER INFORMATION SYSTEMS
10,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,ASCO,4,66,64,03 06 11 03,COMPUTER INFORMATION SYSTEMS
10,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,Cert2,2,16,32,03 02 11 03,JAVA PROGRAMMING
10,,1102020200,COMPUTER PROGRAM. SPECI. APPLICA. TECHNOLOGY,Cert3,2,16,32,03 02 11 03,VISUAL BASIC PROGRAMMING
10,,1106010100,MICROCOMPUTER  APPLICATION TECHNICIAN,Dipl,3,40,48,03 02 11 03,PC TECHNICIAN
10,,1108010200,WEB PAGE/DIG./MULTIMEDIA INFO. RESR. DESIGN TECHNO,AAS,5,67,80,03 02 11 03,WEB TECHNOLOGIES APPLICATION DEVELOPMENT
10,,1108010200,WEB PAGE/DIG./MULTIMEDIA INFO. RESR. DESIGN TECHNO,AAS1,5,67,80,03 02 11 03,WEB TECHNOLOGIES GRAPHIC DESIGN
10,,1108010200,WEB PAGE/DIG./MULTIMEDIA INFO. RESR. DESIGN TECHNO,AAS2,4,64,64,03 02 11 03,WEB TECHNOLOGIES
10,,1108010200,WEB PAGE/DIG./MULTIMEDIA INFO. RESR. DESIGN TECHNO,Cert3,2,16,32,03 02 11 03,WEB DESIGN AND DEVELOPMENT
10,,1108010200,WEB PAGE/DIG./MULTIMEDIA INFO. RESR. DESIGN TECHNO,Dipl4,3,38,48,03 02 11 03,BUSINESS AND INTERNET TECHNOLOGIES
10,,1110010200,SYSTEMS ADMINISTRATION TECHNOLOGY,AAS,4,68,64,03 02 11 03,LAN MANAGEMENT
10,,1110010200,SYSTEMS ADMINISTRATION TECHNOLOGY,Cert1,2,18,32,03 02 11 03,LAN MANAGEMENT
10,,1110010200,SYSTEMS ADMINISTRATION TECHNOLOGY,Cert2,2,18,32,03 02 11 03,NETWORK SECURITY
10,,1110990200,COMPUTER AND INFORMATION SYSTEMS TECHNOLOGY,AAS,4,66,64,03 02 11 03,COMPUTER SUPPORT SPECIALIST
10,,1110990200,COMPUTER AND INFORMATION SYSTEMS TECHNOLOGY,Dipl1,3,38,48,03 02 11 03,NETWORKING AND COMPUTER SUPPORT
10,,1110990200,COMPUTER AND INFORMATION SYSTEMS TECHNOLOGY,Dipl2,2,37,32,03 02 11 03,PC TECHNICIAN
10,,1199991200,GEOGRAPHIC INFORMATION SYSTEMS,AAS,4,66,64,03 02 11 03,GEOGRAPHIC INFORMATION SYSTEMS
10,,1199991200,GEOGRAPHIC INFORMATION SYSTEMS,Cert1,2,18,32,03 02 11 03,GEOGRAPHIC INFORMATION SYSTEMS
10,,1205030100,CULINARY ARTS/CHEF TRAINING,Dipl,2,30,32,03 02 11 03,FOOD SERVICE ASSISTANT
10,,1205030200,CULINARY ARTS MANAGEMENT,AAS,4,68.5,64,03 02 11 03,CULINARY ARTS
10,,1205030200,CULINARY ARTS MANAGEMENT,Dipl1,2,35,32,03 02 11 03,BAKERY
10,,1205030200,CULINARY ARTS MANAGEMENT,Dipl2,2,30,32,03 02 11 03,FOOD SERVICE ASSISTANT
10,,1205040200,"RESTAURANT, CULINARY, AND CATERING MANAGEMENT",AAS,4,64.5,64,03 02 11 03,RESTAURANT MANAGEMENT
10,,1438011200,GLOBAL IMAGING SYSTEMS TECHNOLOGY,AAS,5,68,80,03 02 11 03,AGRICULTURAL GEOSPATIAL TECHNOLOGY
10,,1438011200,GLOBAL IMAGING SYSTEMS TECHNOLOGY,Cert1,2,18,32,03 02 11 03,AGRICULTURAL GEOSPATIAL TECHNOLOGY
10,,1503030200,ELECTRONICS ENGINEERING TECHNOLOGY,AAS,5,77,80,03 02 11 03,ELECTRONICS ENGINEERING TECHNOLOGY
10,,1503030200,ELECTRONICS ENGINEERING TECHNOLOGY,Dipl1,3,46,48,03 02 11 03,ELECTRONICS ENGINEERING TECHNOLOGY
10,,1503050200,TELECOMMUNICATIONS TECHNOLOGY,AAS,5,64,80,03 02 11 03,TELECOMMUNICATIONS TECHNOLOGY
10,,1503050200,TELECOMMUNICATIONS TECHNOLOGY,Dipl1,3,34,48,03 02 11 03,TELECOMMUNICATIONS TECHNOLOGY
10,,1505030200,ENERGY MANAGEMENT AND SYSTEMS TECHNOLOGY,AAS,5,83,80,03 02 11 03,ENERGY PRODUCTION AND DISTRIBUTION TECHNOLOGIES
10,,1505060200,"WATER QUALITY, WASTEWATER TREATMENT TECHNOLOGY",AAS,5,69,80,03 02 11 03,WATER ENVIRONMENTAL TECHNOLOGY
10,,1505060200,"WATER QUALITY, WASTEWATER TREATMENT TECHNOLOGY",Dipl1,3,35,48,03 02 11 03,WATER ENVIRONMENTAL TECHNOLOGY
10,,1505060200,"WATER QUALITY, WASTEWATER TREATMENT TECHNOLOGY",Dipl2,3,35,48,03 02 11 03,WATER TREATMENT SPECIALIST
10,,1505060200,"WATER QUALITY, WASTEWATER TREATMENT TECHNOLOGY",Dipl3,3,35,48,03 02 11 03,WASTEWATER SPECIALIST
10,,1513030200,ARCHITECTURAL DRAFTING/CAD/CADD TECHNOLOGY,AAS,5,69,80,03 02 11 03,ARCHITECTURAL TECHNOLOGY
10,,1513030200,ARCHITECTURAL DRAFTING/CAD/CADD TECHNOLOGY,Dipl1,3,35,48,03 02 11 03,ARCHITECTURAL TECHNOLOGY
10,,1513060200,MECHANICAL DRAFTING/CAD/CADD TECHNOLOGY,AAS,5,78,80,03 02 11 03,CAD/MECHANICAL ENGINEERING TECHNOLOGY
10,,1513060200,MECHANICAL DRAFTING/CAD/CADD TECHNOLOGY,Dipl1,3,42,48,03 02 11 03,CAD/MECHANICAL ENGINEERING TECHNOLOGY
10,,1616030200,SIGN LANGUAGE INTERPRETATION/TRANSLATION TECHNO.,ASCO,5,68,80,03 06 11 03,SIGN LANGUAGE INTERPRETER TRAINING PROGRAM
10,,1907090200,CHILD CARE MANAGEMENT,ASCO,4,63,64,03 06 11 03,EARLY CHILDHOOD EDUCATION
10,,1907090200,CHILD CARE MANAGEMENT,Cert2,2,18,32,03 06 11 03,EARLY CHILDHOOD PARAEDUCATOR
10,,1907090200,CHILD CARE MANAGEMENT,Dipl1,3,33,48,03 06 11 03,EARLY CHILDHOOD EDUCATION
10,,2203010200,LEGAL ADMINISTRATIVE  ASSISTANT  MANAGEMENT,AAS,4,62,64,03 02 11 03,LEGAL ADMINISTRATIVE ASSISTANT
10,,2203020200,LEGAL ASSISTANT/PARALEGAL MANAGEMENT,ASCO,4,63,64,03 06 11 03,PARALEGAL
10,,2612010200,BIOTECHNOLOGY,AAS,5,64,80,03 02 11 03,BIOTECHNOLOGY
10,,2612010200,BIOTECHNOLOGY,Cert2,1,14,16,03 02 11 03,BIOTECHNOLOGY
10,,2612010200,BIOTECHNOLOGY,Dipl1,3,40,48,03 02 11 03,BIOTECHNOLOGY
10,,3099990200,MULTIINTERDISCIPLINARY OCCUPATIONS,AAS,4,64,64,03 02 11 03,CAREER STUDIES
10,,4301020200,CORRECTIONS MANAGEMENT,ASCO,5,65,80,03 06 11 03,CORRECTIONS
10,,4301070200,CRIMINAL JUSTICE/POLICE SCIENCE TECHNOLOGY,ASCO,4,62,64,03 06 11 03,CRIMINAL JUSTICE
10,,4302010200,FIRE PROTECTION  AND SAFETY TECHNOLOGY,ASCO,4,63,64,03 06 11 03,FIRE SCIENCE MANAGEMENT
10,,4302010200,FIRE PROTECTION  AND SAFETY TECHNOLOGY,Cert1,2,18,32,03 06 11 03,FIRE SCIENCE MANAGEMENT
10,,4302030200,FIRE SCIENCE/FIREFIGHTING TECHNOLOGY,AAS,5,66,80,03 02 11 03,ENTRY-LEVEL FIREFIGHTER
10,,4302030200,FIRE SCIENCE/FIREFIGHTING TECHNOLOGY,Cert2,2,22,32,03 02 11 03,ENTRY-LEVEL FIREFIGHTER
10,,4302030200,FIRE SCIENCE/FIREFIGHTING TECHNOLOGY,Dipl1,3,36,48,03 02 11 03,ENTRY-LEVEL FIREFIGHTER
10,,4402010200,COMMUNITY ORGANIZATION AND ADVOCACY MANAGEMENT,ASCO,5,64,80,03 06 11 03,HUMAN SERVICES
10,,4407990200,DISABILITIES SERVICES MANAGEMENT,ASCO,5,64,80,03 06 11 03,DISABILITIES SERVICES CAREERS
10,,4407990200,DISABILITIES SERVICES MANAGEMENT,Cert2,1,9,16,03 06 11 03,CAREER AND TRANSITION SERVICES
10,,4407990200,DISABILITIES SERVICES MANAGEMENT,Cert3,1,12,16,03 06 11 03,EMPLOYMENT CONSULTANT
10,,4407990200,DISABILITIES SERVICES MANAGEMENT,Dipl1,3,33,48,03 06 11 03,DISABILITIES SERVICES CAREERS
10,,4600000200,CONSTRUCTION TECHNOLOGY,AAS,3,64,48,03 12 11 03,SKILLED TRADES
10,,4601010100,MASONRY TECHNICIAN,Dipl,2,33,32,03 02 11 03,MASONRY CONSTRUCTION
10,,4602010100,CARPENTRY TECHNICIAN,Dipl,2,36,32,03 02 11 03,CARPENTRY
10,,4605030100,PLUMBING TECHNICIAN,Dipl,2,36.5,32,03 02 11 03,PLUMBING TECHNOLOGY
10,,4701050200,INDUSTRIAL ELECTRONICS TECHNOLOGY,AAS,5,81,80,03 02 11 03,INDUSTRIAL MAINTENANCE & HVAC TECHNOLOGY
10,,4701050200,INDUSTRIAL ELECTRONICS TECHNOLOGY,Dipl1,3,46,48,03 02 11 03,INDUSTRIAL MAINTENANCE & HVAC TECHNOLOGY
10,,4702010100,HEATING/AC/VENTILATION/REFRIG. MAINTEN. TECHNI.,Dipl,2,36,32,03 02 11 03,HVAC INSTALLER
10,,4706030100,AUTOMOTIVE COLLISION TECHNICIAN,Dipl,3,44,48,03 02 11 03,AUTOMOTIVE COLLISION REPAIR
10,,4706040200,AUTOMOTIVE TECHNOLOGY,AAS,5,79,80,03 02 11 03,AUTOMOTIVE TECHNOLOGY
10,,4706050200,DIESEL MECHANICS TECHNOLOGY,AAS,4,64,64,03 02 11 03,DIESEL TRUCK TECHNOLOGY
10,,4805010200,MACHINE TOOL TECHNOLOGY,AAS,5,72,80,03 02 11 03,CNC MACHINING TECHNOLOGY
10,,4805010200,MACHINE TOOL TECHNOLOGY,Dipl1,3,41,48,03 02 11 03,CNC MACHINING TECHNOLOGY
10,,4805080200,WELDING TECHNOLOGY,AAS,4,63,64,03 02 11 03,WELDING TECHNOLOGY
10,,4805080200,WELDING TECHNOLOGY,Cert1,2,16,32,03 02 11 03,COMBINATION WELDING
10,,4805080200,WELDING TECHNOLOGY,Cert2,2,23,32,03 02 11 03,PIPE WELDING
10,,4805080200,WELDING TECHNOLOGY,Cert3,2,7,32,03 02 11 03,QUALITY ASSURANCE WELDING
10,,4805080200,WELDING TECHNOLOGY,Cert4,2,16,32,03 02 11 03,SHIELDED METAL ARC WELDING
10,,4805100200,COMPUTER NUMERICALLY CONTROLLED (CNC) MACHINIST TECHNOLOGY/CNC MACHINIST,AAS,5,86,80,03 02 11 03,ADVANCED MANUFACTURING ENGINEERING TECHNOLOGIES
10,,5004080200,INTERIOR DESIGN MANAGEMENT,AAS,5,67,80,03 02 11 03,INTERIOR DESIGN
10,,5106010100,DENTAL ASSISTANT,Dipl,3,46,48,03 02 11 03,DENTAL ASSISTING
10,,5106010200,"DENTAL ASSISTANT, ASSOC. DEGREE",AAS,4,64,64,03 02 11 03,DENTAL ASSISTING
10,,5106020200,DENTAL HYGIENE,AAS,6,86,96,03 02 11 03,DENTAL HYGIENE
10,,5106030200,DENTAL LABORATORY TECHNOLOGY,AAS,5,77,80,03 02 11 03,DENTAL TECHNOLOGY
10,,5107070200,HEALTH INFORMATION TECHNOLOGY,AAS,5,72.5,80,03 02 11 03,HEALTH INFORMATION TECHNOLOGY
10,,5107070200,HEALTH INFORMATION TECHNOLOGY,Dipl1,3,42.5,48,03 02 11 03,MEDICAL CODING
10,,5107080100,MEDICAL TRANSCRIPTION SPECIALIST,Dipl,3,38,48,03 02 11 03,MEDICAL TRANSCRIPTION
10,,5108010100,MEDICAL ASSISTANT,Dipl,3,42.5,48,03 02 11 03,MEDICAL ASSISTING
10,,5108010200,MEDICAL ASSISTANT-DEGREE,AAS,4,60.5,64,03 02 11 03,MEDICAL ASSISTING
10,,5108030200,OCCUPATIONAL THERAPIST ASSISTANT,AAS,5,80,80,03 02 11 03,OCCUPATIONAL THERAPY ASSISTANT
10,,5108050100,PHARMACY TECHNICIAN,Dipl,2,30.5,32,03 02 11 03,PHARMACY TECHICIAN
10,,5108060200,PHYSICAL THERAPIST ASSISTANT,AAS,5,75,80,03 02 11 03,PHYSICAL THERAPIST ASSISTANT
10,,5108080200,VETERINARY/ANIMAL HEALTH ASSISTANT TECHNOLOGY,AAS,6,81,96,03 02 11 03,VETERINARY TECHNICIAN
10,,5109030200,ELECTRONEUROENCEPHALOGRAPH TECHNOLOGY,AAS,5,71,80,03 02 11 03,ELECTRONEURODIAGNOSTIC TECHNOLOGY
10,,5109046200,PARAMEDIC SPECIALIST,AAS,5,74.5,80,03 02 11 03,PARAMEDIC
10,,5109080200,RESPIRATORY CARE THERAPY,AAS,6,82.5,96,03 02 11 03,RESPIRATORY THERAPIST
10,,5109090100,SURGICAL TECHNICIAN,Dipl,3,43.5,48,03 02 11 03,SURGICAL TECHNOLOGY
10,,5109090200,SURGICAL TECHNOLOGY,AAS,5,63.5,80,03 02 11 03,SURGICAL TECHNOLOGY
10,,5110040200,CLINICAL/MEDICAL LABORATORY TECHNOLOGY,AAS,6,81.5,96,03 32 11 03,MEDICAL LABORATORY TECHNOLOGY - NON-DEGREE
10,,5138010200,REGISTERED NURSING/REGISTERED NURSE,AAS,6,79.75,96,03 02 11 03,NURSING
10,,5139010100,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING,Dipl,3.5,46.25,56,03 02 11 03,NURSING
10,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,AAS,4,62,64,03 02 11 03,MANAGEMENT
10,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,ASCO,4,63,64,03 06 11 03,BUSINESS ADMINISTRATION
10,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,Cert3,2,16,32,03 02 11 03,HUMAN RESOURCES
10,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,Cert4,1,12,16,03 02 11 03,ENTREPRENEURSHIP
10,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,Cert5,2,18,32,03 02 11 03,PROJECT MANAGEMENT
10,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,Dipl1,3,38,48,03 02 11 03,BUSINESS PROJECT MANAGEMENT
10,,5202010200,BUSINESS ADMINISTRATION AND MANAGEMENT,Dipl2,2,30,32,03 02 11 03,EXECUTIVE BUSINESS
10,,5203010200,ACCOUNTING MANAGEMENT,AAS,4,63,64,03 02 11 03,ACCOUNTING
10,,5203010200,ACCOUNTING MANAGEMENT,ASCO,4,62,64,03 06 11 03,ACCOUNTING
10,,5203010200,ACCOUNTING MANAGEMENT,Cert1,2,16,32,03 02 11 03,TECHNICAL ACCOUNTING
10,,5204010100,ADMINISTRATIVE ASSISTANT  SPECIALIST,Dipl,3,35,48,03 02 11 03,OFFICE ASSISTANT
10,,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,AAS,4,62,64,03 02 11 03,ADMINISTRATIVE ASSISTANT
10,,5204010200,ADMINISTRATIVE SPECIALIST MANAGEMENT,Dipl1,2,32,32,03 02 11 03,OFFICE ASSISTANT
10,,5204070200,BUSINESS/OFFICE AUTOMATION/DATA ENTRY MANAGEMENT,AAS,4,63,64,03 02 11 03,INFORMATION SYSTEMS MANAGEMENT
10,,5204070200,BUSINESS/OFFICE AUTOMATION/DATA ENTRY MANAGEMENT,Cert1,2,14,32,03 02 11 03,DESKTOP PUBLISHING APPLICATIONS
10,,5204070200,BUSINESS/OFFICE AUTOMATION/DATA ENTRY MANAGEMENT,Cert2,2,15,32,03 02 11 03,PC APPLICATIONS
10,,5208010200,FINANCIAL MANAGEMENT,AAS,4,66,64,03 02 11 03,FINANCIAL SERVICES
10,,5208010200,FINANCIAL MANAGEMENT,ASCO,4,63,64,03 06 11 03,BANKING AND FINANCE
10,,5209010200,HOSPITALITY  MANAGEMENT,AAS,5,66.5,80,03 02 11 03,HOTEL MANAGEMENT
10,,5209010200,HOSPITALITY  MANAGEMENT,Dipl1,3,34,48,03 02 11 03,HOSPITALITY  MANAGEMENT
10,,5214010200,MARKETING MANAGEMENT,AAS,4,64,64,03 02 11 03,MARKETING MANAGEMENT
10,,5214010200,MARKETING MANAGEMENT,Cert2,2,16,32,03 02 11 03,RETAIL MARKETING
10,,5214010200,MARKETING MANAGEMENT,Cert4,1,16,16,03 02 11 03,SALES
10,,5214010200,MARKETING MANAGEMENT,Dipl1,2,32,32,03 02 11 03,RETAIL MARKETING
10,,5214010200,MARKETING MANAGEMENT,Dipl3,2,32,32,03 02 11 03,SALES
10,,5214010200,MARKETING MANAGEMENT,Dipl5,3,38,48,03 02 11 03,MARKETING MANAGEMENT
10,,5218010200,"SALES, DISTRIBUTION, AND MARKETING MANAGEMENT",ASCO,4,62,64,03 06 11 03,MARKETING
10,,5219040200,APPAREL AND ACCESSORIES MARKETING MANAGEMENT,AAS,4,62,64,03 02 11 03,APPAREL MERCHANDISING & DESIGN
10,,5219040200,APPAREL AND ACCESSORIES MARKETING MANAGEMENT,Dipl1,2,34,32,03 02 11 03,APPAREL MERCHANDISING & DESIGN
10,,5220010200,CONSTRUCTION MANAGEMENT,AAS,5,69,80,03 02 11 03,CONSTRUCTION MANAGEMENT
10,,5220010200,CONSTRUCTION MANAGEMENT,Cert1,2,12,32,03 02 11 03,CONSTRUCTION ESTIMATOR
10,,5220010200,CONSTRUCTION MANAGEMENT,Cert2,2,13,32,03 02 11 03,CONSTRUCTION SUPERVISION
11,,0101050200,AGRICULTURAL SUPPLIES AND SERVICES TECHNOLOGY,AAS,5,72,80,03 02 11 03,AGRICULTURAL SALES AND SERVICE AGRIBUSINESS
11,,0101050200,AGRICULTURAL SUPPLIES AND SERVICES TECHNOLOGY,CERT1,2,21,32,03 02 11 03,CERTIFICATE: AGRIBUSINESS AGRONOMY
11,,0101050200,AGRICULTURAL SUPPLIES AND SERVICES TECHNOLOGY,CERT2,2,21,32,03 02 11 03,CERTIFICATE: AGRIBUSINESS ANIMAL SCIENCE
11,,0101050200,AGRICULTURAL SUPPLIES AND SERVICES TECHNOLOGY,CERT3,2,20,32,03 02 11 03,CERTIFICATE: AGRIBUSINESS FARM MANAGEMENT
11,,0101050200,AGRICULTURAL SUPPLIES AND SERVICES TECHNOLOGY,CERT4,2,20,32,03 02 11 03,CERTIFICATE: AGRIBUSINESS SALES AND SERVICE
11,,0101050200,AGRICULTURAL SUPPLIES AND SERVICES TECHNOLOGY,CERT5,2,20,32,03 02 11 03,CERTIFICATE: AGRIBUSINESS AGRONOMY
11,,0103091000,VITICULTURE AND ENOLOGY,CERT,2,19,32,03 02 11 03,CERTIFICATE: VITICULTURE
11,,0103091000,VITICULTURE AND ENOLOGY,CERT1,2,18,32,03 02 11 03,ENOLOGY CERT
11,,0106990200,"LANDSCAPE, NURSERY, AND GARDEN CENTER TECHNOLOGY",AAS,5,71,80,03 02 11 03,LANDSCAPE/NURSERY/GARDEN CENTER MGMT.
11,,0106990200,"LANDSCAPE, NURSERY, AND GARDEN CENTER TECHNOLOGY",AAS1,5,71,80,03 02 11 03,COMMERCIAL HORTICULTURE - GREENHOUSE PRODUCTION EMPHASIS
11,,0106990200,"LANDSCAPE, NURSERY, AND GARDEN CENTER TECHNOLOGY",CERT2,2,21,32,03 02 11 03,CERTIFICATE: GREEN HOUSE PRODUCTION
11,,0106990200,"LANDSCAPE, NURSERY, AND GARDEN CENTER TECHNOLOGY",CERT3,2,23,32,03 02 11 03,CERTIFICATE: LANDSCAPE DESIGN
11,,0106990200,"LANDSCAPE, NURSERY, AND GARDEN CENTER TECHNOLOGY",CERT4,2,21,32,03 02 11 03,CERTIFICATE: TURF MAINTENANCE
