property_name_text,address_line1_text,address_line2_text,city_name_text,state_code,zip_code,county_name_text,property_on_site_phone_number,fha_number,contract_number,soa_description_text,property_category_name,client_group_name,client_group_type,total_assisted_unit_count,total_unit_count,owner_contact_indv_full_name,owner_organization_name,owner_address_line1,owner_address_line2,owner_city_name,owner_state_code,owner_zip_code,owner_zip4_code,owner_main_phone_number_text,owner_main_fax_number_text,owner_email_text,mgmt_contact_full_name,mgmt_agent_org_name,mgmt_agent_address_line1,mgmt_agent_address_line2,mgmt_agent_city_name,mgmt_agent_state_code,mgmt_agent_zip_code,mgmt_agent_zip4_code,mgmt_agent_main_phone_number,mgmt_agent_main_fax_number,mgmt_agent_email_text,project_manager_name_text,hub_name_text,servicing_site_name_text
HENRY M. JACKSON APARTMENTS,747 N 135TH ST,,SEATTLE,WA,98133,King,,127EH018,WA19T791002,202/8 Direct Loan/ Elderly-Handicapped,202/811,Wholly elderly congregate,Elderly,70,70,Ben J. Man,"Four Freedoms House of Seattle, Inc.",747 N 135th St,,Seattle,WA,98133,7449,206-364-2440,206-363-1578,need_email@hud.gov,Mark Hildebrandt,"Prudent Property Managers, Inc.",300 Seventy First Street,Suite 302,Miami Beach,FL,33141,3075,305 534-8241,305 531-0091,mhhildebrandt@prudentproperty.com,MARY ELLEN CASAREZ,Seattle,Seattle
HERITAGE APARTMENTS,9209 WASHINGTON BLVD SW,,TACOMA,WA,98498,Pierce,425-895-1454,,WA190044001,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,14,14,Joseph E Mayer,Joseph Mayer,312 South 112th,1st Interstate Bank of WA Trust Dept.,Tacoma,WA,98444,5716,(253) 539-1208,(253) 536-0384,A1Builder@aol.com,Brian P. Reeder,Reeder Management Inc.,PO Box 99250,,TACOMA,WA,98499,0000,(253) 584-6732,(253) 588-1619,need_email@hud.gov,KATHY KLEIN,Seattle,Seattle
HERITAGE APTS,105 LIPPERT DR W,,PORT ORCHARD,WA,98366,Kitsap,,,WA19R000019,,"Subsidized, No HUD Financing",Partially elderly handicapped,Elderly,56,57,Norma McLaughlin,Heritage Apartments Limited Partnership,345 6th Street Suite 100,,Bremerton,WA,98337,,(360)535-6142,(360)535-6107,caldwellt@housingkitsap.org,Tony Caldwell,Kitsap County Consolidated Housing Authority,"345 6th Street, Suite 100",,Bremerton,WA,98337,,360-535-6100,360-535-6107,gravesj@kccha.org,MARY ELLEN CASAREZ,Seattle,Seattle
HERITAGE HOMES,416 W CRAWFORD ST,,DEER PARK,WA,99006,Spokane,509-276-3223,,WA19R000015,,"Subsidized, No HUD Financing",Elderly,Elderly,15,15,Janell Chilberg,Heritage Homes,PO Box 1162,,Deer Park,WA,99006,1162,509-276-3223,509-276-5895,chilberg.heritagehomes@gmail.com,Dennis E. Chilberg,Heritage Homes,PO Box 1162,,Deer Park,WA,99006,1162,509-276-3223,509-276-5895,chilberg.heritagehomes@gmail.com,BRENDA PAYETTE-ZEH,Seattle,Seattle
Heritage Woods,16518 NE 91st Street,,Redmond,WA,98052,King,,12711189,,223(f) Refi/ Purchase Apts,Insured-Unsubsidized,Indv. families - not eld/ handicap,Family,0,59,Patricia Walker,Heritage Woods Associates LP,12011 NE 1st St,,Bellevue,WA,98005,4827,425-709-6510,425-646-4024,patricia@bennetthomes.com,Lori Larsen,"Quantum Management Services, Inc","3810 196th Street SW, Suite 10",PO Box 2170,Lynnwood,WA,98036,,425-776-1294,425-776-1073,repmand@quantumms.com,LEONA L BLANKENSHIP,Seattle,Anchorage
HIDDEN FIRS,6039 208TH ST SW,,LYNNWOOD,WA,98036,Snohomish,,,WA19M000178,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,56,62,John T. Tran,H. Firs L.L.C.,"1618 S. Lane Street, Suite 203",,Seattle,WA,98114,,(206) 261-5646,(206) 726-8882,jtran@rainierltc.com,John T. Tran,Rainier Pacific Management,PO Box 3003,,Seattle,WA,98114,3003,(206) 726-1144,(206) 726-1155,,KATHY KLEIN,Seattle,Seattle
HIFUMI EN APARTMENTS,926 E 8TH AVE,,SPOKANE,WA,99202,Spokane,509-534-2339,,WA19M000159,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,41,41,Steve Cervantes,Spokane Housing Authority,55 W. Mission Ave.,,Spokane,WA,99201,2398,509-252-7139,509-323-2364,scervantes@spokanehousing.org,Mystery Couture,Spokane Housing Authority,55 W. Mission Ave.,,Spokane,WA,99201,2398,509-252-7139,509-323-2364,scervantes@spokanehousing.org,JOHN A DEMBOSKI,Seattle,Seattle
Highland Park,5015 NE 66th Ave,,Vancouver,WA,98661,Clark,,126EE057,OR16S051002,202 Capital Advance for Elderly,202/811,,,55,56,Kris Hanson,Highland Park Non-Profit Housing,C/O Kris Hanson,2500 Main St. Ste 210,Vancouver,WA,98660,,360-993-9503,360-694-8369,khanson@vhausa.com,Vicki McCarry,Housing Authority of Vancouver,2500 Main St Ste 100,,Vancouver,WA,98660,2697,(360) 694-2501,(360) 993-9594,khanson@vhausa.com,JOHN A DEMBOSKI,Seattle,Seattle
HIGHLANDS EAST,700 NW 185TH ST,,SEATTLE,WA,98177,King,206-542-1637,,WA190049009,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,41,42,Howard O. Wilson,,403 Howell Way,,Edmonds,WA,98020,4186,(425) 672-1100,(425) 712-3405,bilwil@msn.com,Bill Wilson,HIGHLAND MANAGEMENT,403 Howell Way,,Edmonds,WA,98020,0000,(425)672-1100,(425) 712-3405,bilwil@msn.com,BRENDA PAYETTE-ZEH,Seattle,Seattle
Hill Crest Apartments,7524 35th Ave SW,,Seattle,WA,98126,King,,12711178,,223(f) Refi/ Purchase Apts,Insured-Unsubsidized,,,0,71,John Stephanus,"Hill Crest West Seattle, L.L.C.",219 East Garfield Street,,Seattle,WA,98052,,206-505-5275,206-505-8205,baustin@epicasset.com,John Stephanus,"Epic Asset Management, Inc.",219 East Garfield Street,Suite 600,Seattle,WA,98102,,206-505-5275,206-505-8205,baustin@epicasset.com,MARY ELLEN CASAREZ,Seattle,Seattle
HILLCREST - MOSES LAKE ESTATES,845 E HILL AVENUE,,MOSES LAKE,WA,98837,Grant,509-765-1443,171GG001,WA190021008,Green Retrofit Grant,Subsidized-Green Retrofit,Indv. families - not eld/ handicap,Family,26,40,Paul Chiocco,"Mercy Properties Washington I, LLC","1999 Broadway, Suite 1000",Attn: Teresa Walorski,Denver,CO,80202,,303-830-3300,877-693-7945,twalorski@mercyhousing.org,Laurie Patten,Mercy Housing Management Group,"1999 Broadway, Suite 1000",Attn: Teresa Walorski,Denver,CO,80202,,303-830-3300,877-693-7945,twalorski@mercyhousing.org,BRENDA PAYETTE-ZEH,Seattle,Seattle
HILLCREST APARTMENTS,300 N FORD AVE,,CONNELL,WA,99326,Franklin,(509)234-7771,,WA19M000110,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,50,50,Michael S Wasnick,Connell Associates Ltd.,5474 NE Falcon Ridge Ln,,Poulsbo,WA,98370,8922,(360) 394-9657,(360) 394-9658,mandm2000@embarqmail.com,Michael S. Wasnick,Connell Associates Ltd.,5474 NE Falcon Ridge Ln,,Poulsbo,WA,98370,8922,(360) 394-9657,(360) 394-9658,mandm2000@embarqmail.com,BRENDA PAYETTE-ZEH,Seattle,Seattle
HILLCREST VILLAGE,501 ARMSTRONG ST,,WILBUR,WA,99185,Lincoln,509-467-3036,,WA19R000031,,"Subsidized, No HUD Financing",Elderly,Elderly,20,20,Lisa L. Sullivan,WILBUR ASSOCIATES,PO BOX 10,,COLBERT,WA,99005,0010,(509) 467-3036,(509) 467-3079,prmgt@concentric.net,Lisa L. Sullivan,PINE RIVER MANAGEMENT,P.O. Box 10,,COLBERT,WA,99005,0010,(509) 467-3036,(509) 467-3079,prmgt@concentric.net,BRENDA PAYETTE-ZEH,Seattle,Seattle
HILL-N-DALE APTS,8719 N HILL N DALE ST,,SPOKANE,WA,99218,Spokane,,17144020,17144020SUP,236(j)(1)/ Lower Income Families,Insured-Subsidized,Indv. families - not eld/ handicap,Family,14,74,John  Cozza,HILL-N-DALE DEVELOPMENT CO,216 E Franklin,,Nine Mile Falls,WA,99216,,(509) 464-0617,,bob@mcvicarsassoc.com,John Bennett,"Black Realty Management, Inc.",107 S Howard St Ste 600,,Spokane,WA,99201,3818,(509) 623-1000,(509) 622-3500,www.naiblack.com,MARY ELLEN CASAREZ,Seattle,Seattle
HILLTOP HOUSE APARTMENTS,1005 TERRACE Street,,SEATTLE,WA,98104,King,206-624-5704,127SH014,,202 Direct Loan/ Elderly/ Pre - 1974,202/811,Wholly Elderly Housekeeping,Elderly,0,124,Muriel Jones-Cashdollar,HILLTOP HOUSE INC,1005 Terrace St,,Seattle,WA,98104,2463,(206) 624-5704,(206) 682-9882,hilltophouse@w-link.net,Darla O'Brian,HILLTOP HOUSE INC,1005 Terrace St,,Seattle,WA,98104,2463,(206) 624-5704,(206) 682-9882,hilltophouse@w-link.net,MARY ELLEN CASAREZ,Seattle,Seattle
HILLYARD PLAZA,2808 E SANSON AVE,,SPOKANE,WA,99207,Spokane,(509) 489-7271,17111036,WA19M000138,223(f) Refi/ Purchase Apts,Insured-Subsidized,Wholly Elderly Housekeeping,Elderly,59,59,Russ K Francisco,HILLYARD PLAZA LTD PART,116 WARREN AVE N SUITE A,,SEATTLE,WA,98109,,(206) 283-6888,(206) 283-6880,rfrancisco@panpacificproperties.com,Russ Francisco,PAN PACIFIC PROPERTIES INC,116 Warren Avenue N.,Suite A,SEATTLE,WA,98109,,(206) 441-8866,(206) 441-8333,rfrancisco@panpacificproperties.com,LEONA L BLANKENSHIP,Seattle,Anchorage
HOLDEN VISTA APARTMENTS,1212 SW HOLDEN ST,,SEATTLE,WA,98106,King,(206)767-4998,,WA19M000202,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,16,16,Christopher D. Persons,CAPITOL HILL HSG IMPROVMNT PROG (CHHIP),"1402 THIRD AVE, STE 200",,SEATTLE,WA,98101,2118,(206) 329-7303,(206) 329-1857,jfleming@capitolhillhousing.org,Doug Repman,"Quantum Management Services, Inc","3810 196th Street SW, Suite 10",PO Box 2170,Lynnwood,WA,98036,,425-776-1294,425-776-1073,repmand@quantumms.com,MARY ELLEN CASAREZ,Seattle,Seattle
Holman Gardens,12912 East 12th Avenue,,Spokane Valley,WA,99216,Spokane,(509) 927-2300,,,,Insured-Unsubsidized,,,0,96,R. Glen Pierce,"Holman Gardens Retirement Community, LLC",12912 E 12th Ave,,Spokane Valley,WA,99216,0580,,,need_email@hud.gov,Linda Hubble,"SPOKANE BAPTIST ASSOCIATION HOMES, INC",7007  N WISCOMB  STREET,,SPOKANE,WA,99208,5479,(509) 489-7612,(509) 489-1689,need_email@hud.gov,MARY ELLEN CASAREZ,Seattle,Seattle
HOMESTEAD APARTMENTS,20619 108TH AVE SE,,KENT,WA,98031,King,253-852-0834,,WA190048001,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,25,27,Joseph E. Mayer,Joseph Mayer,312 South 112th,1st Interstate Bank of WA Trust Dept.,Tacoma,WA,98444,5716,(253) 539-1208,(253) 536-0384,A1Builder@aol.com,Brian P. Reeder,Reeder Management Inc.,PO Box 99250,,TACOMA,WA,98499,0000,(253) 584-6732,(253) 588-1619,need_email@hud.gov,KATHY KLEIN,Seattle,Seattle
HOMEWOOD TERRACE I,30030 38th Ave. So.,,AUBURN,WA,98001,King,253-839-9435,,WA19L000041,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,21,44,Laurie Gunter,HOMEWOOD TERRACE MUTUAL HOMES INC,30030   38TH S AVE,,AUBURN,WA,98001,0000,(253) 839-9435,(253) 839-8348,office@homewoodterrace.com;  judyathwt@yahoo.com,Judy  Ashley,HOMEWOOD TERRACE MUTUAL HOMES INC,30030   38TH S AVE,,AUBURN,WA,98001,0000,(253) 839-9435,(253) 839-8348,office@homewoodterrace.com;  judyathwt@yahoo.com,BRENDA PAYETTE-ZEH,Seattle,Seattle
HOMEWOOD TERRACE II,30030 38th Ave. So.,,AUBURN,WA,98001,King,253-839-9435,12744168,WA19L000037,236(j)(1)/ Lower Income Families,Insured-Subsidized,Indv. families - not eld/ handicap,Family,21,50,Laurie Gunter,HOMEWOOD TERRACE MUTUAL HOMES INC,30030   38TH S AVE,,AUBURN,WA,98001,0000,(253) 839-9435,(253) 839-8348,office@homewoodterrace.com;  judyathwt@yahoo.com,Judy  Ashley,HOMEWOOD TERRACE MUTUAL HOMES INC,30030   38TH S AVE,,AUBURN,WA,98001,0000,(253) 839-9435,(253) 839-8348,office@homewoodterrace.com;  judyathwt@yahoo.com,BRENDA PAYETTE-ZEH,Seattle,Seattle
HOMEWOOD TERRACE III,30030 38th Ave. So.,,AUBURN,WA,98001,King,253-839-9435,12744194,WA19L000038,236(j)(1)/ Lower Income Families,Insured-Subsidized,Indv. families - not eld/ handicap,Family,47,68,Laurie Gunter,HOMEWOOD TERRACE MUTUAL HOMES INC,30030   38TH S AVE,,AUBURN,WA,98001,0000,(253) 839-9435,(253) 839-8348,office@homewoodterrace.com;  judyathwt@yahoo.com,Judy  Ashley,HOMEWOOD TERRACE MUTUAL HOMES INC,30030   38TH S AVE,,AUBURN,WA,98001,0000,(253) 839-9435,(253) 839-8348,office@homewoodterrace.com;  judyathwt@yahoo.com,BRENDA PAYETTE-ZEH,Seattle,Seattle
HONEYSUCKLE APTS,202 19TH AVE E,,SEATTLE,WA,98112,King,(206) 325-1686,12735270,WA190023009,221d4 NC/SR,Insured-Subsidized,Wholly Elderly Housekeeping,Elderly,30,30,Marian Honeysuckle,Honeysuckle and Associates,7850 S 113th St,"c/o Marian C. Honeysuckle, Trustee",Seattle,WA,98178,0000,(206) 296 8160,,need_email@hud.gov,Tom Anderson,"United Marketing, Inc.",P.O. Box 3080,,Bellevue,WA,98009,3080,425-562-1200,425-957-0425,tanderson@uminc.net,KATHY KLEIN,Seattle,Seattle
Hostmark of Village Cove,703 NE HOSTMARK ST,,POULSBO,WA,98370,Kitsap,360-779-4687,,WA190025011,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,30,30,Kenneth S. Robertson,Hostmark Village Cove LLC,3803 E Casselle Ave,,Orange,CA,92869,5346,714-628-1654,714-628-1657,recinda@riversidecharitable.org,,"Professional Property Management, LLC",973 Featherstone Road,Suite 300,Rockford,IL,61107,,(815) 397-3755,(815) 397-3931,GerryWalters@ppmil.com,MARY ELLEN CASAREZ,Seattle,Seattle
Hostmark of Village Cove,703 NE HOSTMARK ST,,POULSBO,WA,98370,Kitsap,360-779-4687,,WA198023002,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,30,30,Kenneth S. Robertson,Hostmark Village Cove LLC,3803 E Casselle Ave,,Orange,CA,92869,5346,714-628-1654,714-628-1657,recinda@riversidecharitable.org,,"Professional Property Management, LLC",973 Featherstone Road,Suite 300,Rockford,IL,61107,,(815) 397-3755,(815) 397-3931,GerryWalters@ppmil.com,MARY ELLEN CASAREZ,Seattle,Seattle
Hostmark of Village Cove,703 NE HOSTMARK ST,,POULSBO,WA,98370,Kitsap,360-779-4687,,WA19M000045,,Subsidized - Previously Insured,Wholly Elderly Housekeeping,Elderly,60,60,Kenneth S. Robertson,Hostmark Village Cove LLC,3803 E Casselle Ave,,Orange,CA,92869,5346,714-628-1654,714-628-1657,recinda@riversidecharitable.org,,"Professional Property Management, LLC",973 Featherstone Road,Suite 300,Rockford,IL,61107,,(815) 397-3755,(815) 397-3931,GerryWalters@ppmil.com,MARY ELLEN CASAREZ,Seattle,Seattle
Hudesman House,256 Hudesman Lane,,Colville,WA,99014,Stevens,,171EE033,,202 Capital Advance for Elderly,202/811,,,0,0,,,,,,,,,,,,,,,,,,,,,,,BRENDA PAYETTE-ZEH,Seattle,Seattle
HUTCHISON HOUSE,105 MT PARK BLVD SW,,ISSAQUAH,WA,98027,King,(425) 562-1200,12711131,WA19T801001,223(f) Refi/ Purchase Apts,Insured-Subsidized,Elderly,Elderly,90,90,Hank Thomas,Eastside Home Assoc,PO Box 3080,,Bellevue,WA,98009,0000,(425) 562-1200,(425) 957-0425,need_email@hud.gov,Thomas E. Anderson,"United Marketing, Inc.",P.O. Box 3080,,Bellevue,WA,98009,3080,425-562-1200,425-957-0425,tanderson@uminc.net,KATHY KLEIN,Seattle,Seattle
IMPERIAL APARTMENTS,1427 East Pike Street,,SEATTLE,WA,98122,King,(206)324-1840,,WA19M000135,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,14,15,William Lowe,FIRST A M E CHURCH HSG CORP,1801 E Yesler Way,,SEATTLE,WA,98122,5747,(206) 399-6175,(206) 208-7166,need_email@hud.gov,Doug Repman,"Quantum Management Services, Inc","3810 196th Street SW, Suite 10",PO Box 2170,Lynnwood,WA,98036,,425-776-1294,425-776-1073,repmand@quantumms.com,MARY ELLEN CASAREZ,Seattle,Seattle
IMPERIAL APARTMENTS,1427 East Pike Street,,SEATTLE,WA,98122,King,(206)324-1840,,WA19L000004,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,14,15,William Lowe,FIRST A M E CHURCH HSG CORP,1801 E Yesler Way,,SEATTLE,WA,98122,5747,(206) 399-6175,(206) 208-7166,need_email@hud.gov,Doug Repman,"Quantum Management Services, Inc","3810 196th Street SW, Suite 10",PO Box 2170,Lynnwood,WA,98036,,425-776-1294,425-776-1073,repmand@quantumms.com,MARY ELLEN CASAREZ,Seattle,Seattle
IMPERIAL HOUSE,520 S Main St,,Seattle,WA,98104,King,(206) 624-1845,12735287,WA190023004,221d4 NC/SR,Insured-Subsidized,Wholly Elderly Housekeeping,Elderly,96,96,Orville  Cohen,Imperial House Associates Limited Partnership,4554 California Ave SW,,Seattle,WA,98116,,(206) 382-2909,(206) 382-2904,kristen_hansen@qwest.net,Orville  Cohen,Washington Management Company,4554 California Ave SW,,SEATTLE,WA,98116,0000,(206) 382-2909,(206) 382-2904,need_email@hud.gov,MARY ELLEN CASAREZ,Seattle,Seattle
INTERNATIONAL HOUSE,607 South Maynard Avenue,,SEATTLE,WA,98104,King,(206) 682-6996,12735445,WA190023014,221d4 NC/SR,Insured-Subsidized,Elderly,Elderly,98,99,Stanley Harrelson,"International House Affiliates, LLC",c/o Cascade Affordable Housing,"5055 Keller Springs Road, Suite 400",Addison,TX,75001,,407-949-3235,,amesser@pinnaclefamily.com,Stanley Harrelson,"American Management Svcs, LLC. dba Pinnacle",C/O Anne Messer,"2600 Lake Lucien Drive, Ste 300",Orlando,FL,32751,,4079493235,4076188275,amesser@pinnaclefamily.com,KATHY KLEIN,Seattle,Seattle
International Place Apartments,1701 E 44th Street,,Tacoma,WA,98404,Pierce,,127EE051,WA19S041003,202 Capital Advance for Elderly,202/811,,,54,54,Peter J. Ansara,International Place Council,125 E 96th St,,Tacoma,WA,98445,2001,(253) 535-4202,,need_email@hud.gov,,Allied Group Inc.,221 Wells Ave S Ste 100,,Renton,WA,98055,2162,(425) 226-5150,(425) 226-6998,colleen@alliedgroup.net,SCOTT A JULLIAN,Seattle,Seattle
ISSAQUAH GARDENS,845 2ND AVE NW,,ISSAQUAH,WA,98027,King,(425) 557-5842,,WA190004015,,"Subsidized, No HUD Financing",Elderly,Elderly,21,35,Dean Kayler,Dean & Leslie Kayler,425 Cape Dr,,Friday Harbor,WA,98250,8479,360 378 3861,,fishcreek@rockisland.com,Doug Repman,"Quantum Management Services, Inc","3810 196th Street SW, Suite 10",PO Box 2170,Lynnwood,WA,98036,,425-776-1294,425-776-1073,repmand@quantumms.com,MARY ELLEN CASAREZ,Seattle,Seattle
J.G. Commons Senior Housing,17300 96th Pl SW,,Vashon,WA,98070,King,,127EE026,WA19S991004,202 Capital Advance for Elderly,202/811,Elderly,Elderly,21,21,Chris Szala,VHH-JG COMMONS,PO BOX 413,,VASHON,WA,98070,,(206)463-5223,,need_email@hud.gov,Chris Szala,Vashon HouseHold,17300 96th Place SW,,Vashon,WA,98070,,206-463-6454,206-463-1435,vhh@vashonhousehold.org,SCOTT A JULLIAN,Seattle,Seattle
JACKSON APTS,670 S JACKSON ST,,SEATTLE,WA,98104,King,206-624-8929,12735464,WA19A001002,223(a)(7) Refi of 221d4 NC/SR,Insured-Subsidized,Elderly,Elderly,17,17,Hiromi  Nishimura,Jackson Apt Corp,C/O SCIDPDA,PO Box 3302,Seattle,WA,98114,0000,(206) 624-8929,(206)467-6376,need_email@hud.gov,Maiko Winkler-Chin,SCIDPDA,PO Box 3302,,Seattle,WA,98114,0000,(206) 624-8929,(206) 467-6376,need_email@hud.gov,KATHY KLEIN,Seattle,Seattle
Jadwin Stevens Apartments,1851 Jadwin Avenue,,Richland,WA,99352,Benton,(509) 946-4195,17111025,,223(f) Refi/ Purchase Apts,Insured-Unsubsidized,Indv. families - not eld/ handicap,Family,0,132,Robert W. Young,"Jadwin Stevens Apartments, LLC",1851 Jadwin Ave,,Richland,WA,99354,2518,(509) 946-4195,415-668-7047,rwyassoc@yahoo.com,,"Riverstone Residential West, LLC",5575 DTC Parkway suite 250,Attn: Jim Kosiara,Greenwood Village,CO,80111,,303 386-8380,303 217-8401,jkosiara@riverstoneres.com,BRENDA PAYETTE-ZEH,Seattle,Seattle
JOSEPH COVE,700 Fairview Ave,,Bridgeport,WA,98813,Douglas,509-686-4731,,WA190015006,,"Subsidized, No HUD Financing",Indv. families - not eld/ handicap,Family,18,18,Carol L Anderson,Housing Authority of Grant County,1139 Larson BLVD,,Moses Lake,WA,98837,0000,(509) 762-5541,(509) 762-2202,canderson@hagc.net,,"United Marketing, Inc.",P.O. Box 3080,,Bellevue,WA,98009,3080,425-562-1200,425-957-0425,tanderson@uminc.net,KATHY KLEIN,Seattle,Seattle
JUANITA VIEW,11807 101st Pl. NE,,KIRKLAND,WA,98034,King,,,WA19L000019,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,51,94,Tom Wroblewski.,Juanita View Association,9125 South 15th Place,,Seattle,WA,98108,0000,(206) 764-0310,(206) 764-0358,loris@iam75l.org,Doug Repman,"Quantum Management Services, Inc","3810 196th Street SW, Suite 10",PO Box 2170,Lynnwood,WA,98036,,425-776-1294,425-776-1073,repmand@quantumms.com,MARY ELLEN CASAREZ,Seattle,Seattle
JUNIPERWOOD APARTMENTS,680 NW JUNIPER ST,,ISSAQUAH,WA,98027,King,206-302-2271,127EH142,WA19T881001,202/8 Direct Loan/ Elderly-Handicapped,202/811,Chronically Mentally Ill,Disabled,20,20,Paul Eisenhauer,EASTSIDE RESIDENTIAL OPPORTUNITIES,1600 East Olive Street,,SEATTLE,WA,98122,0000,(425) 889-9100,(425) 889-7196,paule@smh.org,Paul Eisenhauer,Sound Mental Health,1600 E Olive St,,Seattle,WA,98122,2799,(206) 302-2200,(206) 302-2279,paule@smh.org,BRENDA PAYETTE-ZEH,Seattle,Seattle
KANIKSU VILLAGE,109-3 E 5TH AVE,,METALINE FALLS,WA,99153,Pend Oreille,509-446-4100,,WA19M000156,,Subsidized - Previously Insured,Partially elderly handicapped,Elderly,22,22,Janis Steele-Haglund,KANIKSU VILLAGE INC,PO Box 365,,METALINE FALLS,WA,99153,0000,(509) 446-2672,(509) 446-4815,kanderson@uminc.net,Tom Anderson,"United Marketing, Inc.",P.O. Box 3080,,Bellevue,WA,98009,3080,425-562-1200,425-957-0425,tanderson@uminc.net,KATHY KLEIN,Seattle,Seattle
KATERI HOUSE,510 24TH AVENUE SOUTH,,SEATTLE,WA,98144,King,206-329-0676,127EH118,WA19T841008,202/8 Direct Loan/ Elderly-Handicapped,202/811,Indv. families - not eld/ handicap,Family,8,8,Lawrence E. Hard,Kateri House Housing Association,120 6th Ave N,P O Box 19028,Seattle,WA,98109,5002,206-615-3500,206-615-3539,ttierney@seattlehousing.org,Andrew Lofton,Seattle Housing Authority,190 Queen Anne Ave N,,Seattle,WA,98109,4968,(206) 615-3500,(206) 615-3504,execdirector@seattlehousing.org,KATHY KLEIN,Seattle,Seattle
KAWABE MEMORIAL HOUSE,221 18TH AVE S,,SEATTLE,WA,98144,King,206-322-4550,,WA19L000008,,Insured-Subsidized,Wholly Elderly Housekeeping,Elderly,80,154,Dale Kaku,KAWABE MEMORIAL HOUSE INC,221 18th Avenue South,,SEATTLE,WA,98144,2152,(206) 322-4550,(206) 329-3330,connie.devaney@gmail.com,Connie  Devaney,KAWABE MEMORIAL HOUSE INC,221 18th Avenue South,,SEATTLE,WA,98144,2152,(206) 322-4550,(206) 329-3330,connie.devaney@gmail.com,KATHY KLEIN,Seattle,Seattle
KENNEWICK GARDEN COURT,955 W 5TH AVE,,KENNEWICK,WA,99336,Benton,,,WA19H060011,,"Subsidized, No HUD Financing",Elderly,Elderly,26,27,Larry  Blake,"Chehalis Garden, LLC",1900 Avenue of the Stars,Suite 2470,Los Angeles,CA,90067,,(310) 557-3788,(310) 557-9981,larryblake@seniormanagementconcepts.net,Thomas E. Anderson,"United Marketing, Inc.",P.O. Box 3080,,Bellevue,WA,98009,3080,425-562-1200,425-957-0425,tanderson@uminc.net,KATHY KLEIN,Seattle,Seattle
Kennewick Perry Suites,3826 W. Kennewick Avenue,,Kennewick,WA,99336,Benton,,171HD026,,811 Capital Advance for Disabled,202/811,,,0,0,,,,,,,,,,,,,,,,,,,,,,,BRENDA PAYETTE-ZEH,Seattle,Seattle
KENWOOD SQUARE,1225 NW NYE ST,,PULLMAN,WA,99163,Whitman,509-338-4228,17138012,WA190020009,223(a)(7) Refi of 231 Elderly,Insured-Subsidized,Wholly Elderly Housekeeping,Elderly,39,39,Kimberly Donohue,Kenwood Square LLC,350 SE Fairmont Rd,,Pullman,WA,99163,5500,(509) 334-9147,509-334-9105,cac@cacwhitman.com,Kimberly Donohue,"Community Action Center, Inc.",350 SE Fairmont Rd,,Pullman,WA,99163,5500,(509)334-9147,(509)334-9105(fax),cac@cacwhitman.com,KATHY KLEIN,Seattle,Seattle
KENYON HOUSE APTS,530 S DIVISION ST,,BUCKLEY,WA,98321,Pierce,360-829-0487,,WA19L000010,,Subsidized - Previously Insured,Indv. families - not eld/ handicap,Family,18,18,Roy Lee,"Kenyon House Company, LP","Security Properties, Inc.",1201 Third Avenue Suite 5400,Seattle,WA,98101,,(206) 628-8047,,need_email@hud.gov,Gail Duke,Madrona Ridge Residential LLC,"1201  Third Avenue, Suite 5400",,Seattle,WA,98101,3031,206-926-6146,206-628-8031,philissas@madronaridge.net,KATHY KLEIN,Seattle,Seattle
Keystone Corners,2232 East lst Avenue,,Spokane,WA,99202,Spokane,,171HD018,WA19Q061001,811 Capital Advance for Disabled,202/811,,,18,18,David Panken,Keystone Unlimited,David Pankin,103 E 1st Avenue,Spokane,WA,99202,,509-838-6541,,lorraine@khco.com,Tami Dolson,Goodale & Barbieri Company,818 W Riverside Ave. #300,,Spokane,WA,99201,,509-459-6102,509-344-4939,kim.conway@g-b.com,SCOTT A JULLIAN,Seattle,Seattle
KINCAID COURT APARTMENTS,6210 PARKER ROAD EAST,,SUMNER,WA,98390,Pierce,253-863-8818,,WA19T841002,,Subsidized - Previously 202/811,Wholly Elderly Housekeeping,Elderly,39,40,John R. Hickman,Kincaid Housing,100 23rd Ave South,,Seattle,WA,98144,,206 328-5731,206 328-5692,johnh@ccsw.org,John R. Hickman,Archdiocesan Housing Authority,100 23rd Av. South,,SEATTLE,WA,98144,,(206) 328-5731,(206) 328-5692,johnh@ccsww.org,KATHY KLEIN,Seattle,Seattle
