DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation,DAIO - Data I/O Corporation
1995-09-14,9,9.125,8.625,8.625,68400
1995-09-13,8.75,9,8.625,9,121500
1995-09-12,8.75,9.25,8.75,8.875,93200
1995-09-11,9,9,8.75,8.75,12200
1995-09-08,8.63,9.125,8.625,8.75,67000
1995-09-07,8,8.75,8,8.625,134700
1995-09-06,8.38,8.5,7.875,8.25,165000
1995-09-05,8.75,8.75,8.25,8.375,47400
1995-09-01,8.5,8.75,8.5,8.5,36600
1995-08-31,8.75,8.75,8.5,8.75,24700
1995-08-30,8.25,8.75,8.25,8.75,40500
1995-08-29,8.38,8.625,8.25,8.438,65700
1995-08-28,8.75,8.875,8.375,8.5,27100
1995-08-25,8.63,8.875,8.625,8.75,18800
1995-08-24,8.75,9,8.5,8.75,46500
1995-08-23,8.75,9,8.75,9,18500
1995-08-22,9.25,9.5,8.5,9,154000
1995-08-21,9.13,9.75,9,9.25,179500
1995-08-18,8.25,9.125,8.25,9.125,215000
1995-08-17,8,8.25,7.875,8.25,122000
1995-08-16,7.88,8.25,7.875,8.125,46800
1995-08-15,8.125,8.125,7.625,7.75,89400
1995-08-14,8.13,8.375,7.875,7.875,79100
1995-08-11,8.25,8.5,7.875,8.25,101500
1995-08-10,8.875,8.875,7.875,8.375,118100
1995-08-09,8.75,9,8.5,8.5,89100
1995-08-08,8.88,9.125,8.625,9,97900
1995-08-07,7.88,9,7.875,8.875,195800
1995-08-04,8.38,8.5,7.875,7.875,218200
1995-08-03,9.875,9.875,7.875,8.625,415400
1995-08-02,10,10.125,9.625,9.875,67700
1995-08-01,10.25,10.25,9.75,9.75,68900
1995-07-31,9.88,10.375,9.75,10,267500
1995-07-28,10.25,10.5,9.625,9.75,271800
1995-07-27,12.38,12.625,10.125,10.5,579900
1995-07-26,10.75,12.125,10.75,12,405200
1995-07-25,10.5,11,10.25,11,154100
1995-07-24,10.625,10.625,10.25,10.375,120900
1995-07-21,10.5,10.625,10.25,10.25,60000
1995-07-20,9.63,10.375,9.625,10.375,145400
1995-07-19,11.13,11.5,9.25,9.875,359300
1995-07-18,11.25,11.75,11.125,11.5,372600
1995-07-17,10.38,11.5,10.13,11,441700
1995-07-14,10.13,10.375,9.5,10.375,216300
1995-07-13,10.75,10.75,10.125,10.125,133600
1995-07-12,10.75,10.875,10.5,10.75,90500
1995-07-11,10.63,11,10.5,10.75,230500
1995-07-10,10.13,10.625,10.125,10.625,491400
1995-07-07,9.63,10.125,9.375,10,211600
1995-07-06,9.5,9.5,9.25,9.5,83300
1995-07-05,9.5,9.5,9.25,9.375,158900
1995-07-03,9.25,9.5,9.125,9.188,154200
1995-06-30,8.875,8.875,8.625,8.75,27900
1995-06-29,9.125,9.125,8.625,8.875,76400
1995-06-28,9,9.25,8.875,9,57800
1995-06-27,9.25,9.25,8.75,9,249100
1995-06-26,9,9.375,9,9,84900
1995-06-23,9.25,9.25,9,9.125,77600
1995-06-22,9.5,9.5,8.875,9.25,121600
1995-06-21,9.38,9.625,9.25,9.375,130200
1995-06-20,9.625,9.625,9.375,9.375,97800
1995-06-19,9.5,9.625,9.375,9.375,173400
1995-06-16,9.13,9.5,8.75,9.5,164800
1995-06-15,8.75,9.125,8.75,8.813,61900
1995-06-14,9,9.125,8.75,8.75,127300
1995-06-13,8.75,9,8.625,9,100300
1995-06-12,8.13,8.75,7.875,8.625,140300
1995-06-09,8.25,8.5,7.75,8,76900
1995-06-08,8.875,8.875,8.25,8.25,130900
1995-06-07,8.5,8.875,8.25,8.625,261700
1995-06-06,8.13,8.5,8.125,8.5,83500
1995-06-05,7.88,8.375,7.875,8.188,90000
1995-06-02,7.88,8.25,7.875,7.875,40300
1995-06-01,8.13,8.25,7.875,8.25,18300
1995-05-31,8,8.25,7.875,8,30800
1995-05-30,8.13,8.25,7.75,8.125,52100
1995-05-26,7.88,8.125,7.875,8.125,61900
1995-05-25,8.25,8.375,7.875,8,108200
1995-05-24,9,9.125,8.375,8.375,327900
1995-05-23,8.13,8.75,8,8.625,237400
1995-05-22,7.75,8,7.5,8,70200
1995-05-19,7.63,8,7.5,7.75,82200
1995-05-18,7.75,8,7.625,7.75,159800
1995-05-17,7.38,8.125,7.25,7.813,270400
1995-05-16,7.25,7.25,7,7.188,109700
1995-05-15,7.13,7.25,7,7.25,46400
1995-05-12,7,7.125,7,7.125,29000
1995-05-11,7.25,7.25,6.875,7.125,85200
1995-05-10,7.13,7.25,7,7.25,33300
1995-05-09,7.25,7.25,7.125,7.25,48500
1995-05-08,7.13,7.25,7,7.125,66200
1995-05-05,7.13,7.25,7.063,7.25,132800
1995-05-04,7.25,7.25,7,7.125,75600
1995-05-03,7.25,7.25,6.875,7,59700
1995-05-02,7.25,7.25,7,7.25,140900
1995-05-01,6.88,7.25,6.625,7.25,229100
1995-04-28,6.875,6.875,6.625,6.625,132100
1995-04-27,6.875,6.875,6.625,6.875,23600
1995-04-26,6.75,7,6.625,6.625,107700
1995-04-25,7,7,6.75,7,66300
1995-04-24,6.88,7,6.75,6.875,33300
1995-04-21,6.88,7,6.625,6.875,94200
1995-04-20,6.5,6.875,6.375,6.875,127000
1995-04-19,6.625,6.625,6.25,6.25,37400
1995-04-18,6.63,6.75,6.25,6.625,112400
1995-04-17,5.88,7,5.875,6.625,381300
1995-04-13,5.75,6.125,5.625,6,306100
1995-04-12,5.875,5.875,5.625,5.875,23200
1995-04-11,5.5,5.875,5.5,5.75,54500
1995-04-10,5.38,5.75,5.375,5.5,90000
1995-04-07,5.5,5.625,5.375,5.5,36300
1995-04-06,5,5.5,5,5.5,103200
1995-04-05,5.13,5.25,4.875,5.25,94900
1995-04-04,5.25,5.25,4.875,5.125,209500
1995-04-03,4.88,5.25,4.875,5.25,12800
1995-03-31,5.25,5.25,4.875,5.25,17600
1995-03-30,5.25,5.25,4.875,4.875,12100
1995-03-29,4.88,5.25,4.875,4.875,99000
1995-03-28,5,5.125,4.75,4.875,22000
1995-03-27,5,5,4.75,4.875,30900
1995-03-24,5,5,4.75,4.75,50000
1995-03-23,4.75,5,4.75,4.938,45700
1995-03-22,5,5,4.625,4.625,1300
1995-03-21,4.88,5,4.625,5,30400
1995-03-20,4.75,4.875,4.5,4.875,28400
1995-03-17,4.5,4.75,4.5,4.625,11400
1995-03-16,4.38,4.75,4.375,4.5,16300
1995-03-15,4.5,4.75,4.375,4.5,64400
1995-03-14,4.88,5,4.625,4.625,51700
1995-03-13,5,5,4.75,4.75,37600
1995-03-10,4.94,5,4.875,5,13400
1995-03-09,4.88,5,4.875,4.875,7600
1995-03-08,5.125,5.125,4.875,5.125,13000
1995-03-07,5.125,5.125,4.875,4.875,26200
1995-03-06,4.88,5.125,4.875,4.875,25100
1995-03-03,4.88,5.125,4.875,4.875,53000
1995-03-02,5.125,5.125,4.875,5.125,10900
1995-03-01,5.25,5.25,4.875,4.875,37000
1995-02-28,5.25,5.375,4.875,5.25,48400
1995-02-27,5.5,5.5,5.125,5.25,24300
1995-02-24,5.13,5.5,5,5.25,173600
1995-02-23,5.125,5.125,4.875,4.938,68000
1995-02-22,5.13,5.375,5,5.25,49000
1995-02-21,5.375,5.375,5.125,5.125,25600
1995-02-17,5.25,5.625,5.125,5.375,37800
1995-02-16,5.75,5.75,5.25,5.25,28300
1995-02-15,5.75,5.75,5.5,5.75,12300
1995-02-14,5.75,5.75,5.5,5.75,6700
1995-02-13,5.5,5.75,5.5,5.75,22100
1995-02-10,5.75,5.75,5.5,5.625,15400
1995-02-09,5.75,5.75,5.375,5.75,13800
1995-02-08,5.75,5.75,5.375,5.563,34900
1995-02-07,5.75,5.75,5.375,5.563,13000
1995-02-06,5.63,5.75,5.375,5.75,46600
1995-02-03,5.63,5.75,5.25,5.625,16900
1995-02-02,5.625,5.625,5.25,5.25,59400
1995-02-01,5.625,5.625,5.25,5.25,25100
1995-01-31,5.25,5.625,5.25,5.375,16900
1995-01-30,5.63,5.875,5.375,5.5,36200
1995-01-27,5.875,5.875,5.625,5.75,27000
1995-01-26,5.875,5.875,5.625,5.625,21600
1995-01-25,6,6,5.625,5.625,34100
1995-01-24,5.63,6,5.625,5.75,37600
1995-01-23,5.875,5.875,5.625,5.625,48900
1995-01-20,5.63,6,5.5,5.625,30800
1995-01-19,6,6,5.625,6,39400
1995-01-18,5.88,6,5.625,6,42900
1995-01-17,5.63,5.875,5.25,5.875,54200
1995-01-16,5.5,5.5,5.25,5.5,8800
1995-01-13,5.5,5.5,5.125,5.5,14600
1995-01-12,5.38,5.5,5.125,5.5,44200
1995-01-11,5.625,5.625,5,5.375,91900
1995-01-10,5.75,5.875,5.375,5.375,78100
1995-01-09,5.5,5.625,5.375,5.375,58600
1995-01-06,5.5,5.5,5.125,5.438,51200
1995-01-05,5.875,5.875,5.125,5.5,78900
1995-01-04,5.88,6,5.5,5.547,90400
1995-01-03,5.5,5.875,5.25,5.875,65500
1994-12-30,5.5,5.625,5.25,5.5,52900
1994-12-29,5.38,5.625,5.375,5.5,24700
1994-12-28,5.75,5.75,5.375,5.5,50300
1994-12-27,5.5,5.75,5.5,5.75,60600
1994-12-23,5.5,5.5,5.375,5.5,51000
1994-12-22,5.5,5.5,5.25,5.5,42600
1994-12-21,5.38,5.5,5.25,5.5,60700
1994-12-20,5.25,5.375,5.125,5.375,45400
1994-12-19,5,5.25,4.75,5.25,54000
1994-12-16,5,5,4.75,4.75,15100
1994-12-15,5,5,4.75,5,30200
1994-12-14,4.75,5,4.75,4.875,30900
1994-12-13,5.125,5.125,4.75,4.875,99500
1994-12-12,5.125,5.125,4.75,5,57100
1994-12-09,5.25,5.25,4.875,5,25500
1994-12-08,5.375,5.375,5,5,76900
1994-12-07,5.13,5.625,5,5.125,160400
1994-12-06,5.125,5.125,4.875,5.125,166000
1994-12-05,4.5,5.125,4.25,4.875,297800
1994-12-02,4.13,4.375,4.125,4.188,50500
1994-12-01,4.25,4.375,4.125,4.125,21200
1994-11-30,4,4.5,3.75,4.25,58200
1994-11-29,3.75,4,3.75,3.938,12300
1994-11-28,3.875,3.875,3.75,3.875,8500
1994-11-25,3.88,4,3.875,4,3400
1994-11-23,4,4.25,3.875,4,43700
1994-11-22,4.13,4.25,4,4,17500
1994-11-21,4.5,4.5,4.25,4.375,6500
1994-11-18,4.13,4.5,4.125,4.5,35200
1994-11-17,4.13,4.25,4.125,4.25,25800
1994-11-16,4.375,4.375,4.125,4.125,46800
1994-11-15,4.25,4.375,4.25,4.25,40700
1994-11-14,4.25,4.5,4.25,4.375,31300
1994-11-11,4.5,4.5,4.375,4.375,4700
1994-11-10,4.5,4.625,4.25,4.5,34800
1994-11-09,5,5,4.5,4.625,54300
1994-11-08,5,5,4.625,5,98700
1994-11-07,4.75,5,4.625,5,22500
1994-11-04,4.63,4.75,4.375,4.5,138200
1994-11-03,4.25,4.625,4,4.625,119900
1994-11-02,4.25,4.25,4,4.25,18900
1994-11-01,4.406,4.406,4,4.25,21300
1994-10-31,4.5,4.5,4,4,106600
1994-10-28,4.25,4.5,4,4.25,115300
1994-10-27,4,4.25,3.875,4,190700
1994-10-26,3.75,3.75,3.438,3.75,56900
1994-10-25,3.625,3.625,3.438,3.625,10800
1994-10-24,3.5,3.625,3.438,3.5,9100
1994-10-21,3.5,3.625,3.438,3.5,19500
1994-10-20,3.625,3.625,3.438,3.625,27200
1994-10-19,3.5,3.625,3.375,3.5,108500
1994-10-18,3.563,3.563,3.375,3.563,47700
1994-10-17,3.563,3.625,3.5,3.563,36800
1994-10-14,3.563,3.75,3.5,3.563,65600
1994-10-13,3.625,3.75,3.25,3.625,145900
1994-10-12,3.406,3.438,3.25,3.406,6600
1994-10-11,3.375,3.5,3.25,3.375,6600
1994-10-10,3.25,3.5,3.063,3.25,14700
1994-10-07,3.063,3.25,3.063,3.063,4300
1994-10-06,3.063,3.438,3,3.063,51300
1994-10-05,3.25,3.438,3.25,3.25,24900
1994-10-04,3.313,3.313,3.313,3.313,1500
1994-10-03,3.375,3.438,3.313,3.375,4000
1994-09-30,3.438,3.438,3.313,3.438,8900
1994-09-29,3.313,3.438,3.313,3.313,12300
1994-09-28,3.313,3.313,3.313,3.313,5400
1994-09-27,3.313,3.438,3.313,3.313,18200
1994-09-26,3.313,3.375,3.313,3.313,20900
1994-09-23,3.313,3.438,3.313,3.313,2200
1994-09-22,3.375,3.438,3.375,3.375,1000
1994-09-21,3.313,3.438,3.313,3.313,16500
1994-09-20,3.438,3.438,3.313,3.438,7500
1994-09-19,3.438,3.438,3.313,3.438,3400
1994-09-16,3.313,3.438,3.313,3.313,4300
1994-09-15,3.313,3.313,3.313,3.313,800
1994-09-14,3.313,3.313,3.25,3.313,10200
1994-09-13,3.313,3.375,3.25,3.313,42300
1994-09-12,3.375,3.375,3.25,3.375,7500
1994-09-09,3.313,3.375,3.25,3.313,27100
1994-09-08,3.375,3.5,3.375,3.375,12300
1994-09-07,3.5,3.5,3.438,3.5,33400
1994-09-06,3.438,3.5,3.375,3.438,7600
1994-09-02,3.5,3.5,3.375,3.5,25500
1994-09-01,3.438,3.438,3.313,3.438,4400
1994-08-31,3.313,3.438,3.313,3.313,47000
1994-08-30,3.313,3.438,3.313,3.313,30200
1994-08-29,3.406,3.438,3.313,3.406,13500
1994-08-26,3.375,3.375,3.313,3.375,17600
1994-08-25,3.375,3.438,3.313,3.375,33200
1994-08-24,3.313,3.5,3.313,3.313,63300
1994-08-23,3.5,3.5,3.375,3.5,109500
1994-08-22,3.375,3.438,3.313,3.375,44500
1994-08-19,3.438,3.438,3.313,3.438,22300
1994-08-18,3.438,3.438,3.25,3.438,14600
1994-08-17,3.438,3.438,3.25,3.438,19800
1994-08-16,3.438,3.438,3.25,3.438,38500
1994-08-15,3.375,3.5,3.313,3.375,50500
1994-08-12,3.313,3.5,3.313,3.313,23700
1994-08-11,3.5,3.5,3.313,3.5,15500
1994-08-10,3.375,3.438,3.313,3.375,30300
1994-08-09,3.438,3.438,3.313,3.438,15400
1994-08-08,3.375,3.375,3.25,3.375,17700
1994-08-05,3.375,3.375,3.188,3.375,14200
1994-08-04,3.438,3.438,3.188,3.438,17000
1994-08-03,3.438,3.438,3.25,3.438,18100
1994-08-02,3.438,3.438,3.188,3.438,36000
1994-08-01,3.313,3.313,3.063,3.313,21600
1994-07-29,3.188,3.25,2.938,3.188,83200
1994-07-28,3.063,3.125,2.875,3.063,63700
1994-07-27,3.25,3.25,2.75,3.25,102400
1994-07-26,2.75,2.813,2.625,2.75,40600
1994-07-25,2.75,2.875,2.75,2.75,3800
1994-07-22,2.875,2.875,2.75,2.875,5300
1994-07-21,2.75,2.813,2.75,2.75,4200
1994-07-19,2.75,2.875,2.75,2.75,23400
1994-07-18,2.875,2.875,2.75,2.875,20900
1994-07-15,2.75,2.875,2.75,2.75,12900
1994-07-14,2.938,2.938,2.875,2.938,16100
1994-07-13,2.938,2.938,2.875,2.938,10500
1994-07-12,2.938,3,2.875,2.938,24700
1994-07-11,2.938,2.938,2.875,2.938,28000
1994-07-08,2.875,2.938,2.875,2.875,26400
1994-07-07,2.938,2.938,2.938,2.938,5500
1994-07-06,2.938,2.938,2.938,2.938,1800
1994-07-05,2.938,2.938,2.938,2.938,800
1994-07-01,2.969,3,2.938,2.969,12600
1994-06-30,3,3,2.938,3,4300
1994-06-29,3,3.063,2.938,3,15800
1994-06-28,3.063,3.063,2.938,3.063,7700
1994-06-27,3,3.125,2.938,3,17400
1994-06-24,3.063,3.063,3,3.063,20200
1994-06-23,3,3.063,3,3,27400
1994-06-22,3.125,3.125,3,3.125,48900
1994-06-21,3.063,3.063,3,3.063,47700
1994-06-20,3.063,3.125,3,3.063,7500
1994-06-17,3.063,3.063,3,3.063,13000
1994-06-16,3,3.031,3,3,19500
1994-06-15,2.938,3.125,2.938,2.938,3900
1994-06-14,2.875,2.875,2.875,2.875,1600
1994-06-13,3,3,3,3,600
1994-06-10,3,3,2.875,3,7800
1994-06-09,2.875,3.063,2.875,2.875,13400
1994-06-08,2.875,3,2.875,2.875,17900
1994-06-07,3,3.125,2.875,3,7600
1994-06-06,3,3,2.625,3,81300
1994-06-03,2.5,2.75,2.5,2.5,4100
1994-06-02,2.625,2.625,2.5,2.625,8800
1994-06-01,2.688,2.875,2.625,2.688,27500
1994-05-31,2.75,2.875,2.75,2.75,2000
1994-05-27,3,3,2.75,3,7800
1994-05-26,2.875,3,2.75,2.875,8000
1994-05-25,2.938,3,2.75,2.938,6600
1994-05-24,2.75,2.75,2.75,2.75,400
1994-05-23,2.938,3.125,2.875,2.938,17000
1994-05-20,2.875,2.875,2.875,2.875,8300
1994-05-19,2.938,3.031,2.875,2.938,39100
1994-05-18,2.75,3,2.75,2.75,29900
1994-05-17,2.75,3,2.75,2.75,2300
1994-05-16,3,3.063,2.875,3,7700
1994-05-13,2.75,2.938,2.75,2.75,6300
1994-05-12,2.875,2.938,2.813,2.875,12800
1994-05-11,2.938,2.938,2.813,2.938,4200
1994-05-10,2.875,2.938,2.75,2.875,8600
1994-05-09,2.75,2.813,2.75,2.75,10000
1994-05-06,3.125,3.125,2.875,3.125,1400
1994-05-05,2.875,3.125,2.813,2.875,9100
1994-05-04,2.813,2.938,2.813,2.813,29700
1994-05-03,2.938,3.25,2.75,2.938,71700
1994-05-02,3.25,3.25,3.125,3.25,8400
1994-04-29,3.375,3.375,3.125,3.375,6300
1994-04-28,3.188,3.375,3,3.188,39500
1994-04-26,3,3.125,3,3,21400
1994-04-25,3,3,2.875,3,10700
1994-04-22,3,3.125,3,3,18500
1994-04-21,3,3.125,2.875,3,25500
1994-04-20,3.188,3.25,3,3.188,68600
1994-04-19,3,3.125,3,3,19900
1994-04-18,3.063,3.125,3.063,3.063,14800
1994-04-15,3.188,3.188,3.063,3.188,6000
1994-04-14,3.063,3.25,3.063,3.063,10400
1994-04-13,3.063,3.125,3.063,3.063,4300
1994-04-12,3.125,3.25,3,3.125,17600
1994-04-11,3.063,3.063,3.063,3.063,1200
1994-04-08,3.063,3.25,3.063,3.063,3900
1994-04-07,3.188,3.25,3.125,3.188,5600
1994-04-06,3.188,3.188,3.063,3.188,6600
1994-04-05,3.125,3.25,3.063,3.125,13400
1994-04-04,3.188,3.5,3,3.188,56200
1994-03-31,3.5,3.5,3.313,3.5,21400
1994-03-30,3.5,3.5,3.313,3.5,2800
1994-03-29,3.5,3.5,3.313,3.5,6300
1994-03-28,3.5,3.5,3.313,3.5,7300
1994-03-25,3.375,3.5,3.313,3.375,34100
1994-03-24,3.375,3.625,3.313,3.375,34500
1994-03-23,3.625,3.625,3.375,3.625,3400
1994-03-22,3.5,3.5,3.313,3.5,42200
1994-03-21,3.375,3.5,3.313,3.375,36700
1994-03-18,3.5,3.5,3.313,3.5,12000
1994-03-17,3.5,3.5,3.313,3.5,1100
1994-03-16,3.313,3.438,3.313,3.313,31000
1994-03-15,3.313,3.438,3.313,3.313,9100
1994-03-14,3.375,3.5,3.313,3.375,26500
1994-03-11,3.375,3.5,3.375,3.375,34700
1994-03-10,3.375,3.5,3.375,3.375,48000
1994-03-09,3.438,3.438,3.313,3.438,16200
1994-03-08,3.375,3.438,3.375,3.375,18200
1994-03-07,3.375,3.5,3.25,3.375,75300
1994-03-04,3.5,3.5,3.25,3.5,30600
1994-03-03,3.188,3.375,3.188,3.188,79300
1994-03-02,3.188,3.25,3,3.188,84400
1994-03-01,3.125,3.125,2.938,3.125,19200
1994-02-28,3,3,2.938,3,1100
1994-02-25,3,3,2.938,3,8500
1994-02-24,2.938,3.125,2.875,2.938,8500
1994-02-23,3.125,3.125,2.875,3.125,38000
1994-02-22,3.125,3.125,2.875,3.125,3000
1994-02-18,2.875,3.125,2.875,2.875,5500
1994-02-17,3,3.125,2.875,3,18500
1994-02-16,3,3.125,2.875,3,11300
1994-02-15,3.125,3.125,2.875,3.125,4800
1994-02-14,3,3,2.75,3,32000
1994-02-11,2.75,2.75,2.75,2.75,1700
1994-02-10,3,3,3,3,6300
1994-02-09,2.75,2.75,2.75,2.75,1500
1994-02-08,2.75,3,2.75,2.75,13600
1994-02-07,2.75,3,2.75,2.75,7900
1994-02-04,2.875,3,2.875,2.875,57000
1994-02-03,2.938,3.125,2.875,2.938,40700
1994-02-02,3.125,3.125,2.75,3.125,169600
1994-02-01,2.875,2.875,2.75,2.875,6100
1994-01-31,2.75,2.875,2.75,2.75,122000
1994-01-28,2.75,2.875,2.5,2.75,274500
1994-01-27,2.5,2.688,2.5,2.5,22900
1994-01-26,2.5,3.125,2.5,2.5,166000
1994-01-25,3,3,2.563,3,231800
1994-01-24,2.625,2.625,2.5,2.625,20800
1994-01-21,2.5,2.563,2.438,2.5,31200
1994-01-20,2.5,2.625,2.375,2.5,109800
1994-01-19,2.375,2.375,2.375,2.375,5200
1994-01-18,2.375,2.5,2.375,2.375,28800
1994-01-17,2.375,2.5,2.375,2.375,9600
1994-01-14,2.5,2.5,2.5,2.5,100
1994-01-13,2.375,2.5,2.375,2.375,11100
1994-01-12,2.438,2.5,2.438,2.438,21400
1994-01-11,2.5,2.5,2.375,2.5,11700
1994-01-10,2.375,2.375,2.375,2.375,300
1994-01-07,2.438,2.5,2.375,2.438,11500
1994-01-06,2.438,2.438,2.25,2.438,53200
1994-01-05,2.375,2.5,2.375,2.375,2300
1994-01-04,2.5,2.5,2.375,2.5,10200
1994-01-03,2.438,2.5,2.375,2.438,23500
1993-12-31,2.438,2.563,2.375,2.438,149300
1993-12-30,2.5,2.625,2.5,2.5,69500
1993-12-29,2.5,2.625,2.5,2.5,60100
1993-12-28,2.625,2.625,2.5,2.625,62700
1993-12-27,2.563,2.625,2.5,2.563,58200
1993-12-23,2.688,2.688,2.5,2.688,46800
1993-12-22,2.625,2.625,2.5,2.625,86600
1993-12-21,2.5,2.688,2.5,2.5,123900
1993-12-20,2.625,2.625,2.5,2.625,22800
1993-12-17,2.5,2.625,2.5,2.5,7200
1993-12-16,2.563,2.563,2.5,2.563,9600
1993-12-15,2.5,2.625,2.5,2.5,14900
1993-12-14,2.5,2.75,2.5,2.5,17600
1993-12-13,2.625,2.75,2.375,2.625,50500
1993-12-10,2.625,2.625,2.5,2.625,48300
1993-12-09,2.625,2.625,2.375,2.625,22900
1993-12-08,2.375,2.625,2.375,2.375,58400
1993-12-07,2.5,2.625,2.5,2.5,14500
1993-12-06,2.625,2.625,2.5,2.625,17200
1993-12-03,2.5,2.75,2.5,2.5,28100
1993-12-02,2.5,2.75,2.5,2.5,27600
1993-12-01,2.5,2.625,2.375,2.5,65600
1993-11-30,2.375,2.625,2.375,2.375,91100
1993-11-29,2.5,2.625,2.5,2.5,18800
1993-11-26,2.563,2.75,2.5,2.563,25000
1993-11-24,2.75,2.75,2.25,2.75,100300
1993-11-23,2.25,2.375,2.25,2.25,80900
1993-11-22,2.313,2.625,2.25,2.313,58800
1993-11-19,2.5,2.75,2.5,2.5,32900
1993-11-18,2.5,2.625,2.5,2.5,7700
1993-11-17,2.625,2.75,2.625,2.625,8700
1993-11-16,2.625,2.875,2.625,2.625,65700
1993-11-15,2.875,2.938,2.625,2.875,31000
1993-11-12,2.875,2.875,2.625,2.875,10000
1993-11-11,2.625,2.875,2.5,2.625,8000
1993-11-10,2.625,2.75,2.375,2.625,32800
1993-11-09,2.5,2.5,2.375,2.5,14300
1993-11-08,2.5,2.5,2.375,2.5,56500
1993-11-05,2.5,2.5,2.375,2.5,44200
1993-11-04,2.375,2.5,2.25,2.375,52700
1993-11-03,2.375,2.75,2.375,2.375,95000
1993-11-02,2.625,2.75,2.625,2.625,56300
1993-11-01,2.75,2.875,2.625,2.75,83500
1993-10-29,2.625,3,2.625,2.625,68100
1993-10-28,3,3.125,2.875,3,10600
1993-10-27,3.125,3.125,2.875,3.125,3200
1993-10-26,3.125,3.125,2.875,3.125,3500
1993-10-25,3,3,3,3,3200
1993-10-22,3.125,3.125,3,3.125,14100
1993-10-21,3,3.125,2.875,3,19900
1993-10-20,2.938,3,2.875,2.938,23800
1993-10-19,2.938,3,2.875,2.938,13300
1993-10-18,3,3.125,2.875,3,24300
1993-10-15,3,3.188,3,3,28500
1993-10-14,3.125,3.125,3,3.125,9700
1993-10-13,3.125,3.125,2.875,3.125,38100
1993-10-12,3.125,3.125,2.875,3.125,19800
1993-10-11,3,3,2.875,3,25600
1993-10-08,3,3,2.875,3,52600
1993-10-07,3,3,2.875,3,15900
1993-10-06,3,3.125,2.875,3,29400
1993-10-05,2.875,3,2.875,2.875,12600
1993-10-04,2.938,2.938,2.875,2.938,8900
1993-10-01,2.875,3,2.875,2.875,138800
1993-09-30,3,3,2.875,3,8000
1993-09-29,3,3,2.875,3,80000
1993-09-28,3,3.125,2.875,3,92800
1993-09-27,3,3.125,2.875,3,126500
1993-09-24,2.875,3.125,2.875,2.875,32700
1993-09-23,3,3.125,2.875,3,19900
1993-09-22,3,3.125,2.875,3,38500
1993-09-21,2.875,3.25,2.875,2.875,22200
1993-09-20,3,3.25,3,3,3100
1993-09-17,3.188,3.25,3,3.188,15100
1993-09-16,3,3.125,2.875,3,20600
1993-09-15,3,3.125,3,3,900
1993-09-14,3,3.125,3,3,52600
1993-09-13,3.25,3.25,3.125,3.25,2000
1993-09-10,3.25,3.25,3.125,3.25,15100
1993-09-09,3.125,3.25,3.125,3.125,68800
1993-09-08,3.125,3.188,3.125,3.125,25900
1993-09-07,3.188,3.188,3.125,3.188,18200
1993-09-03,3.25,3.25,3.125,3.25,12600
1993-09-02,3.125,3.25,3.125,3.125,21200
1993-09-01,3.25,3.25,3,3.25,15000
1993-08-31,3,3.25,3,3,1900
1993-08-30,3,3.125,3,3,54100
1993-08-27,3.125,3.125,3,3.125,4200
1993-08-26,3.125,3.125,3,3.125,4300
1993-08-25,3.125,3.125,3,3.125,8700
1993-08-24,3.125,3.125,3,3.125,19200
1993-08-23,3.125,3.125,3,3.125,2800
1993-08-20,3,3,3,3,1400
1993-08-19,3,3.125,3,3,6400
1993-08-18,3,3.125,3,3,3200
1993-08-17,3,3.125,3,3,8400
1993-08-16,3,3.125,3,3,8900
1993-08-13,3.125,3.125,3,3.125,8400
1993-08-12,3.125,3.125,3.125,3.125,500
1993-08-11,3.125,3.125,3,3.125,10600
1993-08-10,3,3.125,3,3,7800
1993-08-09,3.125,3.125,2.875,3.125,2800
1993-08-06,2.875,3.125,2.875,2.875,22800
1993-08-05,3.125,3.25,2.875,3.125,16200
1993-08-04,3,3,3,3,6200
1993-08-03,3.25,3.25,3,3.25,9800
1993-08-02,3.25,3.25,3,3.25,6500
1993-07-30,3,3.25,3,3,10100
1993-07-29,3,3.25,3,3,6200
1993-07-28,3,3.25,3,3,4500
1993-07-27,3.125,3.125,3,3.125,1200
1993-07-26,3,3.125,3,3,2200
1993-07-23,3.25,3.375,3,3.25,32600
1993-07-22,3,3.25,2.875,3,15000
1993-07-21,2.875,3.125,2.875,2.875,20600
1993-07-20,3,3,2.875,3,24100
1993-07-19,3,3,2.875,3,20500
1993-07-16,3,3.125,2.875,3,18900
1993-07-15,3,3.125,3,3,14700
1993-07-14,3,3.25,3,3,36700
1993-07-13,3.25,3.25,3.125,3.25,21500
1993-07-12,3.25,3.25,3,3.25,22600
1993-07-09,3.125,3.125,3,3.125,13200
1993-07-08,3.125,3.125,2.875,3.125,73000
1993-07-07,3,3.125,3,3,15900
1993-07-06,3.063,3.125,3,3.063,39200
1993-07-02,3,3.25,3,3,34700
1993-07-01,3,3.125,3,3,9900
1993-06-30,3,3.125,3,3,10900
1993-06-29,3,3.25,3,3,39900
1993-06-28,3.125,3.125,3.125,3.125,5900
1993-06-25,3.25,3.25,3.125,3.25,23800
1993-06-24,3.125,3.25,3.125,3.125,4700
