ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,ABC - AmerisourceBergen Corp,,,,,,,,,,,,,,,,,,,,,,,,,,
,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,Annual Data,,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,Quarterly Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiscal Period,Sep99,Sep00,Sep01,Sep02,Sep03,Sep04,Sep05,Sep06,Sep07,Sep08,Sep09,Sep10,Sep11,Sep12,Sep13,TTM/current,	,Mar99,Jun99,Sep99,Dec99,Mar00,Jun00,Sep00,Dec00,Mar01,Jun01,Sep01,Dec01,Mar02,Jun02,Sep02,Dec02,Mar03,Jun03,Sep03,Dec03,Mar04,Jun04,Sep04,Dec04,Mar05,Jun05,Sep05,Dec05,Mar06,Jun06,Sep06,Dec06,Mar07,Jun07,Sep07,Dec07,Mar08,Jun08,Sep08,Dec08,Mar09,Jun09,Sep09,Dec09,Mar10,Jun10,Sep10,Dec10,Mar11,Jun11,Sep11,Dec11,Mar12,Jun12,Sep12,Dec12,Mar13,Jun13,Sep13,Dec13
Purchase Of Business,0,0,0,0,0,0,0,0,0,0,-13.422,0,-45.38,-775.67,0,-9.103,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.422,0,0,0,0,0,0,0,0,-45.38,-250.501,-7.157,-521.097,3.085,0,0,0,0,-9.103
Sale Of Business,0,0,0,0,0,0,0,0,0,0,11.94,0,0,0,329.98,329.98,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.936,0,0,-2.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.63,-1.65,0
Purchase Of Investment,0,0,0,0,0,0,-697.105,-1997.022,-7745.672,0,0,0,0,0,0,0,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-391.275,-221.5,-84.33,-829.837,-985.835,-83.51,-97.84,-1453.403,-1330.125,-2335.015,-2627.129,-909.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sale Of Investment,0,0,0,0,0,0,347.975,2285.894,7346.093,467.419,0.108,0,0,0,0,0,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.53,212.085,44.36,469.345,837.922,917.75,60.877,1075.59,945.323,2211.27,3113.91,1376.524,0,0,-909.105,0,0,909.137,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Net Intangibles Purchase And Sale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cash From Discontinued Investing Activities,0,0,0,0,0,0,14.56,0,0,-2.357,-1.138,0,-10.203,-39.01,-11.672,-11.672,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,11,0,0,0,0,0,0,0,0,-0.736,0,-0.537,-1.084,-1.138,0,0,0,0,0,0,0,0,0,0,-10.203,-2.607,-22.11,-9.995,-4.298,-5.116,-4.527,-2.029,0,0
Cash Flow from Investing,-16.8,-21.489,117.49,-202.814,-201.809,-242.222,-501.435,-42.702,-674.437,163.421,-148.349,-184.371,-212.418,-947.949,117.26,110.436,		,-4.338,-4.162,-1.8,-3.8,-2.443,-8.079,-7.167,-5.178,2.954,-12.365,132.079,-18.256,-15.104,-23.245,-146.209,-17.839,-49.954,-76.458,-57.558,-51.639,-79.406,-80.846,-30.331,-55.653,-343.634,-51.154,-50.994,-439.513,-337.126,846.106,-112.169,-547.511,-413.047,-167.682,453.803,278.002,-27.667,-24.437,-62.477,-28.546,-26.243,-47.024,-46.536,-42.447,-45.456,-44.256,-52.212,-50.091,-43.682,-32.824,-85.821,-298.639,-47.217,-560.469,-41.624,-61.379,-36.56,280.493,-65.294,-68.203
Net Issuance of Stock,8.6,11.924,30.835,101.509,42.564,-130.54,-613.697,-581.2,-1341.387,-596.222,-450.35,-470.356,-840.577,-1162.246,-484.176,-219.137,		,4.511,0.589,0.4,0.4,0.104,4.295,7.125,9.84,7.669,4.084,9.242,9.509,31.025,34.551,26.424,9.823,2.267,22.245,8.229,6.577,1.646,-2.061,-136.702,-223.107,-399.372,-72.574,81.356,-55.315,19.856,-355.828,-189.913,-313.791,-6.033,-479.529,-542.034,-307.193,-66.254,-108.476,-114.299,-88.352,-91.527,-93.945,-176.526,-144.626,-110.573,-95.063,-120.094,-185.362,-69.758,-145.133,-440.324,-128.042,-200.462,-185.754,-647.988,-284.691,0,-116.4,-83.085,-19.652
Net Issuance of Preferred Stock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,		,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Net Issuance of Debt,16.9,-145.452,106.624,-60.119,-38.989,-368.425,-286.839,134.888,226.753,-16.396,-13.18,163.039,22.435,51.964,0,423,		,-116.16,44.46,-91.9,161.8,-251.09,63.545,-119.707,279.944,-220.006,169.766,-123.08,389.925,-450.044,0,0,385,-141.066,234.362,-517.285,-15,-15,-323.425,-15,-180,0,-100,-6.839,99.739,25.177,-1.099,11.071,121.816,-14.014,-4.123,123.074,26.806,-19.729,6.685,-30.158,28.307,-22.459,12.269,-31.297,195.066,-17.548,2.458,-16.937,58.401,-60.306,19.106,5.234,563.116,-118.826,0,-392.326,0,0,0,0,423
Cash Flow for Dividends,0,0,0,-10.5,-10.995,-11.197,-10.598,-20.595,-37.249,-48.674,62.696,-90.622,-117.624,-132.76,-195.716,-200.48799999999997,		,0,0,0,0,0,0,0,0,0,0,0,-2.595,-2.607,-2.64,-2.658,-2.674,-2.758,-2.765,-2.798,-2.802,-2.805,0,-8.392,-2.628,-2.753,-2.611,-2.606,-5.21,-5.254,-5.106,-5.025,-9.659,-9.534,-9.322,-8.734,-12.498,-12.161,-12.089,-11.926,-15.571,-15.227,-15.126,108.62,-23.149,-22.605,-22.552,-22.316,-27.735,-27.536,-31.649,-30.704,-33.708,-33.721,-32.652,-32.679,-49.595,-48.608,-48.802,-48.711,-54.367
Other Financing,-0.6999999999999975,-0.24200000000001154,-38.13699999999999,1.7120000000000033,-8.890000000000002,-1.3900000000000183,-18.858999999999995,-2.9409999999999457,-2.647999999999932,-1.2880000000001033,-103.326,122.49999999999999,148.04400000000007,126.16000000000008,-61.09499999999997,-209.93900000000005,		,0.09999999999998987,-0.5000000000000013,-0.19999999999999718,-0.2000000000000114,0.08499999999999296,-0.05899999999999572,-0.06800000000001205,-8.935000000000027,-0.4150000000000089,-0.08299999999999486,-28.704000000000004,-6.821000000000039,-0.1470000000000402,-5.849,14.529000000000002,-4.524999999999977,-0.3869999999999858,-1.3839999999999972,-2.59400000000001,0.45100000000000096,-0.31199999999999983,6.385000000000012,-5.111999999999991,-3.149000000000015,-0.36599999999997124,-0.32100000000000195,-15.022999999999998,-0.2950000000000097,-0.697000000000001,-1.6180000000000465,-0.3309999999999942,-1.6050000000000093,-0.3149999999999995,-0.23700000000002674,-0.49100000000002275,-0.15199999999997793,-0.2809999999999935,-0.6290000000000031,-0.22600000000000087,1.3310000000000048,3.0839999999999996,3.37999999999999,-111.12100000000001,27.04400000000001,28.404999999999998,57.259,9.791999999999998,46.7,36.419,47.876000000000005,17.049000000000028,9.91500000000002,120.564,15.597999999999999,-19.917,-11.832000000000022,29.698999999999998,29.588,-108.55000000000003,-160.67600000000002
Cash Flow from Financing,24.8,-133.77,99.322,32.602,-16.31,-511.552,-929.993,-469.848,-1154.531,-662.58,-504.16,-275.439,-787.722,-1116.882,-740.987,-206.56400000000002,		,-111.549,44.549,-91.7,162,-250.901,67.781,-112.65,280.849,-212.752,173.767,-142.542,390.018,-421.773,26.062,38.295,387.624,-141.944,252.458,-514.448,-10.774,-16.471,-319.101,-165.206,-408.884,-402.491,-175.506,56.888,38.919,39.082,-363.651,-184.198,-203.239,-29.896,-493.211,-428.185,-293.037,-98.425,-114.509,-156.609,-74.285,-126.129,-93.422,-210.324,54.335,-122.321,-57.898,-149.555,-107.996,-121.181,-109.8,-448.745,411.281,-232.445,-202.808,-1092.91,-346.118,-18.909,-135.614,-240.346,188.305
Net Change in Cash,11,61.321,176.808,365.714,136.696,71.307,95.21,294.715,-621.064,237.91,131.254,648.814,167.808,-759.382,164.398,-69.93899999999996,		,74.584,-73.084,13.4,-2.6,-7.657,-13.08,84.658,41.542,-36.092,-31.97,203.328,-40.937,207.126,-100.409,299.934,-296.564,-140.82,-1.133,575.213,-516.811,380.539,239.407,-31.828,-341.804,324.148,-169.116,281.982,-170.087,174.087,664.492,-373.777,-462.879,-20.007,-291.373,153.195,-116.065,67.221,-8.274,295.028,-407.197,184.412,257.595,96.444,-29.801,220.305,110.844,347.466,-257.287,511.541,88.017,-174.463,544.345,-43.241,-671.346,-589.14,-649.204,929.893,220.288,-336.579,-883.541
Free Cash Flow,-12.8,199.961,-63.367,471.76700000000005,264.26099999999997,635.803,1323.262,694.133,1089.853,599.76,637.926,923.989,1010.239,1172.1570000000002,585.675,-179.15800000000002,		,189.727,-118.327,103.4,-164.70000000000002,241.90200000000002,-77.457,200.216,-239.572,166.904,-199.26600000000002,208.567,-422.76800000000003,633.0730000000001,-122.866,384.32800000000003,-682.836,32.403000000000006,-192.86100000000002,1107.555,-505.91400000000004,442.597,580.758,118.362,43.551,1026.2089999999998,17.198,236.30400000000003,202.594,439.895,153.012,-101.368,259.736,393.674,343.217,93.226,-127.225,164.403,105.156,457.42600000000004,-346.71,310.541,364.407,309.688,-84.263,342.61899999999997,168.733,496.9,-149.291,632.722,196.94099999999997,329.867,386.17199999999997,218.471,62.531,504.983,-297.993,953.271,25.85900000000001,-95.46199999999999,-1062.826
PE Ratio(ttm),17,23.95,32.85,22.13,13.53,12.98,24.2,19.44,18.16,24.64,13.4,13.82,14.66,13.81,33.44,53.8,		,27.83,19.58,17,10.53,9.97,19.69,23.95,24.8,22.93,24.75,32.85,27.58,26.8,27.6,22.13,15.78,14.42,18.17,13.53,15.74,12.72,13.57,12.98,15.45,16.65,21.06,24.2,23.36,24.91,20.3,19.44,17.98,20.78,18.42,18.16,17.76,15.37,30.86,24.64,22.46,19.12,11.13,13.4,14.25,14.53,14.7,13.82,15.04,16.43,16.57,14.66,14.34,15.06,14.67,13.81,14.92,22.63,24.55,33.44,54.63
Price to Tangible Book,0,8.38,13.14,9.84,4.97,4.03,5.58,8.09,755.5,0,0,78.62,3727,0,0,0,		,0,0,0,0,3.5,6.32,8.38,7.95,6.88,7.06,13.14,14.54,11.98,10.91,9.84,6.65,5.66,6.89,4.97,5.4,4.26,4.32,4.03,4.58,4.87,5.42,5.58,5.94,6.89,7.06,8.09,11.24,10.76,17.02,755.5,0,0,0,0,0,0,0,0,0,0,105.83,78.62,81.24,37.68,31.6,3727,0,0,0,0,0,0,0,0,0
Price-to-Free-Cash-Flow ratio,0,11.88,0,16.5,26.22,9.74,6.23,13.37,7.9,9.91,10.36,9.46,10.18,8.43,24.44,0,		,10.37,0,0,184.2,17.33,16.71,11.88,18.56,66.11,0,0,0,55.92,21.83,16.5,26.89,0,0,26.22,16.65,7.34,4.2,9.74,5.69,3.6,6.19,6.23,5.89,11.05,8.3,13.37,11.92,14.25,10.17,7.9,12.33,15.88,28.16,9.91,15.37,9.72,6.93,10.36,8.72,9.15,12.5,9.46,11.37,9.72,9.88,10.18,6.57,9.38,10.47,8.43,23.22,10.11,11.26,24.44,0
PS Ratio,0.12,0.2,0.27,0.17,0.12,0.12,0.15,0.15,0.13,0.09,0.09,0.11,0.13,0.13,0.16,0.17,		,0.17,0.12,0.12,0.07,0.07,0.14,0.2,0.21,0.2,0.23,0.27,0.21,0.2,0.2,0.17,0.13,0.12,0.16,0.12,0.15,0.12,0.13,0.12,0.12,0.12,0.14,0.15,0.15,0.17,0.14,0.15,0.14,0.16,0.14,0.13,0.12,0.1,0.1,0.09,0.08,0.07,0.08,0.09,0.11,0.11,0.12,0.11,0.12,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.14,0.16,0.16,0.16,0.17
EV-to-Revenue,0.19,0.26,0.52,0.19,0.14,0.12,0.14,0.14,0.12,0.09,0.09,0.11,0.12,0.12,0.16,0.18,		,0.23,0.19,0.19,0.14,0.12,0.2,0.26,0.28,0.24,0.28,0.52,0.33,0.26,0.23,0.19,0.16,0.16,0.2,0.14,0.17,0.14,0.14,0.12,0.13,0.11,0.13,0.14,0.14,0.16,0.13,0.14,0.13,0.15,0.13,0.12,0.12,0.11,0.1,0.09,0.09,0.08,0.08,0.09,0.11,0.11,0.12,0.11,0.12,0.13,0.13,0.12,0.11,0.12,0.13,0.12,0.14,0.15,0.15,0.16,0.18
EV-to-EBITDA,9.41,13.63,29.66,10.82,7.09,6.58,10.23,10.18,8.36,6.69,6.76,6.78,7.14,6.55,13.35,18.5,		,11.26,9.32,9.41,7.14,6.22,10.79,13.63,15.16,12.5,14.63,29.66,20.31,15.3,13.88,10.82,8.92,8.54,10.43,7.09,8.59,6.95,6.77,6.58,7.36,6.78,9.14,10.23,10.42,11.65,9.49,10.18,9.37,10.38,8.97,8.36,9.18,7.82,7.71,6.69,6.72,5.81,5.82,6.76,7.46,7.48,7.6,6.78,7.61,7.97,8,7.14,7.03,7.35,7.6,6.55,7.42,8.21,10.02,13.35,18.9
EV-to-EBIT,10.49,14.82,32.49,11.82,7.73,7.22,11.68,11.5,9.43,7.46,7.48,7.42,7.81,7.25,15.89,22.7,		,12.63,10.46,10.49,7.89,6.84,11.8,14.82,16.45,13.54,15.82,32.49,22.38,16.79,15.22,11.82,9.74,9.32,11.35,7.73,9.35,7.57,7.4,7.22,8.17,7.63,10.4,11.68,11.84,13.19,10.76,11.5,10.55,11.67,10.09,9.43,10.28,8.82,8.65,7.46,7.53,6.42,6.44,7.48,8.22,8.21,8.31,7.42,8.35,8.75,8.8,7.81,7.69,8.05,8.35,7.25,8.26,9.23,11.53,15.89,23.26
Earnings Yield (Joel Greenblatt),9.53,6.75,3.08,8.46,12.94,13.85,8.56,8.7,10.6,13.4,13.37,13.48,12.8,13.79,6.29,4.4,		,7.92,9.56,9.53,12.67,14.62,8.47,6.75,6.08,7.39,6.32,3.08,4.47,5.96,6.57,8.46,10.27,10.73,8.81,12.94,10.7,13.21,13.51,13.85,12.24,13.11,9.62,8.56,8.45,7.58,9.29,8.7,9.48,8.57,9.91,10.6,9.73,11.34,11.56,13.4,13.28,15.58,15.53,13.37,12.17,12.18,12.03,13.48,11.98,11.43,11.36,12.8,13,12.42,11.98,13.79,12.11,10.83,8.67,6.29,4.3
Forward Rate of Return,0,15.85,12.68,12.73,21.19,25.46,19.97,11.43,10.93,16.74,27.07,27.16,24.86,26.18,21.53,15.85,		,0,0,0,0,11.39,12.21,15.85,21.18,14.8,15.44,12.68,12.51,10.91,10.94,12.73,15.27,15.7,19.38,21.19,21.8,22.06,26.35,25.46,24.54,24.69,21.89,19.97,19.22,16.01,12.5,11.43,9.15,10.49,8.97,10.93,9.88,12.56,13.9,16.74,19.9,22.82,24.72,27.07,29.83,29.93,28.71,27.16,25.64,25.47,26.49,24.86,24.43,24.2,25.56,26.18,25.55,25.29,25.13,21.53,18.53
Shiller PE Ratio,0,32.75,43.62,36.97,22.27,18.2,23.06,23.44,21.22,17.28,19.11,22.61,22.11,19.61,29.6,33.7,		,0,0,0,0,0,0,32.75,34.07,31.77,34.32,43.62,38.2,39.26,42.37,36.97,27.22,24.33,30.12,22.27,25.69,20.32,20.92,18.2,19.65,18.53,21.51,23.06,24.22,26.88,22.32,23.44,22.81,25.88,22.87,21.22,20.37,17.85,18.67,17.28,16.66,14.73,15.47,19.11,21.51,22.81,24.22,22.61,23.99,25.56,25.42,22.11,21.32,21.58,20.69,19.61,21.45,25.46,26.91,29.6,34.27
Market Cap,1324.9126800000001,2678.3229199999996,7127.763539999999,7338.696749999999,5868.9312,5915.56175,7835.880870000001,8840.23777,8167.3327500000005,5966.019,6443.6496,8508.7632,9727.097300000001,9111.946899999999,14107.99,15837.8,		,1833.83109,1369.5185399999998,1324.9126800000001,756.9146400000001,843.95688,1756.4463999999998,2678.3229199999996,2899.82,2828.63028,3160.5739999999996,7127.763539999999,6253.654560000001,7037.447999999999,8044.82128,7338.696749999999,5515.582,5623.580800000001,7529.974800000001,5868.9312,7018.461850000001,5967.438480000001,6522.2745,5915.56175,6029.11933,5864.7981,6995.9515,7835.880870000001,8376.66544,9831.2962,8198.85794,8840.23777,8380.118339999999,9910.17312,8648.76035,7613.6268,7536.3652,6598.394699999999,6336.8154,5881.683,5570.8052,4931.4967,5270.0217999999995,6443.6496,7399.4481,8143.2936,8927.465,8508.7632,9338.643999999998,10824.407200000001,11262.87,9727.097300000001,9609.524099999999,10129.957199999999,9884.72,9111.946899999999,9927.9456,11879.2905,12885.564,14107.99,16173.409300000001
Enterprise Value,1824.1126800000002,2970.7219199999995,8427.43254,8492.66975,6853.0492,6482.68975,7472.908870000001,8606.62077,8287.483750000001,6277.036,6612.2826,8194.161199999999,9266.0593,9441.2699,14273.59,17310.111,		,2233.3310899999997,1898.61854,1824.1126800000002,1420.41464,1264.11488,2253.1654,2970.7219199999995,3430.612,3004.79428,3707.2099999999996,8427.43254,7986.3225600000005,8112.521999999999,9219.92628,8492.66975,7351.51,7459.362800000001,9604.848800000002,6853.0492,8505.031850000001,7058.348480000001,7075.1755,6482.68975,6724.941330000001,5669.1701,6859.7525000000005,7472.908870000001,7923.25344,9076.2022,7625.27494,8606.62077,8348.169339999999,9501.30712,8421.10735,7733.7778,8263.9972,7232.418699999999,6986.8004,6192.7,6286.5372,5436.2137,5548.032799999999,6612.2826,7795.7301,8302.4296,8976.919,8194.161199999999,9340.537999999999,10254.830200000002,10624.481,9266.0593,9168.209099999998,9684.998199999998,10104.944,9441.2699,10906.648599999999,11928.2655,12714.418,14273.59,17645.7203
Net Cash (per share),-7.96,-8.75,-17.28,-17.08,-16.16,-14.33,-13.93,-18.14,-22.49,-27.23,-34.2,-35.39,-39.43,-50.64,-66.56,-74.78,		,-6.68,-7.79,-7.96,-10.21,-7.93,-9.08,-8.75,-10.44,-9.64,-10.15,-17.28,-19.13,-16.89,-16.24,-17.08,-19.52,-19.04,-18.99,-16.16,-16.51,-16.7,-15.44,-14.33,-15.62,-15.16,-15,-13.93,-16.19,-15.43,-17.31,-18.14,-20.46,-20.63,-21.41,-24.12,-27.39,-28.05,-27.39,-27.62,-30,-30.25,-30.43,-34.2,-34.65,-34.77,-34.72,-35.39,-35.69,-35.22,-35.48,-39.43,-41.42,-40.61,-44.44,-50.64,-55.41,-53.78,-54.56,-66.56,-74.78
Net Current Asset Value (per share),-3.27,-3.41,-7.29,-6.72,-5.91,-4.85,-4.34,-6.28,-9.57,-12.35,-15.36,-15.66,-18.1,-26.96,-31.78,-35.82,		,-2.92,-3.42,-3.27,-4.14,-3.11,-3.68,-3.41,-4.1,-3.68,-3.84,-7.29,-8.11,-6.9,-6.36,-6.72,-7.73,-7.55,-7.28,-5.91,-5.82,-5.7,-5.23,-4.85,-5.51,-5.2,-5.11,-4.34,-5.43,-4.91,-5.91,-6.28,-7.75,-7.48,-8.29,-10.26,-12.49,-12.53,-12.22,-12.53,-13.57,-13.4,-13.52,-15.36,-15.85,-15.41,-15.28,-15.66,-16.02,-15.3,-15.23,-18.1,-19.34,-18.76,-21.82,-26.96,-28.21,-27.94,-26.89,-31.78,-35.82
Projected FCF (per share),0,3.93,9.13,9.57,11.88,15.34,24.9,28.7,34.19,43,49.11,54.33,53.69,62.6,56.07,46.04,		,0,0,0,0,0,1.85,3.93,3.09,4.4,1.5,9.13,4.49,7.93,7.5,9.57,7.13,6.99,5.48,11.88,10.44,12.25,15.05,15.34,17.13,21.95,24.02,24.9,27.05,28.44,29.83,28.7,32.38,33.82,35.27,34.19,38.63,38.14,41.14,43,46.48,49.71,55.03,49.11,53.47,53.63,50.43,54.33,53.24,50.42,52.35,53.69,57.22,55.42,55.93,62.6,59.11,65.4,61.64,56.07,46.04
Median PS (per share),6.22,7.29,8.26,13.1,13.9,14.66,16.48,19.19,22.89,28.15,30.85,35.29,37.46,39.69,48.59,52.99,		,6.47,6.68,6.22,6.41,6.65,6.84,7.29,7.47,7.57,7.66,8.26,9.52,10.8,12.22,13.1,13.43,13.66,13.77,13.9,14.01,14.27,14.41,14.66,14.96,15.17,15.88,16.48,17.04,17.84,18.46,19.19,20.24,21.14,21.91,22.89,24.03,25.54,27.12,28.15,28.69,28.98,29.67,30.85,32.21,33.56,34.49,35.29,35.87,36.31,36.82,37.46,38.29,38.87,39.3,39.69,41.25,42.86,45.12,48.59,52.99
Peter Lynch Fair Value (per share),0,6.82,6.2,9.21,18.6,23.65,11.02,7.19,8.04,5.62,25.08,41.17,47.12,51.34,26.93,14.72,		,0,0,0,0,5.06,5.09,6.82,7.23,7.22,7.12,6.2,6.12,6.67,7.04,9.21,11.21,13.37,16,18.6,20.69,23.3,25.31,23.65,20.48,16.81,13.51,11.02,10,8.64,6.83,7.19,6.55,6.49,7.4,8.04,9.17,11.24,3.64,5.62,7.31,9.51,21.14,25.08,30.34,35.32,39.61,41.17,42.37,45.22,46.94,47.12,47.58,48,48.67,51.34,52.87,41.61,38.89,26.93,14.72
Graham Number (per share),2.23,3.38,2.47,5.69,7.65,8.74,7.31,8.36,0.97,0,0,4.5,3.75,0,0,0,		,1.75,1.98,2.23,2.74,2.65,2.88,3.38,3.66,4.02,4.38,2.47,3.17,4.12,5.13,5.69,6.34,6.7,7.1,7.65,8.16,8.7,9.15,8.72,8.54,8.04,7.86,7.33,7.65,7.92,7.75,8.36,7.49,8.31,6.76,1.04,0,0,0,0,0,0,0,0,0,0,3.89,4.5,4.76,7.65,8.75,3.75,0,0,0,0,0,0,0,0,0
Altman Z-Score,5.58,5.91,2.45,5.02,5.08,5.62,5.98,5.98,6.41,6.65,6.17,6.47,6.47,5.84,5.37,5.56,		,6.69,6.12,5.58,5.06,5.8,5.58,5.91,5.27,5.77,5.97,2.45,3.02,3.89,4.88,5.02,4.74,4.74,4.88,5.08,5.38,5.14,5.35,5.62,5.8,5.56,5.84,5.98,5.54,5.74,5.72,5.98,5.97,5.95,6.21,6.41,6.25,6.34,6.74,6.65,6.46,6.41,6.38,6.17,6.43,6.52,6.61,6.47,6.71,6.61,6.63,6.47,5.81,5.98,5.85,5.84,5.9,5.81,5.82,5.37,5.58
Piotroski F-Score,6,6,5,5,7,5,6,7,4,6,7,7,7,5,6,4,		,5,4,6,5,6,5,6,5,4,3,5,4,7,7,5,4,3,3,7,6,5,4,5,6,6,6,6,6,6,7,7,6,6,6,4,5,4,5,6,6,6,7,7,7,7,8,7,8,8,8,7,6,5,4,5,5,6,6,6,4
Beneish M-Score,-2.25,-2.62,2.47,-1.66,-2.37,-2.49,-2.72,-2.41,-2.74,-2.52,-2.49,-2.68,-2.68,-2.64,-2.07,-2,		,-2.57,-2.29,-2.25,-2.12,-2.19,-2.28,-2.62,-2.47,-2.29,-2.01,2.47,2.12,1.71,2.17,-1.66,-2.09,-2.09,-2.06,-2.37,-2.3,-2.3,-2.9,-2.49,-2.89,-3.12,-2.74,-2.72,-2.76,-2.5,-2.55,-2.41,-2.36,-2.44,-2.55,-2.74,-2.54,-2.41,-2.35,-2.52,-2.5,-2.56,-2.63,-2.49,-2.66,-2.62,-2.56,-2.68,-2.63,-2.77,-2.74,-2.68,-2.76,-2.62,-2.51,-2.64,-2.31,-2.73,-2.67,-2.07,-2
Highest Stock Price,8.19,11.4,17.21,20.1,17.78,14.95,19.11,23.57,27.34,21.58,22.38,32.88,43.09,39.85,62.23,,		,9.83,8.19,6.99,5.73,5.75,7.55,11.4,12.77,13.99,14.97,17.21,17.41,17.2,20.1,18,18.24,14.36,17.34,17.78,16.1,14.35,14.95,13.73,15.47,15.38,16.85,19.11,20.32,23.42,23.57,22.52,23,26.84,27.34,25.99,23.56,23.86,21.2,21.58,18.5,19.38,18.93,22.38,26.41,29.29,32.88,32.79,34.64,39.73,42.44,43.09,42.08,40.09,39.35,39.85,43.91,51.45,56.3,62.23,70.89
Lowest Stock Price,5.6,2.85,9.87,13.59,11.34,12.11,12.36,17.8,21.58,18.83,13.74,21.62,30.74,35.57,38.99,,		,8.19,6.07,5.6,2.85,2.91,3.55,7.19,9.87,10.2,11.74,13.25,13.59,13.78,16.28,14.31,13.03,11.34,12.2,12.98,13.34,12.75,13.26,12.11,12.36,13.11,13.99,16.79,17.8,19.85,19.77,19.98,21.58,22.37,23.97,21.78,21.42,19.55,19.5,18.83,13.74,14.1,16.26,17.72,21.62,25.77,28.59,27.28,30.74,33.94,39.5,34.63,35.57,36.19,35.95,37.36,38.99,43.4,51.64,54.83,61.19
