Dist,aea,SchName,year,type,grade,subgroup,description,Enroll,Number Tested,Participation Rate Percentage,Number Full Academic Year Tested,Number Proficient,Percent Proficient
6741,05,East Sac County Comm School District,2012,Reading,08,00,All Students        ,77,77,100,71,53,74.64788732394366
6741,05,East Sac County Comm School District,2012,Reading,11,00,All Students        ,64,64,100,57,52,91.22807017543859
6750,13,Walnut Comm School District,2012,Mathematics,03,00,All Students        ,11,11,100,11,11,100
6750,13,Walnut Comm School District,2012,Mathematics,04,00,All Students        ,13,13,100,12,11,91.66666666666666
6750,13,Walnut Comm School District,2012,Mathematics,05,00,All Students        ,11,11,100,10,6,60
6750,13,Walnut Comm School District,2012,Mathematics,06,00,All Students        ,small N,small N,small N,small N,small N,small N
6750,13,Walnut Comm School District,2012,Mathematics,07,00,All Students        ,small N,small N,small N,small N,small N,small N
6750,13,Walnut Comm School District,2012,Mathematics,08,00,All Students        ,10,10,100,10,7,70
6750,13,Walnut Comm School District,2012,Mathematics,11,00,All Students        ,11,10,90.9090909090909,8,7,87.5
6750,13,Walnut Comm School District,2012,Reading,03,00,All Students        ,11,11,100,11,11,100
6750,13,Walnut Comm School District,2012,Reading,04,00,All Students        ,13,13,100,12,10,83.33333333333334
6750,13,Walnut Comm School District,2012,Reading,05,00,All Students        ,11,11,100,10,7,70
6750,13,Walnut Comm School District,2012,Reading,06,00,All Students        ,small N,small N,small N,small N,small N,small N
6750,13,Walnut Comm School District,2012,Reading,07,00,All Students        ,small N,small N,small N,small N,small N,small N
6750,13,Walnut Comm School District,2012,Reading,08,00,All Students        ,10,10,100,10,3,30
6750,13,Walnut Comm School District,2012,Reading,11,00,All Students        ,11,10,90.9090909090909,8,5,62.5
6759,15,Wapello Comm School District,2012,Mathematics,03,00,All Students        ,47,47,100,42,24,57.14285714285714
6759,15,Wapello Comm School District,2012,Mathematics,04,00,All Students        ,57,57,100,54,36,66.66666666666666
6759,15,Wapello Comm School District,2012,Mathematics,05,00,All Students        ,61,61,100,55,44,80
6759,15,Wapello Comm School District,2012,Mathematics,06,00,All Students        ,53,53,100,53,31,58.490566037735846
6759,15,Wapello Comm School District,2012,Mathematics,07,00,All Students        ,65,65,100,56,41,73.21428571428571
6759,15,Wapello Comm School District,2012,Mathematics,08,00,All Students        ,53,53,100,49,28,57.14285714285714
6759,15,Wapello Comm School District,2012,Mathematics,11,00,All Students        ,63,63,100,55,28,50.90909090909091
6759,15,Wapello Comm School District,2012,Reading,03,00,All Students        ,47,47,100,42,30,71.42857142857143
6759,15,Wapello Comm School District,2012,Reading,04,00,All Students        ,57,57,100,54,39,72.22222222222221
6759,15,Wapello Comm School District,2012,Reading,05,00,All Students        ,61,61,100,55,35,63.63636363636363
6759,15,Wapello Comm School District,2012,Reading,06,00,All Students        ,53,53,100,53,33,62.264150943396224
6759,15,Wapello Comm School District,2012,Reading,07,00,All Students        ,65,65,100,56,32,57.14285714285714
6759,15,Wapello Comm School District,2012,Reading,08,00,All Students        ,53,53,100,49,28,57.14285714285714
6759,15,Wapello Comm School District,2012,Reading,11,00,All Students        ,63,63,100,55,41,74.54545454545455
6762,07,Wapsie Valley Comm School District,2012,Mathematics,03,00,All Students        ,55,55,100,53,45,84.90566037735849
6762,07,Wapsie Valley Comm School District,2012,Mathematics,04,00,All Students        ,60,60,100,59,45,76.27118644067797
6762,07,Wapsie Valley Comm School District,2012,Mathematics,05,00,All Students        ,59,59,100,57,46,80.7017543859649
6762,07,Wapsie Valley Comm School District,2012,Mathematics,06,00,All Students        ,54,54,100,52,36,69.23076923076923
6762,07,Wapsie Valley Comm School District,2012,Mathematics,07,00,All Students        ,54,54,100,53,45,84.90566037735849
6762,07,Wapsie Valley Comm School District,2012,Mathematics,08,00,All Students        ,54,54,100,50,41,82
6762,07,Wapsie Valley Comm School District,2012,Mathematics,11,00,All Students        ,43,43,100,41,39,95.1219512195122
6762,07,Wapsie Valley Comm School District,2012,Reading,03,00,All Students        ,55,55,100,53,39,73.58490566037736
6762,07,Wapsie Valley Comm School District,2012,Reading,04,00,All Students        ,60,60,100,59,40,67.79661016949152
6762,07,Wapsie Valley Comm School District,2012,Reading,05,00,All Students        ,59,59,100,57,45,78.94736842105263
6762,07,Wapsie Valley Comm School District,2012,Reading,06,00,All Students        ,54,54,100,52,34,65.38461538461539
6762,07,Wapsie Valley Comm School District,2012,Reading,07,00,All Students        ,54,54,100,53,32,60.37735849056604
6762,07,Wapsie Valley Comm School District,2012,Reading,08,00,All Students        ,54,54,100,50,30,60
6762,07,Wapsie Valley Comm School District,2012,Reading,11,00,All Students        ,43,43,100,41,38,92.6829268292683
6768,10,Washington Comm School District,2012,Mathematics,03,00,All Students        ,101,100,99.00990099009901,84,59,70.23809523809523
6768,10,Washington Comm School District,2012,Mathematics,04,00,All Students        ,127,127,100,111,84,75.67567567567568
6768,10,Washington Comm School District,2012,Mathematics,05,00,All Students        ,137,137,100,128,89,69.53125
6768,10,Washington Comm School District,2012,Mathematics,06,00,All Students        ,157,157,100,144,95,65.97222222222221
6768,10,Washington Comm School District,2012,Mathematics,07,00,All Students        ,125,124,99.2,112,89,79.46428571428571
6768,10,Washington Comm School District,2012,Mathematics,08,00,All Students        ,124,124,100,118,96,81.35593220338984
6768,10,Washington Comm School District,2012,Mathematics,11,00,All Students        ,122,122,100,112,100,89.28571428571429
6768,10,Washington Comm School District,2012,Reading,03,00,All Students        ,101,100,99.00990099009901,84,65,77.38095238095238
6768,10,Washington Comm School District,2012,Reading,04,00,All Students        ,127,127,100,111,64,57.65765765765766
6768,10,Washington Comm School District,2012,Reading,05,00,All Students        ,137,137,100,128,94,73.4375
6768,10,Washington Comm School District,2012,Reading,06,00,All Students        ,157,157,100,144,72,50
6768,10,Washington Comm School District,2012,Reading,07,00,All Students        ,125,124,99.2,112,73,65.17857142857143
6768,10,Washington Comm School District,2012,Reading,08,00,All Students        ,124,124,100,118,72,61.016949152542374
6768,10,Washington Comm School District,2012,Reading,11,00,All Students        ,122,122,100,112,94,83.92857142857143
6795,07,Waterloo Comm School District,2012,Mathematics,03,00,All Students        ,779,775,99.48652118100128,711,420,59.07172995780591
6795,07,Waterloo Comm School District,2012,Mathematics,04,00,All Students        ,743,739,99.46164199192464,684,405,59.210526315789465
6795,07,Waterloo Comm School District,2012,Mathematics,05,00,All Students        ,732,730,99.72677595628416,678,393,57.9646017699115
6795,07,Waterloo Comm School District,2012,Mathematics,06,00,All Students        ,740,735,99.32432432432432,664,349,52.56024096385542
6795,07,Waterloo Comm School District,2012,Mathematics,07,00,All Students        ,725,719,99.17241379310346,658,431,65.50151975683892
6795,07,Waterloo Comm School District,2012,Mathematics,08,00,All Students        ,768,761,99.08854166666666,703,341,48.506401137980085
6795,07,Waterloo Comm School District,2012,Mathematics,11,00,All Students        ,576,569,98.78472222222221,518,349,67.37451737451737
6795,07,Waterloo Comm School District,2012,Reading,03,00,All Students        ,779,772,99.10141206675225,711,413,58.08720112517582
6795,07,Waterloo Comm School District,2012,Reading,04,00,All Students        ,743,739,99.46164199192464,684,365,53.3625730994152
6795,07,Waterloo Comm School District,2012,Reading,05,00,All Students        ,732,730,99.72677595628416,678,394,58.11209439528023
6795,07,Waterloo Comm School District,2012,Reading,06,00,All Students        ,740,736,99.45945945945947,666,318,47.74774774774775
6795,07,Waterloo Comm School District,2012,Reading,07,00,All Students        ,725,719,99.17241379310346,658,360,54.7112462006079
6795,07,Waterloo Comm School District,2012,Reading,08,00,All Students        ,768,761,99.08854166666666,703,353,50.21337126600285
6795,07,Waterloo Comm School District,2012,Reading,11,00,All Students        ,576,565,98.09027777777779,514,382,74.31906614785993
6822,11,Waukee Comm School District,2012,Mathematics,03,00,All Students        ,610,609,99.8360655737705,562,515,91.63701067615658
6822,11,Waukee Comm School District,2012,Mathematics,04,00,All Students        ,579,579,100,524,457,87.21374045801527
6822,11,Waukee Comm School District,2012,Mathematics,05,00,All Students        ,603,603,100,556,511,91.90647482014388
6822,11,Waukee Comm School District,2012,Mathematics,06,00,All Students        ,582,582,100,531,465,87.57062146892656
6822,11,Waukee Comm School District,2012,Mathematics,07,00,All Students        ,521,519,99.61612284069098,494,448,90.68825910931174
6822,11,Waukee Comm School District,2012,Mathematics,08,00,All Students        ,531,531,100,491,439,89.40936863543789
6822,11,Waukee Comm School District,2012,Mathematics,11,00,All Students        ,379,376,99.2084432717678,352,325,92.32954545454545
6822,11,Waukee Comm School District,2012,Reading,03,00,All Students        ,610,608,99.672131147541,561,495,88.23529411764706
6822,11,Waukee Comm School District,2012,Reading,04,00,All Students        ,579,576,99.48186528497409,524,447,85.30534351145039
6822,11,Waukee Comm School District,2012,Reading,05,00,All Students        ,603,602,99.83416252072969,556,490,88.12949640287769
6822,11,Waukee Comm School District,2012,Reading,06,00,All Students        ,582,579,99.48453608247422,531,429,80.7909604519774
6822,11,Waukee Comm School District,2012,Reading,07,00,All Students        ,521,519,99.61612284069098,494,414,83.80566801619433
6822,11,Waukee Comm School District,2012,Reading,08,00,All Students        ,531,529,99.62335216572504,491,402,81.87372708757637
6822,11,Waukee Comm School District,2012,Reading,11,00,All Students        ,379,376,99.2084432717678,352,332,94.31818181818183
6840,07,Waverly-Shell Rock Comm School District,2012,Mathematics,03,00,All Students        ,146,146,100,135,122,90.37037037037037
6840,07,Waverly-Shell Rock Comm School District,2012,Mathematics,04,00,All Students        ,129,129,100,122,99,81.14754098360656
6840,07,Waverly-Shell Rock Comm School District,2012,Mathematics,05,00,All Students        ,151,151,100,134,107,79.8507462686567
6840,07,Waverly-Shell Rock Comm School District,2012,Mathematics,06,00,All Students        ,139,139,100,117,103,88.03418803418803
6840,07,Waverly-Shell Rock Comm School District,2012,Mathematics,07,00,All Students        ,143,143,100,119,112,94.11764705882352
6840,07,Waverly-Shell Rock Comm School District,2012,Mathematics,08,00,All Students        ,157,157,100,148,133,89.86486486486487
6840,07,Waverly-Shell Rock Comm School District,2012,Mathematics,11,00,All Students        ,169,169,100,165,156,94.54545454545455
6840,07,Waverly-Shell Rock Comm School District,2012,Reading,03,00,All Students        ,146,146,100,135,122,90.37037037037037
6840,07,Waverly-Shell Rock Comm School District,2012,Reading,04,00,All Students        ,129,129,100,122,107,87.70491803278688
6840,07,Waverly-Shell Rock Comm School District,2012,Reading,05,00,All Students        ,151,151,100,134,111,82.83582089552239
6840,07,Waverly-Shell Rock Comm School District,2012,Reading,06,00,All Students        ,139,139,100,117,97,82.90598290598291
6840,07,Waverly-Shell Rock Comm School District,2012,Reading,07,00,All Students        ,143,143,100,119,99,83.19327731092437
6840,07,Waverly-Shell Rock Comm School District,2012,Reading,08,00,All Students        ,157,157,100,148,116,78.37837837837837
6840,07,Waverly-Shell Rock Comm School District,2012,Reading,11,00,All Students        ,169,169,100,165,152,92.12121212121212
6854,15,Wayne Comm School District,2012,Mathematics,03,00,All Students        ,41,41,100,36,30,83.33333333333334
6854,15,Wayne Comm School District,2012,Mathematics,04,00,All Students        ,43,43,100,40,36,90
6854,15,Wayne Comm School District,2012,Mathematics,05,00,All Students        ,32,31,96.875,27,22,81.48148148148148
6854,15,Wayne Comm School District,2012,Mathematics,06,00,All Students        ,51,51,100,48,31,64.58333333333334
6854,15,Wayne Comm School District,2012,Mathematics,07,00,All Students        ,38,38,100,34,29,85.29411764705883
6854,15,Wayne Comm School District,2012,Mathematics,08,00,All Students        ,24,24,100,23,21,91.30434782608695
6854,15,Wayne Comm School District,2012,Mathematics,11,00,All Students        ,39,39,100,35,29,82.85714285714286
6854,15,Wayne Comm School District,2012,Reading,03,00,All Students        ,41,41,100,36,26,72.22222222222221
6854,15,Wayne Comm School District,2012,Reading,04,00,All Students        ,43,43,100,40,31,77.5
6854,15,Wayne Comm School District,2012,Reading,05,00,All Students        ,32,31,96.875,27,26,96.29629629629629
6854,15,Wayne Comm School District,2012,Reading,06,00,All Students        ,51,51,100,48,35,72.91666666666666
6854,15,Wayne Comm School District,2012,Reading,07,00,All Students        ,38,38,100,34,26,76.47058823529412
6854,15,Wayne Comm School District,2012,Reading,08,00,All Students        ,24,24,100,23,18,78.26086956521739
6854,15,Wayne Comm School District,2012,Reading,11,00,All Students        ,39,39,100,35,30,85.71428571428571
6867,05,Webster City Comm School District,2012,Mathematics,03,00,All Students        ,111,111,100,105,95,90.47619047619048
6867,05,Webster City Comm School District,2012,Mathematics,04,00,All Students        ,103,103,100,99,83,83.83838383838383
6867,05,Webster City Comm School District,2012,Mathematics,05,00,All Students        ,106,106,100,91,81,89.01098901098901
6867,05,Webster City Comm School District,2012,Mathematics,06,00,All Students        ,101,101,100,89,84,94.3820224719101
6867,05,Webster City Comm School District,2012,Mathematics,07,00,All Students        ,146,146,100,136,125,91.91176470588235
6867,05,Webster City Comm School District,2012,Mathematics,08,00,All Students        ,144,144,100,138,120,86.95652173913044
6867,05,Webster City Comm School District,2012,Mathematics,11,00,All Students        ,141,139,98.58156028368793,127,105,82.67716535433071
6867,05,Webster City Comm School District,2012,Reading,03,00,All Students        ,111,111,100,105,85,80.95238095238095
6867,05,Webster City Comm School District,2012,Reading,04,00,All Students        ,103,103,100,99,68,68.68686868686868
6867,05,Webster City Comm School District,2012,Reading,05,00,All Students        ,106,105,99.05660377358491,91,72,79.12087912087912
6867,05,Webster City Comm School District,2012,Reading,06,00,All Students        ,101,101,100,89,66,74.15730337078652
6867,05,Webster City Comm School District,2012,Reading,07,00,All Students        ,146,145,99.31506849315068,136,98,72.05882352941177
6867,05,Webster City Comm School District,2012,Reading,08,00,All Students        ,144,144,100,138,91,65.94202898550725
6867,05,Webster City Comm School District,2012,Reading,11,00,All Students        ,141,139,98.58156028368793,127,106,83.46456692913385
6921,05,West Bend-Mallard Comm School District,2012,Mathematics,03,00,All Students        ,29,29,100,28,21,75
6921,05,West Bend-Mallard Comm School District,2012,Mathematics,04,00,All Students        ,20,20,100,18,16,88.88888888888889
6921,05,West Bend-Mallard Comm School District,2012,Mathematics,05,00,All Students        ,28,28,100,24,18,75
6921,05,West Bend-Mallard Comm School District,2012,Mathematics,06,00,All Students        ,22,22,100,20,12,60
6921,05,West Bend-Mallard Comm School District,2012,Mathematics,07,00,All Students        ,27,25,92.5925925925926,21,14,66.66666666666666
6921,05,West Bend-Mallard Comm School District,2012,Mathematics,08,00,All Students        ,33,33,100,27,22,81.48148148148148
6921,05,West Bend-Mallard Comm School District,2012,Mathematics,11,00,All Students        ,31,31,100,27,24,88.88888888888889
6921,05,West Bend-Mallard Comm School District,2012,Reading,03,00,All Students        ,29,29,100,28,24,85.71428571428571
6921,05,West Bend-Mallard Comm School District,2012,Reading,04,00,All Students        ,20,20,100,18,15,83.33333333333334
6921,05,West Bend-Mallard Comm School District,2012,Reading,05,00,All Students        ,28,28,100,24,19,79.16666666666666
6921,05,West Bend-Mallard Comm School District,2012,Reading,06,00,All Students        ,22,22,100,20,11,55.00000000000001
6921,05,West Bend-Mallard Comm School District,2012,Reading,07,00,All Students        ,27,25,92.5925925925926,21,9,42.857142857142854
6921,05,West Bend-Mallard Comm School District,2012,Reading,08,00,All Students        ,33,33,100,27,23,85.18518518518519
6921,05,West Bend-Mallard Comm School District,2012,Reading,11,00,All Students        ,31,31,100,27,24,88.88888888888889
6930,10,West Branch Comm School District,2012,Mathematics,03,00,All Students        ,68,68,100,64,45,70.3125
6930,10,West Branch Comm School District,2012,Mathematics,04,00,All Students        ,56,56,100,53,45,84.90566037735849
6930,10,West Branch Comm School District,2012,Mathematics,05,00,All Students        ,64,64,100,58,49,84.48275862068965
6930,10,West Branch Comm School District,2012,Mathematics,06,00,All Students        ,63,62,98.4126984126984,57,48,84.21052631578947
6930,10,West Branch Comm School District,2012,Mathematics,07,00,All Students        ,53,52,98.11320754716981,50,48,96
6930,10,West Branch Comm School District,2012,Mathematics,08,00,All Students        ,57,57,100,53,43,81.13207547169812
6930,10,West Branch Comm School District,2012,Mathematics,11,00,All Students        ,69,68,98.55072463768117,66,64,96.96969696969697
6930,10,West Branch Comm School District,2012,Reading,03,00,All Students        ,68,67,98.52941176470588,63,48,76.19047619047619
6930,10,West Branch Comm School District,2012,Reading,04,00,All Students        ,56,56,100,53,40,75.47169811320755
6930,10,West Branch Comm School District,2012,Reading,05,00,All Students        ,64,64,100,58,48,82.75862068965517
6930,10,West Branch Comm School District,2012,Reading,06,00,All Students        ,63,62,98.4126984126984,57,42,73.68421052631578
6930,10,West Branch Comm School District,2012,Reading,07,00,All Students        ,53,52,98.11320754716981,50,39,78
6930,10,West Branch Comm School District,2012,Reading,08,00,All Students        ,57,57,100,53,38,71.69811320754717
6930,10,West Branch Comm School District,2012,Reading,11,00,All Students        ,69,68,98.55072463768117,66,63,95.45454545454545
6937,15,West Burlington Ind School District,2012,Mathematics,03,00,All Students        ,63,63,100,58,50,86.20689655172413
6937,15,West Burlington Ind School District,2012,Mathematics,04,00,All Students        ,51,51,100,43,31,72.09302325581395
6937,15,West Burlington Ind School District,2012,Mathematics,05,00,All Students        ,66,66,100,56,45,80.35714285714286
6937,15,West Burlington Ind School District,2012,Mathematics,06,00,All Students        ,55,55,100,49,26,53.06122448979592
6937,15,West Burlington Ind School District,2012,Mathematics,07,00,All Students        ,63,63,100,50,37,74
6937,15,West Burlington Ind School District,2012,Mathematics,08,00,All Students        ,56,56,100,51,34,66.66666666666666
6937,15,West Burlington Ind School District,2012,Mathematics,11,00,All Students        ,48,48,100,42,35,83.33333333333334
6937,15,West Burlington Ind School District,2012,Reading,03,00,All Students        ,63,63,100,58,46,79.3103448275862
6937,15,West Burlington Ind School District,2012,Reading,04,00,All Students        ,51,51,100,43,24,55.81395348837209
6937,15,West Burlington Ind School District,2012,Reading,05,00,All Students        ,66,66,100,56,36,64.28571428571429
6937,15,West Burlington Ind School District,2012,Reading,06,00,All Students        ,55,55,100,49,25,51.02040816326531
6937,15,West Burlington Ind School District,2012,Reading,07,00,All Students        ,63,63,100,50,39,78
6937,15,West Burlington Ind School District,2012,Reading,08,00,All Students        ,56,56,100,51,30,58.82352941176471
6937,15,West Burlington Ind School District,2012,Reading,11,00,All Students        ,48,48,100,42,36,85.71428571428571
6943,01,West Central Comm School District,2012,Mathematics,03,00,All Students        ,15,15,100,12,10,83.33333333333334
6943,01,West Central Comm School District,2012,Mathematics,04,00,All Students        ,14,14,100,12,10,83.33333333333334
6943,01,West Central Comm School District,2012,Mathematics,05,00,All Students        ,19,19,100,17,17,100
6943,01,West Central Comm School District,2012,Mathematics,06,00,All Students        ,16,16,100,15,14,93.33333333333333
6943,01,West Central Comm School District,2012,Mathematics,07,00,All Students        ,18,18,100,16,15,93.75
6943,01,West Central Comm School District,2012,Mathematics,08,00,All Students        ,31,31,100,31,27,87.09677419354838
6943,01,West Central Comm School District,2012,Mathematics,11,00,All Students        ,23,23,100,23,23,100
6943,01,West Central Comm School District,2012,Reading,03,00,All Students        ,15,15,100,12,10,83.33333333333334
6943,01,West Central Comm School District,2012,Reading,04,00,All Students        ,14,14,100,12,10,83.33333333333334
6943,01,West Central Comm School District,2012,Reading,05,00,All Students        ,19,19,100,17,15,88.23529411764706
6943,01,West Central Comm School District,2012,Reading,06,00,All Students        ,16,16,100,15,12,80
6943,01,West Central Comm School District,2012,Reading,07,00,All Students        ,18,18,100,16,12,75
6943,01,West Central Comm School District,2012,Reading,08,00,All Students        ,31,31,100,31,16,51.61290322580645
6943,01,West Central Comm School District,2012,Reading,11,00,All Students        ,23,23,100,23,21,91.30434782608695
6950,01,West Delaware County Comm School District,2012,Mathematics,03,00,All Students        ,120,120,100,117,90,76.92307692307693
6950,01,West Delaware County Comm School District,2012,Mathematics,04,00,All Students        ,93,92,98.9247311827957,86,77,89.53488372093024
6950,01,West Delaware County Comm School District,2012,Mathematics,05,00,All Students        ,100,100,100,94,75,79.7872340425532
6950,01,West Delaware County Comm School District,2012,Mathematics,06,00,All Students        ,101,101,100,95,63,66.3157894736842
6950,01,West Delaware County Comm School District,2012,Mathematics,07,00,All Students        ,117,117,100,92,75,81.52173913043478
6950,01,West Delaware County Comm School District,2012,Mathematics,08,00,All Students        ,142,142,100,134,102,76.11940298507463
6950,01,West Delaware County Comm School District,2012,Mathematics,11,00,All Students        ,134,131,97.76119402985076,126,112,88.88888888888889
6950,01,West Delaware County Comm School District,2012,Reading,03,00,All Students        ,120,120,100,117,95,81.19658119658119
6950,01,West Delaware County Comm School District,2012,Reading,04,00,All Students        ,93,92,98.9247311827957,86,78,90.69767441860465
6950,01,West Delaware County Comm School District,2012,Reading,05,00,All Students        ,100,99,99,93,76,81.72043010752688
6950,01,West Delaware County Comm School District,2012,Reading,06,00,All Students        ,101,101,100,95,67,70.52631578947368
6950,01,West Delaware County Comm School District,2012,Reading,07,00,All Students        ,117,117,100,92,63,68.47826086956522
6950,01,West Delaware County Comm School District,2012,Reading,08,00,All Students        ,142,142,100,134,91,67.91044776119402
6950,01,West Delaware County Comm School District,2012,Reading,11,00,All Students        ,134,131,97.76119402985076,126,115,91.26984126984127
6957,11,West Des Moines Comm School District,2012,Mathematics,03,00,All Students        ,692,689,99.56647398843931,607,510,84.01976935749587
6957,11,West Des Moines Comm School District,2012,Mathematics,04,00,All Students        ,710,707,99.5774647887324,640,563,87.96875
6957,11,West Des Moines Comm School District,2012,Mathematics,05,00,All Students        ,662,661,99.8489425981873,602,499,82.890365448505
6957,11,West Des Moines Comm School District,2012,Mathematics,06,00,All Students        ,696,693,99.56896551724138,616,499,81.0064935064935
6957,11,West Des Moines Comm School District,2012,Mathematics,07,00,All Students        ,662,662,100,606,533,87.95379537953795
6957,11,West Des Moines Comm School District,2012,Mathematics,08,00,All Students        ,695,693,99.71223021582733,638,518,81.19122257053291
6957,11,West Des Moines Comm School District,2012,Mathematics,11,00,All Students        ,690,682,98.84057971014492,609,548,89.98357963875205
6957,11,West Des Moines Comm School District,2012,Reading,03,00,All Students        ,692,687,99.27745664739885,607,494,81.38385502471169
6957,11,West Des Moines Comm School District,2012,Reading,04,00,All Students        ,710,707,99.5774647887324,640,527,82.34375
6957,11,West Des Moines Comm School District,2012,Reading,05,00,All Students        ,662,660,99.69788519637463,602,455,75.5813953488372
6957,11,West Des Moines Comm School District,2012,Reading,06,00,All Students        ,697,694,99.56958393113344,616,448,72.72727272727273
6957,11,West Des Moines Comm School District,2012,Reading,07,00,All Students        ,662,656,99.09365558912387,606,491,81.02310231023102
6957,11,West Des Moines Comm School District,2012,Reading,08,00,All Students        ,695,691,99.42446043165467,638,478,74.92163009404389
6957,11,West Des Moines Comm School District,2012,Reading,11,00,All Students        ,691,684,98.98697539797395,611,546,89.36170212765957
6961,01,Western Dubuque Comm School District,2012,Mathematics,03,00,All Students        ,203,203,100,181,156,86.1878453038674
6961,01,Western Dubuque Comm School District,2012,Mathematics,04,00,All Students        ,198,197,99.4949494949495,179,159,88.8268156424581
6961,01,Western Dubuque Comm School District,2012,Mathematics,05,00,All Students        ,214,213,99.53271028037383,203,177,87.192118226601
6961,01,Western Dubuque Comm School District,2012,Mathematics,06,00,All Students        ,235,235,100,211,175,82.93838862559242
6961,01,Western Dubuque Comm School District,2012,Mathematics,07,00,All Students        ,257,254,98.83268482490273,236,222,94.0677966101695
6961,01,Western Dubuque Comm School District,2012,Mathematics,08,00,All Students        ,173,172,99.42196531791907,164,152,92.6829268292683
6961,01,Western Dubuque Comm School District,2012,Mathematics,11,00,All Students        ,290,289,99.6551724137931,271,247,91.14391143911439
6961,01,Western Dubuque Comm School District,2012,Reading,03,00,All Students        ,203,202,99.50738916256158,181,144,79.55801104972376
6961,01,Western Dubuque Comm School District,2012,Reading,04,00,All Students        ,198,196,98.98989898989899,178,141,79.21348314606742
6961,01,Western Dubuque Comm School District,2012,Reading,05,00,All Students        ,214,212,99.06542056074767,203,168,82.75862068965517
6961,01,Western Dubuque Comm School District,2012,Reading,06,00,All Students        ,235,234,99.57446808510639,211,145,68.72037914691943
6961,01,Western Dubuque Comm School District,2012,Reading,07,00,All Students        ,257,253,98.44357976653697,236,172,72.88135593220339
6961,01,Western Dubuque Comm School District,2012,Reading,08,00,All Students        ,173,172,99.42196531791907,164,121,73.78048780487805
6961,01,Western Dubuque Comm School District,2012,Reading,11,00,All Students        ,290,289,99.6551724137931,271,236,87.08487084870849
6969,13,West Harrison Comm School District,2012,Mathematics,03,00,All Students        ,28,28,100,25,16,64
6969,13,West Harrison Comm School District,2012,Mathematics,04,00,All Students        ,29,29,100,24,15,62.5
6969,13,West Harrison Comm School District,2012,Mathematics,05,00,All Students        ,26,26,100,25,15,60
6969,13,West Harrison Comm School District,2012,Mathematics,06,00,All Students        ,32,32,100,30,14,46.666666666666664
6969,13,West Harrison Comm School District,2012,Mathematics,07,00,All Students        ,31,31,100,25,17,68
6969,13,West Harrison Comm School District,2012,Mathematics,08,00,All Students        ,33,32,96.96969696969697,24,16,66.66666666666666
6969,13,West Harrison Comm School District,2012,Mathematics,11,00,All Students        ,39,38,97.43589743589743,33,30,90.9090909090909
6969,13,West Harrison Comm School District,2012,Reading,03,00,All Students        ,28,28,100,25,18,72
6969,13,West Harrison Comm School District,2012,Reading,04,00,All Students        ,29,29,100,24,15,62.5
6969,13,West Harrison Comm School District,2012,Reading,05,00,All Students        ,26,26,100,25,16,64
6969,13,West Harrison Comm School District,2012,Reading,06,00,All Students        ,32,32,100,30,20,66.66666666666666
6969,13,West Harrison Comm School District,2012,Reading,07,00,All Students        ,31,31,100,25,14,56.00000000000001
6969,13,West Harrison Comm School District,2012,Reading,08,00,All Students        ,33,32,96.96969696969697,24,14,58.333333333333336
6969,13,West Harrison Comm School District,2012,Reading,11,00,All Students        ,39,39,100,34,30,88.23529411764706
6975,09,West Liberty Comm School District,2012,Mathematics,03,00,All Students        ,82,82,100,77,50,64.93506493506493
6975,09,West Liberty Comm School District,2012,Mathematics,04,00,All Students        ,90,90,100,87,66,75.86206896551724
6975,09,West Liberty Comm School District,2012,Mathematics,05,00,All Students        ,94,94,100,92,68,73.91304347826086
6975,09,West Liberty Comm School District,2012,Mathematics,06,00,All Students        ,103,103,100,100,61,61
6975,09,West Liberty Comm School District,2012,Mathematics,07,00,All Students        ,96,96,100,89,74,83.14606741573034
6975,09,West Liberty Comm School District,2012,Mathematics,08,00,All Students        ,80,80,100,70,61,87.14285714285714
6975,09,West Liberty Comm School District,2012,Mathematics,11,00,All Students        ,78,78,100,72,53,73.61111111111111
6975,09,West Liberty Comm School District,2012,Reading,03,00,All Students        ,82,82,100,77,53,68.83116883116884
6975,09,West Liberty Comm School District,2012,Reading,04,00,All Students        ,90,90,100,87,65,74.71264367816092
6975,09,West Liberty Comm School District,2012,Reading,05,00,All Students        ,94,94,100,92,60,65.21739130434783
6975,09,West Liberty Comm School District,2012,Reading,06,00,All Students        ,103,103,100,100,51,51
6975,09,West Liberty Comm School District,2012,Reading,07,00,All Students        ,96,96,100,89,56,62.92134831460674
6975,09,West Liberty Comm School District,2012,Reading,08,00,All Students        ,80,80,100,70,49,70
6975,09,West Liberty Comm School District,2012,Reading,11,00,All Students        ,78,76,97.43589743589743,72,58,80.55555555555556
6983,12,West Lyon Comm School District,2012,Mathematics,03,00,All Students        ,65,65,100,63,54,85.71428571428571
6983,12,West Lyon Comm School District,2012,Mathematics,04,00,All Students        ,63,63,100,60,49,81.66666666666667
6983,12,West Lyon Comm School District,2012,Mathematics,05,00,All Students        ,56,56,100,53,41,77.35849056603774
6983,12,West Lyon Comm School District,2012,Mathematics,06,00,All Students        ,66,66,100,60,48,80
6983,12,West Lyon Comm School District,2012,Mathematics,07,00,All Students        ,57,57,100,54,48,88.88888888888889
6983,12,West Lyon Comm School District,2012,Mathematics,08,00,All Students        ,49,49,100,46,37,80.43478260869566
6983,12,West Lyon Comm School District,2012,Mathematics,11,00,All Students        ,47,47,100,42,39,92.85714285714286
